pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
426.98 -2.04022 1.02524 273.799 -0.201359 -3.03354 978.12 0.571372 0.652157 0.86568 0.616233 180.966 -0.994686 2.01993 864.5
291.536 -0.499888 -1.63551 279.385 0.432385 -0.147108 492.618 0.624702 0.699532 0.834054 0.716913 298.829 2.60445 2.04322 839.414
280.168 1.13961 -1.23842 272.814 -0.17124 -0.122909 513.372 0.544465 0.759261 0.772562 0.734579 285.422 2.48278 2.56198 706.775
282.996 -0.777239 2.53246 263.922 -0.567836 0.913861 420.904 0.78471 0.610095 0.786098 0.714748 506.819 -1.36614 2.28 554.038
1162.17 -0.265918 3.05596 541.237 -1.18603 -0.349061 1964.19 0.261629 0.214986 0.614472 0.822702 257.325 0.364533 0.713594 1767.79
287.637 -0.751947 -2.19665 257.357 0.71474 1.31772 715.852 0.560019 0.29312 0.807752 0.76243 192.595 1.77305 0.455326 738.097
291.546 0.61069 -0.5861 264.529 -1.75437 -2.10131 919.922 0.665522 0.496549 0.573434 0.754113 14.8917 1.98899 2.19289 891.644
397.843 0.365028 1.66536 337.559 -0.354904 -2.87513 650.9 0.464716 0.781467 0.837566 0.76511 324.94 -0.470395 2.13576 920.592
373.232 1.01065 2.79082 343.293 -0.994838 1.2904 992.292 0.403048 0.552455 0.791817 0.771164 53.4763 -1.2126 2.27977 998.853
327.876 1.22787 1.52455 287.181 0.550192 0.381971 411.833 0.29372 0.765879 0.635118 0.913478 34.3451 -2.43429 2.32434 856.547
317.21 -0.329521 -0.535348 304.641 0.638675 1.71608 672.819 0.491284 0.26391 0.766726 0.591285 49.511 1.82625 0.110166 816.008
581.988 -0.269293 0.12636 405.985 1.00187 2.10906 1070.7 0.591866 0.458832 0.707783 0.315379 208.199 -1.97812 2.10448 1433.2
347.558 -0.152883 -2.97771 286.489 -0.990227 -2.16528 383.801 0.738279 0.774484 0.830207 0.797239 267.531 1.29949 2.00598 855.264
484.054 -0.560428 2.26404 424.94 -0.994285 -3.00954 505.564 0.394012 0.526071 0.654827 0.678603 528.358 -0.94018 2.06936 1266.29
300.758 -1.34987 1.64545 263.981 -0.0494965 2.22198 441.158 0.773857 0.670974 0.789795 0.727424 213.47 -0.604198 2.24964 727.998
379.396 -0.824387 1.80736 324.583 -0.895578 0.393353 479.67 0.615321 0.539375 0.746546 0.642862 268.64 -2.3577 2.11813 866.299
285.003 1.25261 -2.92195 269.763 0.809371 -1.00401 485.208 0.730243 0.510534 0.787469 0.818463 217.89 1.11325 2.11725 683.862
462.904 -0.434063 1.79419 269.75 -0.372174 0.324992 504.156 0.377699 0.776146 0.569428 0.677197 848.161 -2.05021 2.37521 798.308
396.683 0.713237 0.551473 276.5 -0.340151 2.62105 701.662 0.57669 0.628577 0.801528 0.435384 216.234 -1.52263 2.0741 825.038
593.217 0.550247 -1.92548 315.168 -0.06955 1.37447 973.439 0.187005 0.741052 0.796167 0.785688 141.031 0.680758 0.693709 1041.57
307.187 0.475446 -0.784944 284.347 -1.19772 -2.31563 697.126 0.486684 0.652742 0.817028 0.821876 200.998 1.61199 2.35556 876.724
354.434 0.90299 -0.99234 257.222 -0.476493 2.46097 785.642 0.731418 0.535829 0.757877 0.700431 105.126 1.5646 0.896376 696.958
827.284 0.329436 2.98053 509.669 0.25352 1.09398 1067.21 0.666498 0.780106 0.800609 0.814854 435.948 -0.911798 2.00578 1590.74
456.585 -0.477073 -0.418747 416.051 -0.191267 -2.33277 789.45 0.484573 0.0420653 0.640733 0.723389 78.8489 2.21516 1.73526 1119.72
367.771 -0.196889 -0.814368 326.074 0.209101 1.01372 578.857 0.485823 0.503788 0.757272 0.724981 239.291 3.13428 2.12056 765.155
378.226 0.428969 1.80938 353.115 -0.999403 -0.111609 829.763 0.600811 0.701933 0.575256 0.772877 282.154 -2.14758 2.03598 943.777
495.383 -0.268383 0.468541 287.76 0.61356 2.12892 685.014 0.383265 0.746328 0.478849 0.683404 588.903 -2.01919 2.13508 931.61
326.969 -0.896121 1.36377 279.762 0.625548 -0.434414 707.012 0.718568 0.582212 0.724324 0.827245 477.441 -2.61307 2.17865 730.654
416.102 0.985739 1.03318 253.413 -0.372827 2.37107 656.045 0.618401 0.637668 0.634374 0.712852 245.975 -1.59151 2.32061 837.242
396.251 -1.59356 -2.6483 368.392 -0.0681583 -2.87791 663.701 0.693521 0.620117 0.743862 0.61778 188.461 -0.42276 2.22554 1051.36
278.468 0.969041 -1.88143 253.053 -1.20078 2.67531 813.497 0.609102 0.612561 0.756198 0.747575 477.298 0.501105 2.17421 526.289
404.612 0.494096 -1.41009 322.993 0.975 -2.72274 538.319 0.504738 0.626987 0.548462 0.600557 385.57 1.01114 2.42123 1118.88
320.614 0.54584 -1.62555 256.402 0.336744 -2.77054 336.662 0.629486 0.443754 0.60914 0.789706 98.5048 0.437066 2.06261 836.789
661.427 1.03066 -1.51893 380.098 0.382186 1.60612 1141.72 0.481999 0.398534 0.361061 0.486204 294.173 1.93828 0.332158 1258.49
318.907 1.19424 0.383326 289.716 0.298036 2.21976 619.043 0.555591 0.224757 0.727899 0.830072 122.062 -1.82811 2.21144 830.958
326.816 -0.51017 -1.3653 293.704 -0.163244 0.832021 578.197 0.722609 0.62028 0.735134 0.668636 544.742 2.89999 2.01789 620.091
375.651 0.164593 0.776927 372.246 -0.11373 -0.892439 599.017 0.794764 0.472236 0.810911 0.702806 718.923 -3.114 2.22156 807.382
321.188 0.593668 3.10457 301.385 1.09731 1.18154 562.786 0.398972 0.521249 0.600135 0.592567 188.547 -0.894379 2.07592 847.835
295.557 1.52489 2.79053 289.952 -0.836391 1.53598 936.941 0.692266 0.571998 0.867224 0.773209 261.847 -1.42956 2.06309 834.19
319.745 0.153497 -0.703685 258.014 1.15049 0.908648 534.078 0.555906 0.669249 0.736246 0.678878 370.594 -3.10604 2.2685 663.424
353.612 -1.13688 -0.790047 265.816 0.0121789 -1.36437 432.413 0.292678 0.761448 0.824325 0.733274 74.9344 2.18445 2.73436 700.268
478.152 -0.162828 -1.69465 277.355 -1.34486 -2.44985 552.384 0.620445 0.807812 0.801083 0.803238 93.1871 1.13094 2.7024 1107.05
330.298 0.285818 -0.130918 287.243 0.981308 -2.01187 568.889 0.721932 0.595667 0.873103 0.77308 87.6072 2.16878 2.10253 1070.37
423.449 1.26085 0.530766 253.994 -0.236442 -1.69325 823.519 0.741561 0.665647 0.645877 0.568979 422.785 2.55474 2.02397 663.716
370.291 1.07526 -1.99718 341.6 0.824853 1.8077 722.793 0.439964 0.252967 0.59745 0.493728 67.8136 2.02698 0.219276 1041.9
