pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
503.09 1.32462 -2.72771 296.238 0.756162 2.10408 583.073 0.649091 0.656958 0.76726 0.703085 2316.22 -0.535613 2.1921 937.298
943.181 1.31691 -1.17243 688.011 -0.0417421 -0.579856 1304.84 0.747655 0.363017 0.801511 0.83237 1000.26 1.87313 2.45299 2253.86
779.153 -0.455985 1.30571 295.905 0.02184 -1.75336 1066.29 0.272666 0.336025 0.753531 0.370713 155.16 -1.78365 0.0302862 1071.37
1334.81 0.81423 0.958792 293.17 -0.0632372 2.50884 1058.67 0.552425 0.831362 0.803314 0.782603 1733.14 -1.6176 2.15674 2017.78
569.098 0.98017 1.63964 342.486 0.148145 -0.0293199 791.569 0.344584 0.340304 0.751349 0.71863 1777.55 -2.58047 2.06307 885.634
618.15 0.356666 -2.09208 252.749 0.770621 1.23526 860.647 0.178391 0.621379 0.750434 0.748088 613.229 1.02402 0.211238 837.149
552.307 -0.0433736 1.54518 501.508 -0.110356 2.8602 654.439 0.748978 0.636079 0.782319 0.825677 808.501 -1.18734 2.23564 1685.8
744.442 0.182459 -1.61673 373.043 -1.55121 1.01063 1524.96 0.0563344 0.582255 0.838686 0.464702 206.569 1.00002 0.0106089 1354.78
561.641 0.926061 3.08108 293.888 -1.1805 1.36108 1212.06 0.849227 0.824883 0.815302 0.852367 723.058 -0.907015 2.2681 918.359
838.978 -0.837868 -2.30499 618.416 1.173 -1.24862 1913.47 0.543887 0.259798 0.389923 0.82452 873.455 0.802133 2.05075 1790.18
752.049 -0.361559 0.804773 367.86 1.17059 1.3911 993.121 0.374508 0.678789 0.432223 0.755102 1233.33 -2.24228 2.64981 1390.09
548.701 0.756044 1.66575 291.995 0.870568 2.69032 426.345 0.723202 0.466976 0.822506 0.734488 91.4334 -1.51822 2.07465 1338.41
662.205 0.281802 2.28824 349.595 1.57876 2.32327 727.818 0.666338 0.772414 0.640626 0.721453 1346.7 -0.433407 2.72165 1224.34
1183.35 0.637664 1.74907 505.54 -1.24219 1.54495 1700.7 0.679286 0.513691 0.80336 0.787121 784.626 -1.49252 3.03747 2254.89
495.261 -0.0272249 -2.28768 357.852 -1.07883 2.96222 680.509 0.395353 0.269874 0.508071 0.762678 1183.6 0.430745 2.53148 1217.19
