pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
347.388 1.66358 -1.97477 334.495 1.22459 -0.123585 622.275 0.66153 0.499962 0.780328 0.775698 250.635 2.01242 2.13601 761.246
361.218 -0.990514 2.23418 269.399 0.225174 2.76427 459.997 0.838249 0.72092 0.69978 0.60198 536.063 -0.717565 2.80135 783.535
311.752 -0.686006 1.80722 279.725 -0.794355 -2.9909 424.631 0.683957 0.569302 0.826443 0.726332 253.604 -0.605198 2.3857 701.72
295.172 1.62264 2.98005 281.761 -0.239289 1.23658 783.184 0.230869 0.632482 0.541428 0.771642 4.68464 -1.18367 2.11946 798.333
294.414 0.768355 -2.999 285.209 -0.571709 -1.12415 646.311 0.571494 0.653961 0.806045 0.75512 127.844 1.20633 2.07786 757.728
415.199 0.240047 -2.89386 394.67 -0.757981 -1.88862 587.235 0.710401 0.637855 0.744397 0.818689 153.121 0.249712 2.13834 1015.39
683.54 -0.247004 -1.56571 430.067 -0.821151 1.57323 1263.45 0.0589673 0.452601 0.805725 0.697497 170.533 1.18685 0.386383 1174.87
322.57 0.177587 -1.58775 270.983 -0.823808 -0.285378 495.534 0.280232 0.849436 0.717094 0.76776 503.142 1.73188 2.01726 577.709
311.236 -1.69852 -1.97012 263.607 -1.88566 -0.509052 404.723 0.772963 0.754216 0.805003 0.797639 505.781 1.95431 2.35875 921.368
589.952 0.274392 -0.936672 306.186 -0.987959 -3.12861 965.934 0.27363 0.528968 0.495993 0.829248 267.397 1.0971 2.03378 1071.18
308.939 -0.926723 0.450085 274.249 -0.759172 1.85051 395.023 0.703313 0.671282 0.69296 0.637847 291.533 -2.01961 2.41306 649.581
366.002 -0.176481 1.81326 324.869 -0.292466 0.337633 486.133 0.671952 0.699643 0.693723 0.711137 71.566 -2.20284 2.26709 1012.45
282.012 -0.979302 0.362273 252.742 0.413907 0.944562 445.31 0.493842 0.792354 0.732509 0.701117 614.207 -2.24297 2.60524 937.773
394.417 0.744283 1.91939 370.725 0.341317 -1.53141 828.449 0.228452 0.391199 0.841952 0.736621 87.8294 -1.85459 0.323177 1034.21
491.487 -0.311401 -0.428486 262.18 -0.104565 -2.02849 563.578 0.65313 0.60923 0.664364 0.672079 542.995 2.14409 2.1106 793.174
661.731 1.13588 -0.693243 299.668 1.32676 -2.20423 638.817 0.759924 0.462984 0.812325 0.703548 208.168 2.06684 2.01211 1209.58
482.769 0.316854 -2.75526 345.046 0.643882 -0.695754 733.029 0.781447 0.792797 0.774754 0.763676 259.686 1.41521 2.11097 916.711
392.22 -0.0366211 -0.582107 279.629 -0.444788 -2.30529 564.783 0.707846 0.335393 0.729014 0.71423 334.258 1.76732 2.21057 899.123
510.918 0.00378812 -0.33137 280.565 -0.779198 -2.91437 814.186 0.743507 0.238781 0.714152 0.622455 163.899 -2.79104 0.123333 1070.56
388.281 -1.00889 0.022162 379.512 -0.596466 1.69617 618.244 0.781188 0.366871 0.726008 0.732409 581.114 -2.47465 2.11237 1090.78
281.886 -0.438367 0.887256 254.246 1.05319 -1.03573 636.643 0.75185 0.671824 0.776038 0.788001 120.203 -3.06137 2.02564 779.682
471.602 -0.69306 -1.51144 290.677 0.596583 0.289702 786.971 0.802826 0.725522 0.746167 0.82658 317.604 2.56259 2.20916 971.112
360.549 -0.858683 2.49801 303.271 -0.275696 1.08868 484.06 0.69163 0.548544 0.805683 0.759576 235.572 -0.987111 2.07579 769.726
329.087 0.0102789 0.101077 271.374 0.591956 2.14623 575.283 0.429966 0.689435 0.611063 0.790416 188.619 -1.78556 1.88663 929.027
374.077 0.708605 2.06138 312.414 -0.864738 -2.87991 736.964 0.701505 0.677941 0.726228 0.733999 125.834 -0.781341 2.09857 844.702
444.889 0.165094 0.168025 317.551 0.0780832 1.86162 581.814 0.741026 0.639417 0.739649 0.809563 504.537 -2.20256 2.219 859.475
368.051 0.0582399 -1.06137 362.283 -0.00803528 -2.98808 658.999 0.186634 0.754152 0.662837 0.788997 99.8429 1.20599 2.08911 904.648
335.427 0.499463 -1.20467 258.837 -1.43343 -0.869111 679.513 0.547152 0.295437 0.76849 0.763079 99.183 1.99409 2.8632 913.238
452.851 -0.387288 1.33039 251.286 -0.428922 -1.76414 741.585 0.298218 0.365698 0.666386 0.613211 172.731 -1.61467 0.14947 674.655
349.191 -1.11847 1.91183 314.59 0.256104 -2.99111 663.62 0.768071 0.540041 0.750282 0.660739 122.339 -0.637035 2.35408 855.024
312.514 -0.812044 1.40297 261.256 0.28479 -2.22679 684.155 0.58067 0.370292 0.678665 0.697835 172.781 -2.29097 0.0641804 721.093
394.869 0.361239 0.272618 260.376 0.346228 2.52977 604.193 0.637535 0.634581 0.831356 0.745396 203.274 -1.73666 2.00928 955.819
302.209 0.0830399 2.50068 258.714 0.0907739 0.477178 492.296 0.628875 0.789481 0.844961 0.635016 292.378 -1.66972 2.11278 638.137
384.073 -0.234909 -0.228871 285.27 1.26359 3.13562 882.403 0.580671 0.330836 0.708624 0.727442 42.147 -2.40102 0.746543 824.793
666.964 -0.413519 1.82773 300.25 0.485982 0.636348 694.156 0.50037 0.757597 0.554097 0.731861 326.845 -1.57159 2.20794 1008.37
291.929 0.919424 -2.74121 263.178 0.598912 2.37398 344.373 0.665752 0.715727 0.680128 0.748852 186.591 0.0379667 2.33601 660.864
306.762 -0.105229 -0.135482 280.973 -0.690649 -1.37892 395.655 0.539227 0.86322 0.70824 0.680284 264.639 2.67794 2.22632 798.922
456.465 -1.19224 -2.21584 304.127 -0.327269 0.749323 868.676 0.750716 0.307334 0.726134 0.810682 112.546 0.751233 0.00190979 1065.55
489.933 -0.554077 -2.66695 288.037 0.487709 -1.97218 493.177 0.746748 0.752969 0.74274 0.59299 1116.02 1.03024 2.586 1258.57
319.379 -0.904687 0.54721 305.589 -0.998012 -1.86625 631.028 0.316979 0.753536 0.840858 0.785362 199.249 0.29504 0.25217 813.28
296.818 1.09726 2.91209 270.55 -0.651401 -2.47761 618.062 0.756861 0.716952 0.618463 0.682284 718.412 0.34542 2.56667 580.49
301.982 0.569658 -2.55068 251.562 0.20219 1.90203 465.818 0.732258 0.759672 0.679863 0.653364 560.108 -0.494567 2.05611 698.267
340.945 -0.854638 2.54971 257.87 -2.31621 -2.56884 607.101 0.565855 0.645109 0.763455 0.776554 266.865 -0.100428 2.46841 751.309
276.54 -0.828768 -1.90658 270.141 0.907051 -1.55754 556.404 0.321342 0.603996 0.550171 0.75761 622.942 0.93246 2.49 782.249
395.443 -0.521542 1.60035 344.896 -0.0530692 -2.74653 647.515 0.652668 0.732131 0.646464 0.747785 100.787 -0.541261 2.14162 886.483
296.87 0.521966 -2.39515 273.006 0.944501 -1.2775 341.513 0.787545 0.745437 0.674398 0.850846 272.654 1.59793 2.2901 595.587
365.278 -0.51224 0.735602 337.554 -0.166607 -0.452686 474.007 0.84905 0.281051 0.81761 0.629829 37.0842 -2.81716 2.36448 1129.75
375.986 -0.610923 0.620535 261.693 -0.214086 -1.24537 532.89 0.825359 0.74997 0.794872 0.595425 204.167 2.99778 2.04004 726.226
311.428 0.723436 -0.993921 303.382 -0.376967 3.06835 681.396 0.66641 0.642763 0.794825 0.539918 160.001 3.11371 0.0453622 889.288
419.798 -0.105542 -1.29975 279.006 0.902442 -2.49277 543.92 0.775838 0.716881 0.728037 0.76629 120.159 1.62426 2.16616 1124.14
419.203 0.920497 -0.414555 256.923 -0.468265 0.31911 569.868 0.584635 0.699747 0.731155 0.739068 35.8825 -2.71461 2.30006 902.045
338.31 0.0025712 2.18111 252.926 -0.515544 0.637402 448.723 0.476488 0.631556 0.680777 0.772406 455.014 -1.37965 2.01705 780.784
396.148 0.344268 0.514856 260.933 0.77846 -3.01513 698.885 0.67148 0.590237 0.7806 0.434638 591.956 -2.55925 0.455881 814.709
515.47 0.235048 -2.18711 405.071 0.687427 2.99899 551.358 0.836644 0.680572 0.815488 0.763009 560.692 0.814237 2.18475 1332.69
317.583 -0.26389 -2.32347 257.828 -0.11992 2.37804 448.723 0.595438 0.212442 0.758546 0.75657 174.416 -0.01779 2.30568 711.607
