pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
403.108 1.29481 -2.95991 294.967 -0.114064 1.81835 716.826 0.694355 0.798027 0.806792 0.805161 765.666 -0.488383 2.30674 717.599
427.119 -0.22409 1.0714 367.954 1.15249 -0.644276 861.151 0.729398 0.673736 0.817796 0.882339 704.057 3.11613 2.04472 796.208
313.676 0.199137 -2.70768 311.631 2.14191 1.53545 900.145 0.788924 0.651248 0.744726 0.551816 56.2978 -0.674503 2.03318 849.091
562.229 -0.265946 -0.698932 343.157 0.824496 1.19045 889.826 0.774946 0.858737 0.748022 0.81731 645.154 -3.0752 2.01753 883.169
404.088 1.09094 -0.108348 342.663 -0.347705 1.6097 821.79 0.758642 0.703293 0.814812 0.68656 161.703 -2.67765 1.99584 953.452
281.755 -0.690314 -0.453481 276.793 0.132817 1.50816 533.061 0.628701 0.586335 0.751724 0.463424 294.746 -2.61916 2.15586 642.633
345.259 -1.43379 1.77199 273.321 -0.120599 -0.820971 764.473 0.576615 0.596432 0.515768 0.735454 64.3033 -0.924671 0.1037 822.366
286.9 0.093896 -2.23245 270.728 -0.226046 -0.20776 495.432 0.729551 0.753238 0.814827 0.734711 457.83 1.88377 2.09153 520.201
402.417 -0.959664 -0.418335 264.845 1.53747 1.11847 1147.3 0.675331 0.757202 0.714209 0.765662 213.637 -2.88255 2.28216 886.011
433.808 -1.02609 -2.98457 271.126 -1.64996 -1.85753 464.231 0.720397 0.715833 0.743785 0.796396 773.487 0.628322 2.48586 757.005
494.973 -1.92163 -1.77694 343.509 -0.560237 -2.9138 770.103 0.792073 0.71796 0.750962 0.661126 481.626 0.987676 2.38171 1030.97
614.716 0.768595 -1.10687 443.087 -1.09208 1.01155 1462.52 0.606419 0.816301 0.785635 0.769007 550.467 3.13134 2.04498 1169.52
293.447 -0.0917024 -0.581703 253.853 0.0922394 0.954682 403.805 0.276845 0.381835 0.732005 0.671134 947.823 -2.79492 2.21322 595.45
313.113 -1.45812 -3.00644 277.942 -1.07005 1.54124 487.212 0.653992 0.773711 0.844472 0.771129 200.783 -0.63366 2.1749 718.175
324.186 1.09066 -1.48204 316.494 1.42312 -2.95802 464.112 0.499378 0.642698 0.76748 0.577507 318.504 0.910035 2.39207 834.59
428.2 -0.0049696 2.02678 263.55 1.09605 0.644416 587.075 0.710364 0.704559 0.784535 0.825954 291.384 -1.6404 2.28482 853.29
418.015 -0.051352 2.38456 413.43 0.391254 0.996083 589.11 0.276825 0.695602 0.605589 0.788477 266.781 -1.05235 2.04843 1270.7
346.61 1.19145 2.9585 290.292 -0.142012 2.19688 538.826 0.840963 0.374486 0.783046 0.761931 267.251 -0.0901926 2.28707 785.071
306.478 -1.99226 0.178033 265.106 0.579029 -1.17523 1030.43 0.624103 0.803106 0.635586 0.796413 320.576 2.33844 2.1604 690.179
325.903 -0.145882 0.75601 310.289 1.91246 -0.150457 832.322 0.641971 0.562103 0.754011 0.811524 415.843 -2.46431 2.31385 789.383
