pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
324.427 0.110108 -2.54074 319.599 -2.06165 -1.17379 948.665 0.601725 0.446677 0.790497 0.678146 1110.35 1.45944 2.283 1005.84
471.102 -0.750457 -1.48452 375.051 0.571093 2.64242 960.053 0.775489 0.627274 0.706698 0.821002 289.581 0.574262 2.05879 1228.26
475.771 -0.856087 -2.64571 353.25 0.402055 -1.95829 629.276 0.371338 0.647673 0.840497 0.775132 2215.6 1.1655 2.47198 1046.87
498.812 -1.23008 -0.522226 363.971 0.0144456 1.22767 892.34 0.207474 0.772739 0.568337 0.796884 311.543 -2.76434 2.24211 1167.92
693.146 0.84601 1.50314 288.07 0.185305 -0.0631298 710.704 0.717778 0.573803 0.776675 0.753618 1012.52 -2.46921 2.31084 1142.28
796.539 -1.04663 2.389 396.017 -0.604821 0.809283 857.211 0.462005 0.689668 0.788362 0.844748 734.741 -1.74173 2.15246 1385.27
437.627 -1.26607 -1.12051 353.429 2.04911 -0.977178 1997.89 0.794977 0.696864 0.872792 0.852885 285.535 1.89856 2.87574 1063.19
451.361 0.455374 -1.80891 422.074 0.119593 2.35153 822.302 0.345874 0.545928 0.695336 0.548512 248.258 -1.65644 0.15247 1325.91
304.594 1.20081 2.51048 271.345 -0.908345 2.88346 743.828 0.780675 0.682993 0.687131 0.803826 498.628 -0.394359 2.90484 770.284
1018.24 0.568599 -0.375904 365.613 -0.837486 -1.4712 1136.66 0.718286 0.792778 0.761284 0.736439 1491.38 2.63105 2.18094 1391.19
323.466 -0.404728 -2.00513 280.811 -0.675797 0.126903 573.088 0.180591 0.577876 0.699542 0.673672 250.532 -1.99282 0.0123135 831.773
385.761 -0.600635 -3.14024 365.249 -1.21937 1.99069 559.369 0.149536 0.604676 0.752051 0.752855 1190.15 -0.674619 2.46562 1056.72
732.466 -0.798354 -1.80488 472.658 0.277118 2.89261 1078.92 0.849198 0.811075 0.745413 0.640736 92.0244 0.388914 2.19379 1485.24
401.534 -0.945911 1.94014 357.955 0.830089 2.34953 790.126 0.630865 0.497105 0.790518 0.693958 1157.92 -0.937882 2.87802 830.09
620.676 -0.0398955 -1.3459 258.161 0.449861 1.53441 913.87 0.109958 0.638033 0.796731 0.600418 496.124 1.87669 0.342281 937.783
379.863 0.679138 -0.405814 321.753 1.67471 -0.016115 423.274 0.567494 0.630574 0.834273 0.792427 163.419 -2.76426 2.35845 1147.07
426.22 0.347222 1.94375 406.861 -0.240351 3.0822 568.871 0.205157 0.810045 0.567402 0.799126 1521.76 -0.670592 2.53039 931.009
341.926 0.315017 1.65915 288.515 0.0605105 2.78012 365.487 0.640669 0.801384 0.506737 0.72035 459.895 -1.15303 2.35003 1037.05
517.168 0.0981169 -1.43756 455.425 -0.517886 2.82983 885.017 0.748693 0.598272 0.788163 0.794774 156.958 0.71014 2.11969 1391.1
351.682 -0.353298 -0.240786 266.111 1.10934 -1.2623 585.981 0.447787 0.61378 0.691165 0.84639 134.944 1.98407 2.22485 922.998
449.461 0.288354 -2.5046 260.242 -0.0626188 2.55564 472.533 0.620333 0.787959 0.572621 0.749312 524.406 -0.17316 2.33144 1007.45
