pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1100.76 -0.419685 2.35654 507.094 1.2858 -2.7797 1700.75 0.225601 0.767954 0.580857 0.737167 1573.54 -0.677923 2.10177 2132.69
1092.42 -1.04911 -1.19169 332.22 -0.0183928 1.93941 1429.45 0.109449 0.684296 0.776718 0.630166 1300.81 1.9881 0.048687 1724.31
560.004 -0.779977 -1.68063 263.765 0.946608 -1.72451 767.175 0.348502 0.53755 0.605157 0.822985 2046.62 1.57471 2.98396 1111.78
485.345 -0.708485 0.715101 474.835 -0.553328 2.42348 763.493 0.751297 0.273733 0.731474 0.719554 737.179 -1.79564 2.06407 1052.28
709.836 -0.167282 1.00675 496.499 1.565 -0.303337 1400.58 0.518751 0.474498 0.695937 0.582173 760.484 2.99403 1.98728 1685.91
945.984 -0.749826 -1.89152 689.065 0.327929 2.82972 1473.38 0.601127 0.753785 0.885781 0.738735 872.56 0.268425 2.15994 1871.94
1317.71 0.226981 -2.56185 469.081 0.34973 0.553513 1644.5 0.151347 0.469949 0.579318 0.923356 616.161 0.57468 0.0211673 1791.29
634.431 -0.592922 -1.00846 581.249 0.193089 -2.50108 1011.19 0.80196 0.400818 0.770149 0.898544 252.077 1.14696 2.15542 1631.28
527.6 -0.959336 0.232152 264.46 1.07289 -0.958341 1006.72 0.744154 0.774769 0.746627 0.736484 1742.82 2.35296 2.1208 1008.4
1034.37 -0.254244 -2.39126 702.678 0.470552 0.304836 1840.73 0.334985 0.424876 0.617365 0.570073 775.929 0.315589 0.0107529 2188.08
1166.43 -0.235092 -2.95935 294.575 -0.503706 -1.14472 956.626 0.508998 0.589608 0.624404 0.734035 1071.26 0.978952 2.12367 1703.09
385.118 0.476295 2.02485 363.869 1.90728 2.10349 615.452 0.743134 0.732438 0.792518 0.704727 924.732 -1.73532 2.44438 1220.38
965.041 0.826408 2.6868 607.962 0.102661 0.575876 1488.99 0.313775 0.368589 0.702842 0.7375 1110.23 -1.3981 1.97398 2022.12
361.833 -0.210112 -1.85582 258.176 -0.106804 3.01194 427.162 0.713325 0.669952 0.810059 0.75639 644.885 0.980689 2.03125 844.676
370.017 0.924215 0.100943 339.264 -1.67291 1.7169 1335.17 0.495873 0.764278 0.508976 0.863411 888.139 -2.41174 2.15455 830.132
825.252 -0.482117 -3.0066 363.948 -1.18129 -1.25018 1001.04 0.141468 0.8125 0.623418 0.674905 629.364 1.1422 2.13438 1506.77
925.779 -0.0601854 -0.987908 522.333 -1.08378 -2.52697 1247.9 0.829724 0.753306 0.823863 0.793718 1667.75 1.47589 2.28032 1402.92
413.709 -0.106194 2.73897 274.549 -0.621206 -0.146453 708.367 0.561299 0.215314 0.707662 0.820308 1827.56 -0.0433942 0.103058 890.173
808.165 -0.135755 0.642231 271.38 -2.5228 1.78308 1527.18 0.437436 0.339756 0.680122 0.84886 987.54 -2.02722 2.47289 1374.1
704.169 0.402691 0.709991 387.947 0.0810032 -0.287599 582.347 0.408159 0.34479 0.792171 0.712711 1221.28 -2.7756 2.488 1481.11
394.548 1.3534 2.0351 307.501 -1.23711 0.957967 1240.27 0.649678 0.793806 0.64718 0.776613 645.213 -1.95656 2.29153 1048.63
894.006 -1.09092 -1.49904 524.43 -0.159286 -2.21298 850.456 0.711633 0.335683 0.877429 0.706732 1075.53 1.77004 2.30017 1679.04
574.214 0.555625 -2.41025 315.126 -1.64318 1.69465 1405.4 0.674951 0.632503 0.470855 0.521229 336.138 -0.380609 2.02964 1095.43
554.576 -0.0762292 0.111253 422.719 0.231505 -2.14157 967.369 0.50164 0.283799 0.363152 0.744457 325.684 1.9161 1.80485 1068.16
1284.05 0.20119 2.65756 301.147 0.44516 -1.43075 1378.56 0.107777 0.337026 0.664454 0.56872 1411.48 -0.313104 1.11764 1871.83
679.415 0.130323 2.05707 268.582 -0.796486 -0.593096 1000.09 0.477134 0.510792 0.527158 0.80103 468.282 -0.864216 0.27112 1239.48
834.124 -0.26034 1.88273 586.149 0.351274 0.681413 977.34 0.81037 0.562011 0.793201 0.329685 1943.59 -1.36575 2.04716 1592.24
839.971 -1.21727 -2.03666 421.542 -0.00287103 2.72617 1145.13 0.239827 0.602205 0.781764 0.809405 1510.28 0.494316 2.23185 1343.15
675.372 -0.224463 1.9454 292.484 1.02127 2.93245 761.229 0.655707 0.567567 0.696282 0.829354 142.744 -0.654522 2.59992 1209.41
1153.7 0.0414064 -0.487187 616.772 -1.51795 -2.55943 2071.1 0.772983 0.54656 0.700718 0.785975 1655.58 1.55186 2.03905 1730.17
521.298 0.207822 -0.555956 408.716 0.655544 0.954061 715.834 0.394821 0.149147 0.469847 0.565344 1088.96 -2.88876 2.33281 1109.14
491.436 1.14287 -1.22499 425.873 -0.754195 2.73461 1341.77 0.446773 0.491619 0.631155 0.603247 308.436 0.648018 1.87301 1010.13
652.413 0.589191 -2.74624 420.38 -2.01147 -0.913143 1989.02 0.146599 0.748482 0.761998 0.8228 860.157 1.26679 2.17993 1376.4
648.62 0.422923 -0.127042 378.828 -0.21086 -1.17674 608.289 0.711538 0.388132 0.623324 0.857849 1842.03 2.54645 2.56 1031.27
932.102 -0.0731299 -2.39719 313.743 -1.3494 0.206527 1347.23 0.326384 0.619506 0.707599 0.807413 301.083 0.837538 0.631011 1460.39
587.985 -0.266514 2.31264 353.948 -1.44464 -2.36225 903.071 0.577788 0.818429 0.50279 0.834979 593.37 0.170793 2.14184 1259.52
846.087 1.14825 -2.84489 511.053 -0.968239 -1.18587 1959.31 0.66029 0.387993 0.639955 0.716806 1688.14 1.27937 2.15893 1498.73
552.938 -1.38772 -1.86122 366.574 0.347475 2.45108 1182.67 0.429052 0.625351 0.6716 0.631782 650.616 0.3714 2.07968 1025.64
1062.29 -0.214262 2.35738 480.34 -0.470737 -1.4203 1587.29 0.0593366 0.506123 0.777599 0.483927 291.681 -0.109823 1.31048 1872.35
734.795 0.763293 2.35473 285.054 2.30788 -2.68425 969.744 0.507034 0.736471 0.639795 0.746298 66.5383 -0.175123 2.50913 1158.09
873.641 -0.787425 -1.82684 481.749 -0.429618 -0.0620728 1135.59 0.660089 0.286593 0.44438 0.796859 619.03 2.31004 2.1463 1663.72
680.15 -0.773127 0.842405 584.443 0.304893 -0.522658 1092.63 0.654767 0.71777 0.767914 0.765006 1492.45 -2.78875 2.26609 1619.54
440.643 -0.0257644 -1.29476 255.729 0.976546 -0.880107 402.886 0.788912 0.575133 0.704369 0.6934 1526.93 1.92544 2.80554 714.958
544.413 1.05197 -2.32003 500.247 0.0622792 1.8318 1086.43 0.555882 0.250581 0.520201 0.34237 289.822 -0.192018 2.02382 1347.21
504.209 0.978313 2.22874 385.26 0.0332859 -0.66272 1000.16 0.230362 0.587548 0.710142 0.693192 455.798 -0.553741 0.10898 1217.28
567.528 1.74578 0.274788 252.503 -0.135277 -0.111252 922.51 0.400586 0.341699 0.818495 0.833463 959.99 -3.03774 2.92649 918.121
