pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
909.709 -1.00424 -0.0633537 610.147 -0.544376 1.87546 1380.63 0.363148 0.782509 0.833611 0.812858 475.827 -2.58547 0.0864415 2246.52 92.9047
459.715 -0.77546 -1.85767 431.559 -2.15474 -2.40514 780.304 0.746731 0.70843 0.754441 0.790194 167.535 0.713185 0.091559 1962.05 92.9047
921.202 -1.03779 0.897003 754.919 -0.670378 3.01543 1533.13 0.679802 0.756622 0.697481 0.826311 149.884 -2.04843 0.24058 2443.18 92.9047
556.476 -0.191532 1.24611 554.927 0.660073 -0.582909 1027.24 0.751635 0.48426 0.857291 0.68954 53.5283 1.13032 0.117808 1836.61 92.9047
913.258 0.777309 -0.6658 748.807 -0.0682989 2.28697 1816.13 0.655806 0.306809 0.784424 0.812354 168.177 0.968488 0.199074 2075.23 92.9047
487.103 0.504384 2.31368 452.052 -2.49122 0.129084 2194.96 0.74133 0.691363 0.815694 0.790968 174.343 -3.09808 0.398003 1644.31 92.9047
562.065 0.7787 1.31764 375.343 1.14192 -0.923231 881.707 0.779474 0.691426 0.769552 0.759554 370.4 -2.51185 0.092696 1051.52 92.9047
493.897 2.33503 -1.72181 314.853 -0.195266 1.07206 1541.17 0.803106 0.6145 0.675277 0.675601 119.312 0.953686 0.195562 1204.74 92.9047
715.315 -0.439608 2.3072 492.536 0.41781 -0.063035 1315.22 0.399141 0.459412 0.788641 0.814951 75.3577 -1.43516 0.0730549 1681.83 92.9047
898.874 -0.721329 1.94605 564.71 -0.612684 -0.459552 1408.93 0.649751 0.616486 0.768113 0.898831 54.7372 0.4943 0.0931883 2171.79 92.9047
898.799 -0.693036 1.35859 583.385 -0.0417894 -1.0901 1526.62 0.82635 0.457282 0.833921 0.845448 143.228 -2.28133 0.0314879 2168.39 92.9047
969.606 -0.0744943 2.53061 926.63 -2.02247 -0.62606 2950.92 0.823575 0.77528 0.800975 0.632487 121.628 1.77298 0.282986 2721.74 92.9047
615.285 -1.13609 1.81431 508.22 -0.133751 0.466987 938.687 0.705588 0.626439 0.783834 0.750845 324.315 -1.67157 0.0468088 1690.61 92.9047
520.385 -0.325466 -2.34757 402.855 -0.772424 0.974119 974.385 0.471752 0.797421 0.745555 0.74824 22.5394 -1.70843 0.316683 1103.87 92.9047
640.932 -0.16728 1.1858 443.405 0.718639 -1.62302 1203.23 0.726586 0.667311 0.77684 0.788586 211.775 -2.54504 0.110648 1121.9 92.9047
649.02 -0.322466 2.62355 591.205 0.196275 0.613195 1149.66 0.56216 0.806399 0.695449 0.867521 82.1327 -0.724249 0.150696 1973.19 92.9047
701.18 -0.687855 -0.901205 595.279 -1.19534 1.08741 1195.9 0.740659 0.792003 0.841131 0.68667 130.586 2.36366 0.171258 2172.11 92.9047
794.934 0.194629 -0.166352 634.72 0.143896 2.45529 1472.17 0.429907 0.677817 0.726 0.852137 24.2914 2.82922 0.290544 2244.4 92.9047
885.397 -0.10624 -0.864998 852.08 -0.0243409 2.74895 1838.67 0.61695 0.323434 0.771685 0.8766 61.0535 -1.8556 0.866164 2190.98 92.9047
563.17 -1.92062 1.73539 426.408 -1.4383 -0.950295 1045.14 0.743295 0.770796 0.847894 0.52752 71.8018 -1.72206 0.247372 1193.58 92.9047
494.135 1.1839 -3.03114 440.67 1.00514 -1.23281 792.241 0.81794 0.86274 0.823956 0.745245 398.878 1.77011 0.333584 1587.6 92.9047
712.024 -0.934049 -1.19138 565.366 -1.21091 1.23281 1266.31 0.361271 0.344652 0.865044 0.713255 258.309 1.95476 0.521024 1555.38 92.9047
965.66 -1.17885 -0.317296 641.458 -0.784115 2.86985 1735.91 0.382168 0.70534 0.717013 0.729415 35.7827 0.0849261 0.203352 2040.53 92.9047
730.244 0.899041 -2.76894 569.555 0.230093 -0.370062 1308.65 0.816121 0.769968 0.746914 0.799707 69.2642 -0.958402 0.360988 2090.69 92.9047
746.779 -0.527869 0.355265 689.47 0.185504 -3.04518 1545.94 0.79934 0.830113 0.754228 0.796088 212.426 1.72813 0.0336077 1957.79 92.9047
1122.07 0.35223 1.25728 594.059 -0.954259 -1.63941 2070.52 0.291373 0.637003 0.83128 0.84344 463.707 -1.51867 0.149975 2016.41 92.9047
737.159 -1.36195 2.20239 479.046 -1.4389 -1.4862 1203.42 0.652006 0.698918 0.825019 0.742678 213.987 -0.560448 0.197898 1449.95 92.9047
581.792 -0.625823 0.971605 445.16 -0.886185 -1.8934 1093.3 0.498248 0.542603 0.842777 0.658176 233.378 -2.12091 0.0235488 1223.65 92.9047
592.302 0.0554198 -0.490169 540.731 -0.645199 1.75845 1133.13 0.743119 0.627488 0.800817 0.696958 43.9973 1.50478 0.225247 1607.33 92.9047
704.099 -0.637826 -0.19872 700.942 -1.14129 1.44596 1158.67 0.860284 0.88357 0.714893 0.746556 25.6989 0.95492 0.00366539 2618.08 92.9047
519.657 -1.13295 -1.51567 504.51 -1.01891 1.27809 1053.26 0.833894 0.833497 0.840928 0.80952 133.933 0.616953 0.345802 1583.61 92.9047
756.511 -0.653383 -1.26173 602.636 -0.26305 2.79293 1266.88 0.712827 0.628447 0.859645 0.692924 69.4852 1.31231 0.262794 1832.44 92.9047
737.09 1.42978 2.86275 684.297 0.534597 -0.425303 1639.3 0.734652 0.456259 0.817264 0.758375 29.751 0.913478 0.272897 1954.52 92.9047
537.495 0.60517 1.40488 456.037 -0.156246 -2.49151 1033.3 0.71303 0.692006 0.753168 0.830046 103.282 2.50484 0.515318 1559.61 92.9047
697.77 0.732269 2.54356 497.897 -0.50469 -2.36426 1137.23 0.781255 0.464049 0.78257 0.771683 591.497 -0.0494137 0.151107 1668.13 92.9047
544.222 1.08827 -2.28361 423.561 -1.00204 0.749694 1579.7 0.652114 0.778813 0.840751 0.53858 84.5996 1.78513 0.170074 1126.7 92.9047
881.324 -0.345408 1.20003 535.613 -0.258826 -1.5523 1405.11 0.338931 0.573154 0.700084 0.77038 156.384 -2.62291 0.117241 1719.56 92.9047
465.27 1.48343 -2.35418 415.681 0.782125 1.07404 972.813 0.688318 0.6169 0.581656 0.780846 27.7938 -0.512926 0.247131 1066.16 92.9047
932.524 -0.525256 0.480708 622.499 0.055246 -2.94343 1642.81 0.780487 0.594633 0.792378 0.63332 26.8278 -2.71169 0.00872827 2145.96 92.9047
714.536 0.28126 -1.13152 515.589 -1.02428 1.92897 1510.74 0.75563 0.553918 0.861659 0.838114 93.6144 -1.48038 0.336843 1529.05 92.9047
540.393 0.725136 -2.94708 535.816 -1.51996 -0.0684362 1848.68 0.659963 0.746193 0.858384 0.810505 245.301 -0.518744 0.407274 1426.48 92.9047
436.507 1.29554 0.698775 423.516 1.6643 -0.961984 713.973 0.836849 0.784134 0.736745 0.646749 381.332 2.24001 0.757671 1294.26 92.9047
596.204 1.05783 -2.19571 559.966 0.0906311 2.41056 1088.17 0.728324 0.459859 0.740242 0.776829 23.1708 2.32297 0.106103 1892.48 92.9047
609.489 0.551277 1.0115 592.671 -1.70083 -1.87717 2092.64 0.649003 0.611399 0.811082 0.843575 29.9974 -2.18125 0.16367 1680.88 92.9047
639.505 0.0419325 3.13232 536.513 0.226304 -1.58874 886.236 0.445081 0.797486 0.662248 0.902755 110.121 0.530326 0.0212256 1964.88 92.9047
1079.36 -0.604115 2.94034 655.825 0.336519 -1.22238 1726.64 0.739459 0.625229 0.791457 0.767964 683.808 0.413334 0.0305632 2087.13 92.9047
856.573 0.636474 -0.527486 575.417 1.07047 2.35525 1499.44 0.589134 0.667066 0.503631 0.759535 18.787 -0.908203 0.0509937 1715.05 92.9047
1105.73 -0.381667 -2.91398 947.146 -0.0240538 0.335073 2184.08 0.149948 0.413058 0.697164 0.879119 201.757 -0.256818 0.0611008 2032.1 92.9047
437.851 0.12929 0.10367 262.58 2.45979 -2.33109 1220.88 0.742274 0.814206 0.883121 0.87666 433.625 -2.87764 0.0308168 1479.85 92.9047
385.39 -0.153811 -2.23041 361.868 -0.245727 1.26481 767.442 0.826058 0.802773 0.744832 0.815922 173.314 -2.43874 0.223273 1318.65 92.9047
705.133 0.467837 2.75674 374.644 2.05877 -0.685088 1396.04 0.738036 0.755758 0.865072 0.807071 169.4 -0.691275 0.0745051 1324.65 92.9047
534.071 -1.31115 1.46214 408.949 0.097537 -2.20307 1191.78 0.55368 0.801347 0.742345 0.766949 346.862 -2.75087 0.33693 1297.55 92.9047
971.746 0.861831 2.93444 840.433 2.23826 -0.646204 2291.93 0.743927 0.625495 0.783437 0.811464 34.0729 0.391346 0.117297 2969.61 92.9047
737.464 0.500708 -0.577815 396.72 -1.63446 -0.953989 1445.17 0.715355 0.779508 0.779105 0.813453 625.206 2.6666 0.254738 2342.69 92.9047
540.471 1.91145 -1.17824 530.028 -0.274177 2.24304 1795.42 0.741557 0.665359 0.837868 0.763104 300.448 -0.743761 0.0499682 1961.51 92.9047
821.53 -0.256328 -1.17872 587.153 0.524392 2.43836 1481.85 0.712076 0.496513 0.773082 0.6849 30.5549 -2.94252 0.908468 1752.14 92.9047
395.035 -1.37252 2.4751 392.532 -0.467211 -2.78265 589.598 0.778369 0.786796 0.854034 0.769183 243.144 -0.524465 0.0224968 1453.99 92.9047
729.7 0.54305 0.412831 564.951 -2.43685 -2.65898 3017.65 0.71864 0.813533 0.799797 0.617232 73.2648 -1.25683 0.070294 1759.8 92.9047
677.162 -0.771553 0.626036 649.999 0.356194 -1.70382 1490.27 0.856942 0.818627 0.795403 0.787019 236.784 -2.00697 0.297015 2068.46 92.9047
1012.73 0.482482 1.3556 952.258 0.96282 -1.31024 2037.39 0.585748 0.713915 0.803927 0.854544 273.272 -1.14554 0.123607 2713.39 92.9047
618.253 1.74151 2.90694 570.716 -0.292731 -0.936476 1862.14 0.506393 0.769974 0.793404 0.787875 93.1135 2.79155 0.128755 1593.98 92.9047
668.513 -1.1037 3.07167 596.27 0.700085 0.336626 1824.28 0.786669 0.771244 0.889987 0.766701 81.6885 -2.40027 0.334954 2089.42 92.9047
714.773 1.25559 1.67881 419.499 0.775062 -1.26991 1187.17 0.243366 0.681448 0.688985 0.696477 207.491 -2.08423 0.270345 1089.68 92.9047
651.939 1.87399 -2.42247 484.125 2.04187 1.34596 1118.57 0.790915 0.788723 0.876358 0.783957 398.746 0.644536 0.0152302 1771.4 92.9047
641.461 -1.4554 -1.05492 540.529 -0.58041 -3.03974 1203.98 0.822008 0.541746 0.815057 0.629687 120.764 0.452019 0.155628 1844.74 92.9047
664.408 0.234461 -2.41522 540.438 1.86508 -0.0123512 1660.31 0.605792 0.824299 0.801506 0.825445 290.783 2.73694 0.191944 1969.89 92.9047
447.799 0.62544 -2.96729 421.022 -0.595568 0.450612 1067.72 0.630937 0.762267 0.752188 0.631391 39.5373 2.15872 0.036979 1303.59 92.9047
918.58 -0.273587 -1.50198 438.643 -2.61025 2.56627 2196.19 0.670897 0.81423 0.833713 0.747587 127.069 1.78807 0.100851 1997.63 92.9047
891.232 0.258285 -0.382165 840.345 0.104059 2.16488 1702.2 0.616957 0.650142 0.787862 0.718062 57.0961 -2.87181 0.301826 2241.61 92.9047
790.242 0.387576 -0.498158 434.809 0.115138 -2.86538 1121.08 0.634878 0.666254 0.794719 0.754405 570.624 1.68851 0.0212808 1701.46 92.9047
719.494 1.99436 -2.89956 520.523 -0.270524 1.08516 2084.56 0.451108 0.785155 0.787062 0.763946 19.6717 -0.344873 0.118319 1860.72 92.9047
780.42 0.624412 -0.624794 619.098 1.37184 -2.10799 1120.12 0.637978 0.775707 0.64058 0.895124 947.594 2.05453 0.729154 1497.18 92.9047
626.693 -0.693812 -1.79359 535.203 -0.741322 0.276367 1015.63 0.710663 0.83114 0.799723 0.81981 8.88733 -2.67995 0.2774 1737.02 92.9047
610.539 -2.52147 -0.732785 368.428 1.25391 -2.80779 3180.83 0.760925 0.586977 0.812899 0.53926 240.516 1.5354 0.140972 1287.44 92.9047
804.009 -0.375789 -0.521924 761.062 1.24117 -2.84107 2036.28 0.599163 0.733215 0.618112 0.812036 49.7104 2.01059 0.519261 2088.2 92.9047
1078.45 -0.88955 -0.683747 369.794 0.758962 2.40499 1791.59 0.568075 0.465401 0.811336 0.781931 784.77 2.27608 0.0835013 1986.69 92.9047
613.541 -1.03352 -1.86346 416.209 -1.6597 1.04342 1104.84 0.660667 0.686956 0.781567 0.687414 67.2781 -0.178043 0.949543 1265.57 92.9047
829.781 -0.0472974 -0.744391 323.591 0.982847 1.98594 1188.27 0.570466 0.747499 0.503775 0.789521 335.925 2.08006 0.0811276 1536.91 92.9047
662.851 -0.369037 -2.40882 631.666 -0.829619 1.52075 1269 0.581362 0.761655 0.832339 0.714137 133.239 1.71907 0.0607361 2018.41 92.9047
764.256 -0.223024 2.69714 589.777 0.471637 -0.719918 1433.73 0.682037 0.672738 0.843008 0.694213 24.2011 -3.03116 0.558508 1889.55 92.9047
1485.87 -0.332414 1.50226 1438.77 -0.548038 -1.20367 2989.12 0.300687 0.47566 0.377468 0.819827 30.5804 -2.71349 0.190649 3476.66 -92.9047
850.3 -0.0947309 -0.129592 785.085 -0.690598 2.95154 1764.14 0.807501 0.626841 0.844844 0.8602 131.791 2.57549 0.0095799 2496.63 92.9047
791.66 0.394592 2.08934 587.574 -0.452664 -1.13458 1527.07 0.616462 0.748051 0.761206 0.729681 34.41 -0.797669 0.298017 2115.38 92.9047
776.435 0.902452 -1.91412 493.684 1.56182 0.556288 1283.66 0.66223 0.761564 0.772719 0.75126 21.4458 -1.06514 0.487086 1699.61 92.9047
408.43 2.55171 -2.40394 386.892 0.783109 0.753505 1170.7 0.805652 0.835006 0.802399 0.765634 54.1972 -0.882484 0.909853 766.317 92.9047
681.438 0.384929 -0.820975 615.961 0.462925 2.64433 1334.39 0.429979 0.463119 0.733056 0.567763 269.741 -0.497379 0.102839 1592.19 92.9047
736.894 0.657774 0.622626 685.128 0.386705 -1.90929 1436.37 0.453681 0.671682 0.793087 0.678803 21.9679 0.912845 0.242855 1880.04 92.9047
742.934 0.247641 2.59076 683.921 1.00435 -1.45925 1448.12 0.752902 0.776309 0.763839 0.803024 144.622 0.731392 0.119653 2011.74 92.9047
691.711 0.266814 2.92352 685.106 -0.749394 -1.31819 1413.08 0.734634 0.654595 0.826392 0.714366 96.1536 2.319 0.483237 2127.17 92.9047
1014.32 1.2013 3.10443 998.952 -0.327028 -0.677846 2616.5 0.609313 0.840103 0.591293 0.793463 20.2336 1.25244 0.0510546 2849.05 92.9047
789.276 -0.685254 1.87942 631.672 1.15227 -1.16343 2079.82 0.667384 0.718724 0.782468 0.821524 50.7903 0.654412 0.163732 2175.93 92.9047
772.115 -0.419244 -1.22083 738.94 -0.65623 1.81422 1551.4 0.610723 0.616379 0.469017 0.754226 31.272 2.11274 0.237217 1990.27 92.9047
646.079 0.0694829 2.85388 408.803 1.48689 0.556886 1272.93 0.75585 0.865248 0.738601 0.78837 15.0572 -3.00436 0.126954 1716.66 92.9047
707.846 0.468342 -0.845302 674.01 0.339897 2.23957 1428.39 0.756322 0.718256 0.81806 0.714585 148.41 0.629491 0.123184 2464.07 92.9047
537.721 0.762663 1.32547 391.885 0.8787 -1.28168 927.725 0.817228 0.693525 0.747921 0.835813 87.721 -1.2835 0.0164229 1324.08 92.9047
445.359 0.173083 1.1278 439.021 -1.02909 -0.672061 928.078 0.698915 0.764856 0.664172 0.690494 62.9829 -1.769 0.0330381 1571.69 92.9047
779.526 0.152945 -1.68965 665.649 0.707057 2.07007 1563.17 0.309726 0.582057 0.690226 0.695025 388.092 0.470614 0.0452268 1472.48 92.9047
586.453 -0.991853 -1.96697 556.164 0.206355 1.04182 1370.14 0.792233 0.788877 0.83978 0.748484 40.0671 -0.150002 0.232642 2064.96 92.9047
