pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
1485.79 0.0807855 -0.512367 1243.62 -0.473009 -2.95239 2743.9 0.41408 0.765012 0.774559 0.815448 1557.15 1.81534 0.0117259 4544.36 0.0996691
513.184 -0.196836 2.72795 475.516 -0.953916 -0.325104 1114.06 0.661569 0.613871 0.767907 0.672604 61.305 -1.228 0.24734 1076.5 0.0996691
2125.25 -0.769459 1.58338 318.573 -0.334176 -2.03561 1844.67 0.23249 0.778603 0.782309 0.706309 2070.8 -1.45483 0.1308 2538.5 0.0996691
2678.17 -0.169117 0.402788 411.767 0.657312 -2.06471 2485.82 0.0772822 0.714277 0.724512 0.713784 2276.1 -2.79724 0.207838 3184.73 0.0996691
2368.66 0.369621 2.36971 1252.64 -1.93032 -0.0473924 5940.37 0.649999 0.711609 0.827816 0.610927 1345.93 -1.38168 0.0488324 4181.2 0.0996691
1509.37 -0.22487 -3.02492 1271.75 -0.628798 -1.41619 2111.02 0.742484 0.73865 0.78236 0.806615 1464.58 1.18976 0.0210068 3684.8 -0.0996691
1701.88 0.363935 0.0541804 1699.43 0.345732 2.18012 3025.59 0.890283 0.826792 0.668872 0.742517 196.633 2.68139 0.169651 5037.51 0.0996691
2148.39 0.150066 0.784927 2128.39 0.557675 -1.32941 4183.53 0.286484 0.228055 0.841566 0.724992 1884.04 2.70691 0.213587 4498.1 0.0996691
779.996 -1.15568 1.19839 493.743 -0.98503 -0.856124 1164.48 0.447302 0.424863 0.786029 0.857418 593.432 -2.73183 0.0908947 1747.34 0.0996691
1253.59 0.209194 2.2967 931.404 1.44957 2.37192 1557.1 0.783263 0.781573 0.764805 0.814429 2150.41 -0.696294 0.0474486 2748.94 0.0996691
352.175 -0.155584 -2.73093 330.179 0.274191 0.421048 749.377 0.661202 0.669171 0.816463 0.869693 48.8969 0.0711721 0.351916 716.259 0.0996691
781.846 -1.86409 1.81029 704.856 -1.51261 -1.15264 1571.81 0.811561 0.602143 0.794633 0.887899 413.768 2.62624 0.0549614 2294.18 0.0996691
1648.18 1.0998 -1.31541 1553.6 0.830424 2.18604 3242.9 0.757187 0.531593 0.767487 0.807588 834.559 -0.457877 0.184897 4102.91 0.0996691
1005.55 0.888458 0.509608 600.469 -1.46805 3.01619 2737.45 0.624271 0.390106 0.659087 0.62478 517.433 -2.27918 0.341173 1833.65 0.0996691
732.014 1.62233 2.46346 600.981 -2.57784 1.85517 5367.51 0.714314 0.83791 0.801701 0.739363 1049.23 -0.730851 0.0489404 2109.25 0.0996691
1276.14 1.24571 2.24636 353.644 1.31527 -2.97181 834.185 0.600726 0.75969 0.626426 0.751619 1284.71 -0.881407 0.0183409 1965.65 0.0996691
1382.57 0.195048 1.78136 707.5 -1.05895 2.82535 1785.56 0.608057 0.79999 0.743697 0.73459 1475.34 -1.06697 0.129822 2198.27 0.0996691
495.602 0.767173 -0.594474 269.357 2.18901 1.3747 927.867 0.729725 0.82576 0.845217 0.839189 335.059 -3.11263 0.0714335 945.314 0.0996691
1785.61 -0.474654 2.78089 1235.27 0.10818 -0.00600192 3117.32 0.79004 0.474507 0.811433 0.684861 1391.36 -1.54541 0.0896358 4088.21 0.0996691
2143.35 0.0235669 -2.7075 1761.42 -0.178334 0.445483 3980.41 0.522871 0.575551 0.867068 0.775565 144.642 -1.3071 0.0800183 4374.72 0.0996691
2156.63 0.674884 -0.628233 2116.98 0.767143 2.1445 4357 0.252453 0.47845 0.80726 0.802207 678.634 -0.774069 0.0275862 5389.35 0.0996691
2054.11 -0.57518 -1.41817 1015.79 -0.443606 0.513734 2625.71 0.549186 0.291923 0.591571 0.664958 1774.35 2.15353 0.107599 3301.55 -0.0996691
1773.13 -0.536206 -1.34381 1629.61 -0.0497359 0.72341 3080.6 0.378591 0.691916 0.735405 0.809317 585.888 1.64313 0.155729 4923.03 -0.0996691
2384.9 0.0204416 -3.14024 2168.14 0.270484 0.000998504 4608.9 0.738495 0.799722 0.788085 0.863976 462.552 -0.01951 0.0206637 4553.7 0.0996691
382.747 0.773053 -2.13133 334.682 0.0492145 0.993071 819.743 0.787926 0.756973 0.755307 0.739721 40.508 0.808066 0.276514 707.472 0.0996691
1230.98 1.08717 -0.221839 314.941 -0.0866458 -2.64926 1479.61 0.801002 0.792069 0.825527 0.768415 1008.53 2.9737 0.0273809 1822.36 0.0996691
509.824 1.80944 0.615015 453.161 2.73343 -2.52583 1145.34 0.841589 0.847555 0.862041 0.748656 81.6683 -2.25664 0.152222 1063.89 0.0996691
1517.22 -0.129687 -1.83058 707.13 -1.32941 1.28832 2690.55 0.456035 0.327539 0.658919 0.82359 953.171 1.31934 0.0140474 2343.2 0.0996691
1687.28 -0.701292 -2.63881 438.997 -0.269141 0.647566 1825.63 0.706533 0.656828 0.806907 0.843989 1260.17 0.469413 0.175186 2221.67 0.0996691
581.422 2.09844 -1.10708 255.091 -1.70999 -2.88621 2611.33 0.879085 0.798808 0.776547 0.808855 522.13 1.83714 0.122229 918.206 0.0996691
1572.7 -0.180713 2.64746 809.526 -1.47161 0.0834511 2777.84 0.836755 0.365023 0.808644 0.773545 791.9 -1.39839 0.0324098 2896.35 -0.0996691
991.875 0.21273 -0.033559 923.228 -0.577136 -2.71426 2098.64 0.731887 0.568946 0.757556 0.810286 160.721 -1.08559 0.399711 2761.78 0.0996691
2023.55 -0.312474 2.32208 391.1 1.48508 0.493431 2345.72 0.801219 0.688894 0.790011 0.86164 1774.31 -0.91496 0.0263526 2638.06 0.0996691
1366.59 0.689242 -1.12599 384.067 -0.983589 0.449653 1759.8 0.78789 0.853508 0.820135 0.766545 1229.9 2.19269 0.127667 1776.65 0.0996691
2462.99 -0.311514 -1.06651 1502.43 0.325944 1.41848 3950.59 0.696071 0.268386 0.791091 0.731187 359.806 2.82182 0.0264709 5207.95 0.0996691
704.186 -0.661833 1.50042 434.926 0.692701 -1.69304 1443.23 0.736389 0.857999 0.836746 0.815358 288.607 -1.71876 0.0354097 1099.3 0.0996691
1797.45 -0.443822 2.90706 1136.35 -1.13276 -1.04213 2910.39 0.481765 0.682965 0.854389 0.902406 972.926 0.398978 0.0118272 3294.12 -0.0996691
422.088 2.62653 -0.114614 421.483 -1.6817 3.08972 3706.91 0.792283 0.810509 0.737208 0.765752 96.1283 2.67489 0.35093 869.1 0.0996691
2361.67 -0.715211 -0.692177 1479.75 -0.810492 2.22359 3781.95 0.341963 0.536435 0.663985 0.734449 935.73 2.68812 0.0274911 3975.5 0.0996691
906.676 -0.992673 1.28551 531.802 -0.165807 -1.91956 1565.71 0.749623 0.798028 0.750043 0.802488 342.573 -1.84451 0.0293179 1502.27 0.0996691
3477.4 0.246655 -0.314188 2487.89 0.543138 2.77799 6022.6 0.495678 0.611826 0.753491 0.80511 500.481 -1.7657 0.0103736 5974.69 0.0996691
628.655 1.25181 0.792177 283.25 1.29609 3.10723 899.224 0.388239 0.806557 0.81666 0.828049 505.155 -2.10724 0.00778675 1019.67 0.0996691
2335.94 -0.232751 -2.50897 2220.82 1.14592 0.606669 5770.53 0.431159 0.853364 0.820066 0.769883 792.654 -2.57167 0.0678308 5415.5 0.0996691
1685.15 0.0794546 -1.6697 1390.87 -0.377482 1.70338 3241.77 0.780993 0.202299 0.79501 0.798601 200.004 0.659423 0.139139 3178.26 0.0996691
355.911 0.819485 -0.728642 252.904 -0.726465 1.26348 756.116 0.641414 0.862948 0.760412 0.844429 292.197 2.92351 0.178168 564.206 0.0996691
1882.7 -0.00743717 2.27983 1530.01 -0.124535 -1.26963 3396.62 0.793325 0.457125 0.816757 0.653451 795.068 0.151842 0.124399 3440.2 0.0996691
1559.88 0.46662 -0.883157 1344.24 0.153285 1.18338 2582.13 0.348509 0.430592 0.879164 0.762385 2235.32 3.08429 0.190195 3786.21 0.0996691
1635.62 -0.59304 -0.648374 1586.01 1.33358 1.44372 4597.78 0.717976 0.456316 0.652775 0.75127 368.815 1.97871 0.534915 4913.32 0.0996691
2249.42 -0.282148 -2.44266 1406.4 -0.484168 2.04965 2866.24 0.54042 0.790872 0.829587 0.790804 1501.97 -0.0233878 0.250378 4423.94 0.0996691
1501.53 -0.172512 1.9474 930.452 -0.791116 -1.32834 2542.76 0.40229 0.810432 0.863709 0.816011 545.226 -1.04641 0.224247 2513.54 0.0996691
1619.24 -0.358224 -2.00125 1575.39 -0.645882 1.6136 3247.76 0.6817 0.603601 0.69386 0.67867 753.206 0.140806 0.145324 4969.74 0.0996691
604.417 -1.36366 -0.621897 334.711 -0.953824 3.04198 988.786 0.813078 0.651225 0.828705 0.879351 391.368 2.40151 0.379041 1195.69 0.0996691
1901.16 0.729596 3.01952 742.565 1.13428 -2.15619 1467.67 0.529665 0.658908 0.739821 0.727594 2044.56 0.117782 0.036331 2974.7 0.0996691
1385.08 -0.426053 2.09296 1293.65 1.49751 1.19236 3409.81 0.177684 0.628755 0.763008 0.843619 2064.61 -1.49575 0.05959 3079.56 0.0996691
1695.32 0.0555137 0.295679 342.294 0.430654 -2.84541 1637.07 0.839317 0.825982 0.82618 0.830582 1593.63 -2.89036 0.020874 2100.59 0.0996691
1897.01 -0.096283 1.52773 1245.47 0.253066 -2.00992 3105.09 0.800162 0.797883 0.771326 0.801009 556.734 -1.86284 0.089204 5294.21 0.0996691
1617.2 -0.484876 -2.2945 1574.26 -0.684361 0.873658 3285.75 0.476007 0.626119 0.694018 0.751577 99.3808 1.08241 0.229032 3186.85 0.0996691
486.995 1.63334 0.598964 387.186 0.464927 -0.94 925.583 0.600396 0.739352 0.797972 0.84707 304.979 -2.74959 0.0082953 1035.36 0.0996691
1547.67 0.918936 -1.1379 1087.63 0.67682 2.07766 2667.06 0.5288 0.779924 0.875115 0.762894 1147.12 2.09053 0.0104897 3331.61 0.0996691
1464.61 -0.691028 0.729476 586.875 0.299148 -2.82025 2178.74 0.67394 0.423909 0.786845 0.833516 1132.53 -2.21971 0.0324366 2305.12 0.0996691
772.525 -0.607624 1.03813 725.848 -1.52214 -1.98888 1746.83 0.801875 0.749156 0.791662 0.840921 53.7561 -1.46233 0.103516 1579.83 0.0996691
533.293 -0.453518 -0.447958 417.925 -0.94565 2.64461 1037.37 0.892854 0.792167 0.756714 0.802745 145.851 2.56591 0.115032 979.759 0.0996691
1990.46 -0.353526 -2.94309 1301.05 0.134018 1.50665 2735.64 0.735566 0.847246 0.755513 0.764978 1486.8 -0.478922 0.173969 3718.83 0.0996691
2277.14 0.551317 -2.35447 1820.77 0.0781406 0.428122 4205.17 0.478958 0.232617 0.632368 0.735566 340.032 -0.4423 0.262532 5107.89 0.0996691
1595.66 0.732765 -0.895459 753.179 -0.497336 1.87392 2638.86 0.798678 0.705384 0.830617 0.689079 894.097 2.41089 0.0264366 2497.79 0.0996691
1678.6 0.152767 2.40749 946.989 0.608829 -0.0837945 2511.06 0.704506 0.476109 0.790186 0.828497 383.614 -0.156712 0.065722 3538.21 0.0996691
2978.4 -0.564759 0.910949 761.691 1.22771 2.08789 3551.28 0.794904 0.78348 0.808757 0.748268 3002.96 -2.1638 0.246623 4474.05 0.0996691
1517.54 -0.835755 0.806251 1508.15 -0.438696 -1.53336 2927.25 0.722961 0.666798 0.744205 0.730435 1419.56 2.61605 0.0142186 3049.09 -0.0996691
