pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
275.052 -2.14319 -1.55882 265.848 -0.493842 3.12478 651.623 0.769592 0.774472 0.774379 0.780896 145.453 0.120574 1.03287 713.011 92.9047
316.877 1.73832 2.96329 309.646 -0.246695 0.215602 960.52 0.770164 0.739734 0.838203 0.650774 168.968 -1.85881 0.0643188 733.961 -92.9047
482.599 1.1482 -2.84177 272.285 -0.0431863 0.859175 847.298 0.40831 0.774317 0.526232 0.751091 335.331 0.216547 0.657987 824.465 92.9047
613.569 -0.887457 1.43903 265.996 0.971284 -2.23879 1170.75 0.69692 0.626829 0.838677 0.821887 422.943 -1.02817 0.0412213 941.289 92.9047
332.576 0.399187 -2.96023 329.374 -1.1908 1.11378 842.672 0.709992 0.627495 0.758591 0.707764 479.263 -1.74974 0.0846585 1006.08 92.9047
601.102 -0.159164 1.00008 358.021 -0.704592 -2.06805 982.324 0.536894 0.593157 0.318993 0.650098 143.888 2.0952 0.0941803 1488.47 92.9047
292.14 1.95029 -0.997337 290.129 -0.280396 1.79988 996.769 0.542452 0.437472 0.797362 0.822015 87.8892 -2.51418 1.06996 664.584 92.9047
398.954 -0.829168 -0.0387869 296.982 0.412522 -2.92956 827.483 0.424945 0.376416 0.816159 0.631496 75.0479 2.81581 0.536667 911.447 92.9047
409.802 -0.667446 1.20345 331.365 -0.138936 -2.22324 774.747 0.536453 0.336777 0.536632 0.718133 286.784 1.55018 0.301856 870.463 92.9047
435.032 -0.963935 1.92484 296.559 -1.91319 -1.39245 829.576 0.175922 0.756353 0.78412 0.789469 180.741 -2.197 0.804985 836.392 92.9047
321.75 0.992525 -1.40616 305.163 -0.802621 2.11855 896.025 0.731982 0.634542 0.780579 0.725447 257.079 -1.72618 0.307839 880.581 92.9047
459.53 0.917865 -2.72273 434.39 0.859639 0.779637 885.786 0.668681 0.707387 0.785921 0.782036 444.466 0.706704 0.0730365 1032.38 92.9047
524.274 -0.274168 -2.41383 266.011 0.210601 0.721783 787.956 0.629928 0.702398 0.833926 0.786065 54.5332 -0.251435 0.596427 896.578 92.9047
436.016 -0.0333661 -2.11188 276.452 -1.26393 1.06438 882.148 0.305881 0.824739 0.71375 0.704866 65.7684 1.29723 0.116795 712.046 92.9047
589.882 0.626233 0.509434 271.212 1.54304 -2.97901 882.533 0.721791 0.635195 0.782361 0.723337 72.4758 -2.20982 0.655107 906.772 92.9047
597.293 0.0901388 -2.51849 451.033 0.674997 0.5733 1155.51 0.123547 0.591074 0.848448 0.603851 47.0106 0.993771 0.347218 1055.69 92.9047
540.029 -0.567251 -1.14977 420.144 -1.15331 2.2369 996.606 0.635697 0.687687 0.488057 0.519528 230.429 -1.6494 0.108605 1121.57 92.9047
603.048 -0.393287 -2.19548 436.34 0.634105 1.71542 1132.43 0.201961 0.70303 0.725586 0.770837 543.253 0.0749895 0.620026 1146.67 92.9047
502.309 -1.10246 -1.09919 382.188 -0.446338 2.51071 919.927 0.68676 0.505748 0.688555 0.861738 267.391 0.58792 1.54304 858.692 92.9047
502.932 -0.45601 1.87095 399.103 -0.254731 -1.16034 913.416 0.470744 0.780164 0.349649 0.77838 198.259 -2.20125 0.0922344 973.74 92.9047
498.233 -1.23014 3.04979 265.334 -0.7058 -0.708637 729.689 0.721229 0.309384 0.847016 0.84138 314.845 0.0510749 0.746472 791.457 92.9047
425.239 1.06448 2.654 273.779 0.629796 0.457497 651.978 0.805979 0.493581 0.815305 0.672897 404.895 -1.29442 1.73386 689.523 92.9047
416.469 0.450055 2.67438 372.643 -0.445444 0.577456 796.866 0.836969 0.253047 0.795959 0.485701 550.612 -1.79724 0.199643 872.464 92.9047
473.972 -1.92396 1.69566 371.969 -0.406188 -1.65418 1112.29 0.494388 0.613264 0.792565 0.839096 107.146 0.27803 0.722272 820.787 92.9047
433.979 -0.501638 -0.869477 305.706 -1.13155 2.35491 790.843 0.643178 0.484985 0.717355 0.858665 131.423 0.171965 0.983113 683.502 92.9047
306.611 -0.895815 -0.773471 255.686 0.326533 1.21927 607.605 0.645303 0.546113 0.486732 0.781195 437.571 2.55605 0.420028 876.148 92.9047
482.862 0.765947 -0.519608 255.11 0.862094 1.54825 623.173 0.382961 0.629054 0.724268 0.681352 251.648 -2.82348 0.117427 845.441 92.9047
314.023 -0.316083 -3.01286 281.583 -0.915803 -0.740291 589.5 0.436974 0.666412 0.847485 0.717545 187.68 -1.08556 0.365214 703.106 92.9047
372.107 1.00643 2.00232 258.258 1.50721 0.0756684 541.937 0.679164 0.56489 0.712491 0.863245 206.034 -0.547 0.60081 879.882 92.9047
422.766 0.459124 1.50341 354.233 0.590123 -1.90701 782.229 0.72819 0.524261 0.841633 0.518791 204.253 -1.17811 0.31714 762.225 92.9047
