pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
638.137 -0.566409 -3.06903 416.95 -0.128068 -0.552781 1018.99 0.595409 0.266664 0.630215 0.622105 1065.94 1.6744 0.118324 1816.1 0.0996691
1044.7 0.435668 2.36336 375.657 -2.0422 0.0352395 2302.94 0.434111 0.469338 0.849687 0.647576 1378.52 -1.46049 0.862501 1423.18 0.0996691
523.539 -0.684961 -1.43594 345.547 -0.210323 -3.00871 652.032 0.702694 0.691767 0.761602 0.728976 1564.98 1.12781 0.0365452 1094.33 -0.0996691
897.113 0.314534 -2.13613 816.186 0.424175 0.153694 1571.98 0.513371 0.742997 0.593371 0.796621 247.895 -0.808665 0.300453 2396.16 0.0996691
1107.8 0.0931936 0.744164 683.726 0.351838 -1.40476 1644.01 0.348708 0.19161 0.635602 0.71467 1556.72 2.86644 0.997199 1807.26 0.0996691
641.115 -0.205568 -2.03822 297.672 -1.01641 2.89403 671.313 0.383255 0.551545 0.749157 0.597673 824.166 1.54625 0.92802 1099.24 -0.0996691
645.524 0.496049 -1.93328 453.562 1.23683 1.54005 1151.29 0.773083 0.723661 0.816187 0.761775 383.461 -0.363383 0.0917791 1592.65 -0.0996691
1104.46 0.418979 -0.261656 655.393 -0.491786 -2.89743 1851.79 0.544952 0.399105 0.761665 0.814797 974.018 1.78086 0.0861557 2017.97 0.0996691
467.085 -0.431434 2.77359 405.032 0.124013 0.0367275 900.61 0.740035 0.520951 0.747532 0.682688 1385.79 -1.44751 0.0818583 1027.21 0.0996691
1098.17 0.742031 2.22197 938.46 0.543655 -0.675687 2107.8 0.279959 0.0745844 0.745205 0.702097 149.998 -0.234433 0.176916 2532.31 0.0996691
687.667 -0.540916 -1.2784 587.852 -0.0540362 0.761354 1143.24 0.255855 0.760532 0.683081 0.819218 338.811 1.57688 0.820942 1691.18 -0.0996691
