pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht
509.762 -0.509338 -1.14142 265.33 -0.609394 1.29497 704.97 0.638616 0.837926 0.756674 0.777782 635.206 -2.79171 1.65028 851.781
445.858 -0.503072 0.558969 429.645 -0.565654 -2.20211 906.478 0.624869 0.341699 0.605532 0.808468 663.3 0.0329633 0.526006 1145.81
430.025 -0.311269 3.0757 281.305 0.253563 -0.583409 708.457 0.597469 0.615575 0.554097 0.696419 758.723 1.92564 1.15006 811.6
806.61 -0.857011 1.7274 752.392 -1.07448 -1.69201 1682.59 0.0554333 0.492325 0.846636 0.765064 170.87 -0.254326 1.43768 1823.91
846.913 0.0585208 1.28214 482.618 0.0487633 -1.05302 1227.36 0.642665 0.281316 0.655593 0.810201 379.397 -1.44669 0.393676 1743.28
691.503 -0.283041 -1.98795 643.425 -0.690317 1.70514 1355.55 0.42666 0.344836 0.707338 0.345746 575.232 -1.01529 0.972665 1478.67
797.806 0.107964 -2.43649 555.236 -0.19287 -0.12745 1295.97 0.386974 0.744777 0.661321 0.554007 129.756 -1.02994 0.902493 1660.11
1641.72 -1.00355 -2.48837 843.733 0.387418 0.222655 2972.95 0.450453 0.684493 0.165015 0.849194 777.021 1.325 1.10235 2498.2
869.825 1.20303 1.83148 777.662 0.0496248 -1.67962 2009.23 0.664702 0.137181 0.406328 0.707692 816.068 1.54943 0.282047 1710.45
838.731 -0.547832 1.08285 520.078 0.304422 -1.85465 1449.52 0.45632 0.599522 0.674268 0.701763 247.701 2.27298 1.19013 1455.3
647.816 0.956963 -1.35 293.736 0.973934 0.552593 748.943 0.620435 0.71471 0.571298 0.764087 762.789 1.6242 1.07161 1346.58
1167.99 -0.191394 -3.07713 258.898 0.172344 1.14683 1002.57 0.558094 0.762248 0.689194 0.854391 1092.76 0.51357 0.633258 1823.58
750.673 0.231471 -1.49591 722.947 0.694843 2.75005 1401.05 0.278074 0.488667 0.694858 0.693698 558.811 2.6263 0.123745 1849.81
419.388 -0.332273 -1.96493 355.012 0.537333 1.90728 819.183 0.501429 0.296082 0.840083 0.530796 150.058 2.55323 0.645948 955.937
744.369 -0.00746809 1.84729 345.084 -0.767924 -1.7257 1095.42 0.424371 0.571376 0.386122 0.633747 954.919 1.19397 0.653317 1114.75
900.702 0.27823 -1.34872 895.13 0.741386 0.99468 1740.55 0.306041 0.587195 0.810105 0.733478 744.938 -2.62306 1.27434 2541.91
2415.01 0.51862 -2.32484 518.815 0.0932841 1.34523 2240.2 0.639097 0.636031 0.646974 0.669463 862.778 0.949784 0.395443 3144.16
1132.01 -0.787343 2.66685 734.533 -0.083233 -1.04414 1961.17 0.279645 0.0964581 0.807078 0.70177 483.668 -1.04306 0.00107455 2509.08
941.631 -0.985267 -2.40686 929.717 -1.33832 0.968234 1961.66 0.456891 0.714899 0.613533 0.797647 144.342 0.434872 0.533362 2085.61
823.953 0.357521 -1.07301 454.236 0.0877609 -2.90478 1033.53 0.766059 0.140155 0.748025 0.834504 337.033 -0.939664 0.133347 1655.95
525.294 -0.336636 -1.5033 439.382 -0.432028 2.00133 957.916 0.429439 0.6362 0.738221 0.778079 391.701 0.379958 1.62137 936.631
792.718 0.964679 -2.26353 724.799 0.704446 0.575533 1581.26 0.214432 0.553952 0.701026 0.821616 142.779 -0.611851 1.18738 1660.64
666.426 -0.225747 2.89086 437.659 -0.707641 -0.45089 1128.62 0.541382 0.63219 0.540604 0.721322 177.886 0.565806 1.0167 1330.67
884.003 1.33671 -0.863616 582.548 -0.578118 2.34371 2168.91 0.276323 0.344092 0.760023 0.378129 302.395 -0.670239 0.193377 1446.17
786.142 0.638375 0.291636 304.865 0.478363 2.57329 918.673 0.710769 0.661268 0.723718 0.844189 102.187 -0.0937477 0.385384 1285.26
884.533 0.228914 -0.790081 658.984 -1.06238 3.1324 1776.99 0.636497 0.731818 0.716636 0.816593 377.389 2.1789 0.953503 1666
950.242 -0.669002 -0.889743 336.067 -1.26405 1.4515 1108.4 0.827359 0.75378 0.795169 0.639215 203.827 1.95234 0.500844 1472.26
416.998 0.278943 2.84227 340.274 -0.411904 0.636441 757.718 0.528802 0.481749 0.328098 0.782767 989.661 -1.26454 1.90098 795.116
514.709 0.246489 -2.13428 399.472 -0.88279 1.42193 1070.07 0.683951 0.312156 0.798627 0.823235 483.557 0.283903 1.13803 934.073
761.106 -0.125531 0.0727369 557.251 0.893278 2.50363 1484.35 0.421227 0.307464 0.41032 0.646339 386.672 1.31226 1.19136 1705.69
372.87 -0.585841 0.561127 321.527 0.98729 0.531585 617.73 0.828247 0.516249 0.654694 0.780082 36.3261 1.84283 1.28171 983.013
1784.7 1.22242 -1.82384 363.047 -0.515539 1.25336 2313.01 0.342666 0.459151 0.648273 0.813538 1233.22 1.28415 0.0307826 2251.92
437.764 1.52029 -2.12557 262.089 -0.921044 0.654673 1251.35 0.733112 0.592027 0.78057 0.628844 515.926 0.809643 0.15497 711.948
810.075 0.60835 -1.28114 440.611 -0.394562 -2.01524 778.087 0.696642 0.552306 0.869566 0.690066 705.109 1.23131 2.51245 1624.38
1017.48 -0.90053 2.12812 962.1 0.0581984 -1.05442 2221.43 0.537499 0.700762 0.762007 0.847421 560.196 1.74904 0.379079 2522.9
493.566 -0.699381 -1.233 415.157 -0.255283 0.987626 853.686 0.177834 0.722154 0.845883 0.728474 145.705 2.44552 1.4579 1282.14
653.21 -1.38059 0.691633 468.848 -0.410586 3.11116 1189.5 0.753154 0.795086 0.759169 0.856221 745.074 -2.71709 0.454932 1262.07
900.54 -1.24701 1.0436 467.054 0.247214 -2.94328 1647.92 0.169858 0.250935 0.802264 0.74705 325.694 0.68805 0.35555 1725.74
289.347 -1.75471 2.54132 267.76 1.11662 0.320777 1217.27 0.603078 0.329187 0.763299 0.780114 174.912 0.965362 0.644585 559.545
592.64 0.34098 2.93242 531.358 -0.130855 -0.685807 1150.24 0.434564 0.425097 0.7395 0.800696 244.895 1.84198 1.09044 1271.77
1377.07 0.51064 2.82152 955.561 0.551393 -0.0900612 2360.99 0.572629 0.167284 0.735963 0.762057 521.878 -0.090078 1.68607e-05 2817.11
745.685 1.35609 -2.7534 507.798 0.271532 -0.00231759 1421.27 0.27872 0.755176 0.631055 0.745232 95.8124 3.12227 0.407513 1679.32
432.721 -0.777242 1.63461 418.302 1.33543 1.82349 1111.98 0.238543 0.604418 0.641236 0.73489 1182.4 -1.3956 3.03021 903.901
1088.6 -0.0571831 -3.02873 984.841 -0.136509 -1.73957 1258.64 0.485057 0.748905 0.746417 0.786808 192.12 2.76782 0.486636 2435.89
589.068 0.602708 2.85217 362.625 -0.525724 -2.21707 783.895 0.334195 0.439818 0.549475 0.744481 1544.7 0.569683 2.28249 1171.79
1261.7 -0.563364 2.12517 804.213 -1.37244 -1.47083 2148.14 0.7735 0.738145 0.872067 0.888096 207.758 -1.02021 0.450628 2519.15
1316.64 0.186031 -0.664208 402.511 1.0466 -2.75294 1430.61 0.680051 0.473979 0.835314 0.823723 456.009 1.38731 2.05151 2228.21
922.698 1.23151 0.238146 549.93 -0.597114 2.97918 2065.94 0.10633 0.332018 0.906329 0.798642 1268.09 -2.61877 0.685232 1484.99
555.747 0.164413 -0.36993 326.483 -1.63352 0.718143 987.165 0.872357 0.711356 0.738151 0.809564 1512.27 2.8713 2.15315 1111.99
1127.41 -1.28455 1.60317 902.003 0.390889 -2.39614 2646.43 0.525316 0.543535 0.672042 0.326893 668.468 0.138178 1.465 2230.88
1057.06 -0.190147 0.280156 463.951 0.368633 -2.69945 1465.67 0.831024 0.406957 0.732958 0.772331 392.397 2.2971 1.28664 1706.57
766.752 -0.259596 -2.63974 434.348 -0.749189 -0.626219 1022.8 0.0911253 0.728519 0.609717 0.695255 524.848 1.6245 2.01894 1691.83
460.702 0.638811 -1.07296 350.287 -0.0922797 -2.59542 641.757 0.766042 0.243313 0.730515 0.730493 347.035 0.744233 1.81719 1109.15
869.064 0.325141 -1.83562 576.712 -0.520924 1.41647 1572.68 0.750708 0.508567 0.630828 0.673381 936.194 0.709962 0.706507 1634.9
651.481 -0.899741 -1.40676 421.347 0.461207 1.36467 1327.64 0.750833 0.209254 0.755674 0.855471 592.435 1.93132 0.566657 1282.76
334.101 1.11935 0.937027 292.931 -0.371853 -1.89137 813.024 0.498941 0.287805 0.633351 0.538423 263.464 -2.57995 0.688574 622.851
272.541 0.562961 -1.66869 264.553 -0.154422 1.5098 581.077 0.747826 0.516498 0.640387 0.712928 25.3595 -0.440694 1.22799 514.245
389.088 -0.0838228 -1.54002 368.316 0.23583 0.334576 639.098 0.29512 0.813819 0.654908 0.747782 761.754 2.41999 2.08541 1083.65
631.027 -0.509638 1.35334 491.07 -1.17811 -2.84581 1046.66 0.833946 0.418576 0.709665 0.858307 1770.15 -1.48093 1.36488 1331.76
475.137 0.0159937 -1.53464 344.851 -1.56958 0.822401 1044.68 0.774147 0.616615 0.84919 0.833303 501.275 1.63849 0.816087 1235.07
816.024 -0.262298 -1.8337 393.93 -0.96708 2.26825 1181.64 0.325613 0.62017 0.479763 0.857221 1183.5 0.613591 1.65466 1497.02
700.644 0.0828912 1.09722 557.575 0.228827 -2.96754 1134.95 0.631369 0.80318 0.581509 0.73547 1452.73 -0.188286 1.28551 1642.88
875.875 -0.0105843 -1.30387 474.309 -0.62112 2.24411 1364.64 0.737272 0.517509 0.796432 0.647033 1186.34 1.58783 0.656284 1690.42
544.423 0.0966439 -1.01634 374.789 -1.23615 2.826 1089.99 0.63535 0.498836 0.645535 0.809488 224.781 -0.463727 0.552614 1229.66
640.555 1.20485 -1.37761 595.909 0.168744 0.581256 1229.94 0.689736 0.695414 0.699307 0.761216 414.389 2.91215 1.99343 1976.53
