pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht
450.641 -0.826193 -1.29539 289.447 -0.726745 2.5127 700.869 0.843911 0.560973 0.800204 0.562584 513.103 -0.945296 0.35009 964.776
866.358 0.567502 -1.1901 373.631 -0.45857 -1.29186 631.606 0.712547 0.704364 0.551843 0.549196 448.855 1.72517 2.91526 1571.68
339.313 1.54676 2.04294 279.305 0.154472 -2.74624 654.83 0.560564 0.430079 0.819483 0.598173 113.175 0.970912 1.07203 1000.42
443.341 -0.148496 2.3195 286.844 -0.647899 -1.04594 744.121 0.59095 0.757497 0.756153 0.79302 136.683 -2.25572 1.20978 866.337
541.85 0.109278 1.93834 258.902 0.275901 -0.0447544 659.329 0.596707 0.390011 0.730387 0.756146 823.49 -1.32252 1.27777 888.191
438.221 -0.484867 -1.13832 314.859 -0.00728981 0.714283 631.785 0.310434 0.651598 0.608707 0.712134 453.491 2.45691 1.74263 1016.84
663.762 -0.0443422 -2.68477 485.52 -0.211588 0.983275 1122.81 0.405723 0.375199 0.696667 0.864103 265.662 1.38436 0.401088 1403.91
339.85 -1.19382 2.17309 291.561 0.0105005 -0.278358 737.735 0.163375 0.699383 0.714789 0.778548 299.239 3.02834 0.855251 809.806
291.308 -0.894625 1.81602 283.827 0.606126 2.48076 522.347 0.444963 0.387138 0.701764 0.685617 255.887 2.7057 0.224937 672.499
468.969 0.101593 2.17296 260.164 -0.89551 -1.09177 797.426 0.28043 0.537893 0.735781 0.8467 440.204 2.42116 0.248198 975.856
782.468 0.178444 -0.851003 294.434 -0.252319 2.87457 982.466 0.320559 0.431638 0.784087 0.513401 791.652 -0.204379 0.646623 1282.01
1286.99 -0.272002 -2.08391 316.109 -1.09286 1.23221 1408.57 0.529581 0.470002 0.776545 0.747375 114.844 -0.790225 1.29368 1718.65
403.606 -0.677388 0.970873 384.067 0.0143292 -1.82014 842.01 0.578848 0.764821 0.837358 0.795525 399.701 1.91681 0.945941 787.232
343.985 -0.0319036 2.84572 291.274 1.40239 -0.915189 788.587 0.526781 0.605693 0.735087 0.747642 258.633 0.49168 1.40687 752.332
1163.51 0.573344 1.38329 455.215 0.351552 -1.66833 1507.39 0.545108 0.58407 0.403676 0.629977 522.085 -2.20463 0.536297 1641.73
517.242 -0.203598 -2.75772 291.187 0.446989 0.984529 792.732 0.63331 0.316873 0.853894 0.536376 176.115 -1.82204 0.935685 1133.71
790.212 0.450519 1.20475 303.639 0.185827 -2.89414 940.1 0.38038 0.818918 0.720852 0.690625 505.606 2.48471 0.904328 1110.83
376.196 1.31689 -1.2268 319.927 0.119255 1.19027 795.801 0.620932 0.712567 0.649306 0.749732 150.245 -0.291542 0.935257 731.632
334.196 0.442657 -2.12076 293.475 0.91107 0.231527 663.241 0.344514 0.650632 0.497585 0.550979 721.401 1.73658 1.50506 651.354
871.947 0.0393202 -0.06263 650.253 0.474396 2.52374 1533.8 0.277704 0.504713 0.772226 0.669081 368.206 2.81159 0.287851 1704.71
652.108 0.458894 2.14584 371.313 0.709553 -0.307355 975.042 0.619803 0.407503 0.725257 0.802366 1013.76 -0.835239 0.527883 1037.03
637.05 0.581564 -2.12688 582.54 -1.39998 1.03968 1879.13 0.412218 0.429552 0.660232 0.824031 289.999 0.840683 0.198995 1415.59
430.655 -0.933416 2.15203 282.747 1.29816 -1.85857 1149.26 0.739819 0.642091 0.81389 0.740945 550.749 -1.79584 0.0627346 1094.9
442.891 0.172335 2.81587 267.574 -0.0410959 0.259899 707.825 0.208722 0.216187 0.667274 0.667312 180.064 -1.49836 1.75826 954.984
532.291 -1.60063 2.65831 410.458 -0.725934 -1.08454 1040.2 0.520491 0.448315 0.74436 0.63682 1035.58 1.38234 1.27597 1002.3
805.492 -1.36612 0.108329 403.379 -0.257609 1.32442 969.366 0.654755 0.784819 0.821081 0.723932 1292.95 -2.46458 2.49419 1233.49
401.247 0.402199 -2.29294 378.036 -1.27721 1.4529 1055.23 0.682763 0.714328 0.824401 0.822249 758.19 0.862517 0.590386 833.801
906.849 0.561769 1.40855 500.757 -0.386496 -2.79357 1360.15 0.753781 0.501893 0.830654 0.682671 206.106 -3.13632 0.34275 1796.9
413.652 -0.0976443 0.692797 373.363 0.616286 -2.38635 840.848 0.528734 0.763614 0.713371 0.716943 47.4056 -0.540381 1.23318 1255.98
646.719 0.0010894 3.09226 369.514 -0.302794 -0.721548 958.868 0.795464 0.767098 0.699692 0.840203 182.958 -1.23525 0.5137 1235.99
413.694 -0.615781 -1.94231 296.166 -1.86907 1.41038 856.402 0.53862 0.454876 0.399857 0.765597 646.412 1.136 0.27438 736.089
558.526 -0.178906 -2.86932 534.937 -0.860828 0.990384 1103.96 0.787214 0.777382 0.81184 0.847205 1115.2 -0.484753 1.47514 1082.65
668.667 0.446668 0.409495 474.551 1.55387 -3.05369 1305.93 0.322089 0.680967 0.744572 0.831722 90.8962 -0.645274 1.05477 1155.57
422.473 0.428858 1.98768 397.158 -0.267285 -1.79374 841.337 0.664224 0.557163 0.732657 0.825078 229.187 -1.32429 0.469447 1087.42
903.467 0.18005 -0.230719 610.599 0.0187257 -2.97306 1491.72 0.230888 0.378641 0.648723 0.362164 162.36 2.04491 1.26522 1883.74
626.24 1.05288 -2.5751 298.952 0.270946 -0.711516 812.582 0.828056 0.776918 0.828044 0.761194 640.034 2.55059 1.15749 1063.05
311.072 1.42137 -2.00885 278.43 0.660276 2.36093 558.374 0.756833 0.786546 0.744815 0.725541 241.084 -0.550033 1.45882 927.797
681.33 -0.197524 -0.773347 447.787 0.867006 -3.08526 1199.28 0.328014 0.445614 0.7122 0.725006 343.337 2.65619 0.541731 1433.57
325.368 -1.40112 0.883791 317.809 0.503711 1.86631 794.907 0.649645 0.475206 0.498527 0.704339 499.799 -1.23973 2.12352 1097.9
724.948 -0.464648 -1.60451 470.594 0.265342 -0.585407 724.658 0.625526 0.69378 0.756059 0.65579 274.641 1.27514 1.86054 1436.27
385.537 -1.50845 1.40232 334.865 0.286155 -2.58692 992.544 0.459962 0.514777 0.654644 0.346195 439.204 -1.174 1.41292 1169.24
395.429 -0.332795 -0.551927 328.567 1.09587 -2.69623 851.489 0.740553 0.830978 0.854706 0.857541 495.319 2.19656 1.3904 901.618
515.136 -0.192293 1.58031 361.794 0.0537832 -0.835302 855.851 0.338713 0.503573 0.745562 0.665133 71.947 -0.0582826 0.777019 1256.64
285.637 0.124316 2.6656 274.393 1.11826 3.0331 318.416 0.556625 0.598646 0.69944 0.782363 477.912 -0.346726 2.90336 895.244
303.573 0.236288 -0.952359 263.972 0.0704629 0.805663 469.064 0.606541 0.436 0.841058 0.846294 456.408 2.68203 1.87637 741.248
957.728 0.561093 -0.132751 363.486 -0.0921232 -2.80957 1222.47 0.716743 0.567499 0.772117 0.819533 724.188 -3.11962 0.310049 1590.64
568.339 0.459869 -3.00614 334.12 -0.470891 -1.68333 703.713 0.792631 0.656801 0.766279 0.685345 277.085 0.972728 2.30432 1282.73
491.359 -0.147417 0.62824 288.506 0.117901 -2.04749 764.663 0.780593 0.739296 0.858645 0.739192 762.069 2.50262 1.73307 902.926
614.122 0.944734 0.0558803 418.936 -1.19025 -2.95591 1726.31 0.27974 0.365511 0.841913 0.887229 589.936 -2.85681 0.0990987 1145.82
383.61 -0.708169 0.423978 353.658 -0.216105 3.03929 754.479 0.404615 0.54408 0.845803 0.750415 250.995 -2.47304 0.770856 933.652
348.983 0.214348 -2.34528 261.91 1.7932 -1.64819 578.203 0.237463 0.216747 0.399408 0.735217 796.802 -0.0319235 1.61626 946.831
849.418 0.0078162 -2.47769 300.105 -0.00121804 0.510726 1115.14 0.123198 0.423853 0.643629 0.812222 625.478 0.527751 0.0170251 1171.63
497.085 -0.111663 -2.35822 335.625 0.198608 0.713603 832.844 0.739928 0.662062 0.698445 0.649024 584.542 0.902267 0.188663 840.488
514.386 0.47898 1.52364 472.158 -0.144251 -1.24494 1052.84 0.132222 0.522014 0.886846 0.77788 175.753 -2.44172 1.19678 1000.33
441.407 0.48036 -1.69328 329.033 0.450745 -0.0064697 576.437 0.612659 0.708397 0.849904 0.632783 709.042 2.36215 2.22775 868.115
910.594 -0.295071 -1.03403 488.488 0.795208 1.75692 1574.44 0.414146 0.125986 0.407762 0.575269 342.438 -3.13454 1.39173 1605.73
476.928 -0.157976 0.191719 387.359 -0.905643 -3.03063 969.38 0.312783 0.309187 0.525798 0.660933 335.509 0.153585 0.0381342 895.593
547.396 0.359963 -1.85789 370.988 0.443982 2.13958 846.015 0.751692 0.673057 0.786265 0.793039 74.6415 1.90128 0.238299 1187.15
324.681 -0.739739 2.11766 322.407 -1.22043 -1.03433 672.496 0.727571 0.650683 0.798418 0.484875 372.157 -0.665819 0.368514 973.367
548.138 0.84834 -1.9133 431.109 -0.609157 2.71221 1062.62 0.713434 0.728456 0.78835 0.779296 325.726 0.499389 2.21282 1478.77
715.07 -0.425233 -2.60821 471.462 0.825184 1.29499 1348.17 0.72392 0.627871 0.794226 0.872747 319.091 0.665295 0.629697 1468.52
515.387 -0.417431 2.58895 307.548 0.243391 -1.41174 782.61 0.32291 0.591231 0.734527 0.711451 79.8341 -1.89742 0.485677 1225.14
503.406 -0.292644 3.05796 451.641 0.0901649 -0.323447 980.862 0.487651 0.686191 0.820135 0.736121 442.528 -0.0896575 0.233789 1108.53
819.429 -0.186998 -0.335307 354.491 0.299672 2.80996 1119.3 0.587443 0.63341 0.794467 0.727614 705.009 2.10832 0.701643 1450.57
849.071 0.0985471 3.12034 337.031 0.143671 0.508938 1073.47 0.396566 0.298614 0.687169 0.730594 724.193 0.263419 0.245519 1219.1
956.353 -0.360904 -2.45118 314.384 -0.790418 2.03386 945.301 0.634171 0.273008 0.693932 0.654917 1594.97 0.351152 1.68271 1323.38
317.402 -1.22177 -3.0361 273.939 0.01279 2.06186 524.542 0.576692 0.545051 0.520798 0.40714 1114.31 1.32287 0.738984 838.516
834.66 0.192271 -0.87206 293.168 0.694959 3.00258 994.578 0.303093 0.741736 0.761378 0.741073 643.027 1.93046 1.07212 1304.71
372.972 -0.813304 2.15404 252.633 0.472914 -1.1307 753.37 0.686554 0.736965 0.796141 0.738812 299.037 -0.973361 0.157343 811.311
534.996 0.0844569 -0.751161 367.301 -0.0317387 1.20512 748.989 0.338976 0.500502 0.837764 0.571615 266.191 2.25951 1.05439 1053.94
528.863 0.488238 0.673704 372.794 0.327523 -0.338054 445.771 0.79914 0.657602 0.838369 0.755953 109.503 -2.56658 2.22853 1369.64
298.932 2.04324 -2.00375 284.376 0.2271 -3.11087 700.296 0.448119 0.733865 0.831104 0.899253 816.974 0.615455 2.55686 650.227
585.861 -0.47985 -1.61812 264.488 -0.0135633 2.17802 783.463 0.5709 0.577828 0.682426 0.761267 380.586 0.56415 1.61387 960.734
548.333 -0.748855 -0.131378 271.079 1.25277 -2.02628 1114.53 0.783094 0.800058 0.815431 0.691163 1044.48 -3.11246 1.08619 1009.88
486.173 1.87791 -1.97191 363.826 1.06887 0.52862 887.354 0.682403 0.709068 0.640328 0.78191 563.115 1.26696 0.738344 1382.81
507.197 -0.459207 -2.90121 324.364 0.465116 -0.368682 880.227 0.684722 0.764044 0.693002 0.782051 655.176 2.75658 0.625392 1011.42
426.94 -1.24881 -2.85438 341.171 -0.683244 -1.03107 663.887 0.759645 0.247499 0.681601 0.776878 185.4 0.317044 1.34812 1127.85
456.61 -0.120018 -2.64702 420.424 0.0404454 0.267503 891.711 0.405555 0.754572 0.481093 0.770589 162.079 -1.77121 0.875809 1148.7
