pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht
301.84 -0.212205 -0.274783 299.482 0.0898636 2.06234 574.467 0.634933 0.757319 0.809346 0.743642 617.152 -2.3739 1.84694 894.82
1003.51 -0.276379 1.69203 294.037 0.597252 -0.475697 1103.54 0.341224 0.142405 0.578704 0.617089 718.212 -1.8181 1.3424 1543.05
879.962 -0.688627 -1.80586 349.825 0.384458 2.88305 1036.66 0.674233 0.63864 0.707164 0.750205 303.228 0.509359 2.31522 1513.18
1225.25 -0.341643 -2.44284 1124.48 -0.31446 0.40225 2358.66 0.613562 0.267204 0.681381 0.557568 672.445 0.356241 0.0460084 2567.54
825.76 -0.905721 1.97221 688.178 -0.96785 -1.59524 1564.13 0.0602265 0.343059 0.810119 0.604431 145.849 -1.28425 0.310985 1676.02
671.414 -0.815655 -0.084002 419.314 0.695796 -3.05122 1387.15 0.56642 0.542982 0.794336 0.671251 55.7126 1.28911 1.37311 1300.08
595.54 -0.596585 1.52852 577.307 0.77987 0.222196 1138.35 0.726481 0.599707 0.748893 0.693632 361.976 -2.24526 2.46745 2116.94
742.747 -0.724171 -1.2383 389.344 0.0685144 2.03889 1229.35 0.248337 0.357373 0.691612 0.740363 20.9804 -3.04094 1.20335 1369.83
445.961 -0.341316 -1.57559 345.469 0.670317 1.3102 898.26 0.528112 0.641994 0.734967 0.479083 109.082 1.4488 0.138605 898.098
649.803 0.259484 -1.99265 465.172 -1.69138 -0.470172 1478.02 0.613023 0.588684 0.75033 0.709023 145.446 0.915936 1.38611 1347.17
879.837 0.255955 -1.88844 456.44 -0.552165 1.298 1385.03 0.690303 0.418524 0.725834 0.810696 133.03 -0.100874 1.39887 1396.9
1297.97 -0.418034 1.60958 550.945 -0.32617 -2.12447 1740.33 0.177204 0.600969 0.635991 0.659734 393.762 -0.782668 1.3418 2278.49
1064.95 0.820906 -2.13503 458.641 -0.429834 0.763492 1696.98 0.819025 0.5963 0.835812 0.832031 174.644 1.33053 0.567035 1609.78
780.628 0.581383 1.62368 547.842 0.677978 -0.957386 1337.98 0.677649 0.230639 0.820873 0.79647 101.368 -1.1812 0.223815 1970.64
827.685 -1.34156 0.892663 485.092 -0.857234 -2.4375 1323.14 0.213626 0.511528 0.82068 0.729962 263.709 -1.7767 0.6608 1979.11
603.655 0.0549645 -2.1078 435.917 -0.714462 0.712073 1118.35 0.171189 0.492677 0.425669 0.78298 127.698 0.68029 0.0317829 1348.2
587.696 -0.472691 0.225252 447.031 0.954041 -2.98929 1306.51 0.664971 0.679715 0.483176 0.624425 596.914 -2.90664 0.0826437 1259.65
543.32 0.844296 2.83061 294.197 -0.286634 0.214 920.433 0.256746 0.616007 0.797795 0.716888 759.185 0.221691 0.0076911 998.471
593.523 -1.48678 2.35748 579.684 0.150207 0.287269 1500.27 0.690882 0.462613 0.821453 0.761382 970.464 0.479154 0.191885 1346.79
383.745 0.625735 -1.89074 276.066 -0.979408 1.20496 878.657 0.511432 0.612931 0.861524 0.595092 66.7066 2.68445 1.47949 701.367
1034.01 1.24067 -2.01775 784.069 -1.09688 1.76836 3139.55 0.615305 0.763156 0.756473 0.853975 592.555 1.09199 0.676371 1931.61
495.802 0.673025 2.71069 385.599 1.76533 -1.30275 964.867 0.785853 0.713747 0.820416 0.834666 334.825 0.539424 1.84217 1115.28
372.853 -0.141217 1.85468 302.4 -1.17144 0.24637 614.518 0.840959 0.602588 0.811676 0.674236 221.493 -1.73133 1.9777 1341.22
679.535 -0.904962 -1.74696 377.216 0.10131 1.78015 1148.51 0.776325 0.628441 0.724467 0.748788 219.939 1.28605 0.494095 1326.19
329.243 0.240321 0.885968 327.051 -0.223728 2.32342 473.657 0.755496 0.722893 0.768325 0.811959 277.057 2.05548 0.267936 1004.33
473.3 -0.039572 2.84437 328.119 0.350166 0.187936 795.344 0.336123 0.583438 0.878561 0.626091 923.44 -2.03417 1.40465 1006.37
516.828 -1.00328 2.22365 332.301 -0.271127 -1.62663 897.375 0.149842 0.721559 0.831962 0.80517 108.586 2.82114 0.597498 1074.5
434.43 -0.464638 -0.346501 389.957 -0.267076 3.07645 829.951 0.395883 0.536431 0.537099 0.847345 125.94 0.574537 0.921038 1353.84
958.8 1.34069 -2.38836 626.802 0.0490236 0.0705668 1827.26 0.603825 0.716457 0.852087 0.595485 256.37 0.236995 0.166428 1800.99
339.303 -0.0698639 -1.09021 339.057 1.53865 2.63504 948.515 0.440677 0.750122 0.734286 0.745605 42.7983 0.63998 1.73019 1119.77
1174.32 0.287067 2.67078 499.469 -0.73994 -1.46024 1606.03 0.807697 0.804736 0.846232 0.717574 854.278 0.0564977 1.51674 1944.05
552.098 0.625907 -1.56447 333.247 -0.489938 0.98016 991.78 0.619294 0.684211 0.837184 0.808562 846.424 -1.07841 0.486054 1334.67
433.779 -1.16823 0.118266 273.328 0.374827 2.42686 866.012 0.445318 0.51903 0.770798 0.578799 138.705 1.22107 1.1028 1010.59
994.542 0.352913 1.25241 690.288 -0.350157 -1.21456 1685.72 0.443387 0.674588 0.628153 0.643649 314.776 -1.89161 0.677049 2095.98
555.743 -0.595149 -0.921718 328.169 1.10714 1.97811 1191.72 0.760849 0.466044 0.763135 0.848072 589.586 1.84896 0.129153 1306.87
904.663 -0.163097 0.91804 670.72 1.04952 -2.05068 1859.07 0.795819 0.37398 0.797503 0.69991 249.785 1.1227 0.204664 1812.38
719.406 -0.0372481 2.18397 448.153 0.771261 -1.26494 1308.6 0.142048 0.298268 0.727961 0.723856 893.449 -0.993212 0.27173 1366.39
901.412 0.153094 1.3374 793.916 -0.559099 -0.271608 1375.66 0.796084 0.521294 0.728133 0.717017 595.555 -1.6219 1.35029 2108.97
485.261 -0.140622 -0.700612 343.094 0.761413 1.80682 874.17 0.806767 0.627004 0.724291 0.787043 95.549 -2.05946 1.35885 1079.69
1140.62 0.21196 -1.87417 675.796 -0.186299 1.15045 1958.35 0.253956 0.225551 0.685631 0.630838 768.419 1.32512 0.174671 1885.99
610.322 -0.191695 -2.19941 531.561 0.419293 0.847829 1214.47 0.783648 0.618199 0.757504 0.780565 121.979 0.604255 0.243574 1152.13
530.758 -0.128884 -1.71851 479.369 1.07921 1.26702 1209.2 0.517375 0.451557 0.681854 0.732277 562.356 1.42652 0.159495 1047.08
1004.89 -1.43202 0.566538 334.43 -0.352757 3.12592 1325.88 0.82555 0.422493 0.754583 0.754048 972.537 -3.0479 0.109364 1493.14
494.003 -0.551659 -0.578079 313.334 1.29221 1.53796 1086.67 0.836811 0.719233 0.772374 0.796935 373.444 1.96056 0.422594 1257.27
518.406 -1.16745 2.85957 440.684 0.32876 -1.36966 1153.56 0.191095 0.829448 0.854098 0.775926 400.399 -1.71602 0.346356 1294.49
1070.72 0.534265 -1.8077 485.487 -0.670076 0.647028 1679.4 0.785832 0.209458 0.725279 0.846695 842.88 0.550883 0.0961452 1890.1
661.532 -0.102693 3.12446 333.466 -1.57693 0.789287 1179.17 0.716443 0.179633 0.820646 0.778031 142.746 2.43779 0.686671 1295.62
779.853 -0.0485434 1.00433 411.84 0.163877 -2.04813 1182.82 0.488725 0.493721 0.25508 0.687256 153.879 -1.72638 0.321752 1192.76
340.099 -0.930111 1.59913 327.098 -0.367579 -1.74713 709.636 0.792573 0.528839 0.82978 0.763968 270.024 0.205248 1.39388 680.83
418.495 0.693525 -2.05033 251.537 -0.38094 1.48889 747.907 0.698556 0.556286 0.789051 0.833151 511.527 -1.64865 0.401674 823.355
