pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1193.14 0.12195 0.0168465 926.559 0.158645 2.58886 2029.75 1968.86 0.642543 0.701876 0.619602 0.662361 639.997 -2.28958 1.40045 2068.27 0.313768 2.57603 1.5571
791.374 -0.94494 -3.07928 542.847 1.06331 1.42252 1878.99 1553.53 0.589108 0.29182 0.758601 0.71618 605.24 -0.666006 0.114318 1562.96 0.582152 2.53581 1.5571
1394.01 -0.364188 -0.402254 1382.73 -0.431834 2.53309 2801.01 2674.14 0.145633 0.525585 0.684788 0.728397 293.996 -2.20238 1.54727 2797.88 0.85545 2.75319 1.5571
944.897 0.40033 1.41735 529.155 -0.408208 -0.629233 1358.06 1255.2 0.277238 0.53441 0.633828 0.733262 773.648 -2.40764 1.02852 1573.9 0.784283 2.79832 1.5571
1213.42 0.120314 -0.348772 896.677 1.02732 -2.59371 2229.16 1413.7 0.378638 0.624336 0.716853 0.530208 891.932 2.05193 0.999434 2182.65 0.889957 1.57938 1.5571
1398.47 -1.12903 -2.84981 1047.95 0.593212 -0.819847 3133.43 3098.34 0.0336361 0.623251 0.519387 0.57301 558.226 0.773825 0.502922 3221.66 0.530761 2.15645 1.5571
287.949 -2.45236 -3.03968 -1 -1 -1 -1 264.538 0.700375 -1 0.725977 -1 254.096 0.223233 0.183575 407.48 0.721077 2.8226 1.5571
894.157 -0.259816 -2.30401 330.123 1.60404 2.05456 1470.26 1448.37 0.56743 0.340383 0.301165 0.632007 706.032 0.487826 0.118631 1352.39 0.755502 2.67321 1.5571
1503.14 0.452387 2.94105 895.395 0.336159 -2.05276 1420.39 1402.68 0.389608 0.0684724 0.795627 0.194545 1826.64 0.172646 0.0380854 2713.14 0.825476 2.73506 1.5571
1652.84 -0.194002 0.141788 1051.73 -0.146212 2.43965 2489.87 1892.46 0.067493 0.534814 0.557175 0.30109 1206.26 -2.31508 1.52337 2709.95 0.539698 2.05637 1.5571
