pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
257.296 -1.57528 -1.64518 254.907 -2.18234 1.53661 545.174 499.75 0.223983 0.652155 0.121032 0.737024 6.64114 0.401133 1.13231 500.533 0.0987373 3.10457 0.0996691
1560.35 -0.157492 -0.19766 1247.54 -0.168035 1.71663 2530.38 2012.8 0.602578 0.255444 0.744735 0.688509 1134.4 -2.71676 0.592134 3383.47 0.698864 1.92773 0.0996691
689.692 -0.475223 -0.419045 365.963 1.11041 2.57201 1365.5 1113.37 0.663283 0.514592 0.724405 0.661107 334.716 2.78887 0.129668 1033.6 0.357706 3.04979 0.0996691
317.285 1.39608 0.296304 297.008 0.0704473 -2.93199 767.141 697.499 0.739496 0.583034 0.738455 0.649796 11.6564 -1.76919 1.14384 593.163 0.0545108 3.04227 0.0996691
370.909 2.36316 -1.80827 355.05 0.982311 1.38626 934.27 807.466 0.671163 0.252791 0.594574 0.585495 27.9015 1.1981 0.16352 721.626 0.0591959 3.02725 0.0996691
1940.83 -0.606019 3.06647 924.842 -0.241392 -1.25858 2345.57 1891.77 0.366886 0.199434 0.441329 0.606825 757.64 0.573428 0.025437 3955.55 0.692029 2.6185 0.0996691
1408.5 -0.790217 -0.0501512 960.145 0.68631 -3.11696 3001.27 2965.78 0.398591 0.602282 0.678957 0.618777 146.603 3.11955 0.0637961 2712.79 0.205802 3.04896 0.0996691
1738.71 -0.525843 -1.85537 1655.95 0.819102 0.277162 3863.36 3845.47 0.213267 0.685516 0.515413 0.691118 191.129 -1.80095 0.0554816 5773.23 0.252172 2.9741 -0.0996691
515.611 1.05725 0.639862 494.172 -0.300249 3.1201 1230.91 1179.04 0.547738 0.556698 0.414369 0.598142 47.0563 0.810251 0.0610815 1467.18 0.171908 2.8085 0.0996691
1176.65 -1.20111 -0.269006 520.311 1.32 1.94885 2918.55 2597.05 0.492705 0.360824 0.468661 0.538045 695.166 2.98401 0.238891 2188.04 0.761413 2.80841 0.0996691
1356.55 -0.31792 -1.58335 1325.94 0.61147 1.31476 2982.26 2942.62 0.572386 0.621622 0.471527 0.496122 73.6451 1.5348 0.167479 3016.83 0.954891 2.99755 0.0996691
2827.1 -0.429268 1.38488 2123.18 -0.345556 -2.24599 5048.55 3926.21 0.0852619 0.517917 0.611725 0.477645 91.6297 0.5003 0.333036 6464.98 0.975902 3.07997 0.0996691
347.626 1.96107 -1.98345 340.085 0.455986 1.15915 904.825 871.003 0.648223 0.645864 0.767454 0.686314 8.55992 -0.388623 1.55045 666.371 0.0073475 3.13325 0.0996691
2050.75 -0.382897 0.774552 1849.67 0.842001 -2.18326 4658.26 4546.55 0.643127 0.43827 0.627584 0.729137 279.787 0.697302 0.0925791 5133.79 0.471123 3.08713 0.0996691
464.695 1.32487 -0.922083 347.565 0.722548 2.17428 858.711 772.798 0.803895 0.45931 0.638271 0.544824 40.8408 -1.89045 0.92652 796.264 0.0861727 3.12929 0.0996691
1635.22 -1.38733 0.952607 970.559 -0.841355 -2.41251 2623.44 2593.21 0.0269019 0.526526 0.567866 0.875665 164.564 -2.2066 0.216692 4318.38 0.287787 2.90682 0.0996691
1659.69 -0.013792 -2.12859 1146.98 -0.730755 0.661869 2963.46 2793.07 0.23853 0.549276 0.317711 0.840366 16.0186 -0.738939 1.23944 3526.12 0.697668 2.01434 0.0996691
278.101 -0.659413 -1.99386 254.095 -2.79983 1.02177 884.58 587.705 0.531216 0.359279 0.321037 0.539822 24.4443 1.46833 0.230121 523.333 0.372867 3.05602 0.0996691
292.434 0.0338943 -1.62621 268.345 2.48818 1.4207 1046 897.966 0.436026 0.674698 0.636765 0.667445 27.2595 1.77924 0.0571917 540.391 0.791978 2.95165 0.0996691
2085.87 -0.34359 0.234861 1110.88 1.0017 -3.04118 3766.6 3722.94 0.458292 0.582276 0.634556 0.603787 535.419 -3.06677 0.0297053 4241.31 0.317558 3.00981 -0.0996691
1119.68 -1.63077 -2.12966 1083.94 -0.357292 0.987218 2690.17 2600.51 0.536368 0.560387 0.652607 0.698036 44.4945 1.65075 0.314741 2170.8 0.955273 2.82302 0.0996691
1225.08 0.666486 -1.85431 1120.42 -0.893558 1.2193 3099.91 3095.53 0.540405 0.571426 0.804784 0.60974 63.1729 1.93216 0.281338 2456.08 0.865414 2.21394 0.0996691
2356.47 -1.02915 1.88173 1875.88 1.24115 -1.91195 7109.78 6622.32 0.487549 0.398357 0.544441 0.681643 191.339 -0.976791 0.656136 5435.66 0.790345 2.7682 0.0996691
1605.77 0.579688 2.74256 775.868 1.71463 -1.30918 2441.32 2337.72 0.762405 0.655156 0.796098 0.739897 618.945 -0.0833333 0.0349382 3028.05 0.840141 2.86366 -0.0996691
818.647 -1.23752 0.189331 723.361 -0.282033 1.81858 1361.04 1347.21 0.517758 0.484135 0.799023 0.45751 117.811 -3.14003 0.20195 3280.9 0.219244 2.75042 0.0996691
2197.31 0.161481 1.76806 1936.06 -0.910231 -1.68479 4712.76 4587.98 0.662814 0.764632 0.623909 0.781762 188.329 1.60335 0.168559 5925.18 0.172155 2.82885 -0.0996691
1313.77 0.382484 -0.544577 767.133 -0.266992 2.40561 2114.45 2090.51 0.742461 0.318036 0.586753 0.689418 167.077 -2.99232 0.144457 4046.79 0.172783 2.85056 0.0996691
1328.29 0.374997 2.28409 1234.82 -0.850011 -0.748925 3080.46 2940.07 0.652112 0.69888 0.778722 0.601416 213.872 -0.775165 0.0168988 2714.1 0.0601318 3.05502 0.0996691
1543.16 0.251997 0.308259 1496.76 -0.159865 2.70558 2952.5 2073.12 0.595394 0.172404 0.596983 0.856954 1406.14 -2.19565 1.16043 3774.62 0.439668 2.61803 -0.0996691
1144.69 -0.872098 2.22528 1142.95 -0.279646 -1.63989 2336.32 1919.69 0.106201 0.687108 0.772088 0.796901 73.3205 -1.95111 0.307617 3176.61 0.562263 2.2426 0.0996691
373.067 -2.15828 1.17746 342.477 -0.257926 -1.99398 1081.81 1029.02 0.683551 0.573422 0.810685 0.763521 9.6044 -0.378363 1.54732 685.451 0.06225 3.12607 0.0996691
1210.6 1.29707 -2.38503 1088.13 0.0266936 0.122596 2690 2669.54 0.525023 0.432352 0.656798 0.606065 270.717 0.158295 0.0305934 3078.58 0.315004 2.51202 0.0996691
1348.51 0.291486 1.87842 1135.29 -0.821498 -0.615563 2782.63 2677.92 0.772524 0.66747 0.808098 0.72859 77.122 2.81162 0.105927 3272.35 0.208386 2.9261 0.0996691
1916.12 0.685782 2.50267 1330.3 -0.503915 0.920154 3051.77 3027.08 0.758646 0.447577 0.517709 0.661192 650.471 -1.17075 0.429075 5240.05 0.527745 2.18002 0.0996691
1144.46 0.271853 2.44829 1063.32 -1.53191 -1.73252 2993.39 2968.08 0.569096 0.348065 0.706832 0.627306 23.6404 -2.57352 0.843144 3459.7 0.899582 2.51886 0.0996691
1580.72 -1.1809 0.571712 805.765 0.524593 -2.51628 3168.61 2796.21 0.703943 0.457055 0.381037 0.709461 803.746 -2.62306 0.11404 2385.35 0.825764 2.96778 0.0996691
2230.5 -0.170167 0.995369 1780 0.990281 -2.04709 4681.69 4669.63 0.620348 0.489525 0.652007 0.499527 348.286 -1.88041 0.116345 5698.52 0.936893 3.03229 0.0996691
381.513 -0.925839 2.29915 302.297 0.867051 -0.948816 988.454 888.434 0.776835 0.69588 0.746555 0.639628 43.1339 -1.12596 0.166003 944.136 0.136117 2.98955 0.0996691
1484.38 0.076226 1.87809 938.34 -0.565118 -0.276114 2243.24 2051.71 0.157235 0.413413 0.514001 0.545068 1020.78 -2.21205 0.0348835 2985.95 0.880778 2.15817 -0.0996691
2091.63 0.0284751 1.3147 1498.16 -0.630011 -0.250411 2775.5 2764.15 0.421752 0.27452 0.713726 0.489594 582 -1.71095 0.285791 6251.85 0.245118 2.97119 -0.0996691
