pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
525.802 1.61614 -2.19462 275.981 0.890082 1.92564 795.119 617.911 0.82117 0.697132 0.773571 0.675485 358.238 0.540385 0.30535 1202.52 0.198743 2.84034 92.9047
634.705 0.415965 0.0950391 574.367 -0.823077 -2.89421 1470.03 1347.41 0.631299 0.825938 0.78948 0.814531 538.867 1.48541 0.147001 1657.33 0.910317 2.86444 92.9047
596.652 -1.0202 0.760118 510.487 0.903493 -0.828904 1510.82 1043.04 0.599437 0.242253 0.786301 0.857573 652.632 -3.10294 0.00338173 1190.08 0.376391 2.84045 92.9047
550.51 -0.00549051 1.40805 325.849 -2.49688 -2.65063 1609.53 1160.92 0.774249 0.795215 0.852125 0.812584 406.008 -1.66598 0.0122643 1455.59 0.0497735 3.08567 92.9047
645.076 1.2591 1.4577 566.792 2.39175 -2.25524 1398.43 1278.33 0.563888 0.739616 0.740495 0.811036 292.845 0.0675453 0.297666 1547.78 0.242604 3.03496 92.9047
905.058 0.503231 -0.166443 502.463 -0.276818 -2.72802 1455.34 1229.53 0.708385 0.808059 0.691613 0.771226 376.847 2.75076 0.0156648 2572.08 0.0390019 3.12111 92.9047
751.476 -0.41708 0.798357 528.651 0.616304 2.41993 1164.77 1066.72 0.750892 0.768259 0.8524 0.747268 834.714 -1.72017 0.406617 1333.41 0.94509 2.93268 92.9047
761.756 -0.0673213 1.37653 754.624 0.696754 -1.66837 1658.58 1522.46 0.719044 0.727837 0.728846 0.884242 155.83 3.06445 1.33011 1481.08 0.453438 2.24515 92.9047
717.896 -0.875384 1.81776 478.432 -0.298384 -1.11116 1258.68 1066.11 0.559954 0.760346 0.826708 0.799347 504.278 -2.44307 0.00132298 1934.34 0.0347464 3.1309 92.9047
727.166 -0.739321 -0.551647 353.381 2.53108 0.73771 2623.79 184.062 0.302047 0.843952 0.897638 0.751223 777.473 2.92735 0.0196791 1255.37 0.0862051 2.98236 92.9047
662.118 1.27505 -2.86312 580.443 -0.198892 1.86819 1361.93 1222.21 0.742112 0.570844 0.839413 0.806473 709.399 -0.37075 0.132529 1418.7 0.0500758 3.04824 92.9047
654.702 0.381431 1.70414 603.962 1.41774 -1.51503 1449.03 1360.77 0.526389 0.742641 0.793256 0.755306 92.2158 -1.01462 0.519151 1227 0.0878312 3.04384 92.9047
864.618 1.37246 -0.893944 501.328 -0.419728 2.85727 1868.06 1622.02 0.834823 0.565996 0.850943 0.852519 434.995 1.83149 0.612327 1472.75 0.81303 2.11366 92.9047
389.709 1.85906 0.895115 264.375 0.483087 -2.27396 823.147 744.944 0.706195 0.595284 0.79501 0.693112 78.724 -1.0642 1.17997 743.971 0.93126 1.24487 92.9047
596.347 0.385334 -0.366673 364.155 -1.11775 1.52716 1094.84 1040.56 0.481103 0.730681 0.562354 0.812027 505.358 -2.26673 1.71826 1258.5 0.928274 0.762367 92.9047
583.792 -0.673512 -1.53164 314.432 0.236505 3.08287 782.589 669.403 0.714933 0.626668 0.628666 0.673288 560.607 1.04459 1.17292 874.579 0.916247 2.53536 92.9047
1124.58 -0.336087 0.903651 710.848 1.4072 -2.26993 2553.18 2266.26 0.816748 0.550333 0.762784 0.805222 360.67 -2.19544 0.017482 2306.96 0.0434392 3.11057 92.9047
473.062 -0.416382 3.05332 302.754 -1.59985 -1.85112 690.716 636.803 0.621265 0.790833 0.729183 0.779169 516.19 0.28709 0.60393 835.17 0.826575 2.15916 92.9047
937.295 0.439768 2.98329 833.187 -0.452348 0.528146 1889.31 1748.33 0.691713 0.495134 0.594861 0.884072 214.639 -2.31761 0.903565 2372.8 0.962336 1.95878 92.9047
477.199 -0.801151 2.73371 338.35 0.267669 -2.44015 636.565 582.541 0.54946 0.641113 0.748081 0.771642 532.856 0.274126 0.45755 1123.98 0.512645 3.08567 92.9047
596.069 1.33089 0.643805 441.441 0.548066 2.47905 940.367 871.837 0.648639 0.793817 0.770914 0.718999 667.797 -2.34091 1.03595 1356.75 0.939168 1.93423 92.9047
745.284 -1.02834 -2.58557 390.751 1.7161 2.32828 2129.88 1660.02 0.825489 0.795976 0.846092 0.782131 753.641 0.158927 0.0915559 1456.04 0.245187 2.69631 92.9047
782.306 0.232472 -0.947222 514.812 1.09573 2.48778 1427.14 1236.46 0.381643 0.811399 0.734011 0.719779 433.909 1.30407 0.273353 1520.97 0.134584 2.97434 92.9047
997.23 -1.35636 -0.829951 825.732 0.683426 2.89833 2832.21 2633.94 0.624152 0.441534 0.728583 0.630208 635.572 1.00849 0.412211 2343.02 0.270706 2.93474 92.9047
583.023 1.12079 -0.785941 261.621 1.23213 0.691677 602.319 412.549 0.63836 0.826824 0.759011 0.769213 595.792 2.70786 0.0593488 1075.54 0.056275 3.04896 92.9047
