pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1211.9 0.126891 0.00945579 912.976 0.131089 2.52416 2010.73 1994.74 0.731392 0.745135 0.79835 0.647557 741.948 -2.24115 1.01256 2156.44 0.948749 3.02092 1.5571
1523.25 -0.428387 1.9114 953.21 0.663817 -1.1577 2946.09 2265.18 0.122748 0.646396 0.780633 0.47967 184.393 1.61382 0.0133975 3358.32 0.953515 3.03661 1.5571
1331.45 -1.43035 0.885594 941.121 1.83654 -3.02811 5893.89 5921.14 0.159108 0.548608 0.299904 0.820245 137.851 -0.32713 0.605975 3213.92 0.647014 2.10032 1.5571
961.597 -0.771961 1.58172 771.061 -0.0302158 -2.46354 1715.62 1642.82 0.777756 0.612644 0.500204 0.610881 18.8202 1.22636 0.289777 2988.83 0.867636 3.13785 1.5571
903.594 0.293027 1.97677 606.168 0.170982 -0.702261 1452.97 1461.18 0.632915 0.607124 0.594691 0.40797 450.277 -1.75987 0.819263 1569.36 0.972015 1.7303 1.5571
1171.11 0.171824 -2.80821 958.178 -0.385205 0.398726 2230.1 2135.02 0.44223 0.0502251 0.677284 0.466801 35.1955 -1.77863 0.653673 3565.82 0.77847 1.91783 1.5571
1512.99 0.0551409 1.91809 799.337 -0.997971 2.97326 1648.17 1666.81 0.607701 0.358024 0.533753 0.460545 1374.28 -1.0729 0.188012 3296.04 0.635339 3.10247 1.5571
1263.58 -0.491651 -1.21849 1085.59 0.170466 3.06224 2128.61 2153.83 0.20535 0.584739 0.0913189 0.531246 384.358 2.02337 1.04155 3433.1 0.544347 1.99977 1.5571
1305.92 -0.183809 0.660723 1195.06 0.09984 -2.76159 2653.13 1992.09 0.148369 0.599869 0.69196 0.78534 169.558 2.70108 0.151484 3360.11 0.115941 2.92929 -1.5571
879.424 -0.77762 -1.31076 835.356 -1.34144 1.7475 1793.73 1790.14 0.336134 0.337507 0.720076 0.387292 65.2324 3.02886 1.28772 1718.63 0.0501064 3.04969 1.5571
845.643 0.507527 0.764284 330.111 -1.52141 -1.84455 1633.73 1556.83 0.665558 0.673377 0.602136 0.686006 554.694 -2.60914 0.0323081 1384.57 0.0952056 3.10776 1.5571
1504.5 -0.497406 3.04866 971.691 -0.38784 -0.876657 2244.68 2268.97 0.0451005 0.533516 0 0.549927 280.424 0.856468 0.250161 3280.19 0.563301 2.44217 1.5571
580.472 0.943455 -0.176288 503.758 -0.989427 1.6414 1519.41 1367.14 0.211555 0.538939 0.624385 0.532474 609.349 -2.24641 0.178147 1999.49 0.0542744 3.06225 1.5571
434.81 -1.12519 -0.236353 412.236 -0.631439 2.69221 879.114 855.013 0.443568 0.397275 0.376332 0.597562 62.9585 -2.20307 1.38313 835.363 0.114064 2.91582 1.5571
1157.29 -0.802068 -1.01034 835.178 0.160298 2.13722 2212.71 2233.39 0.255298 0.317245 0.232793 0.543794 769.916 2.41021 0.0774293 2815.84 0.107597 3.03437 1.5571
2200.23 0.119919 -0.779631 1824.73 -0.263977 2.97958 4059.2 3516.56 0.232686 0.477436 0.570389 0.521962 307.046 1.35689 0.154334 5013.52 0.618007 2.29599 -1.5571
1266.21 0.962819 3.10624 923.046 0.935132 -0.141296 2246.41 1771.53 0.42965 0.113299 0.070509 0.439306 180.643 0.58353 0.301646 2516.05 0.566859 2.82379 1.5571
