pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1193.14 0.12195 0.0168465 926.559 0.158645 2.58886 2029.75 1968.86 0.642543 0.701876 0.619602 0.662361 689.754 -2.23333 1.4567 2096.7 0.313768 2.57603 1.5571
791.374 -0.94494 -3.07928 542.847 1.06331 1.42252 1878.99 1553.53 0.589108 0.29182 0.758601 0.71618 610.068 -0.638837 0.087148 1562.96 0.582152 2.53581 1.5571
944.897 0.40033 1.41735 529.155 -0.408208 -0.629233 1358.06 1255.2 0.277238 0.53441 0.633828 0.733262 736.797 -2.38358 1.00445 1573.9 0.784283 2.79832 1.5571
1213.42 0.120314 -0.348772 896.677 1.02732 -2.59371 2229.16 1413.7 0.378638 0.624336 0.716853 0.530208 899.636 2.17111 1.06103 2234.71 0.964654 1.63697 1.5571
894.157 -0.259816 -2.30401 330.123 1.60404 2.05456 1470.26 1448.37 0.56743 0.340383 0.301165 0.632007 717.293 0.485964 0.116769 1352.39 0.755502 2.67321 1.5571
1503.14 0.452387 2.94105 895.395 0.336159 -2.05276 1420.39 1402.68 0.389608 0.0684724 0.795627 0.194545 1761.16 0.154487 0.0562445 2713.14 0.825476 2.73506 1.5571
1652.84 -0.194002 0.141788 1051.73 -0.146212 2.43965 2489.87 1892.46 0.067493 0.534814 0.557175 0.30109 1184.84 -2.3648 1.47366 2709.95 0.539698 2.05637 1.5571
1143.58 -0.526602 -1.10932 399.89 -0.983258 2.87588 1287.03 1217.99 0.56367 0.493049 0.495896 0.757834 925.949 1.62083 0.531136 1603.65 0.961937 3.02398 -1.5571
2012.66 -0.0925566 -2.18386 671.354 0.625732 0.831481 2481.02 2461.87 0.273508 0.71657 0.455437 0.719622 1512.29 0.982332 0.160761 2971.74 0.506729 3.00564 1.5571
1944.65 -0.989093 2.22639 865.032 -1.08627 -2.21584 2175.93 1887.54 0.419001 0.411865 0.467195 0.481575 1678.59 -0.457875 0.0565351 3014.94 0.0854685 3.13045 1.5571
1299.4 0.158941 -1.24895 425.329 1.20199 1.16129 1624.6 1502.3 0.743343 0.69162 0.825457 0.550988 894.148 1.80393 0.173566 2071.47 0.934065 2.87715 1.5571
1060.67 0.709803 1.67296 627.872 0.417225 -2.62842 1389.46 1386.17 0.687542 0.349563 0.69362 0.378308 864.969 -0.39092 0.278237 2210.28 0.801426 2.51586 1.5571
1668.46 0.521089 0.956443 -1 -1 -1 -1 615.839 0.236437 -1 0.272378 -1 1583.72 -2.18814 0.0954478 1731.49 0.967097 3.04913 1.5571
1039.84 0.971395 2.33855 932.853 -0.388999 0.792367 2004.62 1978.24 0.414246 0.386996 0.574209 0.667189 1534.39 -1.62403 0.228629 2852.73 0.233825 2.7826 -1.5571
1036.06 1.1173 1.29852 629.24 -2.02731 -2.74613 4001.6 3908.88 0.826899 0.189117 0.825351 0.696189 913.743 -0.984152 1.76295 1841.18 0.950057 0.740227 1.5571
980.761 0.13877 -2.46647 -1 -1 -1 -1 478.735 0.0929764 -1 0 -1 933.748 0.638903 0.268704 1039.57 0.888485 2.90911 1.5571
2063.44 0.163444 -1.88649 1900.76 0.531876 0.869841 3981.02 3861.93 0.784901 0.684677 0.646928 0.694358 759.963 2.40239 1.33284 3946.26 0.947853 2.95306 1.5571
2142.99 0.352028 1.28884 -1 -1 -1 -1 856.078 0.0743791 -1 0.594371 -1 2097.35 -1.86034 0.601819 2164.75 0.971023 2.54501 -1.5571
990.458 -0.512529 -2.26537 530.585 1.2625 2.4662 1821.88 1681.84 0.133825 0.200905 0.61826 0.423032 655.047 0.306066 0.0981404 2005.75 0.746671 2.71741 1.5571
1461.55 -0.498729 0.32364 636.133 0.0707424 -2.2939 2060.43 1574.33 0.183349 0.535423 0.713547 0.257516 647.705 -2.65924 0.366344 2835.64 0.619614 2.70454 1.5571
2058.83 0.109838 -1.14171 473.774 -0.173742 1.88322 2123.93 642.21 0.0752583 0.69312 0.397981 0.814593 1644.45 2.08477 0.187201 2601.63 0.545161 2.84721 1.5571
1183.6 1.22788 -2.37941 953.803 -0.408259 -0.254256 2782.8 2501.38 0.065799 0.283542 0.565325 0.71379 825.039 2.12114 1.07923 2744.35 0.767725 2.22854 1.5571
1775.77 1.04149 0.0242164 1374.18 0.389421 -2.83047 3306.69 3167.57 0.719527 0.229719 0.646016 0.455076 705.626 2.65095 0.129085 3256.43 0.941357 2.50543 1.5571
1272.16 -0.278825 -0.345913 851.484 -0.424539 2.98583 2152.94 1935.53 0.573306 0.261325 0.375355 0.530542 733.876 1.18283 0.846085 2882.47 0.639268 2.98215 1.5571
583.874 2.02662 2.60344 463.431 0.459603 2.2206 947.706 923.091 0.257975 0.847836 0.802142 0.658477 903.611 -0.680038 0.0473644 1156.24 0.650051 2.95169 1.5571
809.311 -1.00393 -1.99661 -1 -1 -1 -1 365.797 0.184556 -1 0.842817 -1 776.245 1.11937 0.272033 835.346 0.928097 2.84564 1.5571
2314.52 -0.436112 2.88402 1061.78 0.0775778 -1.08272 3078.31 2777.1 0.593605 0.305947 0.43447 0.702265 1775.39 0.17116 1.22656 3401.5 0.941345 2.33992 -1.5571
573.585 -1.00528 -1.62022 377.227 0.754938 -1.16314 962.483 936.363 0.407931 0.632322 0.657218 0.573402 1050.31 1.78236 1.14545 1221.63 0.826688 2.20747 1.5571
1108.63 -0.269521 -0.705692 906.647 0.504811 1.40135 1922 1918.51 0.464763 0.461984 0.0483689 0.364243 908.369 -2.92421 0.0240226 2060.88 0.968814 2.19418 1.5571
1630.73 0.337283 2.58465 -1 -1 -1 -1 1089.65 0.566209 -1 0.617763 -1 1305.65 -0.566861 0.0668446 1930.03 0.969064 3.06475 1.5571
831.221 -0.62272 -2.16461 -1 -1 -1 -1 839.849 0.565523 -1 0.650971 -1 682.695 1.06625 0.365814 1067.24 0.602221 2.85381 1.5571
1852.08 -0.156945 -2.84357 1198.65 -0.836344 1.03726 2997.59 2972.89 0.310919 0.2214 0.433062 0.392052 1124.6 -0.414991 0.11146 3184.67 0.915499 2.31535 1.5571
1831.17 -1.23799 2.99538 582.49 -0.377189 0.782955 2090.36 1987.58 0.207988 0.627346 0.483531 0.672803 987.972 -0.564885 0.149397 2933.24 0.578685 2.87245 1.5571
1063.72 -1.37612 -3.0104 343.844 0.581202 -2.272 1477.63 1292.6 0.263585 0.534508 0.522804 0.538598 1316.81 0.341857 0.272346 1420.52 0.949237 3.08941 1.5571
1853.14 -0.063669 2.08897 -1 -1 -1 -1 557.449 0.0461898 -1 0.64969 -1 1826.33 -1.00305 0.638659 1965.43 0.958266 2.36726 1.5571
1458.22 -0.368309 1.03798 970.185 -0.141855 -0.842436 1953.08 1924.56 0.354983 0.558355 0.729494 0.467314 980.453 -2.64089 0.0634573 2902.55 0.967312 2.54238 1.5571
1163.14 0.35861 2.88644 958.152 0.136134 -0.981007 2047.29 1824.35 0.41648 0.84201 0.772968 0.587001 726.975 0.065535 0.0849626 2617.54 0.859118 2.91689 -1.5571
753.662 0.518869 -0.846179 -1 -1 -1 -1 415.158 0.347119 -1 0.694719 -1 752.864 2.46458 0.154617 1128.34 0.0893012 3.05538 1.5571
1118.67 0.26772 1.34555 -1 -1 -1 -1 325.671 0.182707 -1 0.51089 -1 949.313 -1.68614 0.572551 1379.81 0.431768 2.33348 1.5571
1133.01 -0.0506528 1.17747 -1 -1 -1 -1 280.627 0.303101 -1 0.696709 -1 1060.84 -1.93571 0.0234371 1212.76 0.850254 3.04299 1.5571
1692.56 0.845056 2.93685 -1 -1 -1 -1 752.059 0.118602 -1 0.403618 -1 1691.09 -0.153525 1.64547 1767.93 0.947349 1.48978 1.5571
1667.73 -0.471326 -3.07878 1053.3 0.152913 -1.04496 2454.3 2348.37 0.313278 0.597589 0.435212 0.604157 704.174 0.985811 0.0154848 3596.46 0.693405 2.2339 1.5571
2544.28 0.440322 -1.14535 1536.98 0.796703 2.76262 3777.78 3644.95 0.559694 0.726306 0.262679 0.734952 1709.8 1.42106 0.369183 4103.21 0.958552 2.937 1.5571
1016.81 1.18868 -0.876259 603.992 1.2712 1.02057 1279.16 1274.12 0.549161 0.442811 0.320259 0.715924 774.753 2.66898 0.806331 1838.27 0.775457 1.93094 -1.5571
1346.49 -0.0453012 -0.177077 482.076 0.0627264 -3.08405 1812.91 659.372 0.0830091 0.460697 0.314596 0.722498 801.009 2.47928 0.270831 2346.25 0.939963 3.04433 1.5571
1309.37 -1.16506 -1.05144 400.888 0.285804 -2.35289 1699.71 431.355 0.462445 -1 0.522866 -1 1325.9 1.98228 0.00861347 1777.62 0.863408 3.07466 1.5571
