pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
259.809 -1.55877 -1.69573 254.503 -2.15576 1.56879 545.794 516.135 0.231428 0.828494 0.146311 0.72595 22.9403 0.239423 1.35027 492.414 0.0896462 2.99846 0.0996691
1970.52 -0.383772 -1.11888 1273.04 -0.400509 1.32369 2991 2946.48 0.514761 0.670444 0.759721 0.728208 18.3717 -1.91096 0.582066 4518.7 0.929217 2.46906 -0.0996691
1431.57 0.348787 2.94171 1416.82 -0.689275 -1.8291 2535.85 2390.88 0.424525 0.625587 0.586363 0.505978 380.833 0.576366 0.0474697 4416.64 0.742121 3.0698 -0.0996691
1569.91 0.104821 -0.999225 1447.92 0.267368 2.08389 3082.5 2735.28 0.65345 0.298349 0.779617 0.764189 65.7285 0.429827 1.21307 3291.99 0.622433 1.79816 0.0996691
691.399 -0.454103 -0.487819 391.424 1.07242 2.59536 1390.36 1133.99 0.722816 0.586952 0.718551 0.626673 302.96 2.63263 0.0403328 1046.15 0.307723 3.1311 0.0996691
371.391 0.966826 1.3875 351.963 2.38722 -1.76808 935.724 802.511 0.263157 0.623109 0.420701 0.715346 9.10527 2.47309 0.742627 726.932 0.207939 2.76958 0.0996691
1948.54 -0.578226 2.97945 905.768 -0.241111 -1.22827 2394.2 2175.27 0.563546 0.563435 0.442101 0.58329 691.919 0.539251 0.00479627 3905.18 0.758137 2.4821 0.0996691
1348.42 -0.807531 -0.0609811 978.547 0.677161 -3.03959 2971.14 2916.75 0.307244 0.536727 0.650804 0.664783 95.7689 2.6966 0.0263262 2642.85 0.948868 2.73154 0.0996691
1788.45 -0.500131 -1.772 1617.46 0.869191 0.21911 3813.43 3759.82 0.631953 0.611076 0.766289 0.674146 62.1125 -2.41727 0.645532 5909 0.981858 2.17134 -0.0996691
530.986 1.02804 0.662772 501.159 -0.280889 -3.08852 1247.29 1181.92 0.616461 0.621436 0.559271 0.559894 52.3988 0.527577 0.121124 1461.2 0.293066 2.54685 0.0996691
544.972 0.503727 -0.813012 302.707 -1.62982 2.91849 1307.74 1273.69 0.57504 0.738745 0.688226 0.513787 391.297 2.89846 0.0322714 1180.05 0.402597 2.53987 0.0996691
1130.41 -1.21534 -0.224502 495.045 1.35819 1.92841 2845.99 2520.42 0.373275 0.350303 0.520542 0.4535 687.046 3.04772 0.130961 2095.95 0.742228 2.89684 0.0996691
1330.82 0.103557 -0.724515 424.306 1.75124 -0.592324 1450 1295.06 0.457535 0.295191 0.3934 0.740018 1670.45 2.49037 0.0218742 1846.62 0.70592 3.05944 0.0996691
1357.53 -0.322537 -1.60267 1281.43 0.611005 1.29684 2934.18 2898.57 0.641663 0.600201 0.514806 0.674514 133.088 1.31472 0.0200791 2967.15 0.125452 2.89738 0.0996691
1128.46 0.252855 -1.89744 1052.63 1.24475 1.52915 2464.83 2322.81 0.40735 0.619138 0.75209 0.445041 157.484 -0.50465 0.0439619 3475.2 0.153306 2.83767 -0.0996691
1597.39 0.239216 -1.81905 1219.38 -0.512154 1.4045 3001.44 2967.77 0.432949 0.464301 0.724816 0.396384 95.3295 -0.554379 1.26344 3233.88 0.561916 2.99558 0.0996691
2938.1 -0.427108 1.37888 2148.12 -0.344815 -2.19099 5181.74 4016.12 0.0767529 0.778893 0.602034 0.396505 29.1688 -0.573596 0.568015 6522.92 0.078921 2.99843 0.0996691
344.26 0.442951 1.15646 325.041 2.0078 -2.04077 900.963 824.34 0.720058 0.646877 0.739797 0.677654 22.9717 -1.57104 0.00401568 648.331 0.846695 2.72459 0.0996691
274.949 1.81145 -1.48437 255.504 1.32204 1.75747 566.352 477.348 0.270955 0.533085 0.660373 0.78202 56.1892 1.29642 0.359391 513.418 0.173791 3.13741 0.0996691
2043.38 -0.418337 0.809005 1790.77 0.886091 -2.26616 4687.2 4662.35 0.509888 0.764997 0.710624 0.706036 197.448 0.17976 0.633239 4924.34 0.520692 3.09171 0.0996691
1655.53 9.68569e-05 -2.17196 1160.96 -0.708935 0.706672 2992.53 2400.71 0.263014 0.591043 0.339374 0.700901 76.655 -0.633955 1.27864 3521.75 0.836696 1.91532 0.0996691
278.334 -0.620995 -2.04263 261.746 -2.78682 1.17356 907.406 715.873 0.561576 0.366853 0.412716 0.55024 39.3511 -0.167596 1.00554 510.505 0.620219 2.90396 0.0996691
2026.8 -0.344779 0.309018 1158.78 0.987302 -3.09092 3764.39 3689.27 0.476242 0.326925 0.548951 0.713022 450.578 -3.01913 0.0713072 4305.38 0.309033 2.88205 -0.0996691
1065.36 -0.375083 0.991346 1057.27 -1.69613 -2.18969 2620.27 2543.33 0.446747 0.554886 0.682503 0.479192 12.85 -0.849183 1.33933 2068.43 0.0182679 3.1085 0.0996691
1156.56 0.876435 2.73765 666.68 -0.779157 -1.68633 2181.63 2014.08 0.494568 0.473554 0.533903 0.461473 776.565 0.314491 0.107219 2270.04 0.560609 2.5494 0.0996691
1911.09 0.109371 -2.19653 1314.78 0.0685645 0.35328 3089.65 2880.5 0.527054 0.562863 0.772836 0.612665 757.091 0.254176 0.0166014 4331.43 0.581963 2.97752 0.0996691
1143.36 0.667689 -1.84821 1110.33 -0.920966 1.22495 3007.77 2993.87 0.545031 0.605308 0.738619 0.733285 64.0185 -2.60181 0.752221 2365.49 0.0349274 3.07544 0.0996691
2296.17 -1.0333 1.82026 1873.39 1.23497 -1.99048 7009.15 6409.67 0.719088 0.323985 0.474327 0.653596 204.831 -0.917607 0.687187 5333.47 0.596261 2.05172 0.0996691
774.842 -1.25293 0.206545 745.391 -0.197018 1.89717 1422.74 1396.83 0.437103 0.559575 0.792628 0.53161 79.2931 -2.20738 0.124113 3163.88 0.878115 2.53522 0.0996691
862.099 -0.799977 1.18936 860.674 -0.675842 -2.18729 1732.95 1664.57 0.572932 0.638008 0.465612 0.510639 84.7978 -0.573718 0.176518 1755.43 0.649299 1.7952 0.0996691
2089.39 0.162699 1.81641 2082.14 -0.851382 -1.74146 4663.68 4536.87 0.699294 0.780102 0.591464 0.764938 386.368 1.25057 0.56932 5852.78 0.503132 2.5654 -0.0996691
1400.82 0.304354 -0.641611 764.606 -0.261289 2.32154 2164.39 2101.83 0.489786 0.303824 0.798023 0.709014 230.085 2.55882 0.228492 4061.4 0.301355 2.96471 0.0996691
1282.15 0.381765 2.35194 1178.5 -0.872656 -0.800991 2982.94 2888.44 0.687311 0.586597 0.679889 0.580907 204.024 -0.323683 0.0333438 2591.54 0.965625 2.6966 0.0996691
1572.2 0.209592 0.182611 1544.01 -0.16227 2.64173 3051.81 2099.62 0.623826 0.205227 0.723128 0.829395 1399.1 -2.22822 1.23669 3791.87 0.415747 2.63606 -0.0996691
1131.47 -0.881444 2.25022 1125.17 -0.234358 -1.61927 2328.42 1909.94 0.128525 0.771038 0.843714 0.728065 92.162 -2.01853 0.396517 3124.3 0.561093 2.23618 0.0996691
1595.64 -0.323855 3.02655 1417.27 -0.503012 -0.356734 3019 2985.24 0.665473 0.104598 0.653409 0.422119 242.154 1.35406 0.388262 5117.04 0.590843 2.81205 -0.0996691
1658.44 0.195329 2.69883 1109.76 -0.833783 -1.48464 2782.46 2768.85 0.141744 0.367948 0.603666 0.428232 706.955 0.569235 0.0314419 3882.36 0.411991 2.93582 0.0996691
2026.29 0.643286 2.53267 1264.69 -0.503828 0.951288 3011.81 2965.24 0.411547 0.459605 0.466482 0.572961 623.146 -0.958838 0.364503 5295 0.473161 3.12719 0.0996691
1141.62 0.270902 2.39051 1068.26 -1.19697 0.0735763 2704.34 2681.05 0.468517 0.465609 0.56061 0.442024 38.2803 -2.36127 0.55165 3498.48 0.907774 2.63564 0.0996691
2302.16 -0.305428 -1.11211 1464.15 0.474425 1.30864 3757.6 3598.56 0.319222 0.377613 0.536515 0.302037 153.718 2.51329 0.375771 5328.47 0.586072 3.03455 0.0996691
1723.19 -1.15597 0.625955 752.339 0.507978 -2.54477 3152.42 2747.83 0.396266 0.405093 0.556059 0.769944 948.125 -2.57199 0.0449522 2424.82 0.496124 3.12085 0.0996691
3016.91 0.0712968 1.14242 1781.87 1.00285 -2.095 5453.94 4717.2 0.0684939 0.610546 0.634519 0.451627 312.929 -1.93984 0.103712 5607.31 0.938965 2.99602 0.0996691
1748.66 -0.084304 2.13505 1110.38 0.819697 -1.23421 3242.13 425.066 0.135389 0.359078 0.732039 0.659948 1048.2 -1.07706 0.0146823 3485.79 0.10703 2.94563 -0.0996691
389.229 -0.903025 2.34848 297.862 0.842333 -0.93634 972.509 879.877 0.70844 0.721828 0.761169 0.694746 56.1989 -0.870118 0.0141233 939.345 0.503585 3.04998 0.0996691
1480.1 0.0841189 1.75963 933.296 -0.541671 -0.330682 2181.39 2141.62 0.382023 0.621706 0.563996 0.300246 1077.35 -2.26989 0.00954294 2934.59 0.887222 2.24402 -0.0996691
1446.8 1.05138 -2.12896 825.46 -0.592768 1.44949 2936.06 2922.61 0.536417 0.0577078 0.639613 0.363699 94.8736 1.58982 0.141456 3056.9 0.342948 2.70393 0.0996691
552.329 1.6091 -2.48118 551.174 1.2832 0.773361 1189.31 847.295 0.280799 0.390763 0.743039 0.431922 77.6053 0.824885 0.109664 1310.78 0.0928833 3.02233 0.0996691
1432.62 0.737697 1.76779 1380.82 -0.18647 -0.646839 2968.21 2925.51 0.345491 0.527828 0.688936 0.661605 101.427 -1.89865 0.813792 3644.71 0.650519 1.80131 0.0996691
2216.95 1.11798 0.534528 1774.85 -0.299919 -2.49986 5044.8 4969.53 0.450955 0.396492 0.801605 0.44106 1126.88 -2.5562 0.0540128 4862.35 0.326327 3.04338 0.0996691
2808.26 0.162009 -1.87772 2256.62 -0.102144 1.32042 5524.87 3103.54 0.288619 0.220638 0.524294 0.667681 528.822 1.04779 0.204156 5387.95 0.406915 2.91253 0.0996691
1431.47 -0.088334 -2.1723 1343.45 0.41144 0.883846 2885.95 2788.87 0.438724 0.670617 0.593319 0.712781 46.0105 -1.50949 0.658453 2973.22 0.957634 2.77141 0.0996691
416.676 -1.63234 -1.92864 386.48 0.0546254 1.29925 1129.13 916.546 0.636216 0.571544 0.744192 0.716309 35.3683 -0.35289 1.42702 761.053 0.992603 0.299188 0.0996691
311.008 1.1949 3.08164 288.576 0.73745 -0.694357 607.255 536.072 0.840568 0.337429 0.556298 0.728554 10.2905 -0.123238 0.588568 721.59 0.299842 2.53641 0.0996691
1225.66 -0.130431 -1.72147 1172.79 1.08917 1.34057 2898.14 2512.33 0.263484 0.308317 0.645784 0.753646 42.6964 1.33574 0.0145689 2476.13 0.0766143 3.11607 0.0996691
1736.28 -1.39668 0.589862 1040.55 -0.399796 3.05096 2951.13 2682.89 0.184648 0.462338 0.571693 0.739722 697.138 -2.75204 0.0146232 3554.69 0.883146 2.9267 0.0996691
472.097 0.972386 1.94076 400.474 1.25529 -1.19032 906.684 804.666 0.47584 0.59464 0.680543 0.484836 72.1799 -1.18429 0.0977372 862.89 0.142306 3.02123 0.0996691
490.145 0.243544 1.97751 346.091 1.70681 -1.57989 1048.98 1005.77 0.704643 0.607942 0.551652 0.707003 149.168 -0.00655288 0.0527254 1130.97 0.54258 2.61988 0.0996691
1768.89 -1.18961 2.7785 1386.85 0.952324 0.402939 5031.8 3931.52 0.173714 0.404473 0.672232 0.68985 559.807 -1.12502 0.259918 3930.01 0.923261 2.79084 -0.0996691
2281.65 -0.609407 0.656138 2044.04 0.580905 -1.85239 5097.43 4142.22 0.163369 0.630165 0.377324 0.707444 216.612 -0.832314 1.01949 5939.25 0.635353 1.78105 0.0996691
1353.4 -1.44171 -1.10813 1310.8 -0.163138 2.94599 3048.74 2939.44 0.621852 0.318065 0.537113 0.573928 97.6255 2.12542 0.102762 3791.72 0.907749 3.12967 0.0996691
1432.94 0.6891 -2.06827 1119.49 -0.342851 1.54462 2832.61 2783.69 0.362415 0.53683 0.74689 0.588056 58.6698 -0.374813 0.0483771 3104.7 0.961147 1.87409 0.0996691
418.694 0.63277 2.74433 402.389 -1.64938 -0.40794 1424.88 1295.25 0.528471 0.672842 0.725176 0.769621 19.5125 0.520692 0.917446 783.566 0.0412449 3.11721 0.0996691
1025.58 -1.15604 1.35201 700.398 1.00199 -1.33771 2760.11 2726.16 0.580619 0.402521 0.770141 0.62857 465.7 -2.47019 0.162268 1768.63 0.905032 2.29811 0.0996691
