pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1194.91 0.184935 0.0222728 915.99 0.19183 2.59743 2021.07 1983.45 0.675782 0.769239 0.52608 0.685947 691.079 -2.23057 0.924768 2140.52 0.960045 3.1056 1.5571
1881.02 -0.37074 1.367 1526.46 0.189849 -2.25565 3450.48 3481 0.63254 0.402824 0.59737 0.594288 405.722 -0.516691 0.663113 3936.94 0.630199 2.54982 1.5571
769.794 -0.949882 -3.04024 552.226 1.07494 1.36008 1902.42 1602.01 0.441689 0.335599 0.785123 0.765747 570.643 -0.621525 0.0661265 1571.59 0.567287 2.49816 1.5571
1352.64 -0.385254 -0.382074 1343.39 -0.464327 2.52539 2727.42 2605.27 0.151571 0.475519 0.683044 0.555657 354.943 -2.33993 1.419 2784.44 0.968579 2.42023 1.5571
933.557 0.446319 1.54899 558.076 -0.423068 -0.623328 1453.15 1370.14 0.436746 0.641679 0.388324 0.667596 712.893 -2.35938 0.98924 1572.36 0.773947 2.9268 1.5571
1270.67 0.120348 -0.315986 918.567 1.03381 -2.45212 2259.63 1432.68 0.463205 0.518992 0.694056 0.581801 955.97 2.18066 1.07222 2352.23 0.892209 1.54449 1.5571
866.056 -0.229667 -2.29029 354.134 1.5863 2.08238 1465.76 1460.15 0.546216 0.444302 0.294121 0.623591 721.611 0.501468 0.147294 1375.95 0.734738 2.64459 1.5571
1412.88 0.174487 -1.47059 1281.25 0.205263 2.26816 2652.5 2050.68 0.439716 0.212162 0.484947 0.643071 661.21 1.25061 0.161949 3275.4 0.437135 2.66682 1.5571
678.542 -1.35177 0.0323194 591.714 -0.0915489 -1.3555 1193.79 1196.5 0.706807 0.604525 0.679333 0.513754 377.754 2.10375 0.522134 1955.55 0.872995 2.3028 -1.5571
1120.43 -0.581902 -1.0533 397.641 -0.981359 2.86466 1277.58 1229.2 0.573416 0.543243 0.779758 0.751528 891.979 1.65789 0.252715 1594.05 0.948567 2.96357 -1.5571
