pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1256.77 0.11091 0.134765 914.599 0.127988 2.52396 2012.47 2006.2 0.42054 0.696093 0.698059 0.844634 850.634 -2.19039 1.56674 2168.72 0.39346 2.39448 1.5571
1272.49 0.456681 1.48185 1170.07 -0.817573 -1.30321 2970.43 2873.63 0.429491 0.691599 0.564011 0.556316 561.733 -1.01787 0.0623781 3548.67 0.672442 2.71817 1.5571
466.875 -0.858028 -2.2202 310.68 -2.3749 -3.00601 707.527 893.184 0.289955 0.577345 0.424187 0.740669 409.929 0.591087 0.0365077 1086.13 0.253225 2.84779 1.5571
770.086 -1.23014 0.108979 289.568 -0.0158948 -0.0319001 621.659 625.559 0.27656 0.442305 0.811075 0.605376 831.858 2.96446 0.0132427 1590.78 0.554363 2.98235 1.5571
1364.82 -1.40722 0.963112 1024.11 1.8877 -3.05259 6291.14 6278.88 0.650693 0.556699 0.576447 0.548246 293.05 -0.639572 0.38732 3334.14 0.651316 2.0286 1.5571
858.336 0.368578 1.98958 608.035 0.191695 -0.723132 1426.09 1424.33 0.397823 0.533517 0.635576 0.664178 387.945 -1.79192 1.06551 1466.78 0.267853 2.71512 1.5571
1224.97 -0.871925 -0.80505 659.804 -1.12506 -3.012 1670.46 1591.3 0.398381 0.686478 0.454287 0.685066 279.534 1.01676 1.00167 2696.93 0.706592 2.71519 1.5571
1476.45 0.0677314 1.96995 774.976 -0.955667 3.03919 1591.88 1593.05 0.552375 0.173662 0.55273 0.788605 1284.06 -1.03338 0.222105 3213.82 0.600087 3.05613 1.5571
1297.99 -0.431844 -1.11962 1066.29 -0.0430286 0.816771 2003.21 2004.21 0.302785 0.457371 0.455986 0.703571 405.172 2.21444 0.87633 3434.14 0.516554 2.07279 1.5571
930.96 1.12706 -0.381352 332.872 -1.88651 -1.95225 2521.91 2525.8 0.779914 0.403913 0.773828 0.565174 933.387 2.19716 1.24198 1625.06 0.834699 2.42775 -1.5571
1607.99 -0.75061 1.97802 793.299 -1.14703 -1.13408 2514.13 1920.02 0.131432 0.549995 0.56416 0.591435 864.875 -1.26214 0.123412 2490.05 0.185751 3.11726 1.5571
1099.04 -1.18123 2.16604 336.431 -0.377136 -1.61196 1276.61 1269.41 0.244125 0.642924 0.616186 0.682653 778.934 -0.789273 0.684138 1991.52 0.74727 2.26677 1.5571
838.151 0.536759 0.759044 323.272 -1.52789 -1.86858 1632.1 1607.81 0.772859 0.637498 0.714381 0.812918 553.708 -2.65208 0.00903249 1379.68 0.134886 3.09286 1.5571
1586.74 -0.476571 3.02566 975.612 -0.387733 -0.930309 2299.09 2301.64 0.0647581 0.510868 0.140078 0.476291 416.493 0.700743 0.155555 3300.99 0.585546 2.48047 1.5571
1131.69 -0.975606 -2.24186 894.183 0.629978 1.26762 2677.21 2685.4 0.597381 0.443168 0.650034 0.685736 405.177 -2.17744 0.064427 2804.58 0.414366 2.94863 1.5571
