pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1524.18 -0.158871 -0.258376 1263.38 -0.181473 1.71371 2581.56 2070.05 0.730948 0.251489 0.696727 0.672032 1081.03 -2.68336 0.458941 3460.1 0.687622 1.96545 0.0996691
1771.39 -0.291338 1.58279 1119.95 0.600334 -0.633602 2884.42 2148.79 0.424292 0.188341 0.138267 0.600454 918.841 -2.0154 0.138205 3682.29 0.699272 2.82173 0.0996691
1544.29 0.367747 2.87304 1434.07 -0.733455 -1.89082 2710.67 2553.16 0.568128 0.530621 0.581716 0.498974 460.129 0.278723 0.136139 4666.64 0.897894 2.92371 -0.0996691
1540.97 0.112024 -0.872773 1431.43 0.215349 2.12243 3025.2 2724.43 0.811999 0.319462 0.728358 0.686851 13.2227 -0.1188 0.752235 3324.7 0.799917 1.96568 0.0996691
713.942 -0.461044 -0.526889 364.969 1.06 2.57212 1361.27 1129.94 0.685849 0.541404 0.745264 0.677292 364.519 2.62331 0.0372376 1058.37 0.358857 3.11972 0.0996691
313.474 1.38657 0.246865 302.538 0.057854 -2.88003 770.559 742.487 0.78495 0.691195 0.804771 0.566502 9.42103 1.39866 1.12588 625.061 0.885343 2.35705 0.0996691
2103.28 -0.833482 1.86528 1614.97 -1.01514 -1.55067 3977.34 2676 0.0166069 0.464394 0.69635 0.645323 212.45 -0.74893 0.308805 4530.67 0.646336 2.9806 0.0996691
383.494 0.942188 1.33665 347.471 2.37409 -1.82485 953.044 823.96 0.353544 0.680025 0.679514 0.540232 19.0964 -2.18124 0.278689 722.239 0.0623477 3.04887 0.0996691
1910.35 -0.619005 3.03287 922.757 -0.265893 -1.30597 2305.72 2125.03 0.389135 0.216578 0.524083 0.594299 724.09 0.565225 0.0240365 3934.54 0.728971 2.53054 0.0996691
1316.21 -0.851386 -0.0920491 999.62 0.646948 -3.09269 2979.77 2965.13 0.240173 0.624277 0.757694 0.652176 70.6548 2.25239 0.444858 2676.4 0.617927 2.79164 0.0996691
1693.39 -0.528055 -1.89279 1582.89 0.845459 0.245488 3768.62 3795.38 0.113442 0.648408 0.709036 0.681204 175.073 -1.93617 0.043389 5795.36 0.231628 2.92715 -0.0996691
549.531 1.00987 0.672286 496.937 -0.300323 -3.12128 1255.16 1213.95 0.596723 0.72227 0.543616 0.635045 21.2528 0.581254 0.0801072 1501.66 0.31596 2.49912 0.0996691
1139.53 -1.26939 -0.317395 498.005 1.35916 1.94051 2955.95 2666.65 0.523631 0.326054 0.382292 0.417621 681.994 2.94359 0.275722 2135.48 0.75947 2.7657 0.0996691
1361.57 0.147807 -0.679474 417.966 1.74629 -0.599613 1407.82 1260.6 0.393561 0.352084 0.476029 0.66722 1699.57 2.49265 0.053966 1879.61 0.902012 3.04172 0.0996691
1355.57 -0.325928 -1.56284 1275.88 0.643963 1.27791 2945.16 2973.86 0.613471 0.454105 0.413075 0.461042 106.94 1.58261 0.305807 3033.72 0.154405 2.83881 0.0996691
1619.54 0.264214 -1.85916 1179.86 -0.494692 1.42726 2979.38 2994.96 0.741205 0.157359 0.76286 0.449476 126.204 -0.0395207 1.46804 3255.68 0.168791 2.99423 0.0996691
2801.49 -0.404879 1.34809 2137.75 -0.302761 -2.25786 5033.89 3930.63 0.0864525 0.288136 0.5922 0.526657 73.6692 1.41062 0.0158739 6447.29 0.960339 2.62965 0.0996691
2077.2 -0.364601 0.74639 1797.21 0.884418 -2.1024 4626.94 4648.03 0.55238 0.763491 0.599312 0.692283 146.556 1.16853 0.423539 5034.5 0.161932 2.84681 0.0996691
721.172 -0.47233 2.61372 713.383 -0.667811 -0.494432 1455.7 1428 0.545776 0.663042 0.786946 0.728791 30.0545 -1.72817 1.23481 1416.88 0.0181857 3.10577 0.0996691
