pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1222.06 0.172381 0.122295 918.354 0.154063 2.51015 1985.22 1964.08 0.702266 0.759167 0.621085 0.672011 781.825 -2.22191 0.992672 2171.26 0.948196 2.94819 1.5571
765.595 -1.20431 0.0396728 290.467 0.0270179 -0.0587491 629.581 630.645 0.662255 0.248419 0.569919 0.543126 853.665 2.86715 0.00717139 1547.93 0.589084 2.93332 1.5571
1520.17 -0.408055 1.96216 994.018 0.651932 -1.08246 2972.96 2243.36 0.109221 0.677878 0.774976 0.625158 216.644 2.02035 0.367566 3408.01 0.205925 2.7387 1.5571
1369.02 -1.42086 0.971973 1035.62 1.81655 -3.0428 6166.33 6155.61 0.104723 0.463996 0.249015 0.852299 265.295 -0.60898 0.385066 3262.19 0.710649 2.05697 1.5571
898.706 0.300682 2.07185 589.032 0.189416 -0.714429 1446.93 1454.52 0.499695 0.547688 0.34625 0.484178 430.536 -1.63979 0.861037 1522.42 0.973241 1.717 1.5571
1188.17 0.180475 -2.86473 955.182 -0.352355 0.517435 2238.06 1999.6 0.452154 0.230897 0.516031 0.197465 46.8344 0.000900477 0.516794 3665.57 0.168077 2.80388 1.5571
1449.51 0.0773259 1.91873 833.722 -0.955423 3.01246 1654.01 1673.11 0.547646 0.106489 0.683496 0.576694 1325.65 -1.05741 0.230279 3296.28 0.628859 3.07511 1.5571
1356.29 -0.4186 -1.2024 1098.96 0.142255 2.99099 2225.82 2250.44 0.294387 0.698098 0.352123 0.674765 412.964 2.03517 0.957358 3539.1 0.511466 2.08714 1.5571
1293.7 -0.188755 0.715275 1187.11 0.0768598 -2.752 2596.87 1999.4 0.184079 0.690636 0.543974 0.786245 141.318 2.78691 0.0731947 3333.27 0.925429 2.6814 -1.5571
1293.21 -1.27541 2.06896 1247.48 0.0393836 -0.211173 2998.88 1755.06 0.169335 0.56147 0.412309 0.740265 116.504 -3.11131 0.170653 3557.22 0.949463 2.7295 1.5571
