pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1695.03 -0.345832 -1.14803 1296.5 -0.490243 1.34777 2848.16 2785.61 0.660887 0.742615 0.783722 0.693711 513.449 3.0707 0.308468 3538.82 0.692069 2.84887 -0.0996691
1189.16 0.545839 -0.552953 1118.42 0.135178 -1.95056 1616.55 1884.78 0.0930644 0.0384708 0.496985 0 877.974 1.96782 0.148513 3239.78 0.305543 2.62757 0.0996691
1854.26 0.29223 -0.560016 1163.34 -0.37837 3.09264 3027.06 2985.72 0.696403 0.591702 0.896716 0.78504 776.561 1.83046 0.214738 3362.77 0.827985 2.17574 0.0996691
2197 -0.852449 1.7258 1716.45 -1.05148 -1.67876 4162.02 2723.01 0.00554578 0.523977 0.515983 0.484485 303.097 -1.63151 0.0453292 4732.96 0.192261 2.98353 0.0996691
1888.26 0.033664 1.23634 1753.71 0.114481 -1.05358 3489.81 2310.78 0.7036 0.138988 0.653691 0.674492 557.062 -1.20683 0.247371 5424.39 0.935521 3.00406 -0.0996691
2090.84 -0.69367 1.64354 1485.31 -0.287032 -1.94216 3634.76 2605.2 0.183775 0.812344 0.628163 0.80346 507.689 -1.08946 0.672155 4166.23 0.514846 2.35954 0.0996691
2058.76 -0.157548 -0.150772 1999.29 -0.0232002 -2.61942 4007 2798.21 0.551771 0.153424 0.380004 0.553258 53.7235 1.6386 0.0513374 5335.69 0.447099 2.25703 0.0996691
2155.83 -1.0732 -2.4529 1684.6 0.328228 0.294065 4836.43 4507.05 0.456469 0.587235 0.416059 0.726635 771.875 1.55671 0.220604 3924.43 0.185299 2.99082 0.0996691
1391.88 0.73803 2.19986 845.036 -1.23757 -0.419492 3280.9 3268.53 0.206676 0.147808 0.723852 0.278194 554.466 -0.869619 0.450234 2754.93 0.345116 2.62075 -0.0996691
1459.66 0.414024 -1.84243 1224.69 -0.494716 1.17061 2973.53 2910.56 0.411724 0.659236 0.0899715 0.674249 34.7692 -1.10189 0.740954 3187.45 0.74102 2.01742 0.0996691
372.396 -2.03688 1.86976 253.319 -0.984063 -0.525397 698.074 576.961 0.763418 0.477494 0.732399 0.752856 15.0271 -0.461416 0.228657 1062.36 0.332886 2.47252 0.0996691
2197.22 0.444628 -1.45623 2069.51 0.173092 0.787784 4198.74 3004.6 0.18596 0.398697 0.43207 0.614047 342.843 2.88437 0.207685 5814.55 0.940755 2.42 0.0996691
461.141 0.894029 0.582382 425.071 -0.551168 -3.03921 1133.37 963.9 0.510338 0.473281 0.809101 0.60928 114.138 1.32672 0.743723 1282.96 0.445978 2.39537 0.0996691
835.123 1.73034 0.301291 800.828 0.578544 -2.88737 1945.13 1889.36 0.513678 0.73094 0.709432 0.733309 32.4067 -3.01429 0.152128 1632.13 0.0330967 3.11908 0.0996691
597.566 0.0613128 -3.13623 564.537 0.851054 -0.0193006 1269.71 1224.98 0.665603 0.327278 0.636071 0.752472 18.8514 1.2975 1.30845 1157.01 0.0133989 3.11689 0.0996691
1056.75 0.713668 1.88593 870.069 -0.273794 -1.90332 2095.72 1965.65 0.0527569 0.44408 0.56442 0.394395 134.393 2.10965 0.224484 2973.28 0.252777 2.74801 0.0996691
1004.43 0.859388 0.605758 732.14 -1.37642 3.04085 2851.85 2822.5 0.485078 0.280135 0.492116 0.773385 106.98 -2.86913 0.378023 2454.2 0.379504 2.43155 0.0996691
1927.61 -0.795589 -1.69019 1131.61 -0.0659872 1.7736 3177.87 2992.13 0.37549 0.451595 0.5363 0.412868 1031.88 1.19368 0.0659455 3230.37 0.872543 2.8148 0.0996691
1336.18 -1.06379 2.96916 595.63 2.26234 0.468397 4843.58 4843.63 0 0.531855 -1 0.726605 816.908 -0.417094 0.618607 2187.02 0.359391 2.6031 0.0996691
435.096 -1.24333 2.71404 312.542 0.759998 -0.680363 1137.33 1140.74 0.0849718 0.556031 0 0.509723 38.3574 -0.911401 0.107245 1000.85 0.707492 2.55049 0.0996691
1577.37 0.176846 2.24112 1440.28 1.17779 -0.161035 3244.63 3203.74 0.582405 0.416778 0.413117 0.561801 1445.9 -3.02942 0.164519 4358.45 0.92822 3.03301 0.0996691
829.044 -0.887647 -1.26893 609.893 1.62294 1.48548 2703.37 2339.84 0.26084 0.381543 0.455836 0.833181 441.806 2.7895 0.800527 1437.59 0.738406 3.03131 0.0996691
3101.27 0.507283 -2.34641 1436.11 -1.31971 0.0886363 5938.86 5934.34 0.578506 0.413482 0.677214 0.502968 849.647 1.1077 0.271225 5942.52 0.489801 2.55789 0.0996691
2425.31 -0.130185 -1.04735 2052.1 -0.819939 2.63646 4772.01 3528.99 0.114751 0.605473 0.701039 0.644896 357.702 -1.16887 0.0660707 6057.92 0.945962 2.64865 0.0996691
1650.73 -1.3538 0.951939 1290.36 -1.15563 -2.35228 3058.08 2605.56 0.345951 0.411463 0.664093 0.579139 104.2 -2.1035 0.0960817 3713.94 0.94823 2.95732 0.0996691
1924.63 0.441082 -1.13826 1472.36 1.1576 0.898598 3138.33 3139.55 0.153263 0.582775 0.587142 0.597062 129.606 -0.944054 0.194383 5612.23 0.272089 2.88553 0.0996691
1409.03 -0.253832 -1.44882 1285.85 -0.363394 2.04909 2662.78 2650.11 0.501172 0.386535 0.594415 0.478889 485.892 0.536425 1.51187 2688.52 0.182733 2.78611 0.0996691
2365.74 0.621444 0.585039 1730.65 0.875703 -2.27965 4148.79 3308.19 0.298296 0.350105 0.644115 0.70427 544.348 -2.10045 0.111015 4899.34 0.647036 2.59437 0.0996691
2187.32 -1.13614 -2.09765 1229.11 0.0260023 2.62829 3106.05 2470.6 0.143451 0.116952 0.167644 0.50595 1984.23 0.651702 0.225799 3951.28 0.967351 3.09654 0.0996691
1275.46 0.508001 2.72126 723.42 1.83186 -1.27342 2224.03 2217.1 0.397863 0.61735 0.14604 0.524198 102.524 1.43188 0.690726 3204.53 0.68606 2.18859 -0.0996691
