pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
481.953 -1.14217 0.785525 478.499 0.863678 -0.772707 1350.39 995.87 0.27255 0.192445 0.689598 0.49585 641.689 3.12945 0.0612798 1079.21 0.399718 92.9047
685.605 1.18009 1.4677 543.353 2.34148 -2.2291 1398.49 1392.1 0.288347 0.757531 0.391048 0.771677 246.95 0.0456818 1.42291 1513.57 0.300928 92.9047
747.829 0.65662 -0.303273 431.221 -0.153125 -2.69242 1162.44 1176.84 0.149898 0.71033 0.0904242 0.720573 326.83 2.58932 0.745019 1388.24 0.706965 92.9047
751.838 0.645614 -1.68599 694.536 -0.0859885 1.26375 1543.1 1551.75 0.352762 0.463125 0.587328 0.467323 151.601 2.83153 1.56743 1458.09 0.103408 92.9047
1314.3 -0.72677 0.791563 1289.4 0.450187 -2.62336 3053.68 3096.59 0.0970143 0.108041 0.339408 0.46903 257.557 0.114314 0.676125 3064.24 0.135967 92.9047
666.129 1.19866 -2.80452 521.569 -0.202554 1.9119 1231.7 1235.2 0.726412 0.57032 0.709269 0.300273 690.398 -0.345715 0.231442 1324.61 0.901777 92.9047
614.573 0.389921 1.65012 559.735 1.42915 -1.48666 1350.35 1319.91 0.383074 0.54097 0.792048 0.625305 74.4695 -1.22448 0.270768 1175.39 0.053166 92.9047
836.149 1.32559 -0.920257 468.252 -0.40962 2.96236 1702.69 1602.24 0.462059 0.523992 0.550937 0.487364 457.964 1.78009 0.528811 1437.85 0.807534 92.9047
370.778 1.78335 0.949252 268.936 0.447634 -2.14775 781.517 786.476 0.43123 0.541647 0.0306062 0.605527 60.9466 -0.613511 1.53463 751.17 0.959855 92.9047
570.763 0.410264 -0.317806 360.311 -0.345236 2.34604 959.776 944.293 0.353012 0.510168 0.654292 0.66056 538.745 -2.26886 1.68337 1278.18 0.898733 92.9047
924.638 0.449447 3.11774 818.992 -0.428497 0.484507 1876.19 1843.36 0.0513165 0.257321 0.707262 0.575751 199.064 -3.10866 0.0566383 2337.06 0.912559 92.9047
