pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1703.53 -0.362169 -1.07211 1249.93 -0.487669 1.27258 2722.4 2678.86 0.725367 0.682727 0.724547 0.402055 605.474 3.09787 0.342497 3539.82 0.689968 2.87935 -0.0996691
1158.53 0.574359 -0.556023 1067.3 0.17868 -1.95059 1536.66 1852.69 0.12604 0.0448894 0.654908 0 832.747 2.02122 0.295643 3130.02 0.356873 2.47658 0.0996691
1867.03 0.216872 -0.687877 1150.47 -0.363012 3.03303 2946.92 2956.85 0.847451 0.756222 0.809987 0.829885 749.27 1.79859 0.0826808 3422.32 0.819066 2.40449 0.0996691
2198.84 -0.836393 1.72998 1777.76 -1.02146 -1.67166 4257.55 2863.87 0.00614079 0.721707 0.49761 0.73147 212.635 -1.90228 0.154501 4920.95 0.918221 3.00476 0.0996691
1879.19 0.106218 -1.09601 1865.19 0.051963 1.39199 3687.14 2554.07 0.158187 0.743028 0.728136 0.662728 552.76 -0.986454 0.178324 5564.57 0.191571 2.8701 -0.0996691
2028.05 -0.149016 -0.112478 2021.3 0.00953406 -2.69896 4077.18 2826.25 0.560618 0.148421 0.47116 0.402858 91.9886 -0.709068 0.335499 5394.9 0.838516 2.3218 0.0996691
2081.44 -1.07253 -2.51777 1558.58 0.358147 0.31632 4618.35 4366.02 0.470637 0.796445 0.323348 0.790508 713.68 1.24987 0.0781925 3784.2 0.968959 2.51329 0.0996691
2449.81 0.0689892 -1.65093 2056.97 1.2532 1.75961 5564.47 4640.91 0.0996726 0.622096 0.735641 0.538131 103.598 -1.62251 0.0205036 5290.52 0.383506 2.88086 0.0996691
1410.65 0.733224 2.19815 767.496 -1.29883 -0.487967 3227.32 3247.31 0.357503 0.0843692 0.454609 0.288803 631.801 -0.794898 0.307165 2705.09 0.359758 2.69196 -0.0996691
1526.49 0.376173 -1.82465 1152.63 -0.552295 1.14163 2957.46 2945.51 0.52285 0.667634 0.126074 0.481822 142.195 1.81014 0.6159 3247.6 0.749924 2.03017 0.0996691
