pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
2371.24 -0.145868 0.448613 2095.77 -0.125438 -3.11319 4385.05 4327.8 0.679288 0.520869 0.635624 0.45777 1061.7 0.200383 0.120259 5385.58 0.914529 3.08987 0.0996691
2778.69 -0.44314 2.67805 1547.74 -0.556937 -0.620761 4563.9 2771.51 0.428484 0.651973 0.329898 0.670114 902.766 2.48357 0.366842 4720.08 0.239371 2.73966 0.0996691
1278.08 1.61666 2.30732 1277.89 -1.15195 -1.56936 5363.08 4930.38 0.625411 0.168613 0.622346 0.678881 803.372 1.64976 0.634099 3722.5 0.350772 2.43185 0.0996691
2249.57 0.831667 2.9642 2011.32 0.248456 -0.0525351 4497.23 4240.03 0.553325 0.643675 0.765312 0.553124 1093.93 -0.142881 0.0397377 5201.23 0.10767 3.06746 -0.0996691
2688.96 0.0556268 0.589621 2283.86 -0.915074 -2.81863 5601.79 4959.4 0.552024 0.574379 0.829679 0.61666 771.373 -2.49307 0.0543373 5867.7 0.982666 3.04435 0.0996691
2982.81 0.246248 2.29157 2248.57 -0.568005 -0.645819 5643.52 5604.31 0.32126 0.205579 0.74795 0.779297 666.329 -0.880171 0.233868 6154.33 0.17015 2.93706 -0.0996691
1910.2 -0.511829 -0.00892198 1448.3 0.641873 3.06603 3967.37 3770.88 0.278623 0.385217 0.811578 0.706636 833.523 -3.11447 0.107494 5650.27 0.110427 3.04926 0.0996691
2681.66 -0.118208 1.21598 2428.27 -1.02116 -1.94745 6059.78 3377.39 0.145741 0.114793 0.767972 0.541862 752.53 0.811159 0.185421 5434.08 0.136895 2.95578 0.0996691
1865.63 -0.148187 2.12196 1554.78 0.692362 -0.0723376 3388.75 3378.38 0.321112 0.520699 0.592695 0.484996 1081.28 -1.04199 0.279679 4133.44 0.502834 2.83827 0.0996691
1521.31 -0.453431 0.950663 1370.39 -0.512455 -2.0872 2943 2421.08 0.447948 0.281089 0.737486 0.773501 608.078 -2.21169 0.250494 3159.52 0.573599 2.87103 0.0996691
1476.31 0.391404 -0.414303 1455.55 0.690728 2.66054 3011.97 2885.06 0.595842 0.526716 0.779087 0.704311 664.337 2.7482 0.103189 3061.72 0.0395163 3.06658 0.0996691
2671.41 0.343913 -1.19914 1816.13 -0.336405 1.17576 4371.78 4368.06 0.445724 0.69026 0.635797 0.465307 858.294 -1.97432 0.775179 6403.83 0.414153 2.37425 0.0996691
1776.71 0.134207 -0.305934 434.864 0.129116 1.16243 1243.45 1119.48 0.788333 0.776107 0.732985 0.813828 669.334 2.81434 0.332224 2790.82 0.946742 2.82356 -0.0996691
1947.83 -0.447636 -2.13225 1536.89 -0.0132968 0.394342 3393.31 3353.99 0.242105 0.515574 0.580248 0.600273 888.465 -2.76391 0.445133 4280.56 0.967116 2.68365 0.0996691
1981.16 0.616423 -2.01181 969.506 -0.979534 -2.322 2512.64 2468.53 0.707045 0.779292 0.641499 0.751532 629.588 1.12499 0.359251 4545.51 0.521994 2.77371 0.0996691
2933.13 0.375067 1.78116 1916.39 0.810081 -1.24731 5200.57 3194.69 0.246338 0.201009 0.555874 0.654794 782.981 1.99838 0.0380296 4318.54 0.223865 3.13596 0.0996691
2066.71 0.264423 0.27949 1822.05 -0.6935 -3.11633 4408.63 3794.19 0.829217 0.395132 0.860987 0.845514 820.855 -2.98261 0.0283835 4713.53 0.159468 2.9957 0.0996691
2850.31 0.104895 2.57616 2538.29 0.134942 -0.254997 5359.59 5254.91 0.634001 0.375377 0.629572 0.557637 825.279 2.93852 0.370647 5757.91 0.962491 2.72999 0.0996691
1791.82 0.371691 -3.03549 1365.14 -0.490188 -0.171818 3479.86 3169.89 0.585392 0.528016 0.468401 0.547791 789.448 0.0964985 0.22994 4049.16 0.173465 2.93818 0.0996691
1923.96 1.01755 0.0848333 1836.04 -0.323799 -3.02939 4657.46 4559.95 0.706455 0.34638 0.769893 0.745003 1262.53 0.132462 0.0581473 5360.67 0.0224015 3.10937 0.0996691
3028.56 -0.194493 -2.70265 2232.64 0.555787 0.381329 5580.54 5576.49 0.385686 0.34937 0.456337 0.685765 650.365 0.383914 0.00258473 6445.26 0.15349 3.08356 0.0996691
2270.09 -0.655144 3.10556 1269.94 1.23701 0.305037 5010.45 4949.36 0.395856 0.417884 0.958638 0.735988 1124.21 -0.0486072 0.271131 4486.58 0.47808 2.85724 0.0996691
2520.93 -0.499936 1.34854 2453.32 -0.564764 -1.22732 4869.95 3870.46 0.154637 0.662341 0.753867 0.510772 1284.06 1.9074 0.483343 6312.67 0.525419 2.65131 0.0996691
2460.49 0.367758 1.1307 1965.47 0.264635 -2.67323 4375.77 2622.9 0.462877 0.28653 0.550432 0.792948 892.995 0.479775 0.545491 5827.07 0.350518 2.58458 -0.0996691
