pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
1779.2 -0.360133 -1.14708 1266.01 -0.470522 1.29511 2860.42 2807.71 0.730187 0.459003 0.851664 0.652149 598.639 2.96526 0.247271 3627.18 0.665427 -0.0996691
1859.63 0.127904 -1.08861 1853.6 0.0577526 1.28444 3644.03 2504.17 0.156507 0.604133 0.82333 0.740352 524.559 -0.961044 0.204236 5658.42 0.213402 -0.0996691
1522.82 -0.235421 -3.04727 933.864 -0.66503 -1.66578 1656.51 1550.16 0.383316 0.391414 0.765944 0.771329 1108.05 1.05044 0.0994465 4146.92 0.21454 -0.0996691
582.677 0.0413867 3.11244 542.002 0.86967 0.0296765 1236.35 1219.34 0.543238 0.588205 0.792258 0.772814 33.5257 -1.02299 0.676669 1141.14 0.919882 0.0996691
973.085 0.855906 0.593648 731.18 -1.40264 3.03062 2833.21 2830.64 0.456004 0.729958 0.751608 0.813785 73.9879 2.83747 0.107588 2443.83 0.708441 0.0996691
1953.85 -0.732618 -1.70694 1133.56 -0.0836469 1.83658 3152.53 2976.62 0.229042 0.40821 0.560912 0.446812 1078.88 1.10727 0.0864692 3282.35 0.868804 0.0996691
1322.88 -1.0367 3.05901 717.98 2.22538 0.362088 5153.59 5220.63 0.145197 0.788764 0.73685 0.852641 712.726 -0.458344 0.67159 2327.66 0.471085 0.0996691
418.93 -1.28225 2.75259 342.279 0.761528 -0.650902 1192.56 1166.03 0.515197 0.763363 0.738218 0.749792 20.9145 -2.6143 0.917408 1000.27 0.864496 0.0996691
345.703 -0.89449 -3.13089 332.148 -2.22918 -0.0695303 847.446 773.246 0.649534 0.706026 0.449744 0.761435 16.111 0.967818 0.767961 667.755 0.786232 0.0996691
2157.89 0.707038 0.583363 1743.71 0.86678 -2.25821 3952.37 3225.2 0.415355 0.333428 0.648232 0.662107 456.541 -1.65287 0.355811 4887.17 0.620429 0.0996691
1718.7 -1.13574 -1.97769 1210.67 0.0838871 2.75703 2772.92 2810.67 0.138611 0.417381 0.666402 0.342072 1602.41 0.591268 0.161192 3495.99 0.639634 0.0996691
1596.81 -0.333479 -2.87692 962.108 0.481373 -0.469088 2562.47 2530.02 0.415173 0.671257 0.787794 0.709355 239.922 0.626459 0.336256 3449.06 0.952355 0.0996691
1304.83 0.225678 -0.7375 1245.19 -1.01391 3.09856 2939.98 2928.32 0.280029 0.560548 0.578129 0.641154 230.967 1.46186 0.284978 3219.08 0.646452 0.0996691
1737.09 -0.129519 0.085068 1588.63 0.847589 2.67141 3823.04 2034.57 0.596738 0.208854 0.41036 0.733768 191.02 -2.47872 0.613142 4459.88 0.76312 -0.0996691
1250.25 0.161926 -0.937581 281.615 0.481244 1.8866 1202.11 1164.72 0.126253 0.770696 0.832915 0.811205 952.989 2.06307 0.168194 1721.45 0.665497 0.0996691
1461.44 0.475757 -2.0601 347.141 -0.0977314 1.02871 1505.76 1397.14 0.572051 0.786747 0.647231 0.744046 970.941 1.01804 0.0354142 1991.46 0.655919 0.0996691
917.105 1.22469 1.02777 547.123 -0.362178 -2.2323 1922.52 1727.23 0.608323 0.494555 0.728086 0.815572 686.497 -2.24683 0.0287976 1793.11 0.887303 0.0996691
3196.87 0.206532 -2.04304 979.102 -0.717478 0.904776 4102.68 961.178 0.0968231 0.782969 0.598354 0.678488 2314.38 1.2562 0.0796512 4577.93 0.876375 0.0996691
1106.38 0.153053 2.29261 808.711 1.13617 -2.13111 1831.48 1734.91 0.495026 0.632183 0.638086 0.762221 70.0611 0.49515 0.116771 3418 0.198329 0.0996691
502.468 -0.664251 -1.8624 445.202 -1.68003 2.47772 931.691 938.007 0.433528 0.371192 0.874273 0.682483 162.827 0.486595 0.136805 1313.48 0.473911 0.0996691
2540.94 1.14365 0.208346 1627.23 -0.596159 3.04478 5706.99 5712.71 0.303506 0.580164 0.580228 0.436059 966.717 -2.46478 0.0402453 4340.92 0.665384 0.0996691
347.645 -0.454949 1.32754 318.855 0.597601 -1.84325 780.861 682.046 0.746681 0.680652 0.708316 0.62835 15.0309 -1.70961 0.0772009 650.848 0.0901154 0.0996691
1742.32 0.0350894 1.48628 845.918 -0.171651 -1.7846 2524.76 2793.23 0.795371 0.369183 0.843953 0.873726 80.399 1.73276 0.243468 3753.05 0.607202 0.0996691
1520.34 0.138257 -0.417585 548.048 -1.57863 0.769002 2046.19 2056.8 0.129685 0.379988 0.765254 0.702459 1589.23 2.85368 1.05402 2613.28 0.796237 0.0996691
599.915 1.18905 -2.52424 412.79 2.13074 0.164748 1114.08 948.22 0.728198 0.287076 0.668953 0.564555 170.416 0.345978 0.0296943 1288.24 0.309344 0.0996691
1778.77 -0.144096 0.298768 1619.3 0.283224 -2.63679 3483.81 3426.07 0.407952 0.691538 0.669655 0.644076 296.325 2.75005 0.21371 4517.06 0.203872 0.0996691
1395.4 0.464873 1.01056 1360.49 -0.136247 -2.73521 2767.04 2806.82 0.371133 0.13048 0.743593 0.452467 203.224 2.93596 0.217494 4426.9 0.605709 0.0996691
1913.6 0.475442 -1.8474 1755.1 -0.544928 1.49246 4234.94 3265.52 0.501562 0.425421 0.275086 0.730811 1099.64 0.733135 0.136246 4658.16 0.794517 0.0996691
453.336 -1.55787 0.282233 252.718 -0.338409 -2.80426 812.417 807.243 0.74923 0.728822 0.744745 0.548517 65.414 -2.54041 0.266344 827.687 0.271487 0.0996691
1628.56 -1.11674 1.28292 1091 1.32996 -2.17966 4951.57 4366.94 0.183206 0.55212 0.350067 0.590994 644.126 -1.2445 0.935263 2892.87 0.644064 -0.0996691
1658.12 -0.345319 1.35456 1220.92 0.561732 -1.82403 3158.27 3115.73 0.301564 0.634498 0.681854 0.877053 453.391 -1.66678 0.167712 2901.4 0.171189 0.0996691
2381.86 -0.602402 2.92197 1201.96 0.361752 -0.896692 3825.19 2402.88 0.211489 0.789313 0.474806 0.790423 1326.56 0.221661 0.167883 4015.95 0.656167 -0.0996691
2339.43 0.483209 -0.395655 823.453 -0.754489 -0.303443 1860.72 1836.85 0.309504 0.413223 0.608971 0.850976 2735.28 2.7635 0.45058 3918.54 0.744075 -0.0996691
