pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
386.469 0.982036 1.3899 349.368 2.36656 -1.79604 940.521 844.574 0.748395 0.63454 0.668854 0.748916 27.9907 -1.75117 0.127155 727.208 0.100525 0.0996691
392.03 2.65928 0.103484 374.138 2.06899 -2.86211 813.45 758.19 0.485543 0.737054 0.670169 0.704787 55.2606 2.00151 1.42696 763.96 0.120617 0.0996691
1177.98 -1.24794 -0.2708 477.156 1.34242 1.84526 2869.89 2603.08 0.54049 0.345171 0.372403 0.581103 746.43 2.90945 0.265913 2193.73 0.755362 0.0996691
1651.19 0.274806 -1.82541 1211.31 -0.543386 1.37874 3083.93 3080.83 0.613209 0.605026 0.822893 0.567557 133.45 -0.121819 1.50367 3300.78 0.150324 0.0996691
2313.95 -1.03356 1.77043 2004.33 1.19779 -1.90817 7203.92 7251.55 0.131442 0.46939 0.5364 0.574779 104.028 -1.89246 0.0182813 5598.28 0.277314 0.0996691
1276.46 0.342293 2.28295 1174.8 -0.869879 -0.742486 2929.12 2903.76 0.706578 0.639755 0.88905 0.741347 203.483 -0.748254 0.0010047 2648.47 0.0725059 0.0996691
1346.2 0.235859 2.4166 1072.39 -1.22272 0.0990344 2930.37 2948.2 0.697308 0.450157 0.726568 0.443345 184.984 -1.17247 0.582823 3770.03 0.963015 0.0996691
1686.86 -1.15925 0.59362 801.253 0.480376 -2.53365 3189.08 3083.02 0.670107 0.542829 0.744173 0.888484 903.835 -2.58154 0.0439236 2492.44 0.389538 0.0996691
596.289 1.25883 0.799691 513.782 1.61603 -2.52357 1191.87 877.029 0.332036 0.312363 0.672617 0.751983 37.3479 1.28144 0.29551 1385.97 0.112035 0.0996691
1693.94 1.27959 1.51954 1123.18 -0.52389 -0.55785 3709.87 3739.57 0.525245 0.323801 0.764335 0.749887 386.3 -0.842485 0.282023 4473.75 0.536599 0.0996691
513.807 0.234852 2.0241 357.024 1.71412 -1.58615 1097.15 1028.84 0.786792 0.699991 0.742723 0.810439 152.31 -0.228729 0.0303729 1227.04 0.933714 0.0996691
1589.37 -0.0271515 -2.00394 1170.75 0.628183 1.50653 3036.59 2230.17 0.143401 0.672698 0.568362 0.671789 26.2919 1.64693 0.140277 3587.88 0.250066 0.0996691
1443.75 -0.637281 0.746563 414.915 -0.0572947 -2.32276 1622.7 1593.01 0.147381 0.678167 0.751099 0.558612 939.048 -2.32196 0.0129592 2159.87 0.887303 0.0996691
677.451 1.38266 -2.58149 661.843 -0.279945 0.582038 1845.84 1787.56 0.726548 0.78484 0.645642 0.704317 13.8394 0.233572 0.329269 1352.54 0.911165 0.0996691
551.651 -1.50464 -2.08144 431.299 -0.667978 1.03286 1104.23 880.661 0.628963 0.849488 0.78277 0.660093 128.061 1.26411 0.166602 976.858 0.551161 0.0996691
