pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
590.437 -0.986768 -2.23408 451.756 -2.44683 -3.03495 1020.93 683.384 0.687161 0.771177 0.77128 0.821124 402.694 0.560543 0.0180195 1282.41 0.940038 2.93394 1.5571
849.178 -1.21031 0.0277553 361.108 0.104819 -0.0368453 845.447 653.198 0.766966 0.681343 0.805414 0.793824 872.341 2.92987 0.0703232 1691.55 0.593402 2.90103 1.5571
1580.34 -0.477406 1.92509 1128.46 0.542274 -1.08484 3215.29 2228.97 0.205243 0.759627 0.850748 0.783356 197.971 1.97958 0.115971 3563.32 0.273271 3.02086 1.5571
1477.55 -1.44864 0.919504 1139.05 1.8834 -3.10527 7047.37 6153.6 0.621863 0.779679 0.786809 0.863288 218.058 -0.301653 0.116535 3521.08 0.190348 2.76288 1.5571
1061.11 -0.75019 1.67323 782.886 0.0476987 -2.4842 1833.03 1562.31 0.657201 0.604309 0.789284 0.618455 68.8401 -0.887059 0.254355 3052.81 0.132987 2.99658 1.5571
1126.37 0.245273 1.96305 744.948 0.103296 -0.779897 1891.82 1518.69 0.766069 0.62488 0.902111 0.880963 479.157 -1.71751 0.148013 1942.06 0.117621 3.10908 1.5571
1222.82 0.191241 -2.87945 984.542 -0.337182 0.437786 2310.03 2181.25 0.404831 0.72835 0.686695 0.718602 35.4359 -0.653305 0.130179 3645.07 0.240389 2.83766 1.5571
1499.68 0.0760558 1.92343 810.104 -0.953071 3.01747 1686.87 1591.06 0.628501 0.514791 0.54772 0.730235 1281.56 -1.11198 0.0544732 3306.74 0.988074 2.98092 1.5571
1270.02 -0.481666 -1.16474 1119.02 0.189601 3.09563 2206.86 2116.69 0.38181 0.804146 0.766235 0.717031 346.829 2.09408 0.295085 3462.9 0.978182 2.96814 1.5571
1309.99 -0.22551 0.626098 1249.56 -0.0233604 -2.72169 2748.28 1935.75 0.212097 0.671599 0.65734 0.743177 175.506 2.6117 0.34335 3400.03 0.419523 2.76462 -1.5571
986.93 -0.749291 -1.31585 973.234 -1.37909 1.78497 2124.16 1801.02 0.755546 0.642225 0.775316 0.78869 28.1574 -2.47788 0.0621393 2018.64 0.317577 3.07625 1.5571
937.542 0.589085 0.839611 407.015 -1.57332 -1.86194 2047.94 1594.16 0.822508 0.794695 0.846477 0.832731 588.738 -2.48171 0.177646 1550.17 0.742291 2.79028 1.5571
1264.82 1.44584 -1.15491 710.541 -0.957477 1.8182 3475.7 1780.12 0.605759 0.734225 0.857216 0.723852 13.4669 0.339719 0.0348543 2957.45 0.55906 2.87761 -1.5571
1711.71 -0.609141 3.00288 1073.69 -0.325367 -0.929087 2620.27 2276.91 0.810558 0.763973 0.664576 0.812585 279.174 0.9359 0.131077 3518.42 0.356738 2.80675 1.5571
1210.79 -0.983117 -2.24656 970.514 0.676481 1.21928 2984.45 2595.91 0.69484 0.820315 0.790026 0.781035 449.161 -2.34969 0.0944788 2896.02 0.975608 3.01389 1.5571
628.401 0.965353 -0.100245 573.949 -1.04585 1.68406 1760.34 869.511 0.273735 0.756603 0.90974 0.79988 590.777 -2.25816 0.200318 2090.72 0.946581 2.67406 1.5571
2187.06 0.18518 -0.7833 2007.85 -0.243038 2.98322 4278.65 3528.85 0.404 0.495624 0.707963 0.612412 381.698 0.0159429 0.159446 5080.51 0.983423 2.96533 -1.5571
2294.24 -0.25825 1.84475 1513.23 0.228331 -2.71977 3202.26 2717.4 0.442934 0.320301 0.718707 0.718658 1554.27 -0.697623 0.00396311 4880.31 0.947899 3.10238 1.5571
1309.71 -0.0557003 2.91616 1175.04 1.42713 -0.932917 3128.04 2804.53 0.827867 0.824667 0.797386 0.869562 381.429 0.488721 0.0502937 3026.31 0.954193 2.7854 1.5571
2179.24 0.329458 1.35692 1571.41 0.314933 -1.58924 3960.94 3018.9 0.158116 0.493179 0.684006 0.702041 613.44 -2.30488 0.280287 3864.96 0.83517 2.85966 -1.5571
1424.28 -0.0894845 -2.18408 1197.59 -0.0314345 2.51986 1933.31 1732.46 0.387306 0.518744 0.757177 0.768807 1507.23 0.33929 0.204837 3009.14 0.0895267 3.07513 -1.5571
1015.83 -1.45108 -2.08838 1005.83 0.542428 0.837399 3138.57 2826.36 0.667654 0.585217 0.73319 0.793529 52.875 1.99522 0.14109 3766.09 0.113901 2.92864 1.5571
726.711 -0.267424 1.92328 451.461 -1.26609 1.33546 745.675 601.677 0.639034 0.748362 0.617738 0.750107 1022.52 -1.39668 0.0749127 1374.33 0.968731 2.92621 1.5571
1656.04 0.320474 -1.10176 1593.3 0.491352 1.40113 3273.42 2400.43 0.822847 0.295713 0.767103 0.829179 266.294 3.05592 0.0219831 3972.54 0.0532851 3.09595 1.5571
1265.56 0.334061 -2.87974 1261.62 0.121311 1.13724 2394.08 2033.33 0.668993 0.822438 0.878393 0.817887 251.562 -0.380462 0.00433925 3214.91 0.756909 2.94675 1.5571
1210.72 -0.969388 1.96876 517.453 0.406253 -1.31168 2044.44 1499.54 0.696565 0.700163 0.765131 0.675568 370.7 -1.45113 0.0280794 2010.89 0.588442 2.97397 1.5571
1439.31 0.479343 -2.18912 937.595 0.973319 0.344124 2557.88 1444.01 0.371954 0.721644 0.860873 0.837112 740.597 1.70734 0.129965 2491.24 0.468906 2.93825 1.5571
816.651 1.45787 3.05109 470.805 -1.01103 0.574014 2308.8 1882.96 0.651982 0.800322 0.763615 0.695559 481.492 -0.356724 0.0451567 1661.88 0.0229104 3.0979 -1.5571
1941.01 1.24964 -1.48933 929.204 -0.121044 1.45693 3514.09 2571.33 0.328053 0.744495 0.701933 0.702866 536.098 1.58187 0.127398 3417.22 0.979762 3.07333 1.5571
