pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
465.249 1.50197 -2.26345 273.392 0.159439 0.532131 874.537 873.447 0.689125 0.635667 0.657697 0.345433 97.7683 0.27368 0.258451 923.568 0.307649 2.79562 92.9047
733.125 0.485936 0.0609278 603.141 -1.98053 2.8369 2475.1 2300.43 0.546502 0.51333 0.619934 0.757837 355.616 -2.04452 0.968108 1455.7 0.558807 2.94138 92.9047
716.034 -1.4919 -1.20774 522.365 -1.08486 -2.87746 969.753 895.878 0.682782 0.445586 0.65459 0.57303 549.53 1.35287 0.16753 1559.68 0.526866 2.39382 92.9047
906.002 0.556047 1.97289 658.708 -1.21912 -1.1296 2196.54 2194.89 0.330419 0.112741 0.610332 0.574032 33.5317 0.708276 0.141327 1891.35 0.770489 2.16679 92.9047
757.778 -0.609568 2.40868 478.539 0.440607 -0.1358 1376.04 1129.58 0.643211 0.217652 0.717545 0.242358 169.38 -0.324066 0.190555 1770.4 0.856306 3.11737 92.9047
558.636 -0.224964 1.29504 483.72 -1.42684 3.08612 1062.23 1011.09 0.343328 0.735596 0.563992 0.770082 536.466 -0.553872 0.379551 1506.27 0.583966 2.27323 92.9047
454.109 -1.46773 0.225362 286.354 0.193491 -2.32652 978.76 1306.77 0.647791 0.406641 0.777686 0.684112 486.079 3.0699 0.857276 974.176 0.399539 2.5604 92.9047
1231.29 -0.365524 -1.11417 604.123 0.00441398 2.60858 1736.89 2186.65 0.508355 0.330551 0.499123 0.683565 275.676 1.5609 0.185287 2385 0.417946 2.86045 92.9047
465.022 1.87149 -2.77602 455.482 -0.705544 0.580697 1809.41 1494.38 0.607498 0.59851 0.443852 0.646996 45.4502 0.770188 0.181582 1300.08 0.754002 3.12067 92.9047
763.32 0.625739 -0.286566 302.176 -1.10315 2.13228 1305.79 1235.82 0.515869 0.623756 0.505374 0.65708 596.971 2.66655 0.145465 1397.82 0.94535 2.80696 92.9047
715.084 -0.133403 1.5579 542.343 -1.19518 -2.75346 1263.55 1219.84 0.427928 0.579745 0.626042 0.694034 523.207 -0.820067 0.194192 1397.37 0.85126 2.18358 92.9047
846.07 -0.880998 -2.53686 587.202 -0.131968 -0.355048 1377.38 1351.25 0.607372 0.306478 0.619438 0.378588 135.334 1.41229 0.0763998 1978.21 0.402291 2.4017 92.9047
716.836 0.341314 0.121827 458.301 -1.08594 2.69946 1431.65 1334.89 0.553853 0.775918 0.750192 0.761801 291.989 -2.17133 0.00667787 1335.73 0.678675 2.56921 92.9047
859.846 -0.648843 0.155131 454.787 -1.60103 1.24327 910.832 884.063 0.27611 0.453111 0.790601 0.67654 957.549 -2.56032 0.162278 1467.86 0.947251 2.87892 92.9047
568.496 -0.317676 2.64388 547.299 0.17328 0.635745 990.022 977.165 0.238872 0.694723 0.567502 0.58467 49.3737 -2.11525 0.592913 1640.85 0.707721 2.15706 92.9047
943.818 -0.282806 1.63313 332.721 -0.610934 -3.01218 845.844 838.229 0.273034 0.680564 0.469238 0.655717 750.462 -1.1606 0.0782545 1533.6 0.588845 2.71673 92.9047
524.554 -1.76801 1.16997 389.911 0.35003 -2.63642 1442.22 1361.69 0.783251 0.573632 0.683997 0.716909 284.014 -1.12132 1.18732 914.705 0.95915 1.12066 -92.9047
630.28 -1.30253 -0.0408207 620.729 -0.752666 2.86539 1301.8 1264.04 0.169639 0.397094 0.691742 0.687474 83.7939 -2.02721 1.40842 1222.52 0.129032 2.88556 92.9047
962.399 -0.475691 2.10972 581.827 -0.535593 -1.40632 1475.81 1472.07 0.599556 0.255531 0.298553 0.357996 712.241 0.118682 0.313239 2013.76 0.824194 2.84998 92.9047
1022.34 0.621608 2.69745 577.54 1.36518 -0.709109 1633.95 1629.58 0.118793 0.112619 0.587422 0.533632 435.889 -0.506116 0.203975 1776.38 0.30627 2.87523 -92.9047
534.027 -0.179886 -0.500734 403.023 0.437174 2.96336 966.989 939.484 0.542893 0.710544 0.788389 0.836229 78.1518 0.879166 0.0599394 1644.62 0.224915 2.69426 92.9047
864.17 -1.47217 -2.87111 511.128 -1.37344 -0.619334 1206.47 1195.46 0.161287 0.68815 0.668812 0.723475 55.9878 -1.8922 0.97907 2096.61 0.51925 2.25388 92.9047
862.859 0.636616 1.60914 723.435 -0.126082 -1.72391 1698.87 1680.59 0.168558 0.484461 0.734444 0.651156 173.848 -1.15404 0.566985 1600.25 0.126934 2.95485 92.9047
634.885 -1.66351 -1.78843 282.946 1.17657 1.98925 1851.56 189.894 0.198096 0.319318 0.532094 0.774308 238.19 0.52835 0.826173 1161.88 0.217348 2.86427 92.9047
735.225 -0.52784 0.379425 678.634 0.265792 -3.05963 1523.45 1480.21 0.514185 0.631015 0.609741 0.774078 90.8382 1.79082 1.40621 1677.13 0.693964 1.8356 92.9047
