pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
749.647 0.271842 2.21989 -1 -1 -1 -1 364.396 0.176041 -1 0.489531 -1 889.314 -0.769403 0.217792 1061.4 0.802374 2.9907 92.9047
751.652 -1.11499 -1.08473 -1 -1 -1 -1 547.178 0.252555 -1 0.656163 -1 880.407 1.86733 0.129366 1020.16 0.891787 2.83359 92.9047
690.194 1.0996 -1.312 -1 -1 -1 -1 215.993 0.252753 -1 0.791801 -1 782.122 2.15195 1.10253 937.553 0.894858 2.00759 92.9047
917.853 -2.00922 -0.534097 -1 -1 -1 -1 441.876 0.353101 -1 0.847151 -1 900.727 2.54238 0.00303221 1166.79 0.877612 3.12494 92.9047
837.713 -0.612861 0.185049 488.353 -1.52083 1.20616 879.724 862.203 0.215327 0.516806 0.75476 0.709318 1001.51 -2.54369 0.375088 1494.43 0.645331 3.10458 92.9047
994.931 -0.267913 1.66647 344.954 -0.619084 -3.09379 844.043 834.611 0.245794 0.721656 0.597498 0.768861 812.334 -1.16033 0.00442088 1588.26 0.603453 2.83125 92.9047
928.408 -0.481021 2.1354 610.506 -0.573775 -1.34158 1498.88 1469.52 0.638975 0.48676 0.39437 0.420462 670.598 0.194326 0.188344 1995.55 0.814169 2.7515 92.9047
969.757 -0.617549 0.775977 326.836 -0.448271 2.4711 868.58 848.326 0.643496 0.422155 0.570735 0.484993 1068.61 -1.92982 0.0661035 1540.82 0.936732 2.77038 92.9047
850.227 -0.789819 -1.7773 -1 -1 -1 -1 365.904 0.136661 -1 0.284127 -1 820.675 1.17945 1.73694 999.594 0.863883 1.18394 92.9047
629.9 -0.464451 -1.96514 311.699 1.16532 2.55125 1074.43 982.981 0.652716 0.625321 0.805908 0.520329 728.11 0.638737 1.87111 937.942 0.956289 1.00528 92.9047
949.61 -0.930911 0.720062 279.796 1.10346 2.54576 1496.01 1442.36 0.562105 0.505396 0.664349 0.554915 921.63 -2.15227 1.59467 1201.74 0.754868 1.81293 92.9047
484.769 -1.41425 0.28153 261.487 -0.205205 1.02505 612.51 336.761 0.417572 0.251217 0.658895 0.757057 709.74 -2.36514 1.74315 907.584 0.773783 1.37493 92.9047
711.474 1.64418 1.43615 506.827 0.428445 2.96129 1148.93 1081.76 0.631671 0.639158 0.694159 0.646222 667.867 -1.10139 0.405547 1463.98 0.601298 2.96226 92.9047
864.37 -0.76118 0.817239 -1 -1 -1 -1 427.058 0.663931 -1 0.73143 -1 902.003 -2.18807 1.92589 955.989 0.920387 1.35777 92.9047
869.71 -0.902393 1.30645 452.807 -1.6276 -2.73236 1227.16 1223.42 0.240581 0.467683 0.4828 0.225023 779.322 -1.20179 0.0912887 1572.96 0.683109 2.64621 92.9047
568.234 1.65097 -0.989144 -1 -1 -1 -1 1341.91 0.562335 -1 0.602297 -1 689.533 1.88107 1.72545 782.871 0.956722 1.68674 92.9047
797.242 0.161458 1.4859 571.09 0.721255 -2.23395 1358.27 1331.99 0.451801 0.35342 0.621175 0.506349 618.769 -0.502971 1.73253 1612.14 0.924622 0.843125 92.9047
505.098 1.24285 -1.48857 386.861 0.612893 -0.160421 646.058 537.431 0.627404 0.512305 0.854265 0.725785 672.167 2.22977 0.245696 933.807 0.538417 2.48899 92.9047
698.331 0.975523 1.70748 629.184 1.08897 -0.158935 1193.41 980.352 0.0912455 0.684233 0.748781 0.55415 828.538 -2.32428 1.91239 1384.99 0.900525 0.931658 92.9047
1018.64 -0.315976 -2.17248 333.592 0.89328 1.5158 1361.15 1223.33 0.684937 0.54633 0.491179 0.743494 772.052 0.730239 0.70948 1336.1 0.608223 2.67429 92.9047
823.079 -0.923186 -2.4621 363.457 1.92192 -0.600026 2313.53 2252.66 0.575616 0.499324 0.568736 0.705692 656.45 1.00221 0.830972 1315.91 0.801223 1.99047 92.9047
1004.61 0.874448 -2.63056 -1 -1 -1 -1 419.459 0.394643 -1 0.496177 -1 1044.32 0.618853 0.00730902 1153.6 0.96031 3.02747 92.9047
478.879 1.3506 -2.49828 465.133 0.0336401 -0.847211 1014.7 730.363 0.0231595 0.65156 0.259049 0.760914 615.952 1.45969 1.92443 987.899 0.904003 0.887358 92.9047
646.677 -0.779301 -0.141306 286.659 1.57143 0.158907 1273.18 1234.98 0.447488 0.636633 0.605396 0.743464 749.49 3.09691 0.115926 1106.97 0.593527 3.13534 92.9047
827.326 1.21425 2.16935 307.188 -1.26201 0.608247 1758.54 808.584 0.610639 0.305103 0.442741 0.796413 622.741 -1.55572 0.11803 1467.78 0.775149 2.68567 92.9047
606.017 1.46194 0.339018 451.784 0.0628706 -0.375216 889.786 873.309 0.650549 0.040008 0.776527 0.486188 735.072 -3.05798 0.358443 1369.04 0.635163 3.0377 92.9047
777.762 -0.163544 -0.160174 -1 -1 -1 -1 373.988 0.0809162 -1 0.699495 -1 620.754 -3.0015 0.98147 1067.86 0.606754 1.91255 92.9047
819.078 0.142909 0.958533 513.015 -0.2535 -0.916942 1135.63 929.607 0.699956 0.217787 0.391639 0.636512 716.682 -2.78813 0.200248 1456.19 0.808527 2.33616 92.9047
909.449 -1.08749 2.75795 -1 -1 -1 -1 236.221 0.313318 -1 0.605803 -1 878.946 -0.442687 0.505208 960.032 0.903703 2.79664 92.9047
683.775 1.35285 -0.176413 599.877 1.08555 1.48607 975.554 947.612 0.509277 0.560893 0.514337 0.600216 660.337 -3.08816 1.47088 1682.61 0.763205 1.44974 92.9047
796.906 -0.833051 -2.924 -1 -1 -1 -1 506.527 0.268239 -1 0.707776 -1 850.182 0.436166 1.91441 950.814 0.871345 1.44662 92.9047
824.74 0.0801317 -0.212329 -1 -1 -1 -1 340.434 0.212427 -1 0.45013 -1 719.591 2.71733 0.406498 1116.86 0.397148 2.68133 92.9047
687.478 -0.323481 -2.67084 -1 -1 -1 -1 245.67 0.49433 -1 0.811719 -1 701.483 0.414699 1.79194 754.231 0.813933 1.24821 92.9047
742.416 -0.28975 -2.22234 284.518 2.14632 2.141 1609.08 1531.75 0.264141 0.777256 0.51616 0.776803 668.079 0.588212 1.5675 1004.54 0.696812 1.90316 92.9047
421.606 -0.3053 -2.18004 334.638 -2.08192 -0.832339 905.061 860.418 0.548008 0.329769 0.27307 0.646866 641.909 1.14728 0.00385976 1098.95 0.718678 2.96955 92.9047
731.703 0.496578 0.104128 295.628 0.420125 -1.25728 592.06 578.243 0.54842 0.426278 0.799697 0.467728 842.74 2.70296 1.20079 1226.46 0.615791 2.4857 92.9047
690.671 -0.177484 -0.369079 516.505 -1.49627 -2.07427 1259.04 1185.73 0.471047 0.650469 0.766798 0.728117 774.065 2.02283 0.0732882 1268.83 0.798664 2.46695 92.9047
1032.88 0.51967 -0.76404 -1 -1 -1 -1 433.953 0.411801 -1 0.655016 -1 821.083 2.40774 0.062592 1289.82 0.75053 2.96312 92.9047
609.242 1.57169 -0.222952 261.097 -0.84782 0.128477 1229.88 1217.47 0.38571 0.725545 0.604072 0.537587 724.124 2.98589 0.108638 1022.84 0.934059 3.10479 92.9047
815.07 -1.01853 -0.221619 -1 -1 -1 -1 197.362 0.211008 -1 0.617622 -1 716.565 -3.10461 1.0394 1020.73 0.504905 2.25671 92.9047
950.125 0.907539 0.634573 451.053 0.264597 2.40816 1107.62 1102.71 0.269409 0.384613 0.294616 0.627043 903.01 -2.01779 0.0649 1461.84 0.924182 2.58779 92.9047
882.365 -0.505447 -1.42553 250.967 0.526857 1.17941 1109.43 923.414 0.229643 0.419187 0.528682 0.480386 703.723 1.91909 0.740358 1141.72 0.478722 2.27008 92.9047
648.253 -1.02684 1.1799 549.107 -1.07754 -0.431045 873.478 851.609 0.750438 0.043812 0.663322 0.156005 630.443 -2.02027 1.58994 1680.46 0.698867 1.59971 92.9047
773.495 0.206523 3.13764 470.37 0.380722 -1.99288 697.84 665.97 0.404331 0.400663 0.454596 0.717852 1027.34 0.646186 0.268674 1642.52 0.594774 2.85771 92.9047
646.782 0.0259961 -2.23209 302.456 -0.750712 -0.29407 812.303 809.665 0.496803 0.701882 0.226313 0.629115 673.575 1.35178 1.64585 1043.02 0.639967 1.93707 92.9047
786.561 -0.328137 0.748806 -1 -1 -1 -1 332.971 0.137506 -1 0.850688 -1 706.872 -2.38136 0.498824 979.101 0.618041 2.55484 92.9047
1197.29 0.425527 -0.736126 278.27 0.235575 2.60731 1271.23 404.479 0.392245 0.320947 0.569207 0.725522 864.308 2.35842 0.255993 1555 0.51177 2.80982 92.9047
520.491 -0.456642 -1.52903 496.39 -1.64957 -0.310787 932.428 761.577 0.256972 0.769826 0.751375 0.702132 715.637 1.86237 0.379931 1262.46 0.894257 2.89762 92.9047
935.026 0.601877 -2.41789 603.919 -0.262374 -0.0228137 1568.22 1534.08 0.315554 0.611083 0.585713 0.821779 636.391 1.38751 1.40567 1512.13 0.413155 2.39842 92.9047
721.262 -0.254833 -2.20352 -1 -1 -1 -1 260.6 0.300845 -1 0.340343 -1 616.788 1.02864 0.10432 924.712 0.749215 2.9089 92.9047
523.347 0.291723 -0.0812376 407.608 1.47558 -0.124059 594.71 557.012 0.561298 0.616083 0.739168 0.630967 778.24 3.06889 0.176893 1068.14 0.569485 2.97125 92.9047
593.008 1.5206 2.18912 265.232 -1.38253 2.503 1610.89 1583.26 0.421412 0.414486 0.521752 0.528003 701.23 -0.848074 0.342694 948.521 0.929089 2.89558 92.9047
1239.59 -0.372815 0.868877 -1 -1 -1 -1 1106.15 0.741329 -1 0.761816 -1 1025.63 -2.37195 0.146534 1513.22 0.73969 3.09585 92.9047
727.968 -0.300456 -2.13431 367.493 0.402862 -3.01156 582.573 582.573 0.417044 0.611771 0.474475 0.583712 619.395 0.868109 0.142964 1560.71 0.570235 3.1378 92.9047
750.708 0.347428 0.851226 354.732 0.835408 1.82866 567.631 535.437 0.477351 0.516258 0.597302 0.746859 788.554 -2.21864 0.149363 1311.69 0.93335 2.92077 92.9047
878.168 -0.904327 -3.08033 260.852 -0.27164 -0.839976 1057.02 430.397 0.249438 0.47604 0.636728 0.470735 726.886 0.344593 1.17481 1187.16 0.657564 1.76613 92.9047
844.478 1.13011 -0.678574 -1 -1 -1 -1 441.31 0.0675334 -1 0.316561 -1 639.862 2.32406 0.634649 1157.75 0.593348 2.29794 92.9047
979.181 0.322162 -0.503566 611.297 -0.582738 1.66501 1575.44 1503.34 0.547398 0.562198 0.28583 0.393448 759.107 -2.97208 0.726948 1699.93 0.876016 3.0602 92.9047
507.174 -0.444681 -2.8117 -1 -1 -1 -1 918.525 0.54015 -1 0.680113 -1 669.179 0.587266 1.95186 785.046 0.881434 1.35165 -92.9047
778.59 -0.643354 -0.0956014 -1 -1 -1 -1 891.982 0.681552 -1 0.615175 -1 718.466 -3.0993 0.518264 899.742 0.915202 2.48738 92.9047
895.55 -0.491819 -1.05355 347.281 0.259991 0.958042 1123.28 948.478 0.0239391 0.589668 0.633795 0.309586 804.676 2.42575 1.46917 1290.24 0.799768 1.33464 92.9047
923.446 -0.372959 -0.991918 298.813 0.561267 3.12074 1162.24 369.008 0.182096 0.73003 0.581789 0.499057 808.166 1.84631 1.26837 1255.17 0.602366 2.00552 92.9047
1003.41 0.0340448 -2.50396 427.954 0.514876 0.816573 1356.85 1285.71 0.678007 0.73565 0.496172 0.770209 700.921 0.0844462 0.73 1591.52 0.428465 2.96662 92.9047
583.005 -1.15804 3.13053 283.285 0.0899757 -2.59279 596.186 579.686 0.548296 0.195135 0.807234 0.342668 702.234 0.423125 1.10867 1078.18 0.586105 1.90377 92.9047
727.301 0.278152 1.66321 573.058 -0.126217 3.04948 884.005 860.333 0.698992 0.587926 0.708184 0.73955 961.497 -0.749301 0.912889 1442.17 0.623799 2.08006 92.9047
816.708 0.0565679 -2.56602 -1 -1 -1 -1 248.93 0.371591 -1 0.634182 -1 761.972 0.125511 0.328425 1247.52 0.740191 3.02904 92.9047
