pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
764.316 0.433756 0.133419 617.216 -1.97074 2.80477 2481.82 2470.5 0.546315 0.525542 0.634853 0.709504 428.216 -1.97346 1.50447 1521.33 0.937358 1.00487 92.9047
713.89 -1.46862 -1.21564 533.264 -1.08338 -2.88247 969.686 959.654 0.618676 0.546474 0.579862 0.762062 545.97 1.31721 0.168758 1558.82 0.524083 2.3641 92.9047
739.397 0.254999 2.22023 -1 -1 -1 -1 371.766 0.224553 -1 0.58585 -1 860.078 -0.737177 0.173419 1060.46 0.81611 2.96592 92.9047
711.77 -1.13607 -1.13765 -1 -1 -1 -1 749.681 0.299785 -1 0.731475 -1 869.094 1.8543 0.210785 994.945 0.914691 2.78129 92.9047
555.345 -0.170356 1.24953 472.353 -1.42299 3.08953 1076.49 1065.12 0.563729 0.799118 0.818746 0.713603 486.532 -0.453566 0.460336 1524.94 0.58068 2.27991 92.9047
450.565 -1.44582 0.279858 301.507 0.179103 -2.33794 990.487 988.202 0.661971 0.325546 0.752396 0.647798 490.149 3.06256 0.880099 1011.8 0.274882 2.60566 92.9047
521.773 -0.467808 3.08246 440.743 -1.6031 1.93564 788.922 787.69 0.508876 0.448207 0.762748 0.724459 822.113 -0.58976 2.52836 961.679 0.842267 1.14359 92.9047
1287.42 -0.365052 -1.07784 589.89 -0.00118402 2.5563 1762.76 2220.82 0.576987 0.334835 0.585898 0.718257 260.599 1.80704 0.13445 2443.18 0.44976 2.75044 92.9047
510.974 -1.79318 2.207 -1 -1 -1 -1 343.497 0.351699 -1 0.832453 -1 435.92 -0.96363 0.182051 563.976 0.810252 2.98581 92.9047
654.245 1.09732 -1.27015 -1 -1 -1 -1 513.982 0.273695 -1 0.690521 -1 768.842 2.16886 2.24447 870.767 0.873626 1.1926 92.9047
748.631 0.652471 -0.339422 293.099 -1.12994 2.15324 1305.4 1276.25 0.205707 0.59032 0.789859 0.599299 619.124 2.67285 0.527341 1366.3 0.541271 2.48412 92.9047
