pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
1724.02 0.889819 -1.48325 1428.79 -0.0370654 2.74077 3098.73 3055.37 0.284173 0.557518 0.844349 0.634471 702.896 -0.388734 0.722754 3950.86 0.443264 2.40516 1.5571
2190.22 0.556848 -0.523632 1706.79 0.450912 2.44549 3874.18 3840.14 0.283156 0.652937 0.498859 0.582571 1282.68 2.64289 0.201215 4366.46 0.156993 2.96463 1.5571
1766.38 -0.0653668 1.29547 1368.21 0.379821 -2.3192 3161.3 3063.38 0.327656 0.40518 0.683358 0.714038 1159.63 -1.83128 0.294625 4078.58 0.973958 2.84892 1.5571
1037.86 0.416688 3.0927 781.846 0.242008 0.111357 1829.43 1736.2 0.112995 0.590883 0.800752 0.730879 605.295 0.0160371 0.0499844 2526.72 0.190522 3.0259 1.5571
1702.65 -0.494488 2.17575 1215.63 -0.913518 -1.39264 2899.85 2869.76 0.632416 0.121027 0.435824 0.634303 614.24 1.63881 0.530227 4195.25 0.261259 2.72611 1.5571
1455.45 -0.371002 3.01663 1309.48 -0.327752 1.07812 2284.63 2268.83 0.323831 0.341105 0.590305 0.75841 656.287 -0.112101 0.281014 3973.52 0.556128 2.87481 1.5571
911.561 0.274756 -1.86868 843.245 0.00897001 -0.469899 1159.97 1142.47 0.672286 0.277016 0.790465 0.573048 611.501 1.27246 0.71568 3139.73 0.353501 2.42764 1.5571
1518.86 0.19554 2.71507 1110.02 0.973947 -0.385988 2821.71 2731.29 0.28926 0.635159 0.285412 0.752109 844.525 -0.520725 0.132694 3141.35 0.174719 3.10133 1.5571
2644.93 -0.265347 -1.21774 2390.83 -0.765297 1.94983 5207.98 5194.89 0.442031 0.564816 0.510384 0.436884 922.518 -1.18104 0.036575 5645.45 0.0541253 3.11419 1.5571
1089.24 -0.37436 -0.761361 573.805 -0.776712 1.0933 1314.99 1305.27 0.312144 0.550134 0.619615 0.655966 633.344 2.35527 0.404363 2066.47 0.893332 2.76219 1.5571
2288.74 0.569967 0.934163 1467.91 0.521015 -2.31928 3874.3 2849.72 0.236429 0.378101 0.525552 0.789192 669.835 -2.40186 0.245078 3439.75 0.309415 2.93539 1.5571
1331.32 -0.432552 -0.603457 1078.72 -0.322483 2.99771 2355.82 2291.84 0.562112 0.368485 0.464364 0.374581 645.037 2.4999 0.502328 3017.17 0.251453 2.67463 -1.5571
1592.43 0.0129135 0.884079 1309.68 -0.25756 -1.29843 2683.87 2106.32 0.473293 0.280775 0.844605 0.645122 650.942 -2.29972 0.601114 3733.78 0.633501 2.58206 1.5571
2832.2 -0.064914 1.41383 2364.18 -0.278519 -2.12457 5169.12 4758.79 0.378987 0.373201 0.498981 0.528343 920.056 -1.74329 0.307636 6159.57 0.227712 2.81836 1.5571
1781.94 1.04204 -0.987195 623.147 0.191046 1.16794 2100.03 2013.93 0.476367 0.449522 0.811961 0.497095 696.693 2.13159 0.943001 2814.29 0.640788 2.17744 -1.5571
2014.36 -0.220523 -2.42714 1336.88 0.0225477 1.60233 3017.26 2958.26 0.613076 0.30352 0.523109 0.232741 1017.29 0.744304 0.41362 4065.15 0.970827 2.74387 1.5571
