pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
459.421 1.57441 -2.10899 296.517 0.150914 0.502494 917.23 915.922 0.661255 0.348261 0.686554 0.609437 62.593 1.10132 0.598831 931.501 0.334073 2.61076 92.9047
839.548 0.3945 0.149674 582.14 -1.97598 2.87869 2495.6 2304.83 0.674494 0.529329 0.576402 0.610409 479.628 -2.37791 0.987347 1559.71 0.290614 2.76587 92.9047
705.696 -1.46581 -1.12467 523.669 -1.10199 -2.86761 988.205 894.73 0.451691 0.496845 0.388816 0.700504 509.836 1.42045 0.359393 1546.67 0.581654 2.18526 92.9047
897.808 0.529001 1.98376 658.545 -1.23272 -1.07097 2176.71 2165.81 0.543799 0.165115 0.378368 0.654945 29.6924 1.02517 0.132687 1889.62 0.776461 2.52231 92.9047
559.197 -0.206694 1.21251 472.26 -1.42359 3.10526 1077.4 1032.78 0.463183 0.653116 0.478456 0.764006 517.472 -0.594983 0.293977 1487.61 0.581216 2.30844 92.9047
457.36 -1.44874 0.287614 286.161 0.245621 -2.33858 1000.1 1298.49 0.84758 0.38507 0.791919 0.602355 496.571 3.07415 0.805399 964.702 0.261193 2.61782 92.9047
1253.23 -0.39124 -1.09681 606.859 -0.0135475 2.51623 1766.61 2153.83 0.466358 0.37567 0.654185 0.805492 932.51 2.01921 0.14607 2354.93 0.780133 3.02034 92.9047
527.958 -0.713766 0.439969 470.143 1.85286 -2.74769 1983.58 1575.43 0.276443 0.59302 0.557189 0.548856 50.1519 1.07772 0.471333 1299.84 0.859974 3.13017 92.9047
726.387 0.649595 -0.206152 317.059 -1.10063 2.24505 1319.6 1246.09 0.794933 0.68002 0.601272 0.668966 554.607 2.71739 0.500537 1356.59 0.535513 2.42136 92.9047
700.607 -0.0889889 1.52994 514.55 -1.23078 -2.73018 1267.17 1200.52 0.346869 0.689223 0.765365 0.866246 583.25 -0.925921 0.0939772 1317.05 0.932713 2.54603 92.9047
849.07 -0.891882 -2.56086 550.291 -0.913032 1.32689 1300.03 1272.08 0.572251 0.466746 0.565131 0.611091 160.47 0.775085 0.558742 1919.22 0.420725 2.37747 92.9047
782.069 0.304555 0.0634094 456.337 -1.0777 2.71044 1482.06 1358.03 0.620169 0.621802 0.684958 0.778324 333.469 -2.35568 0.186503 1402.26 0.655368 2.70094 92.9047
549.645 0.18202 0.662456 537.541 -0.293255 2.59928 939.046 922.685 0.744285 0.621687 0.629295 0.721998 98.0215 -1.59204 0.0462335 1604.91 0.693693 2.20814 92.9047
1043.43 -0.202747 1.62097 322.747 -0.684303 -3.03196 897.343 873.387 0.0951376 0.648737 0.604183 0.692664 825.607 -1.20113 0.0779867 1619.38 0.610575 2.74413 92.9047
531.702 -1.75507 1.19996 374.202 0.384959 -2.66299 1436.16 1339.75 0.71946 0.615463 0.726977 0.60888 402.497 -1.40987 0.162137 955.437 0.931168 2.46269 -92.9047
651.626 -1.36774 -1.97025 420.581 0.414969 0.493804 1455.28 1415.78 0.616887 0.407408 0.586389 0.50603 303.638 0.72658 0.246774 1695.31 0.127165 2.94752 92.9047
635.878 0.841465 -1.8402 479.04 -0.797016 1.85113 1471.64 1417.32 0.63464 0.767233 0.674716 0.76063 197.226 0.442397 0.755867 1249.6 0.577749 3.05444 92.9047
926.369 -0.60054 -1.7156 899.807 -0.450868 2.20236 1834.29 1458.37 0.0651332 0.575468 0.58722 0.333223 637.103 0.263468 0.190346 1983.21 0.800242 2.75764 92.9047
1003.14 0.623705 2.69864 596.641 1.34975 -0.747824 1637.58 1625.52 0.268217 0.250858 0.487626 0.179481 389.483 -0.518615 0.224088 1771.72 0.296361 2.84161 -92.9047
578.896 -0.149059 -0.368009 418.289 0.446033 3.07796 1024.69 997.934 0.783066 0.646884 0.554813 0.626847 86.6766 -2.98363 0.203765 1721.66 0.229763 2.82327 92.9047
