pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
2119.93 -0.381737 -1.16492 1315.86 -0.450401 1.24394 3165.47 3004.86 0.819515 0.779633 0.835826 0.765901 132.061 1.64974 0.197063 4981.78 0.100277 2.94394 -0.0996691
1562.72 0.272174 2.81069 1405.42 -0.8009 -1.80239 2800.86 2680.71 0.769574 0.705312 0.766909 0.548718 337.086 0.384445 0.0261338 4582.63 0.878663 2.89131 -0.0996691
426.346 0.981387 1.40401 401.427 2.40713 -1.79874 1100.03 857.39 0.506777 0.713774 0.765046 0.707676 8.96694 -1.96848 0.0742396 826.812 0.87835 2.90994 0.0996691
1978.45 -0.640279 3.02518 968.44 2.23719 0.145921 6209.66 5773 0.685628 0.789103 0.576173 0.760432 570.543 0.594352 0.0149906 4328.23 0.883587 3.04152 0.0996691
1389.98 -0.833175 -0.156766 1018.34 0.639714 -3.0585 3069.28 2900.72 0.808818 0.689406 0.863267 0.802773 154.29 2.10586 0.626457 2683.08 0.61753 2.89144 0.0996691
1639.02 -0.566046 -1.87781 1518.26 0.869687 0.307841 3755.1 3648.96 0.341717 0.705658 0.680804 0.757457 320.111 -1.51623 0.36499 5674.1 0.222154 2.97367 -0.0996691
450.853 -0.471204 -1.56261 310.154 -1.65633 1.53777 907.345 751.114 0.509108 0.817209 0.777433 0.88326 180.406 1.55043 0.0070014 746.389 0.294863 3.11937 0.0996691
447.027 -1.37899 1.26752 446.857 -1.51908 -1.88798 941.675 817.675 0.602514 0.815636 0.857329 0.815125 54.4959 -2.63193 0.727394 974.678 0.136719 2.87031 0.0996691
427.161 0.616841 1.9452 390.534 0.245428 -1.21264 847.449 785.326 0.788673 0.672727 0.77718 0.847202 27.5622 -0.827605 0.113137 843.846 0.888467 2.88218 0.0996691
594.794 0.480727 -0.816577 325.782 -1.71401 2.81805 1473.68 1261.85 0.798908 0.732223 0.823043 0.803108 404.028 2.90069 0.092979 1254.38 0.379854 2.63644 0.0996691
1202.68 -1.24649 -0.271235 513.101 1.36991 1.86966 3055.08 2604.68 0.578259 0.319228 0.811575 0.741957 710.115 2.91679 0.316286 2190.32 0.743333 2.79839 0.0996691
314.76 0.433319 -3.0799 312.964 1.79255 -0.0229479 812.009 612.049 0.632471 0.730116 0.790514 0.889698 38.4114 1.79219 1.36695 612.788 0.761381 1.41262 0.0996691
1365.96 0.131209 -0.663529 415.458 1.76651 -0.546177 1455.31 1231.72 0.453627 0.586285 0.527737 0.829538 1655.86 2.49717 0.106565 1848.93 0.892591 2.99739 0.0996691
323.314 -0.118884 -2.2719 251.814 -1.50307 1.47606 723.271 586.022 0.734051 0.745833 0.694161 0.756833 49.332 -0.517665 0.517192 614.659 0.78838 1.44356 0.0996691
1402.02 -0.208375 -1.55658 1349.92 0.672108 1.3164 3059.85 2855.15 0.659427 0.769308 0.410128 0.765024 42.9164 1.32506 0.00993657 3334.46 0.963693 3.10822 0.0996691
1638.52 0.262283 -1.79098 1187.23 -0.588049 1.42236 3089.49 2920.9 0.642246 0.469341 0.840453 0.745286 105.993 0.394886 0.252688 3305.89 0.130244 2.90468 0.0996691
3216.24 -0.288898 1.46292 2126.26 -0.395946 -2.21155 5367.73 4064.1 0.138813 0.82293 0.711808 0.813662 255.101 -1.22587 0.100359 6892.5 0.0678141 3.00907 0.0996691
343.153 1.88833 -1.38829 303.039 1.38186 1.78213 718.081 477.3 0.851041 0.630861 0.802758 0.787202 68.8033 1.86132 0.18239 856.397 0.165739 2.97845 0.0996691
2018.68 -0.458668 0.737584 1918.56 0.814854 -2.19801 4771.78 4657.76 0.640009 0.686247 0.670121 0.864752 287.643 0.771787 0.0321101 5075.41 0.484404 3.0433 0.0996691
491.889 1.31694 -0.937987 393.623 0.659002 2.21285 969.602 809.09 0.71007 0.714698 0.861428 0.789784 47.2953 -0.119919 0.347295 890.004 0.563701 2.02261 0.0996691
736.893 -0.51917 2.59041 734.611 -0.671519 -0.452854 1505.64 1412.6 0.466286 0.577121 0.56107 0.685602 66.0624 -2.59625 0.276858 1462.9 0.0982607 2.99677 0.0996691
340.62 -0.383323 0.665133 323.898 -1.18771 -2.42606 753.92 618.369 0.755229 0.820345 0.805541 0.852969 31.4639 -1.39549 0.0462795 872.41 0.189333 2.77399 0.0996691
1778.62 -1.35139 0.879756 1032.1 -0.833102 -2.42394 2880.49 2393.64 0.402123 0.518278 0.835403 0.779265 153.302 -2.62792 0.085062 4825.97 0.0916226 2.98179 0.0996691
346.614 2.49707 1.37409 315.836 -0.0322502 -1.70974 1288.95 1095.42 0.732575 0.72205 0.909273 0.718046 30.8221 -0.880028 0.0883343 701.618 0.116705 3.0076 0.0996691
1224.8 0.818517 2.66857 645.705 -0.827455 -1.66286 2245.33 2017.87 0.56702 0.685437 0.659938 0.641071 718.758 0.186523 0.114709 2320.16 0.898234 2.47439 0.0996691
1229.07 0.64261 -1.87119 1195.57 -0.890928 1.21637 3210.05 3006.3 0.865607 0.731111 0.801788 0.799955 11.9405 2.27487 0.0424633 2883.36 0.683442 2.87578 0.0996691
2260.93 -1.09372 1.82286 1974.05 1.19719 -1.91059 7240.89 6984.44 0.803933 0.469735 0.806417 0.789163 21.0314 0.0828849 0.0604822 5493.67 0.160659 2.88902 0.0996691
