pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
757.344 0.413929 0.152677 574.512 -1.97788 2.84916 2369.3 2311.96 0.698862 0.462698 0.710709 0.819796 398.914 -2.11745 0.997564 1437.46 0.539025 2.91769 92.9047
706.851 -1.45344 -1.22169 544.128 -1.09164 -2.85737 962.175 873.339 0.448096 0.475349 0.638464 0.61498 534.535 1.30266 0.107926 1584.62 0.507001 2.41705 92.9047
749.647 0.271842 2.21989 -1 -1 -1 -1 364.396 0.176041 -1 0.489531 -1 851.389 -0.810145 0.258534 1032.69 0.802374 2.9907 92.9047
751.652 -1.11499 -1.08473 -1 -1 -1 -1 547.178 0.252555 -1 0.656163 -1 878.756 1.88461 0.146648 1020.16 0.891787 2.83359 92.9047
534.45 -0.166997 1.29017 476.382 -1.4558 3.10669 1075.89 1017.03 0.339247 0.593493 0.566548 0.762739 487.398 -0.491326 0.401606 1408.82 0.575807 2.30709 92.9047
462.706 -1.44214 0.287636 291.85 0.224682 -2.36121 1009.59 1310.99 0.786884 0.354816 0.758692 0.690808 480.088 3.12295 0.741741 976.647 0.398687 2.69567 92.9047
548.764 -0.424747 3.12132 443.136 -1.62412 1.9512 843.246 820.939 0.720655 0.38023 0.564808 0.610839 815.328 -0.537203 2.48237 968.957 0.835047 1.17566 92.9047
1248.42 -0.397896 -1.14318 605.126 -0.00809323 2.60038 1733.31 2149.48 0.729731 0.298508 0.496274 0.756737 288.468 1.526 0.0748967 2368.61 0.450917 2.74521 92.9047
525.179 -1.77706 2.24264 -1 -1 -1 -1 306.836 0.465822 -1 0.739193 -1 452.637 -0.899967 0.00214435 561.509 0.848587 3.1391 92.9047
690.194 1.0996 -1.312 -1 -1 -1 -1 215.993 0.252753 -1 0.791801 -1 773.748 2.129 2.25097 915.238 0.914886 0.836186 92.9047
780.009 0.607799 -0.206139 324.284 -1.07506 2.188 1344 1258.44 0.576844 0.547764 0.674569 0.6034 626.791 2.85948 0.718055 1394.33 0.570707 2.34226 92.9047
917.853 -2.00922 -0.534097 -1 -1 -1 -1 441.876 0.353101 -1 0.847151 -1 932.066 2.61143 0.0660244 1166.79 0.877612 3.12494 92.9047
700.083 -0.0552411 1.55786 538.708 -1.21221 -2.73176 1290.83 1236.1 0.435194 0.64214 0.608434 0.881738 544.819 -0.814145 0.244725 1319.76 0.846974 2.12875 92.9047
447.754 -0.209976 -0.71637 329.457 -0.331311 1.43625 683.399 682.089 0.450628 0.424437 0.443069 0.48297 386.594 -3.0569 1.7899 776.393 0.493364 2.15275 92.9047
368.026 1.67641 -2.26177 -1 -1 -1 -1 1402.46 0.614312 -1 0.772419 -1 343.364 0.866838 0.388412 902.292 0.400341 2.72858 92.9047
793.953 -0.561472 -2.95817 -1 -1 -1 -1 289.352 0.209835 -1 0.562327 -1 461.802 0.183307 0.095735 1169.8 0.440355 2.77501 92.9047
693.679 0.376961 0.167371 460.922 -1.09027 2.6939 1421.54 1288.54 0.601263 0.726592 0.566176 0.800893 297.189 -2.12214 0.0922241 1303.68 0.730208 2.38519 92.9047
837.713 -0.612861 0.185049 488.353 -1.52083 1.20616 879.724 862.203 0.215327 0.516806 0.75476 0.709318 1003.69 -2.54338 0.375404 1494.43 0.645331 3.10458 92.9047
724.397 -0.831649 -2.94199 526.014 0.386751 -0.661346 1403.93 1129.56 0.116672 0.552798 0.721173 0.628492 463.455 1.20829 0.954542 1382.85 0.320806 3.01945 92.9047
