pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance delta_phi_j1j2 weight
691.298 0.454617 0.0613304 568.071 -0.892138 -2.92937 1596.4 1283.06 0.797789 0.804914 0.785986 0.840531 529.996 1.44917 0.0295446 1836.97 0.40063 3.07905 92.9047
599.429 -1.10576 0.739087 562.887 0.835296 -0.776608 1597.33 1007.55 0.552322 0.300415 0.883159 0.648305 689.006 3.10213 0.0903896 1239.52 0.584986 2.91764 92.9047
508.268 1.08433 -1.27671 293.818 -0.924205 0.657087 1138.22 903.988 0.723121 0.831346 0.868017 0.865978 464.426 2.46994 0.129138 767.355 0.358663 2.46666 92.9047
540.998 0.0901298 1.40853 335.892 -2.44467 -2.7669 1628.57 1171.39 0.706441 0.871857 0.809611 0.795683 450.243 -1.65313 0.228548 1005.1 0.391979 2.96478 92.9047
784.089 1.1246 1.58386 528.358 2.42453 -2.24103 1535.47 1367.24 0.735774 0.842611 0.871165 0.820823 254.404 -0.283657 0.0108438 1634.23 0.262289 2.97819 92.9047
819.601 0.681716 -0.24701 487.202 -0.162087 -2.69737 1340.31 1181.13 0.727685 0.817575 0.752012 0.848002 350.53 2.68583 0.0311229 1601.62 0.0510197 3.0557 92.9047
789.353 -0.305995 0.729038 592.707 0.598082 2.4158 1258.12 1023.78 0.809381 0.797853 0.761229 0.79638 821.542 -1.75454 0.00942767 1422.38 0.262199 2.91726 92.9047
751.273 -0.657006 1.76356 529.372 -0.195915 -1.10144 1356.88 1028.45 0.770885 0.789712 0.83758 0.849007 481.781 -2.4408 0.22842 1530.22 0.260493 2.88426 92.9047
1554.94 -0.657164 0.801332 1343.09 0.477242 -2.70854 3383.01 3052.62 0.796983 0.606905 0.809204 0.849851 238.471 -0.259971 0.0238607 3390.09 0.196036 2.85624 92.9047
718.846 1.28914 -2.85734 550.403 -0.253426 1.93891 1420.52 1143.49 0.814013 0.786873 0.789283 0.789254 646.483 -0.416149 0.01757 1367.42 0.230603 2.9785 92.9047
676.601 0.51258 1.65203 630.714 1.52138 -1.47537 1533.48 1246.2 0.654288 0.718669 0.832403 0.80678 31.7804 -1.41272 0.0553737 1244.49 0.0710015 3.11071 92.9047
919.115 1.36365 -0.954319 539.584 -0.376727 2.92249 1964.25 1532.73 0.735401 0.709952 0.780064 0.792702 483.377 1.78079 0.205774 1569.99 0.23398 2.88881 92.9047
426.726 1.8398 0.969637 371.25 0.563834 -2.20949 1048.46 700.475 0.724147 0.803378 0.817596 0.790176 46.7598 -0.378539 0.0216419 887.921 0.166335 2.95302 92.9047
480.202 1.71642 -2.14518 320.289 -1.61309 -1.86428 2034 1064.49 0.778376 0.843157 0.841696 0.747022 525.053 0.808121 0.00843799 879.88 0.172689 3.04771 92.9047
625.633 0.456383 -0.346487 414.211 -0.315181 2.27253 1101.93 1003.44 0.742846 0.786455 0.779151 0.792608 557.351 -2.26223 0.571941 1366.52 0.13585 3.03341 92.9047
594.005 -0.867376 -1.43048 419.713 0.0049296 3.10024 969.405 660.206 0.797475 0.81154 0.801073 0.785385 511.015 1.08645 0.24136 1006.91 0.148292 2.98524 92.9047
1043.63 -0.302873 0.956551 685.715 1.39254 -2.28396 2364.66 2132.44 0.770687 0.573447 0.828393 0.778951 358.06 -1.88278 0.0843384 1831.46 0.174802 3.1073 92.9047
537.091 -0.265727 3.12757 399.331 -1.49984 -1.84554 879.627 688.513 0.657256 0.786349 0.651261 0.82577 530.531 0.400034 0.151807 1081.25 0.157388 3.02427 92.9047
1009.43 0.495749 3.03183 860.924 -0.471593 0.552834 2061.32 1735.24 0.555768 0.620229 0.758169 0.699756 172.236 -2.45094 0.338915 2422.92 0.975741 2.69723 92.9047
865.539 -0.8607 1.28809 272.131 1.99813 -0.93281 2138.68 528.202 0.763711 0.768054 0.829503 0.793156 675.14 -1.77793 0.00103295 1215.86 0.97728 3.07611 92.9047
528.42 -0.716347 2.71326 378.621 0.326939 -2.46292 716.044 597.635 0.641094 0.725733 0.751 0.778609 508.58 0.286609 0.0965384 1232.84 0.112813 3.12959 92.9047
929.053 1.20886 0.324315 423.617 0.508334 2.59967 1365.12 868.336 0.125888 0.842886 0.797245 0.793945 784.961 -2.28956 0.00711775 1523.82 0.545448 3.1043 92.9047
622.416 -0.138846 -0.466704 558.917 -0.604783 1.04656 934.276 694.566 0.832875 0.749653 0.769432 0.767996 402.69 3.05379 0.148273 1552.29 0.286743 3.05458 92.9047
632.11 0.607467 3.02185 388.996 -2.33896 -0.64327 2327.57 1265.58 0.568207 0.82697 0.843782 0.852412 169.828 -0.199742 0.0829995 994.481 0.963218 3.05705 92.9047
911.339 -1.36957 -0.738111 814.784 0.818025 2.99378 2853.51 2496.04 0.511123 0.521946 0.849016 0.755808 706.996 0.772943 0.053529 1965.18 0.233812 2.66964 92.9047
505.031 -0.0582586 1.57665 444.978 2.10012 -2.68355 1544.97 1159.98 0.699033 0.82214 0.669924 0.878847 399.212 -0.646186 0.0572478 933.514 0.124501 3.05299 92.9047
850.712 1.77241 -0.265779 789.862 -0.0460316 1.82835 2296.48 1790.29 0.486881 0.525998 0.645191 0.644131 764.712 -2.37902 0.276374 1691.88 0.505812 2.08142 92.9047
933.64 -0.268894 -2.13528 484.417 0.632938 1.16485 1530.53 1267.86 0.691163 0.771285 0.813274 0.758659 439.38 0.873733 0.0912075 1530.5 0.0765878 3.09785 92.9047
784.936 1.03218 0.455106 489.945 -0.548477 2.78447 1643.15 957.5 0.2893 0.476879 0.832443 0.861549 349.205 -2.01355 0.0675383 1433.65 0.840709 3.05582 92.9047
764.085 -1.18582 1.04967 722.576 0.227953 -2.97219 1841.66 1445.36 0.782857 0.587666 0.840298 0.895369 540.654 -0.926366 0.208623 1529.51 0.174281 2.81213 92.9047
980.878 -0.897362 -1.37301 323.393 -0.77279 1.83671 1217.23 687.015 0.637025 0.694875 0.836271 0.794526 609.084 1.76729 0.0806854 1609.62 0.982462 3.05513 92.9047
866.986 -0.783452 -1.76915 730.462 -0.838725 1.05496 1694.47 1210.36 0.193257 0.701328 0.81096 0.769524 243.07 2.25726 0.345547 1679.99 0.123299 3.0089 92.9047
648.065 -0.718545 -0.213325 546.27 0.46349 -2.46937 1360.84 1095.49 0.779151 0.796288 0.802484 0.803956 712.812 1.74686 0.103425 1535.98 0.15938 3.008 92.9047
1091.53 0.274645 1.2398 398.685 1.11615 -0.0924769 1062.73 836.4 0.826037 0.766405 0.766824 0.753664 969.961 -1.96791 0.259437 1665.9 0.969839 2.94856 92.9047
1081.28 0.719435 0.0413343 770 0.861065 2.65227 1795.8 1653.16 0.701081 0.775762 0.78125 0.807546 530.001 -2.6114 0.615986 2038.25 0.93372 2.27127 -92.9047
667.928 -0.244606 1.94154 252.453 1.19535 1.40756 751.034 461.134 0.53779 0.725133 0.675034 0.7869 676.236 -1.41632 0.0308231 1098.1 0.971394 2.98802 92.9047
1102.86 0.0320984 1.65939 594.581 0.532565 -2.95171 1331.24 1160.17 0.756117 0.786875 0.872722 0.785899 1097.07 -0.983395 0.150624 1754.2 0.239436 2.83516 92.9047
850.892 -0.00753253 1.59342 665.661 -0.813428 -1.60726 1664.6 1465.52 0.523061 0.713459 0.770469 0.774182 170.328 -1.05034 0.0589935 1585.01 0.3568 2.81851 92.9047
924.212 -0.100516 -1.12888 695.244 -1.07543 1.61467 1867.17 1231.15 0.772932 0.421594 0.8155 0.825107 151.928 2.64696 0.144735 1648.66 0.852742 3.00034 92.9047
385.912 -0.541318 2.15309 319.685 0.949063 2.5935 646.433 441.071 0.760808 0.814071 0.820856 0.880573 550.07 -0.712986 0.229343 702.506 0.908774 2.72164 92.9047
958.859 -0.978176 0.674598 850.798 0.0361665 -1.67386 1961.59 1783.64 0.782607 0.825645 0.763049 0.763378 369.702 2.88092 0.0139501 2091.18 0.436386 2.73269 92.9047
770.139 -0.456264 1.13173 528.465 -1.67056 -3.11854 1463.16 1044.62 0.813564 0.815408 0.782543 0.721045 556.361 -1.12968 0.59121 1283.67 0.407282 2.32417 92.9047
1272 -0.646414 -1.75835 280.964 -0.840494 -3.1197 852.878 659.722 0.712742 0.612971 0.779971 0.770341 1151 1.23945 0.0715054 1611.95 0.309548 3.09737 92.9047
600.659 -0.314743 0.706735 288.47 2.07609 0.306195 1305.07 870.75 0.588848 0.754907 0.819465 0.864842 742.116 -2.93952 0.0123744 1149.93 0.872146 3.08153 92.9047
550.742 -0.131474 1.19492 451.091 -0.957959 -0.0902245 799.029 617.683 0.672008 0.85943 0.722288 0.724814 753.733 -2.59798 0.1143 1056 0.208816 2.74909 92.9047
959.771 -1.40748 2.20907 490.342 -2.17325 -0.579098 1511.16 1223.19 0.586473 0.82207 0.879807 0.788595 525.681 -1.07981 0.0166847 1397.13 0.977623 2.98095 92.9047
606.825 1.11218 0.801291 541.915 2.72364 -1.50121 1545.98 1137.85 0.811161 0.798803 0.823834 0.855152 164.334 -2.35937 0.152058 1647.13 0.966536 2.95973 92.9047
925.23 0.478401 -2.8952 678.881 1.80903 1.47816 1868.32 1147.75 0.585929 0.371038 0.814828 0.839423 624.41 -0.377869 0.0406003 1731.93 0.0145015 3.11437 92.9047
772.756 -0.979226 -1.90832 747.47 -1.64192 1.33608 1651.85 1417.38 0.798869 0.818431 0.848408 0.770539 449.658 -0.418402 0.494072 1919.66 0.909116 2.7441 92.9047
1129.4 -0.718047 -0.160922 1028.59 -0.427247 2.47804 2146.95 1994.4 0.654423 0.679705 0.786878 0.790843 428.056 -2.03783 0.137779 2253.79 0.217168 2.77686 92.9047
