pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
513.188 1.6282 -2.15495 433.84 0.266419 0.569116 1215.58 0.772207 0.662207 0.775604 0.775254 21.8942 -1.36262 0.800549 1176.75 92.9047
638.171 -0.484809 1.80214 630.647 -1.02575 -0.0698165 1147.37 0.586598 0.519185 0.821681 0.793248 196.031 -1.8095 0.486257 1774.61 92.9047
830.328 -0.924087 1.30354 589.368 0.724092 -1.34964 1922.62 0.620899 0.586782 0.775154 0.83859 89.9495 -2.27873 0.0181715 1930.81 92.9047
738.858 -1.48226 -1.28028 677.852 -1.27088 1.30541 1435.47 0.699717 0.694039 0.810336 0.571856 260.685 1.17997 0.159042 2018.17 92.9047
853.367 -0.688915 -2.43968 752.811 0.723009 0.53749 2055.77 0.756469 0.441985 0.776892 0.67006 38.1076 2.94411 0.0375984 2768.17 92.9047
736.643 1.20522 1.6443 596.527 2.3467 -2.17608 1535.34 0.797697 0.81228 0.812942 0.838176 56.5283 -0.167339 0.0975687 1875 92.9047
630.266 1.0471 -2.05085 394.069 -0.767687 1.77072 1461.6 0.738346 0.396287 0.745616 0.703294 407.213 0.521799 0.501441 975.937 92.9047
834.359 1.06439 -1.75623 -1 -1 -1 -1 0.543464 -1 0.430263 -1 677.835 1.52084 0.211645 1009.62 92.9047
521.693 0.630966 -0.703855 311.809 -1.84958 3.08287 1507.59 0.756786 0.792083 0.753928 0.826422 56.38 -2.98131 0.213741 1169.07 92.9047
482.268 -1.1852 -2.50703 268.939 -1.56635 0.782882 811.73 0.669979 0.674187 0.791353 0.745956 249.804 1.03049 0.0681521 1245.07 92.9047
757.734 -0.0244157 1.23334 743.765 0.510707 -1.57273 1563.59 0.518886 0.652674 0.846869 0.803308 238.047 1.63505 0.410458 1781.34 92.9047
835.339 0.772403 1.86668 422.312 1.91 -0.920552 1511.73 0.313616 0.785769 0.567564 0.767454 35.0189 -1.28012 0.278978 1712.7 92.9047
