pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
1277.42 0.181037 0.1244 977.531 0.142809 2.52244 2144.55 0.803063 0.748426 0.810018 0.803099 782.169 -2.25786 0.0834036 2217.4 1.5571
1941.25 -0.373515 1.2541 1670.86 0.197123 -2.28181 3770.09 0.855861 0.720894 0.833817 0.866717 261.017 -0.336879 0.0126733 4041.53 1.5571
873.037 -0.96934 -3.08284 607.525 1.07412 1.40673 2148.61 0.688872 0.479685 0.758215 0.831264 630.996 -0.5546 0.0498294 1791.35 1.5571
1476.46 -0.440202 2.57592 1441.38 -0.394431 -0.40877 3011.28 0.427175 0.424922 0.871224 0.78608 311.799 -2.18708 0.0603466 2894.72 1.5571
988.279 0.36975 1.50765 608.045 -0.535359 -0.75365 1634.57 0.74675 0.597454 0.791127 0.804315 647.312 -2.4485 0.062273 1703.9 1.5571
1336.71 0.0230721 -0.364348 955.238 1.09025 -2.59119 2540.2 0.444932 0.753564 0.74006 0.853994 893.838 2.14479 0.0523839 2370.37 1.5571
1505.24 -1.08403 -2.77271 1001.05 0.701048 -0.721087 3300.85 0.494599 0.801723 0.743617 0.791959 527.085 0.729326 0.221297 3418 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 66.7959 -0.469281 0.0312063 323.333 1.5571
402.006 -2.51871 -3.0945 -1 -1 -1 -1 0.809507 -1 0.852193 -1 215.633 0.353371 0.00535613 756.629 1.5571
981.215 -0.225611 -2.31417 456.913 1.63915 2.00977 1865.05 0.737976 0.835634 0.792426 0.85118 646.921 0.560939 0.0491664 1532.68 1.5571
477.532 -2.43563 2.92872 251.803 0.474415 -0.312773 1636.4 0.774467 0.785891 0.832204 0.773297 214.283 0.0874161 0.0454368 718.463 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.4054 0.877617 0.133599 199.35 1.5571
1530.28 0.563138 2.92327 961.398 0.380201 -1.93671 1701.62 0.867332 0.796062 0.807039 0.705892 1705.03 0.173097 0.022525 2795.55 1.5571
1753.94 -0.158494 0.168566 1071.84 -0.152817 2.58263 2696.99 0.173483 0.641885 0.772475 0.826192 1281.16 -2.53445 0.125485 2925.38 1.5571
1541.91 0.168047 -1.47713 1348.8 0.201453 2.25863 2872.51 0.771366 0.295268 0.753056 0.72334 726.878 1.25648 0.205347 3440.83 1.5571
