pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.595 0.354326 -1 0 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 75.2612 3.05278 0.124046 554.896 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.5234 1.13773 2.56315 101.656 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.1259 -0.156696 0.0664 396.771 0.0996691
561.628 0.824643 -1.56646 -1 -1 -1 -1 0.466387 -1 0.737182 -1 538.948 1.57991 0.591433 618.263 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1.35798 -3.0302 1.04963 29.7576 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.84 -2.62205 0.146439 493.394 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.9926 0.835132 0.553905 190.721 0.0996691
1118.14 0.62308 -0.62536 399.206 -0.553716 2.3197 1652.21 0.580741 0.638892 0.727744 0.72112 736.27 2.50082 0.15059 1721.86 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 53.0697 -0.929773 1.07168 229.982 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 122.945 0.590872 1.71759 189.939 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 95.1472 -2.55877 0.199016 296.593 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.3208 -2.64132 0.144233 213.678 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.3992 2.3288 1.05251 145.44 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.0127 -0.263731 2.98935 20.3967 0.0996691
1977.64 0.0376516 1.32057 1744.99 0.600628 2.99899 3079.59 0.631251 0.241663 0.796353 0.773832 1351.16 -1.34789 0.166346 5142.64 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 18.7339 1.97672 0.117521 105.501 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.1864 0.287291 1.2238 105.063 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.3986 -2.03395 0.909506 158.095 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 99.6412 2.60517 1.29595 91.8549 0.0996691
1589.72 0.409833 0.601426 1149.52 0.00831807 -2.73079 2809.75 0.258682 0.628749 0.680179 0.854377 462.961 -2.23122 0.505686 2759.46 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.5199 2.80491 0.608144 100.699 0.0996691
1565.45 -0.340827 -1.18656 -1 -1 -1 -1 0.444064 -1 0.746004 -1 1459.89 1.94448 0.0371219 1901.97 0.0996691
3464.21 0.565295 -1.85307 -1 -1 -1 -1 0.212935 -1 0.779762 -1 3418.62 1.3008 0.308552 3762.04 0.0996691
2025.32 -0.952974 -2.50104 486.307 0.907193 1.4655 2943.95 0.463044 0.544868 0.686292 0.834 1870.66 0.437946 1.03095 2504.66 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 66.7214 -0.524245 0.13163 225.2 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.686 -2.53707 0.045064 220.588 0.0996691
348.112 -1.07218 -0.557233 281.884 -2.02842 3.03817 723.978 0.598613 0.742424 0.875117 0.819669 85.7271 1.73189 0.607204 796.622 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.6752 0.489473 -1 0 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.9668 1.40149 0.272201 91.024 0.0996691
410.049 -0.726587 -2.37124 -1 -1 -1 -1 0.659439 -1 0.803826 -1 344.909 0.850123 1.20588 488.962 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 18.7909 -1.71781 -1 0 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 66.0592 2.63579 0.445316 151.861 0.0996691
1235.19 -0.152791 -2.45506 -1 -1 -1 -1 0.546498 -1 0.692146 -1 1085.95 0.730052 0.277923 1555.12 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.336 -0.636822 0.00813162 143.094 0.0996691
519.257 -0.807181 -0.692134 -1 -1 -1 -1 0.639841 -1 0.55685 -1 546.198 2.79112 1.31038 728.102 0.0996691
380.458 -1.82798 -2.5498 326.776 -0.990584 0.532904 796.756 0.596474 0.562313 0.847947 0.670672 52.9333 0.443375 0.121718 676.637 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 67.8151 2.21442 0.18493 215.125 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.3061 0.568256 0.146542 89.3949 0.0996691
296.626 -0.0153635 -1.89457 -1 -1 -1 -1 0.656797 -1 0.897831 -1 279.836 2.12863 0.313125 938.434 0.0996691
394.571 0.475349 -0.716122 -1 -1 -1 -1 0.590322 -1 0.798054 -1 368.899 -2.73469 0.128721 1374.72 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.8277 2.89994 0.620689 144.635 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.7556 2.04308 0.513599 183.92 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 14.8462 0.191491 0.210975 237.664 0.0996691
822.05 -1.34034 2.19929 -1 -1 -1 -1 0.231805 -1 0.818599 -1 811.494 -0.99076 1.98167 855.782 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 118.431 -2.6046 0.169829 565.265 0.0996691
330.882 0.202549 -0.702882 -1 -1 -1 -1 0.686764 -1 0.753355 -1 213.568 2.20941 0.33772 505.408 0.0996691
1118.57 0.459776 -1.99949 617.136 -1.23407 2.72182 2016.05 0.700028 0.40735 0.814026 0.770826 893.708 0.342384 0.576345 2305.53 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.9576 -2.70921 0.661112 58.76 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.1519 -0.269826 0.3821 63.5684 0.0996691
