pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.3827 2.83576 0.28956 223.376 0.0996691
362.206 -1.46432 3.08098 -1 -1 -1 -1 0.552136 -1 0.782759 -1 199.605 -0.210852 0.133636 509.996 0.0996691
701.378 0.184667 -0.437848 -1 -1 -1 -1 0.825285 -1 0.824604 -1 566.566 2.80307 0.0631809 812.96 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 67.2775 -2.00647 0.144828 219.528 0.0996691
1485.79 0.0807855 -0.512367 1243.62 -0.473009 -2.95239 2743.9 0.41408 0.765012 0.774559 0.815448 1557.15 1.81534 0.0117259 4544.36 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 56.167 1.27012 0.0148131 408.094 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.9749 -1.26169 0.0244999 219.534 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.36 0.425642 0.48176 248.255 0.0996691
513.184 -0.196836 2.72795 475.516 -0.953916 -0.325104 1114.06 0.661569 0.613871 0.767907 0.672604 61.305 -1.228 0.24734 1076.5 0.0996691
1027.45 -1.21562 -2.27876 -1 -1 -1 -1 0.597879 -1 0.677063 -1 1209.21 0.931192 0.0116531 1319.53 0.0996691
340.068 -2.03378 -0.572343 -1 -1 -1 -1 0.764025 -1 0.810288 -1 242.384 2.73017 0.0268843 463.867 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.3316 1.04309 0.157703 204.153 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 206.979 -0.926525 0.0145805 411.756 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.3092 -2.24706 0.437628 218.807 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.7711 0.0471693 0.0252741 278.709 0.0996691
2125.25 -0.769459 1.58338 318.573 -0.334176 -2.03561 1844.67 0.23249 0.778603 0.782309 0.706309 2070.8 -1.45483 0.1308 2538.5 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.5398 -0.672346 0.356283 176.883 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 95.4813 -0.398281 0.212115 346.25 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6226 2.49928 0.117905 181.44 0.0996691
2592.03 0.721923 1.03363 1347.88 -0.156249 2.58871 3204.99 0.786493 0.243002 0.842332 0.836491 5802.38 -1.92488 0.0506371 4563.83 0.0996691
2413.65 -0.509836 -2.09566 1337.21 0.119998 1.79325 3677.92 0.296704 0.440023 0.843712 0.787131 524.37 0.806283 0.177277 5203.25 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.609 0.652951 0.194713 160.328 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.81028 1.13582 0.383257 52.764 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.6891 1.85785 0.108586 221.79 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 99.3514 0.753674 0.160139 422.039 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.7434 1.10052 0.017406 229.636 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 103.997 0.291591 0.247453 296.75 0.0996691
