pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
1268.76 0.232006 0.0856769 642.328 0.18683 2.56409 1769.95 0.379347 0.812154 0.835876 0.804322 898.539 -2.74229 0.0705419 1948.08 1.5571
1358.76 0.0851492 1.83167 889.191 -0.061758 3.12686 1385.26 0.806352 0.55247 0.758222 0.750002 1651.26 -0.957303 0.0277724 2398.76 1.5571
1181.57 0.0321593 -0.237714 925.175 1.12409 -2.48545 2276.86 0.763802 0.709612 0.791626 0.776532 902.528 1.97591 0.147943 2105.14 1.5571
1384.66 -1.18414 -2.76985 1024.9 0.544896 -0.859349 3065.13 0.396333 0.704831 0.855613 0.84941 1147.36 1.15649 0.346753 2643.03 1.5571
822.874 0.0542845 -2.7826 490.946 0.4229 -0.796581 1176.47 0.856148 0.683266 0.838654 0.694937 839.326 1.3712 0.126287 1738.57 1.5571
1261.81 0.520893 1.48469 1189.76 -0.835826 -1.27511 3085.85 0.447307 0.535826 0.682539 0.604282 485.521 -3.06009 0.131278 2624.81 1.5571
1964.15 0.0729809 -2.20455 1407.95 0.622891 0.561738 3440.85 0.538099 0.818678 0.823198 0.792288 544.67 0.515555 0.0455399 4447.66 1.5571
947.139 -0.222068 -2.38325 -1 -1 -1 -1 0.710082 -1 0.742586 -1 996.37 0.8682 0.201946 1003.01 1.5571
880.327 -0.572949 -2.35034 764.528 0.649735 0.228 1942.69 0.800393 0.73575 0.780627 0.833127 236.427 0.820889 0.321627 1985.09 1.5571
1171.35 1.90332 -3.11967 1124.41 -1.47949 0.943576 6393 0.840439 0.815062 0.841788 0.831338 711.123 -0.133814 0.11167 2797.9 1.5571
507.385 -1.20116 -0.33949 359.006 -0.437921 -1.13263 560.846 0.752968 0.768835 0.796874 0.857939 708.897 2.51529 0.0705245 981.455 1.5571
1153.25 -1.0134 -1.29113 1117.47 1.22014 1.28638 3852.8 0.611355 0.764634 0.802788 0.760364 846.137 2.73722 0.433062 2236 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 59.6808 0.12875 0.155463 157.767 1.5571
727.885 -0.786843 1.42846 675.595 -0.132198 -0.997416 1448.7 0.787906 0.745513 0.772352 0.843799 389.238 2.14324 0.0887151 1954.64 1.5571
1227.76 -0.225913 1.27619 1191.53 -0.822135 -1.09242 2403.21 0.329432 0.692296 0.687952 0.87007 713.843 -3.01111 0.138723 2553.63 1.5571
1264.19 0.0119299 0.112071 805.39 -1.19858 2.40939 2331.22 0.598679 0.525205 0.493896 0.823845 659.295 2.93656 0.193017 2134.54 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.8024 -1.53152 0.0429426 257.879 1.5571
1161.61 0.497622 -0.484694 945.237 0.856312 1.69226 1944.09 0.363661 0.814163 0.8042 0.74883 937.367 -2.90245 0.0569904 2133.05 -1.5571
1089.17 -0.318873 1.1003 -1 -1 -1 -1 0.463272 -1 0.761563 -1 1075.54 -1.95669 0.242527 1292.3 1.5571
1249.63 -0.669995 -1.17024 468.497 -1.06143 2.88736 1517.56 0.779093 0.788232 0.857037 0.862666 787.659 1.73321 0.270514 1820.75 -1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.9396 -0.834795 0.395214 168.987 1.5571
2170.61 -0.0900111 -2.18803 271.883 2.67547 -1.90753 2917.21 0.805979 0.691972 0.79517 0.852477 1711.97 1.02546 0.0895745 2468.38 1.5571
1039.34 0.550268 1.21858 719.381 -0.569415 -1.82422 2125.44 0.431651 0.7466 0.848162 0.854181 185.654 -2.2689 0.127218 2054.73 1.5571
1370.74 0.772993 2.46114 1292.76 -1.06389 -1.87263 3627.9 0.473254 0.595893 0.822991 0.824351 586.409 0.171341 0.16306 3841.19 1.5571
1273.28 1.13597 2.62499 631.136 0.348413 -2.85829 1125.7 0.645653 0.707532 0.817141 0.776984 1559.85 -0.321275 0.461741 2030.85 1.5571
432.707 0.392597 -2.98739 375.652 -0.276461 -0.810042 895.771 0.65826 0.786732 0.783439 0.813615 572.777 2.29488 0.128989 692.157 1.5571
871.39 0.628084 0.971753 498.026 -1.49943 -1.75153 2173.98 0.739792 0.771689 0.795284 0.821602 599.061 -2.57055 0.777332 1507.31 1.5571
814.874 1.14395 2.08264 664.311 0.706099 0.445157 1267.17 0.596424 0.785841 0.656558 0.779534 780.108 -1.79158 0.0391756 1637.96 1.5571
1666.68 -0.559942 -1.8623 505.019 -1.87121 -0.736786 1760.54 0.675891 0.84965 0.889975 0.774329 1704.45 1.49856 0.000415683 2277.23 1.5571
1224.28 0.974088 -1.32619 840.736 -0.330553 0.571384 2244.94 0.801407 0.822781 0.900514 0.889147 322.795 1.58921 0.0834622 3064.4 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.7998 1.48149 0.248771 204.868 1.5571
1546.78 -0.787679 0.0450023 1235.73 0.176002 -2.01122 2809.93 0.564598 0.785333 0.862692 0.84894 3159.45 2.95621 0.35688 3929.77 1.5571
1185.95 0.0731561 -0.771258 871.258 -0.756257 2.0089 2263.16 0.655943 0.720147 0.848687 0.79769 387.403 -2.89637 0.496896 2310.78 1.5571
1969.34 -0.181322 -0.390157 -1 -1 -1 -1 0.51168 -1 0.522104 -1 1919.88 2.79357 0.428348 2138.12 1.5571
1055.7 0.174811 -2.26325 -1 -1 -1 -1 0.690018 -1 0.845657 -1 951.297 0.797338 0.156051 1371.7 1.5571
1261.7 -0.821552 -1.01597 839.113 1.03923 -0.572935 2331.12 0.745935 0.760021 0.80227 0.867261 1822.79 2.29787 0.120459 2018.52 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.1161 2.02549 0.0879281 203.484 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 98.0475 -2.86693 0.0526328 202.211 1.5571
1540.1 -0.31542 1.00011 945.654 0.666225 -1.64705 2737.91 0.453748 0.743942 0.800375 0.728821 633.514 -1.63604 0.0433482 3065.44 1.5571
613.893 -0.558695 -1.05941 295.943 1.57402 2.28449 1470.27 0.416728 0.843948 0.859602 0.801263 440.193 2.26798 0.016937 1093.17 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7.10246 1.99451 0.0532525 265.046 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.1181 -2.16845 0.0744476 198.552 1.5571
1190.1 0.155734 -1.9183 582.479 -0.243588 1.01191 1794.9 0.442161 0.569966 0.753061 0.794216 566.417 0.677351 0.0854511 2475.42 1.5571
738.909 2.01289 -1.19804 562.83 -0.630012 0.626822 2516.47 0.424725 0.851272 0.883529 0.884607 643.934 2.64244 0.219851 1339.6 1.5571
1559.89 -0.592985 -0.236472 358.009 0.273811 0.474426 1117.55 0.284199 0.800872 0.510212 0.696853 1583.24 3.08297 0.196414 2027.38 1.5571
1198.88 -0.316839 -1.39207 879.229 -0.257202 1.92225 2116.49 0.869199 0.67155 0.762573 0.677053 400.377 1.48114 0.00159323 2355.95 1.5571
416.648 0.935405 1.77165 344.143 -1.99469 -2.10739 1725.39 0.695017 0.751676 0.820702 0.8003 233.573 0.133365 0.102951 969.103 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 51.8073 0.67042 0.360625 160.786 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.595 2.23594 0.0904162 319.06 1.5571
1489.27 -0.0876718 1.77112 912.278 -0.676175 -1.34593 2488.84 0.777683 0.67699 0.801424 0.643407 488.615 -1.64991 0.153314 2591.75 1.5571
1651.01 0.411586 1.40524 1612.08 0.263639 -1.18548 3370.27 0.308255 0.744073 0.576756 0.838318 945.373 -2.88348 0.164363 3449.06 1.5571
