pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
524.46 1.55278 -2.25188 -1 -1 -1 -1 0.803715 -1 0.818752 -1 405.527 0.543773 1.35085 674.966 92.9047
1361.67 -0.421734 -0.084948 -1 -1 -1 -1 0.647828 -1 0.758226 -1 1274.88 2.92676 0.421424 1549.38 92.9047
255.741 -0.0223384 -2.80677 -1 -1 -1 -1 0.733363 -1 0.720053 -1 369.244 0.945466 0.392814 521.277 92.9047
657.464 0.424715 0.0148789 534.401 -0.858341 -2.84471 1457.99 0.734209 0.813863 0.783926 0.788008 575.85 1.49316 0.13558 1641.11 92.9047
570.7 -1.09366 0.801749 547.311 0.912399 -0.847837 1607.07 0.672441 0.268228 0.84969 0.620779 687.872 3.12773 0.116684 1206.42 92.9047
453.196 -0.950093 -0.246579 -1 -1 -1 -1 0.677202 -1 0.936001 -1 383.768 3.03601 0.192304 918.672 92.9047
470.549 1.15926 -1.32472 303.133 -0.889389 0.593962 1133.48 0.789736 0.794406 0.803202 0.80512 434.183 2.44171 0.330954 831.967 92.9047
479.49 0.0936808 1.35925 288.074 -2.35081 -2.65443 1363.56 0.666715 0.809689 0.830134 0.652038 362.31 -1.56344 0.292313 1059.63 92.9047
740.721 1.15768 1.47886 528.023 2.39897 -2.15759 1494.37 0.613323 0.791375 0.82719 0.820234 226.65 -0.147541 0.295818 1582.42 92.9047
796.922 0.621438 -0.311201 517.321 -0.171935 -2.69988 1332.87 0.761 0.808885 0.775032 0.853594 285.218 2.48883 0.702796 1470.6 92.9047
436.274 -1.27153 -2.55368 -1 -1 -1 -1 0.861039 -1 0.722524 -1 461.294 0.857759 0.214361 620.546 92.9047
812.645 -0.359701 0.762662 506.601 0.699368 2.40359 1225.16 0.669922 0.799433 0.796822 0.764244 874.065 -1.84472 0.0410172 1783.31 92.9047
779.35 0.650462 -1.63572 726.572 -0.0334029 1.31836 1606.62 0.57207 0.306435 0.760289 0.81207 175.771 2.91237 1.185 1483.1 92.9047
710.512 0.135246 -2.32853 -1 -1 -1 -1 0.214909 -1 0.643327 -1 618.847 0.8992 0.329632 784.192 92.9047
754.464 -0.659531 1.73377 505.982 -0.299396 -1.20733 1289.95 0.747755 0.771091 0.829872 0.835134 472.484 -2.3668 0.450532 1771 92.9047
641.461 -0.892602 -0.50127 329.864 2.44646 0.803799 2456.05 0.311092 0.844713 0.855405 0.7561 673.243 2.86964 0.0990796 1178.27 92.9047
1359 -0.711331 0.839745 1329.28 0.463493 -2.75154 3120.71 0.560232 0.722788 0.835202 0.706204 364.738 -0.286071 0.113034 3085.05 92.9047
663.083 1.2504 -2.86002 579.853 -0.14873 1.8587 1332.72 0.738828 0.772442 0.793644 0.827368 676.299 -0.380176 0.160845 1316.71 92.9047
674.816 0.375337 1.69982 625.256 1.4906 -1.47972 1562.14 0.565349 0.741796 0.868201 0.780297 115.527 -1.62982 0.0394289 1500.41 92.9047
887.761 1.36647 -1.03149 522.712 -0.381138 2.85326 1888.52 0.738706 0.650308 0.838155 0.77633 479.151 1.67696 0.107774 1711.5 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 165.998 2.21011 0.628006 251.695 92.9047
412.312 1.851 0.932362 250.298 0.478973 -2.21347 820.816 0.633883 0.745159 0.779113 0.788116 91.4085 -1.36572 0.833059 868.847 92.9047
439.802 1.72178 -2.16235 272.784 -1.42698 -1.79653 1634.05 0.761358 0.738703 0.839065 0.705499 486.162 0.847171 0.925092 828.026 92.9047
433.565 1.06958 2.86137 267.665 0.0163588 0.452378 798.288 0.796783 0.793309 0.757176 0.789166 345.023 -1.10344 0.0304948 1305.63 92.9047
624.936 0.497555 -0.365775 445.146 -0.257318 2.32682 1160.64 0.744731 0.730374 0.829665 0.749961 544.434 -2.27541 1.09212 1362.61 92.9047
574.318 -0.770816 -1.41654 382.149 0.119286 3.03798 913.185 0.694018 0.763619 0.775488 0.648249 558.182 0.983293 0.20066 1259.29 92.9047
1076.96 -0.372226 0.996651 688.893 1.34519 -2.28722 2426.25 0.863975 0.443279 0.816904 0.743519 393.884 -2.00615 0.270133 1980.28 92.9047
914.419 -0.230915 1.75589 -1 -1 -1 -1 0.168789 -1 0.793558 -1 782.16 -1.31208 0.00954759 1116.25 92.9047
517.655 -0.288889 3.12049 362.863 -1.56041 -1.77671 841.585 0.723592 0.783333 0.701844 0.806467 504.218 0.293534 0.279363 1098.72 92.9047
921.932 0.580316 3.01283 849.409 -0.429556 0.51941 1945.07 0.786061 0.733847 0.729892 0.721395 215.814 -2.50223 0.765442 2311.87 92.9047
702.062 0.753534 2.52941 -1 -1 -1 -1 0.149292 -1 0.699153 -1 512.328 -0.460821 0.153746 954.251 92.9047
818.905 -0.85862 1.31507 -1 -1 -1 -1 0.706348 -1 0.744863 -1 649.87 -1.78974 0.578495 1281.21 92.9047
382.58 -0.260583 -2.36765 -1 -1 -1 -1 0.728718 -1 0.758429 -1 317.928 0.61907 0.114188 1024.96 92.9047
519.662 -0.763253 2.72056 315.259 0.244962 -2.41588 635.174 0.687797 0.793523 0.816661 0.798633 487.845 0.242078 0.481532 1160.83 92.9047
876.937 1.25728 0.375273 442.852 0.563571 2.54479 1333.63 0.151937 0.828298 0.669521 0.810357 712.307 -2.2416 0.322081 1542.48 92.9047
750.191 -1.06344 -2.60949 403.573 1.73427 2.35474 2227.88 0.810862 0.708477 0.79481 0.723006 753.647 0.20644 0.0621286 1788.75 92.9047
586.926 -0.164491 -0.45064 450.902 -0.643257 0.94008 738.311 0.721531 0.50037 0.83507 0.757672 413.458 3.02786 0.238348 1439.28 92.9047
610.768 0.458972 2.93592 309.022 -2.34427 -0.511275 1908.42 0.482202 0.852834 0.849828 0.797576 273.582 -0.180018 0.169369 1070.63 92.9047
848.182 0.0329431 -0.899585 698.055 0.96682 2.66492 1791.41 0.449626 0.730289 0.766293 0.789352 433.395 1.19521 0.30597 2082.61 92.9047
