pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
632.923 1.65909 -2.17871 374.247 0.797789 1.94102 1102.69 0.819462 0.701358 0.789023 0.851687 278.468 0.306727 0.0965758 1039.51 92.9047
400.902 -1.94474 -0.199736 262.722 -1.36277 2.95367 770.235 0.667756 0.777433 0.821646 0.808991 55.6315 -1.6801 0.0698836 975.12 92.9047
1016.8 -0.94907 -0.0111554 689.529 -0.649738 1.81802 1508.78 0.395626 0.794738 0.836572 0.734849 548.532 -2.5308 0.0497162 1964.14 92.9047
487.122 -0.7463 -1.83523 433.324 -0.955143 0.426107 887.193 0.756772 0.681657 0.808603 0.800604 178.13 0.993956 0.449037 1552.59 92.9047
901.931 -1.09317 0.922857 719.122 -0.714801 3.0518 1479.57 0.771411 0.839317 0.710853 0.900001 117.244 -1.83825 0.132174 2292.34 92.9047
1116.93 -0.229798 2.39633 990.083 0.185333 -0.981517 2265.5 0.416388 0.812612 0.793402 0.887115 21.8084 -1.0668 0.0820335 2672.34 92.9047
681.323 -0.258237 1.3338 678.559 0.641216 -0.554499 1352.11 0.872622 0.717779 0.807225 0.791564 44.7056 -2.22571 0.0709631 2023.61 92.9047
950.331 0.775203 -0.695292 818.001 -0.0430066 2.36542 1975.52 0.607736 0.801864 0.734777 0.782275 179.188 0.959233 0.108839 2127.98 92.9047
592.31 1.19382 -0.368531 531.156 -1.47771 1.65738 2234.53 0.862865 0.800161 0.820593 0.777914 75.7458 -1.34607 0.0981246 1953.59 92.9047
1075.78 0.829996 2.79142 781.438 1.00602 -1.27569 1725.1 0.805117 0.503646 0.837543 0.698886 132.365 0.117252 0.0348292 2570.08 92.9047
485.871 -2.51446 0.152923 480.71 0.567167 2.31367 2352.88 0.654005 0.674987 0.845605 0.826146 202.897 -2.74025 0.0185113 1656.46 92.9047
710.702 -0.158922 -1.98928 657.501 -1.07014 1.48666 1577.64 0.610891 0.644866 0.680543 0.854859 157.014 0.831333 0.137998 1529.44 92.9047
713.462 0.659006 1.34595 521.835 1.16172 -0.967283 1271.42 0.801884 0.797317 0.787453 0.840438 375.493 -2.77937 0.0648682 1273.72 92.9047
674.72 0.320154 -2.90373 605.552 -0.313972 -0.938416 1209.18 0.802681 0.802279 0.770185 0.879338 26.1958 -0.498337 0.300145 1932.61 92.9047
571.357 2.39365 -1.75157 379.296 1.96986 2.42717 909.156 0.660098 0.80778 0.787248 0.82395 149.302 0.711579 0.263446 1374.6 92.9047
814.528 -0.327443 2.33271 495.213 0.459645 -0.0648205 1404.51 0.526935 0.441445 0.818164 0.773479 164.434 -0.985267 0.0153862 1533.59 92.9047
873.961 -0.720739 1.9485 606.998 -0.623502 -0.452466 1461.96 0.740319 0.65653 0.877917 0.835941 101.182 0.26701 0.0668814 2083.89 92.9047
945.434 -0.660823 1.40304 619.26 -0.0065376 -1.26209 1681.27 0.857499 0.56173 0.833429 0.683693 104.644 -2.19438 0.350539 1459.5 92.9047
1038.32 0.0965031 -1.87123 830.267 -1.24799 1.28194 2380.53 0.63904 0.64068 0.775819 0.667344 27.1668 -0.756465 0.0437015 2088.21 92.9047
922.698 0.036592 2.51618 875.644 -2.10631 -0.698675 2977.71 0.776576 0.743522 0.795363 0.737635 131.062 1.29123 0.338477 2209.33 92.9047
610.464 -0.702798 2.53202 517.714 -0.126341 -0.992726 1217.9 0.770306 0.758752 0.862554 0.804739 10.205 -0.320693 0.00751749 1681.28 92.9047
649.128 -1.15138 1.8352 525.133 -0.181198 0.394363 1013.72 0.676797 0.78746 0.759749 0.715255 328.014 -1.66031 0.0588753 1756.51 92.9047
596.433 0.720893 -2.00969 541.782 0.207456 0.130309 1128.02 0.780474 0.71689 0.824073 0.831283 292.476 2.75486 0.139498 1466.47 92.9047
756.321 1.11968 2.5303 603.967 0.0732504 -0.580909 1581.47 0.805237 0.468112 0.815803 0.741137 105.233 1.81163 0.201174 2040.53 92.9047
589.287 -1.18085 0.974565 576.497 -0.407484 -2.41296 1363.85 0.445403 0.727457 0.738294 0.731966 35.6927 -1.41895 0.167873 1247.48 92.9047
605.936 1.50494 -1.21174 521.421 -0.934002 1.07289 2069.44 0.777122 0.542962 0.752579 0.731765 39.854 1.0537 0.0529832 1484.21 92.9047
644.058 -1.18738 2.91699 572.53 0.128465 -2.19779 1150.64 0.712747 0.846629 0.872017 0.783959 682.286 0.239028 0.16663 1628.96 92.9047
628.497 -0.123335 1.14126 421.994 0.790902 -1.49503 1155.96 0.655229 0.713619 0.7131 0.755199 254.923 -2.5809 0.0259364 1076.35 92.9047
672.442 -0.31922 2.61044 599.446 0.131173 0.643992 1163.32 0.593952 0.80093 0.638912 0.825771 137.501 -0.945261 0.227586 1168.6 92.9047
637.299 -0.736783 -0.921461 618.253 -1.26058 1.04513 1157.27 0.716995 0.802519 0.777595 0.801014 77.6123 -2.0702 0.39918 1895.95 92.9047
770.025 0.335067 -0.193256 631.307 1.17198 -2.27045 1539.36 0.312427 0.58581 0.764934 0.8387 27.8876 0.0306046 0.128736 2010.55 92.9047
753.53 -0.865296 -2.94811 330.43 -0.72566 1.80179 797.335 0.57813 0.767966 0.806702 0.756276 593.65 -0.228405 0.220206 1273.71 92.9047
913.796 -0.0589668 -0.908106 848.668 -0.00123608 2.73264 1852.47 0.398862 0.3491 0.657727 0.889681 38.3188 0.940361 0.0329521 2135.53 92.9047
636.882 -1.97808 1.66135 454.805 -1.51731 -1.05139 1183.21 0.777078 0.793 0.857976 0.816911 150.948 -1.67377 0.0332882 1181 92.9047
479.552 1.34033 -3.03936 458.692 1.12211 -1.21781 827.29 0.797466 0.796197 0.780698 0.858854 376.363 1.47764 0.122823 1324.26 92.9047
740.413 0.898222 2.20401 732.137 0.448191 0.243269 1320.59 0.820222 0.770476 0.793812 0.81717 470.004 -1.33109 0.00164247 1913.94 92.9047
720.205 0.752578 -2.7244 501.898 2.44023 -0.47025 1656.93 0.876702 0.524151 0.827399 0.810874 139.288 1.62215 0.0157841 1674.75 92.9047
267.678 -1.72361 -1.51815 -1 -1 -1 -1 0.751247 -1 0.835633 -1 30.6195 0.378585 0.216009 571.256 92.9047
694.881 -1.05807 -1.17986 635.082 -1.25581 1.22197 1348.3 0.535135 0.573189 0.79429 0.863839 17.2691 -2.36557 0.0280571 1648.42 92.9047
717.073 0.349464 0.46217 705.361 -1.44656 -2.10369 2049.22 0.701575 0.654993 0.902759 0.877367 41.2194 -2.47398 0.381236 2078.58 92.9047
1120.18 -1.1644 -0.344432 725.593 -0.804644 2.86791 2003.1 0.397422 0.764645 0.688186 0.795898 89.9771 2.52564 0.0199547 2173.76 92.9047
286.799 -1.14241 1.88544 -1 -1 -1 -1 0.664491 -1 0.835704 -1 200.743 -1.2635 0.022022 527.296 92.9047
819.616 0.879033 -2.73924 649.36 0.235982 -0.443412 1497.04 0.761682 0.770186 0.780782 0.852084 150.178 0.0666956 0.279962 1971.41 92.9047
622.689 -0.275737 -0.587105 487.81 0.470846 3.07945 1210.49 0.576071 0.674727 0.822666 0.792348 295.781 1.01063 0.0350074 1476.83 92.9047
1060.23 -1.8545 1.09687 641.61 -0.689402 -2.47693 1973.1 0.666407 0.775733 0.814485 0.842263 347.668 -2.23602 0.159859 1948.2 92.9047
624.933 -1.16098 -2.86967 451.424 1.48529 -0.243861 2156.15 0.775205 0.769522 0.740519 0.787887 292.33 0.0482391 0.118718 1346.93 92.9047
617.772 -0.431249 3.02133 426.657 1.01079 -0.84373 1300.23 0.783392 0.913312 0.771521 0.802518 55.6392 1.7884 0.319011 1524.57 92.9047
722.546 -0.52779 0.394283 711.934 0.234883 -3.12595 1566.06 0.800857 0.796155 0.784779 0.795653 163.945 1.28672 0.0831968 1911.49 92.9047
1143.07 -1.02835 -1.96125 782.393 -0.700384 1.4038 2024.99 0.623919 0.709772 0.858113 0.729026 40.3937 -0.163435 0.121792 2500.61 92.9047
1132.32 0.146109 -0.290344 708.205 -0.180419 2.39699 1838.25 0.650611 0.739991 0.799576 0.803161 50.1927 0.948996 0.232406 2632.41 92.9047
921.678 1.39372 0.522016 492.972 1.74909 3.08461 1403.58 0.528793 0.850522 0.832656 0.882934 515.14 -2.21689 0.00445962 1419.28 92.9047
1191.55 0.314758 1.27388 567.737 -0.949231 -1.63109 2066.42 0.3627 0.822709 0.831853 0.930617 553.92 -1.57096 0.055477 2026.43 92.9047
888.311 -0.750835 0.797227 730.353 -0.0875769 -2.42203 1841.58 0.320156 0.766582 0.797402 0.744044 92.7241 0.716556 0.0350801 1815.03 92.9047
818.189 -1.27615 2.18496 516.015 -1.53025 -1.4541 1350.14 0.686703 0.643977 0.823412 0.855059 240.719 -0.730262 0.242521 1459.73 92.9047
716.183 -1.37185 -1.06128 586.739 -1.38509 2.17413 1367.18 0.810801 0.838172 0.800572 0.84846 13.6668 -1.57583 0.0333805 1591.46 92.9047
338.963 2.64113 0.572461 -1 -1 -1 -1 0.831845 -1 0.820373 -1 21.9662 0.0946847 0.461418 696.818 92.9047
583.037 1.54244 -1.15947 542.329 0.722785 1.33167 1210.92 0.532838 0.770985 0.762115 0.809076 309.119 2.66289 0.2553 1482.13 92.9047
598.914 -0.710976 0.927607 481.643 -0.98078 -1.92425 1179.31 0.425837 0.637472 0.881261 0.851334 258.595 -1.86083 0.0243121 1345.62 92.9047
680.745 -0.638766 -2.59542 628.69 0.0361375 -0.502202 1272.13 0.544165 0.906706 0.85152 0.781452 131.94 0.779903 0.269134 1763.79 92.9047
629.597 -0.828512 -0.263348 621.481 -1.18994 1.49846 1052.4 0.825283 0.738642 0.746669 0.742631 91.0922 0.80761 0.163981 2089.87 92.9047
590.94 -0.916105 1.39485 576.704 -1.21317 -1.4991 1232.99 0.79245 0.789025 0.822633 0.857913 78.9996 0.331286 0.349719 1657.7 92.9047
692.065 0.892722 -0.467254 399.559 -2.18606 2.16436 2572.12 0.745201 0.834987 0.858776 0.90763 128.235 -2.09201 0.0342505 1673.62 92.9047
576.675 -0.0216891 -2.11187 551.266 1.44311 2.46749 1328.02 0.802459 0.657714 0.863365 0.816588 154.549 -0.110128 0.0688518 1872.26 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.239 0.0221871 0.0265525 224.671 92.9047
862.794 -0.658707 -1.39678 594.689 -0.339577 2.86073 1282.6 0.749469 0.734291 0.798898 0.646626 187.471 1.11661 0.0711867 1979.38 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.4344 2.27461 0.198229 198.559 92.9047
742.656 1.3296 2.9472 658.722 0.620096 -0.31945 1560.15 0.705199 0.407899 0.798848 0.819484 22.5769 0.194726 0.00786267 1807.98 92.9047
1101.16 0.506557 -3.01898 997.308 0.147697 0.517139 2191.74 0.783033 0.255058 0.733114 0.827531 76.9926 2.28581 0.100441 2619.98 92.9047
889.119 -1.11338 1.96258 840.595 -1.05561 -0.834952 1873.86 0.453542 0.637005 0.817795 0.812792 133.73 1.23379 0.102213 2178.25 92.9047
566.81 0.593049 1.37475 468.32 -0.231256 -2.52925 1093.87 0.555053 0.801928 0.770936 0.767479 80.3497 2.43245 0.350036 1614.5 92.9047
941.389 0.0160421 -1.11942 636.039 -1.04893 1.77117 1864.01 0.75495 0.448385 0.822949 0.888468 82.7704 1.66942 0.0105653 1906.3 92.9047
789.136 -1.68275 0.942957 467.843 -1.08306 2.71264 1060.25 0.78473 0.802249 0.791216 0.787103 683.711 -1.28295 0.184098 1573.24 92.9047
636.409 0.860288 2.51882 538.526 -0.33871 -2.41596 1100.06 0.773091 0.575602 0.788523 0.65864 577.739 -0.137069 0.127564 1422.76 92.9047
572.905 1.0322 -2.29149 424.06 -1.01859 0.743188 1601.89 0.763425 0.578496 0.724701 0.654896 79.805 1.40027 0.0738333 1091.68 92.9047
932.818 0.13344 -0.0998788 676.764 -1.25581 -2.54861 2001 0.843708 0.755307 0.854669 0.799918 48.7416 -3.03576 0.257638 2094.74 92.9047
862.954 -0.385045 1.18356 523.753 -0.320571 -1.53047 1384.78 0.365691 0.515805 0.614741 0.687504 147.632 -2.69462 0.00586486 1714.23 92.9047
743.024 -0.290967 -1.38004 598 -0.902613 2.04576 1514.45 0.873685 0.516986 0.720251 0.715575 289.759 2.26716 0.103261 1793.03 92.9047
263.245 -1.5952 2.93785 -1 -1 -1 -1 0.764453 -1 0.876191 -1 45.3208 1.53892 0.403985 494.057 92.9047
637.75 1.18924 2.36307 507.306 -0.220095 0.198287 1416.95 0.686892 0.83418 0.835123 0.719427 346.865 -1.34449 0.0840188 1252.39 92.9047
