pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0686 2.06253 0.432688 162.899 0.0996691
418.302 -1.39963 -3.04875 -1 -1 -1 -1 0.615681 -1 0.833139 -1 158.246 0.0534077 0.107514 1346.54 0.0996691
680.235 0.183796 -0.478043 -1 -1 -1 -1 0.745752 -1 0.844706 -1 597.598 2.68985 0.0493546 713.356 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.6651 -2.18003 0.231769 96.8697 0.0996691
1416.87 0.0471447 -0.489795 1171.26 -0.485988 -3.11352 2639.26 0.307807 0.742092 0.709385 0.825017 1438.99 1.89263 0.0355483 4691.29 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 91.8957 1.18814 0.33376 215.272 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.6855 0.286318 1.39289 195.902 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.9321 2.40521 0.393779 270.463 0.0996691
449.448 -0.956824 -0.322062 440.1 -0.28249 2.78892 975.81 0.58398 0.542242 0.655744 0.737978 46.7456 -1.60821 0.470482 890.766 0.0996691
1040.16 -1.25371 -2.3105 274.01 -0.701413 0.92945 1223.26 0.759207 0.719745 0.723784 0.925432 776.657 0.898039 0.0994211 1993.76 0.0996691
265.899 -1.98324 -0.446837 -1 -1 -1 -1 0.780749 -1 0.83424 -1 222.986 2.77839 2.47927 263.317 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 55.6552 -2.50759 0.175571 479.373 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 207.991 -1.12609 0.0329618 980.431 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.0034 -0.824598 0.52821 187.439 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7.69703 -1.88427 -1 0 0.0996691
2050.54 -0.774985 1.57359 -1 -1 -1 -1 0.136579 -1 0.66766 -1 1849.29 -1.47037 0.46899 2339.81 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.7977 0.733038 0.0378892 228.75 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 106.803 -0.0554157 1.12269 148.107 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.3386 -0.538415 0.0889387 193.166 0.0996691
2494.1 0.817191 0.897075 1373.97 -0.0508352 2.65274 3384.56 0.812611 0.412716 0.816605 0.839926 2069.17 -1.60807 0.00488889 4860.77 0.0996691
2509.57 -0.393903 -2.08996 1232.65 0.170511 1.83904 3535.01 0.21542 0.472043 0.787188 0.728736 754.58 0.900173 0.112575 5366.38 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 62.4277 0.295328 2.5742 43.8301 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.58922 -0.655169 0.0849401 135.426 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7.52566 -2.40293 0.0208981 228.224 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 121.817 1.1719 0.317238 213.954 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.544 0.62489 0.109372 705.274 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.7463 0.517138 0.746112 264.442 0.0996691
583.496 0.813133 -3.04461 -1 -1 -1 -1 0.795034 -1 0.797259 -1 420.248 0.143472 0.134861 750.288 0.0996691
2650.22 -0.223418 0.428255 413.475 0.652235 -2.09425 2449.89 0.040749 0.81999 0.816571 0.834665 2359.34 -2.76037 0.0773156 3333.53 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.9821 0.0705889 0.229444 135.4 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.7768 -3.02542 3.07789 21.6092 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.9784 -1.47641 0.00575519 622.341 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.8729 0.666481 0.120745 294.455 0.0996691
2115.29 0.490405 2.33231 1190.49 -1.86953 -0.0450139 5573.05 0.58484 0.572207 0.829743 0.612755 1326.93 -1.55339 0.171091 3708.63 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 128.963 2.79558 0.207283 520.834 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 18.0431 -0.5359 2.08385 22.5291 0.0996691
1584.33 -0.226285 -3.11083 1257.03 -0.640495 -1.46148 2191.46 0.665864 0.837213 0.735278 0.786665 1515.78 1.05831 0.00292826 3635.06 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.4977 -0.583773 1.10955 170.849 0.0996691
328.95 -2.0867 2.90075 258.238 -1.03591 -0.500831 737.812 0.718595 0.738456 0.741734 0.837336 123.471 1.2981 0.000669479 1252.57 0.0996691
344.235 0.726147 1.80865 292.025 0.163619 -1.39171 680.224 0.641593 0.621685 0.771649 0.418501 45.2507 -1.56344 0.220632 602.062 0.0996691
1767.4 0.364929 2.23599 1634.6 0.400713 0.0673549 3043.13 0.799371 0.70127 0.8332 0.819519 205.726 -0.397988 0.462127 5013.01 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6.86238 1.82301 0.169963 119.7 0.0996691
2144.57 0.155153 0.694452 2077.47 0.553892 -1.37353 3999.98 0.392191 0.194954 0.793101 0.684509 1936.98 2.70678 0.375026 4546.4 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.927 1.46193 1.05871 77.3316 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.7684 2.05506 0.337539 613.263 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.6526 -0.226493 0.474967 144.64 0.0996691
763.707 -1.2 1.26846 464.671 -1.07227 -0.864659 1133.02 0.519163 0.453517 0.758438 0.839033 608.972 -2.68093 0.0364048 2012.32 0.0996691
1312.69 0.211824 2.26945 895.798 1.51041 2.35834 1627.49 0.623929 0.482992 0.62632 0.773897 1701.36 -0.653692 0.357707 2835.74 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.7894 -2.24346 0.864835 119.213 0.0996691
1851.11 1.38501 -1.31584 1820.33 -1.21029 2.06509 7225.11 0.759382 0.631461 0.819108 0.796565 566.398 0.454153 0.181787 4195.59 0.0996691
1983.14 -0.310174 -2.10427 1555.76 -0.175809 0.618258 3473.97 0.456344 0.532843 0.538004 0.693807 791.071 1.2503 0.611153 4167.02 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.9738 0.304364 1.0969 89.4729 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.7505 -1.46825 0.134009 243.668 0.0996691
653.657 1.06029 0.639112 467.211 -0.258917 -3.06816 1352 0.604686 0.585768 0.781516 0.803769 89.9205 -2.9834 0.0683994 1476.09 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.5265 -1.29131 0.100823 565.356 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.9873 -0.817622 0.0368629 235.378 0.0996691
1320.97 -0.443632 -2.75615 -1 -1 -1 -1 0.308638 -1 0.773335 -1 1292.44 0.358877 0.387753 1452.64 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 58.4261 -1.59749 1.00315 184.516 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.8624 1.21996 2.24808 68.8574 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 75.3385 -2.21969 0.311638 183.258 0.0996691
286.015 0.242913 0.482797 281.231 -0.0768064 -2.68508 595.118 0.681496 0.452992 0.711468 0.768095 22.7525 0.74601 0.257195 533.042 0.0996691
1164 0.432492 -1.99018 984.645 1.22623 1.4776 2327.42 0.818959 0.761296 0.734105 0.778571 273.486 0.398475 0.00156996 3882.67 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.48966 -1.79505 0.838364 247.473 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.4395 -2.32802 2.45179 74.9944 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.3249 -0.58561 0.179878 178.734 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.5196 -0.882706 1.24544 168.435 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.5925 2.43076 0.250823 193.438 0.0996691
756.897 -1.90349 1.78947 622.784 -1.5674 -1.2019 1437.99 0.833041 0.434576 0.760615 0.86304 314.532 2.76507 0.178075 2255.69 0.0996691
504.482 -0.00195284 3.11228 490.519 0.892282 -0.0745081 1123.11 0.683009 0.494034 0.615992 0.870278 49.21 -0.147752 0.0721851 1034.62 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.1501 1.62943 0.053232 192.225 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 141.77 -1.31988 0.351313 506.279 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.51 -2.49576 0.343006 95.7823 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.9572 -2.06782 1.35748 43.3802 0.0996691
2257.42 -0.508727 -2.89503 1734.08 0.426022 -0.237463 4367.68 0.445859 0.452818 0.851093 0.803657 1057.83 1.76353 0.174631 5088.51 0.0996691
1663.96 1.01456 -1.292 1566.95 0.776459 2.17603 3237.78 0.731978 0.606107 0.747348 0.698392 505.011 0.0727917 0.305554 4011.29 0.0996691
251.368 -2.13343 -1.71383 -1 -1 -1 -1 0.757658 -1 0.898749 -1 29.1581 2.18913 0.049036 641.034 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.2306 2.55428 2.33472 46.218 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.4233 -2.33384 0.0591049 298.631 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.755 -0.143009 0.0980151 136.601 0.0996691
952.063 1.21095 -2.09096 -1 -1 -1 -1 0.666362 -1 0.847169 -1 792.764 1.02229 0.0523727 1263.49 0.0996691
974.364 0.130159 0.502773 -1 -1 -1 -1 0.507194 -1 0.535181 -1 887.285 -2.63582 0.130172 1063.25 0.0996691
1007.15 0.904009 0.56619 613.988 -1.45001 3.02404 2771.05 0.631528 0.677868 0.670789 0.65886 534.147 -2.16357 0.190804 1812.63 0.0996691
729.478 1.61414 2.50457 544.466 -2.60241 1.82391 5142.45 0.473451 0.838163 0.880143 0.744463 1054.9 -0.759382 0.840796 2067.82 0.0996691
1075.35 0.972895 2.50944 -1 -1 -1 -1 0.762408 -1 0.77128 -1 999.66 -0.532425 0.52587 1210.37 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.6252 -2.61511 0.352373 231.517 0.0996691
338.828 1.29228 1.73592 337.993 2.00182 -1.28782 759.049 0.703323 0.835851 0.803668 0.773515 31.4674 -0.0801779 1.19756 638.681 0.0996691
289.903 -1.06791 -0.871523 -1 -1 -1 -1 0.83102 -1 0.810956 -1 240.513 2.2553 0.0610263 608.693 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.6012 2.93874 1.06225 67.7351 0.0996691
1169.03 1.22905 2.20338 304.817 1.31172 -2.99203 693.375 0.551077 0.730772 0.49149 0.760795 1212.16 -0.887036 0.268088 1789.14 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 99.2261 0.993135 0.866832 414.975 0.0996691
1267.89 0.188223 1.83296 662.573 -1.12104 2.75972 1591.66 0.468722 0.813152 0.768968 0.752973 1545.07 -1.04078 0.205439 2130.45 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.3676 -1.56023 1.14182 273.628 0.0996691
266.505 1.3872 -0.521725 -1 -1 -1 -1 0.743901 -1 0.783555 -1 115 2.54921 0.0146916 502.366 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.1181 -1.38007 0.999898 241.074 0.0996691
434.185 -0.527391 -2.16376 412.184 -0.739787 1.02919 883.661 0.726202 0.807946 0.746107 0.783199 37.4042 0.838606 0.174886 772.587 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.71 -1.33137 0.119005 146.946 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 153.557 0.660921 0.273653 428.065 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.2487 -2.26029 0.370044 117.185 0.0996691
377.274 0.736018 -0.65411 -1 -1 -1 -1 0.654373 -1 0.867979 -1 261.246 3.13264 0.206551 791.78 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.87573 -0.639558 1.8584 20.7533 0.0996691
610.688 -0.711708 -1.19702 -1 -1 -1 -1 0.886871 -1 0.860574 -1 552.492 2.14776 0.190327 833.249 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.0643 1.85005 -1 0 0.0996691
