pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.194 -2.20319 2.96909 92.0793 0.0996691
363.588 0.368873 -2.98373 -1 -1 -1 -1 0.822299 -1 0.790014 -1 227.089 0.164724 0.150999 498.528 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.3195 2.10718 0.482084 213.656 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 103.097 2.24827 0.106684 163.15 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 78.2092 2.48233 1.24245 86.1803 0.0996691
285.987 -2.23602 1.64347 265.936 -1.66414 -1.60025 596.231 0.773356 0.615347 0.874815 0.841193 30.8987 0.163284 1.47005 505.02 0.0996691
1616.06 -0.144167 -0.316321 1309.43 -0.170034 1.7533 2772.92 0.774055 0.293762 0.811727 0.761237 1057.21 -2.73805 0.542001 3535.08 0.0996691
2016.25 -0.371077 -1.14447 1307.43 -0.464338 1.30645 3100.88 0.701708 0.81675 0.739985 0.84128 19.1642 -1.54517 0.0193983 4712.07 -0.0996691
1731.13 -0.257348 1.59476 1170.78 0.614075 -0.604149 2923.66 0.647779 0.33266 0.783102 0.773034 835.749 -2.0329 0.173059 3790.86 0.0996691
1565.41 0.313497 2.86992 1544.01 -0.691607 -1.86771 2776.29 0.619843 0.632023 0.742868 0.662761 513.526 0.448531 0.0637072 4754.85 -0.0996691
3005.33 -0.438384 0.377568 2491.87 -0.472937 -2.35906 5506.32 0.290254 0.707643 0.78379 0.764219 179.869 2.41078 0.213059 6505.46 0.0996691
1520.95 0.19082 -0.992477 1506.17 0.24877 2.08891 3110.9 0.806805 0.386482 0.714273 0.781241 93.0749 -0.363346 0.333736 3506.42 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 149.709 3.01115 0.833236 241.938 0.0996691
717.663 -0.563568 -0.541237 411.816 1.08189 2.53298 1520.6 0.772351 0.571799 0.793284 0.709496 359.133 2.69085 0.0426958 1127.17 0.0996691
381.837 1.39722 0.222115 358.826 0.01312 -2.84161 954.37 0.863001 0.745759 0.808144 0.7608 55.0349 1.35089 0.11296 805.898 0.0996691
1704.13 -0.999822 -1.54056 1261.24 -0.97339 2.25384 2852.21 0.466257 0.683307 0.534592 0.75858 195.001 -0.820247 0.307305 4644.83 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12.9011 -0.356903 0.682099 439.867 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.0823 2.62042 3.03167 38.6475 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11.3913 2.60313 -1 0 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 111.03 2.69043 0.312181 229.458 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.5654 -2.96051 0.0235369 847.534 0.0996691
320.722 -1.71213 -0.589701 294.892 -1.39667 2.91416 674.774 0.808072 0.624706 0.787809 0.822464 51.5105 0.625551 0.0529926 978.825 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 66.3626 -0.640281 0.18882 242.983 0.0996691
360.497 0.711159 2.09104 -1 -1 -1 -1 0.741581 -1 0.807614 -1 225.1 -0.848621 0.0440214 924.379 0.0996691
268.654 1.89799 -0.239325 -1 -1 -1 -1 0.787907 -1 0.7598 -1 154.023 2.79314 0.176179 345.745 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.9695 1.36641 0.097585 489.969 0.0996691
404.978 2.36401 -1.80838 394.349 1.02446 1.34825 1034.21 0.711415 0.460883 0.828447 0.704961 25.9105 1.01732 0.322729 789.726 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.8249 0.283005 0.203104 389.305 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.623 2.93187 0.918121 382.772 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.5566 0.961034 0.257422 538.541 0.0996691
1989.9 -0.542208 3.00373 917.889 -0.20668 -1.26226 2405.06 0.490214 0.525103 0.590603 0.787479 661.267 0.512062 0.0174552 3924.17 0.0996691
