pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.0648 0.373154 0.0153686 156.017 0.0996691
358.341 -1.0644 0.125059 -1 -1 -1 -1 0.731334 -1 0.800807 -1 227.892 -2.93031 0.110212 471.252 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.9026 0.396612 0.890185 338.928 0.0996691
325.235 0.881925 1.43872 281.257 -1.08173 -1.58458 931.703 0.61994 0.594841 0.685029 0.837353 60.7012 -2.27281 0.682357 558.198 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.5751 -1.54 0.151208 257.996 0.0996691
1772.66 -0.398862 -1.07219 1351.35 -0.43317 1.31993 2936.36 0.756597 0.619277 0.824459 0.743695 651.023 3.09225 0.0533636 3886.33 -0.0996691
1184.29 0.510823 -0.476742 1037.92 0.0526858 -2.01279 1697.96 0.140881 0.29138 0.472717 0.662947 796.169 2.08221 0.235874 3081.76 0.0996691
1623.52 -0.536933 -2.26211 1100.18 -0.516724 0.539117 2799.92 0.3131 0.674775 0.822471 0.520096 888.442 0.084663 0.0310762 3960.17 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 187.045 -0.919652 0.954218 302.955 0.0996691
1777.25 0.389215 -0.660998 1206.74 -0.331338 3.05206 3038.12 0.72947 0.457536 0.808186 0.761896 732.708 1.72875 0.0409884 3278.84 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.3701 -0.419475 0.406671 135.474 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5.73395 2.87654 0.708685 247.043 0.0996691
2320.14 -0.777397 1.70301 1836.99 -0.996276 -1.68907 4477.85 0.0252638 0.653131 0.754933 0.601168 273.473 -1.84794 0.0753332 4972.24 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 191.568 1.20973 0.160811 236.395 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.5703 -0.803939 0.0418258 379.673 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 124.598 -0.901097 0.0123459 502.367 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.3436 2.68658 0.859659 281.307 0.0996691
1910.82 0.0367324 1.34327 1836.52 0.122237 -1.07401 3660.75 0.770891 0.172692 0.710568 0.809936 639.249 -0.940404 0.139658 5647.48 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 14.7576 -0.813263 0.441788 239.059 0.0996691
2093.53 -0.749974 1.63759 1540.57 -0.332245 -2.01866 3681.66 0.206898 0.626215 0.44635 0.743299 608.625 -1.07794 0.641544 4281.21 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.0865 3.06035 0.322664 291.577 0.0996691
441.228 1.16236 -2.51861 -1 -1 -1 -1 0.820233 -1 0.834205 -1 202.286 0.16984 0.536303 790.268 0.0996691
2162.71 -0.181247 -0.0906598 2080.31 0.0409575 -2.6258 4274.52 0.536207 0.124392 0.832746 0.681624 37.0098 -3.03644 0.0326924 5657.14 0.0996691
480.148 -1.6878 2.90859 -1 -1 -1 -1 0.589461 -1 0.701491 -1 274.011 -0.194042 0.044545 873.73 0.0996691
