pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
1179.42 0.123088 0.0944199 975.664 0.139987 2.51943 2021.23 2014.37 0.645943 0.697308 0.554694 0.690065 760.366 -2.09586 1.17591 2182.83 0.961776 1.5571
1894.95 -0.350415 1.37922 1541.66 0.168999 -2.23593 3460.63 3486.14 0.535325 0.498399 0.615982 0.576239 407.647 -0.515276 0.619589 3959.17 0.6397 1.5571
802.273 -0.955452 -3.01715 542.778 1.11789 1.39632 1962.45 1692.72 0.489779 0.356202 0.79959 0.700711 596.776 -0.571539 0.00732863 1609.1 0.60781 1.5571
1432.22 -0.425326 2.51373 1307.19 -0.438689 -0.499931 2762.54 2701.06 0.513487 0.132917 0.768941 0.591036 296.7 -2.2003 1.56985 2862 0.820281 1.5571
910.922 0.467276 1.53487 540.416 -0.404296 -0.676228 1421.34 1351.84 0.415377 0.677386 0.562281 0.691502 678.262 -2.36341 0.941142 1526.32 0.803766 1.5571
1266.89 0.127889 -0.36906 821.691 1.08578 -2.56824 2181.15 1978.06 0.42816 0.64899 0.558997 0.573403 920.62 2.19447 1.12151 2258.01 0.680711 1.5571
1350.85 -1.1603 -2.81459 1036.36 0.587918 -0.775978 3106.29 3132.8 0.0190054 0.65546 0.585271 0.655558 507.034 0.829301 0.462421 3238.45 0.513128 1.5571
-1 -1 -1 -1 -1 -1 -1 25.644 -1 -1 -1 -1 73.8257 -0.491347 3.02202 75.0561 0.999787 1.5571
305.698 -2.44807 -3.02238 -1 -1 -1 -1 286.099 0.686586 -1 0.813849 -1 295.397 0.255434 0.17431 458.296 0.713295 1.5571
888.81 -0.239548 -2.37729 350.435 1.60459 2.05759 1483.83 1476.96 0.55808 0.565598 0.387421 0.665834 729.681 0.439143 0.100723 1389.38 0.741514 1.5571
379.056 -2.31898 2.98424 -1 -1 -1 -1 896.674 0.721033 -1 0.779361 -1 209.042 0.104652 0.00270352 506.494 0.888674 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.315 0.61865 2.77738 47.9767 1 1.5571
1511.64 0.475175 2.92157 889.714 0.349679 -1.97004 1510.24 1515 0.749456 0.150986 0.752167 0.631896 1770.42 0.151797 0.0138436 2754.56 0.840094 1.5571
1685.49 -0.210047 0.177629 1052.48 -0.11445 2.52558 2538.98 1978.2 0.0693331 0.279901 0.500367 0.242702 1142.73 -2.36891 1.39602 2802.62 0.53297 1.5571
1486.45 0.124966 -1.51113 1307.06 0.243934 2.25673 2750.32 2156.06 0.443054 0.183234 0.382734 0.646325 673.159 1.18982 0.113932 3379.52 0.945486 1.5571
793.814 -0.500499 0.9522 293.693 -1.04087 -2.13245 1030.75 786.747 0.366394 0.491538 0.524982 0.862061 262.921 -3.03351 0.19715 1322.33 0.833849 1.5571
696.632 -1.34171 0.0088742 625.392 -0.0925761 -1.3798 1242.25 1240.24 0.630956 0.619448 0.711901 0.512761 416.815 2.1002 0.565188 1984.65 0.88607 -1.5571
1139.52 -0.533311 -1.05506 443.373 -0.961503 2.82031 1372.62 1343.53 0.610964 0.5876 0.784289 0.645365 843.94 1.60218 1.24683 1640.95 0.56283 -1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3.03083 2.85955 1.48471 23.4971 1 1.5571
-1 -1 -1 -1 -1 -1 -1 207.527 -1 -1 -1 -1 21.1329 -2.25807 1.21126 82.5259 0.832018 1.5571
2056.11 -0.0893094 -2.26334 622.488 0.677081 0.835919 2439 2448.4 0.594599 0.51033 0.357537 0.707338 1564.04 0.960832 0.139228 2984.17 0.541411 1.5571
398.171 0.394951 -0.826075 -1 -1 -1 -1 397.768 0.317823 -1 0.448592 -1 327.675 2.31455 0.0989025 494.374 0.627937 1.5571
389.482 0.0419102 0.803878 -1 -1 -1 -1 -1 0.651113 -1 0.810532 -1 382.101 -2.39433 3.07257 382.093 1 1.5571
1710.11 -0.668188 0.611007 1646.2 -0.528912 2.97092 3168.49 2396.07 0.2716 0.501188 0.365526 0.729065 20.4271 0.170614 0.289107 4753.46 0.352732 1.5571
-1 -1 -1 -1 -1 -1 -1 158.002 -1 -1 -1 -1 35.2187 0.311338 0.114762 120.998 0.277286 1.5571
1254.86 -0.412427 -1.22426 1122.33 -0.0340518 0.85326 2160.01 1724.74 0.142427 0.492133 0.644512 0.537283 1168.41 2.89615 0.765785 2469 0.862035 1.5571
1869.04 -0.975124 2.28046 887.759 -1.0626 -2.25272 2082.15 1903.1 0.376913 0.47619 0.540928 0.553843 1639.31 -0.389287 0.0491533 2978.63 0.139257 1.5571
1245.96 0.468008 2.30595 585.237 0.566088 -1.28088 1674.98 1697.48 0.271024 0.13957 0.55503 0 408.104 -0.0420803 0.765898 2284.35 0.49418 1.5571
