pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.9459 1.80028 -1 0 -1 0.0996691
356.707 0.386968 -2.96337 -1 -1 -1 -1 649.058 0.730943 -1 0.79262 -1 268.479 0.159325 0.147544 406.6 0.635352 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.829 2.97358 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 32.7886 -1 -1 -1 -1 94.7679 2.10907 3.0783 106.918 0.998789 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.1281 3.02612 2.54501 30.6658 1 0.0996691
261.452 -1.56525 -1.60348 255.396 -2.1724 1.54366 549.891 526.313 0.366149 0.759729 0.860586 0.776445 14.6321 0.98233 0.591444 501.551 0.0594787 0.0996691
1549.37 -0.136283 -0.248718 1275.09 -0.167845 1.70544 2599.26 2003.69 0.1994 0.288203 0.865456 0.789998 1116 -2.70551 0.488034 3468.12 0.691613 0.0996691
2276.51 -0.366766 -1.09795 1215.47 -0.471925 1.32972 3137.46 3132.95 0.587528 0.640745 0.688321 0.741019 304.676 1.89622 0.370214 4906.05 0.76856 -0.0996691
1810.62 -0.231943 1.71516 1128.9 0.614213 -0.582629 2953.79 2238.81 0.444747 0.298823 0.388438 0.678509 872.882 -1.75843 0.130128 3765.41 0.698657 0.0996691
1492.18 0.344105 2.8659 1435.39 -0.745099 -1.84173 2705.92 2609.47 0.334864 0.673494 0.755191 0.636289 416.398 0.471289 0.0310348 4613.83 0.866589 -0.0996691
3040.45 -0.365576 0.425976 2568.61 -0.402347 -2.35107 5626.83 4613.82 0.240684 0.48543 0.791073 0.778668 141.038 2.64099 0.0158312 6679.77 0.687921 0.0996691
1478.74 0.153939 -0.938242 1472.84 0.239473 2.0504 2990.8 2794.8 0.3827 0.488134 0.841115 0.742597 80.348 -0.686284 0.251231 3346.16 0.968467 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 143.368 2.85693 3.11664 165.109 1 0.0996691
710.389 -0.478505 -0.524627 392.369 1.09467 2.59475 1441.81 1169.95 0.855072 0.557037 0.669896 0.773492 331.198 2.63537 0.081254 1081.92 0.313012 0.0996691
328.449 1.37404 0.279794 315.412 0.0779541 -2.94398 801.335 742.059 0.815157 0.719267 0.871977 0.587334 11.6595 -2.45095 0.470144 610.071 0.0321247 0.0996691
2460.12 -0.788107 1.74225 1672.12 -1.0326 -1.63781 4428.22 3038.17 0.0699827 0.387681 0.302906 0.854775 571.212 -1.31798 0.244102 4956.59 0.312671 0.0996691
