pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
413.967 1.58709 -2.1361 299.988 0.161531 0.532775 880.308 893.074 0.617749 0.457143 0.443202 0.469893 26.0959 0.190194 0.342582 913.613 0.280916 92.9047
750.707 0.437795 0.0481688 596.917 -1.98849 2.80908 2453.36 2398.35 0.294558 0.589729 0.789132 0.695695 373.812 -2.0638 0.950445 1498.8 0.574798 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 176.718 -1.96835 3.07956 205.805 1 92.9047
705.412 -1.47095 -1.1529 527.982 -1.07674 -2.84761 973.362 941.635 0.484183 0.4994 0.601734 0.655115 525.82 1.41701 0.332491 1581.17 0.554618 92.9047
839.834 0.569074 1.97805 669.198 -1.20665 -1.08405 2131.48 2161.69 0.35439 0.113021 0.627337 0.381394 93.0819 1.63959 0.338789 1873.12 0.552877 92.9047
780.885 0.274984 2.25823 -1 -1 -1 -1 368.671 0.302021 -1 0.392464 -1 874.071 -0.712427 0.0287656 1065.8 0.903047 92.9047
783.256 -0.611154 2.44058 475.351 0.445887 -0.158316 1406.76 1166.6 0.63773 0.18837 0.688418 0.243564 199.106 -0.351267 0.1921 1800.25 0.830841 92.9047
729.229 -1.14144 -1.1134 -1 -1 -1 -1 538.554 0.2543 -1 0.649676 -1 859.272 1.89442 0.277967 1002.3 0.881266 92.9047
561.26 -0.189658 1.25562 478.661 -1.44427 3.0951 1088.8 1070.77 0.296572 0.841908 0.585384 0.746884 535.118 -0.573517 0.382937 1524.41 0.610302 92.9047
470.301 -1.42468 0.294227 303.974 0.192328 -2.3162 1015.8 920.681 0.792926 0.440454 0.761178 0.780501 506.139 3.08464 0.852622 1000.87 0.27845 92.9047
493.716 -0.495104 3.11461 449.87 -1.6002 1.99857 758.284 750.955 0.623769 0.380507 0.763584 0.770353 810.92 -0.580797 2.58188 939.022 0.849347 92.9047
1252.18 -0.418159 -1.11298 624.179 -0.00420309 2.57563 1784.97 2251.3 0.561329 0.264133 0.609924 0.798009 266.605 1.52658 0.21736 2464.21 0.418604 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.8846 -2.58662 3.01615 43.409 1 92.9047
545.265 -1.76567 2.26237 -1 -1 -1 -1 326.168 0.310211 -1 0.802131 -1 457.324 -0.841921 0.0387151 593.55 0.847285 92.9047
499.964 -0.736556 0.445823 463.669 1.86183 -2.7789 1944.03 1552.33 0.288797 0.612023 0.559327 0.557591 41.3586 0.583176 0.0363865 1293.84 0.829889 92.9047
-1 -1 -1 -1 -1 -1 -1 219.616 -1 -1 -1 -1 102.873 -1.22122 0.196295 276.451 0.536185 92.9047
674.23 1.13166 -1.28429 -1 -1 -1 -1 236.98 0.234121 -1 0.820951 -1 755.758 2.16441 2.18286 898.058 0.912431 92.9047
768.284 0.620332 -0.190421 337.678 -1.0897 2.23187 1376.2 1315.71 0.358945 0.614517 0.562681 0.806475 570.59 2.73892 0.537985 1422.57 0.543676 92.9047
885.246 -2.04626 -0.604724 -1 -1 -1 -1 438.923 0.34977 -1 0.778568 -1 898.191 2.50165 0.000580311 1179.1 0.873745 92.9047
729.224 -0.108547 1.55794 512.825 -1.22103 -2.74563 1265.42 1223.65 0.452209 0.787997 0.575675 0.734323 549.702 -0.867477 0.224048 1347.41 0.827544 92.9047
871.258 -0.874593 -2.55112 576.322 -0.124763 -0.288577 1412.6 1412 0.576095 0.584464 0.613938 0.427587 158.896 1.16457 0.206656 1981.72 0.445055 92.9047
432.927 -0.227902 -0.745269 333.002 -0.342481 1.40571 676.25 683.316 0.379295 0.728332 0.604292 0.500212 338.751 3.10529 1.69806 775.222 0.488998 92.9047
400.775 1.62368 -2.14706 -1 -1 -1 -1 1395.73 0.617363 -1 0.662419 -1 299.872 1.04715 0.54504 916.54 0.301866 92.9047
837.65 -0.509765 -2.89872 -1 -1 -1 -1 290.124 0.215896 -1 0.485459 -1 509.536 0.235101 0.0106128 1205.42 0.43106 92.9047
728.526 0.311478 0.140349 445.615 -1.10996 2.71586 1422.14 1348.08 0.653393 0.725405 0.644488 0.806879 276.676 -2.21902 0.0096066 1373.65 0.698487 92.9047
836.767 -0.669578 0.249341 456.079 -1.56414 1.26395 844.702 846.227 0.156756 0.181572 0.599312 0.735586 970.668 -2.50649 0.476918 1468.07 0.675307 92.9047
572.653 -0.247534 2.64602 537.496 0.151453 0.574509 993.927 990.282 0.245061 0.609512 0.69614 0.747841 3.78768 0.881838 0.311726 1681.95 0.682952 92.9047
691.469 -0.855242 -2.9232 525.491 0.359591 -0.61713 1380.96 1087.62 0.12561 0.62571 0.604781 0.542302 446.542 1.33469 1.13599 1381.29 0.872017 92.9047
545.958 -0.236442 -1.96215 -1 -1 -1 -1 845.634 0.725998 -1 0.694245 -1 667.229 1.57728 2.07855 801.062 0.915767 92.9047
973.651 -0.276066 1.64699 328.015 -0.62964 -3.07938 826.12 828.861 0.19418 0.654848 0.320456 0.750187 789.061 -1.1587 0.103575 1572.83 0.611559 92.9047
558.965 -1.72173 1.05316 374.023 0.349198 -2.69617 1441.23 1350.9 0.612899 0.615429 0.626072 0.645309 290.097 -1.307 1.3736 935.318 0.349962 -92.9047
660.998 0.0870279 -1.49448 652.94 0.755693 0.63782 1262.76 826.077 0.0712484 0.586978 0.637632 0.6454 179.007 2.48303 0.0724008 1875.89 0.280093 92.9047
672.978 -1.31674 -2.09151 424.975 0.375173 0.461499 1448.16 1430.66 0.52236 0.557432 0.717423 0.520885 175.19 0.681158 0.234187 1745.76 0.375353 92.9047
738.156 -0.84292 1.26758 -1 -1 -1 -1 581.385 0.356488 -1 0.538031 -1 625.006 -1.75523 0.940647 1027.18 0.77748 92.9047
644.849 -1.31499 -0.106054 637.105 -0.772764 2.88565 1336.85 1313.43 0.312628 0.419362 0.705615 0.58664 81.0606 -1.87955 1.0578 1292.01 0.933521 92.9047
608.645 0.887173 -1.83489 484.009 -0.766788 1.79976 1459.15 1438 0.609832 0.614967 0.709951 0.698739 178.622 0.189939 0.985259 1251.4 0.569411 92.9047
955.175 -0.437969 2.2568 586.72 -0.561163 -1.28411 1478.17 1489.85 0.559857 0.337844 0.290574 0.291542 647.868 0.172109 0.219789 2023.6 0.817457 92.9047
632.619 1.32535 -2.26269 -1 -1 -1 -1 740.079 0.65331 -1 0.751995 -1 535.431 0.851756 0.560983 1136.27 0.642161 92.9047
973.164 0.649351 2.69932 579.587 1.38546 -0.826752 1581.95 1600.63 0.117803 0.098632 0.618334 0.632588 394.054 -0.398549 0.428562 1758.91 0.314368 -92.9047
-1 -1 -1 -1 -1 -1 -1 455.629 -1 -1 -1 -1 285.323 -0.597229 0.0628285 512.813 0.406776 92.9047
597.504 -0.137591 -0.374474 421.797 0.408449 3.0233 1044.43 1008.58 0.681538 0.687942 0.611372 0.762481 70.5559 0.60963 0.415305 1737.87 0.312841 92.9047
862.494 -1.47087 -2.79138 517.073 -1.33986 -0.619784 1189.94 1192.07 0.463365 0.734177 0.548922 0.800617 31.8871 1.41909 0.295974 2052.5 0.509433 92.9047
482.421 -1.19191 -2.83726 358.708 1.46412 -0.337974 1660.74 1660.54 0.599408 0.824114 0.536646 0.756202 267.887 2.46127 0.984647 1164.59 0.347902 92.9047
-1 -1 -1 -1 -1 -1 -1 528.195 -1 -1 -1 -1 162.404 0.692625 0.70216 466.379 0.125236 92.9047
881.716 0.618037 1.52984 730.9 -0.174993 -1.71784 1740.64 1741.5 0.294391 0.643793 0.710403 0.566883 161.536 -1.40691 0.306659 1645.52 0.107051 92.9047
745.226 -0.0629167 1.80498 642.387 1.73006 -0.433333 1904.13 1650.31 0.427763 0.509329 0.321395 0.810248 571.774 -2.28738 0.343795 1450.95 0.743332 92.9047
651.923 -1.62988 -1.77318 269.763 1.20459 2.06342 1822.88 174.31 0.215079 0.540123 0.507498 0.656732 258.848 0.573193 0.849868 1174.87 0.29142 92.9047
699.556 -0.516051 0.395141 696.237 0.253918 -3.12297 1490.36 1469.5 0.500237 0.668907 0.672623 0.700654 103.152 1.4005 0.992352 1725.01 0.653868 92.9047
358.022 -0.0820279 -2.10924 262.473 2.4723 1.06414 1190.28 1125.47 0.36719 0.736787 0.154784 0.537293 45.5457 -2.89247 0.783231 749.129 0.664712 92.9047
1017.43 -0.281708 1.43641 976.66 -0.931969 -1.98242 2087.99 2100.16 0.348843 0.660464 0.523322 0.479567 106.711 -1.85326 0.128354 2217.09 0.141658 92.9047
883.099 -0.603743 0.781051 370.85 -1.61356 -2.16479 1351 268.756 0.223684 0.393475 0.765069 0.684351 366.651 -2.47384 0.015866 1428.27 0.480499 92.9047
498.033 0.0783416 2.60028 275.326 -0.527905 1.00396 599.044 591.389 0.470612 0.38623 0.35438 0.288821 560.004 -0.98658 0.057745 903.581 0.904887 92.9047
514.317 -0.517348 -1.40498 422.887 -0.173857 1.26552 939.374 912.337 0.639145 0.542279 0.634019 0.43133 133.727 -2.17056 0.750326 1467.73 0.238203 92.9047
861.567 0.123468 -1.00776 514.268 0.190381 1.85531 1379.17 1094.52 0.301331 0.5068 0.587845 0.306567 394.325 2.40208 0.546767 1444.3 0.400429 92.9047
536.333 1.41307 0.300577 -1 -1 -1 -1 99.4482 0.230406 -1 0.778188 -1 531.702 -2.75372 2.78553 543.693 0.993146 92.9047
654.774 1.00396 0.43519 402.447 -0.451681 2.775 1278.62 925.738 0.094287 0.0315308 0.826629 0 114.104 -1.85519 0.193183 1432.12 0.350974 92.9047
532.95 -0.831589 1.14483 313.6 -2.12509 -2.42303 991.94 973.423 0.680144 0.420679 0.670581 0.689414 254.371 -2.36438 0.0343976 1193.35 0.734851 92.9047
464.929 -1.10839 -2.10866 381.781 0.356356 -2.86056 769.267 693.035 0.676858 0.61272 0.639546 0.813518 785.094 0.685675 2.73768 825.444 0.998091 92.9047
464.285 1.32383 0.893573 459.315 -1.08348 -0.317128 1504.6 1494.18 0.212929 0.591885 0.453651 0.605479 306.63 3.03133 0.0978098 1467.58 0.357591 92.9047
405.768 1.17478 2.06772 -1 -1 -1 -1 291.687 0.75785 -1 0.830144 -1 455.289 -0.484351 1.21806 710.785 0.745789 92.9047
909.51 -0.686213 0.81357 313.909 -0.454506 2.40625 782.529 780.911 0.591308 0.621338 0.648615 0.562644 1034.92 -1.92259 0.00898194 1498.83 0.934541 92.9047
685.957 -1.18045 -0.123826 352.286 -1.68365 -2.36701 927.825 908.517 0.231203 0.569374 0.620541 0.844636 136.317 3.11521 0.0118692 1500.52 0.910423 92.9047
842.394 -0.808798 -1.8013 -1 -1 -1 -1 370.449 0.190134 -1 0.190625 -1 844.616 1.16835 1.91952 1009.84 0.901233 92.9047
580.833 1.78221 1.41437 408.043 -0.0187084 3.09543 1254.65 1207.08 0.753166 0.713796 0.64584 0.772763 481.785 -0.713766 1.0615 1299.56 0.758631 92.9047
591.318 -0.0559864 -0.799131 -1 -1 -1 -1 444.878 0.758478 -1 0.603248 -1 510.905 2.30085 0.291734 722.848 0.751125 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.339 2.10118 -1 0 -1 92.9047
795.93 -0.0864047 -0.0816684 679.85 -0.433352 -2.64802 1442.88 1454.54 0.193514 0.519766 0.43872 0.595407 181.723 2.49821 0.906663 1984.58 0.718628 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.2874 1.08186 2.71999 31.4355 1 92.9047
485.866 -0.98979 -0.758153 459.746 0.0600286 -2.73721 966.416 944.436 0.449483 0.630978 0.610787 0.761763 295.786 1.63427 0.524877 1168.33 0.65985 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1.95816 -2.94656 -1 0 -1 92.9047
635.544 1.34108 2.9267 -1 -1 -1 -1 631.635 0.134858 -1 0.411174 -1 471.616 -0.152009 0.567328 1066.78 0.790129 92.9047
588.305 -0.210986 1.92357 253.528 0.699976 -1.51206 873.208 809.543 0.396597 0.587688 0.496129 0.658044 590.708 -1.34647 0.17942 1115.14 0.385042 92.9047
759.601 0.142093 2.43796 573.773 0.382263 -0.99736 1365 1262.85 0.379283 0.321103 0.812235 0.802721 274.777 -0.158066 0.756341 1383.51 0.195415 92.9047
797.472 0.00137023 -1.16111 711.904 0.215823 2.02224 1609.37 1252.85 0.643043 0.245428 0.697486 0.810217 85.5022 -2.08294 0.885079 1715.29 0.95077 92.9047
594.219 -0.985268 -0.145458 467.931 -0.349106 -1.77723 856.06 839.23 0.544084 0.5389 0.690871 0.386467 397.54 2.94512 1.14244 1497.19 0.575626 92.9047
651.329 -0.421458 -2.05185 301.087 1.15162 2.59698 1022.78 965.179 0.764625 0.59528 0.823766 0.472495 739.609 0.650345 1.91119 959.433 0.962267 92.9047
416.182 -1.11096 0.902139 396.628 1.08489 -2.15494 1370.79 1115.74 0.442085 0.603038 0.695088 0.724768 33.1139 -1.43718 0.720385 841.429 0.587428 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.0349 -1.08028 -1 0 -1 92.9047
943.262 -0.933145 0.698268 275.783 1.05923 2.53247 1460.83 1437.82 0.40222 0.573156 0.632046 0.594911 914.433 -2.15493 1.60422 1210.93 0.750129 92.9047
532.146 2.15966 -2.15995 263.993 0.552871 2.84165 880.425 908.679 0.192274 0.283322 0.765117 0.538823 405.695 0.330337 0.58311 1072.81 0.55572 92.9047
340.559 0.304773 -1.98084 -1 -1 -1 -1 454.774 0.508498 -1 0.56828 -1 97.0854 2.09592 0.751815 699.319 0.556661 92.9047
518.363 -0.201578 0.594903 -1 -1 -1 -1 553.534 0.285455 -1 0.316285 -1 378.051 -2.78046 0.213115 794.682 0.905708 92.9047
-1 -1 -1 -1 -1 -1 -1 337.949 -1 -1 -1 -1 105.075 0.580391 1.44447 540.368 0.833154 92.9047
313.464 0.617634 -0.834413 -1 -1 -1 -1 433.208 0.3865 -1 0.784008 -1 179.168 1.79015 0.144064 625.514 0.424323 92.9047
643.233 -0.590299 -2.3827 307.795 -1.37727 0.885602 972.29 938.452 0.572831 0.645409 0.796333 0.686514 94.3746 1.08927 0.208297 955.282 0.354457 92.9047
1054.44 1.08856 2.17464 890.178 1.42236 -1.33722 1980.48 1829.54 0.468576 0.20414 0.359546 0.836527 384.209 0.102452 1.21095 1970.12 0.855724 92.9047
773.102 0.870392 -2.47259 466.681 -0.66197 0.414131 1638.79 948.83 0.206268 0.330139 0.674217 0.502113 318.221 0.96427 0.0599135 1270.61 0.89489 92.9047
483.038 -1.43601 0.27605 271.906 -0.231985 0.997905 617.54 356.765 0.434349 0.325715 0.535383 0.72033 763.796 -2.41054 1.62802 942.597 0.728396 92.9047
329.327 -1.77684 -2.67408 -1 -1 -1 -1 227.733 0.789849 -1 0.728795 -1 284.538 0.325125 1.56431 374.147 0.836085 92.9047
746.503 -0.488463 -2.87165 -1 -1 -1 -1 906.296 0.243455 -1 0.354179 -1 506.749 0.643033 0.556634 1160.64 0.575464 92.9047
422.448 -0.295439 0.426429 315.049 -0.723504 2.79474 709.16 670.084 0.498817 0.489202 0.705649 0.616773 228.863 -2.90115 0.587297 970.814 0.407645 92.9047
1008.09 0.483358 -2.99557 899.605 -0.834243 -0.0676203 2342.08 2282.88 0.138973 0.54302 0.790239 0.249832 40.6068 0.41733 0.325081 2361.54 0.927825 92.9047
820.303 -1.50238 2.86172 738.78 -1.6433 -0.102175 1565.99 1553.49 0.46179 0.632201 0.631252 0.602916 49.8354 -0.218882 0.125886 1792.7 0.115416 92.9047
676.36 -0.226765 -2.52746 534.981 0.742201 0.272075 1344.86 1335.77 0.647912 0.566093 0.760461 0.532529 30.1565 2.34041 0.0193667 2056.84 0.248394 92.9047
