pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.3537 -3.07393 -1 0 -1 0.0996691
336.121 0.325498 -2.94807 -1 -1 -1 -1 617.184 0.778718 -1 0.618828 -1 253.007 0.133235 0.126329 391.543 0.646484 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.07027 3.13024 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 25.0489 -1 -1 -1 -1 95.3492 2.02521 2.84611 111.684 0.997348 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.5432 2.84875 2.75081 30.1815 1 0.0996691
267.466 -1.56997 -1.58452 257.733 -2.13826 1.52256 555.113 518.142 0.466441 0.515448 0.156463 0.821306 7.53017 2.08142 0.193903 521.662 0.840322 0.0996691
1531.42 -0.134471 -0.201316 1202.02 -0.130274 1.72867 2490.16 1954.22 0.618207 0.282325 0.619546 0.643358 1107.34 -2.72033 0.55182 3360.41 0.933848 0.0996691
2005.84 -0.341212 -1.15116 1262.1 -0.397355 1.35189 3034.97 3048.66 0.350945 0.720693 0.621718 0.708393 86.6588 0.189338 1.1634 4664.98 0.925608 -0.0996691
1767 -0.263247 1.64157 1105.84 0.599829 -0.566745 2841.47 1879.84 0.0994461 0.211979 0.0977966 0.500677 894.904 -1.91544 0.0535753 3640.21 0.6973 0.0996691
1533.76 0.370721 2.79851 1452.57 -0.686891 -1.82444 2792.59 2558.25 0.674748 0.577749 0.591255 0.547501 375.41 0.308409 0.16625 4673.52 0.885836 -0.0996691
3092.18 -0.369359 0.37834 2675.56 -0.410561 -2.37112 5745.89 4756.77 0.257712 0.113747 0.799237 0.493465 176.297 2.10153 0.508721 6826.4 0.904089 0.0996691
1510.46 0.179107 -0.976191 1400.63 0.235267 2.14452 2960.84 2724.85 0.664442 0.319927 0.663342 0.758475 79.6454 0.360863 0.477324 3284.15 0.829273 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 158.901 3.00094 3.06624 179.179 1 0.0996691
706.797 -0.478782 -0.502699 350.985 1.10987 2.5536 1359.06 1104.66 0.742222 0.544338 0.787575 0.612154 375.793 2.67561 0.0261209 1025.23 0.377236 0.0996691
311.103 1.38296 0.300796 296.047 0.0626344 -2.8966 756.023 727.43 0.804736 0.552299 0.782367 0.522661 13.7577 -2.74948 0.150589 590.603 0.0380564 0.0996691
1570.59 -1.05175 -1.57799 1256.36 -0.906813 2.23771 2706.18 2592.95 0.547927 0.498722 0.333913 0.224391 198.58 -0.749095 0.31188 4482.55 0.619088 0.0996691
-1 -1 -1 -1 -1 -1 -1 604.363 -1 -1 -1 -1 9.64516 0.91441 0.58582 367.51 0.0699378 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 56.454 2.54499 2.9623 29.4176 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.98358 -2.40934 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 109.386 2.79426 3.01332 109.118 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 238.225 -1 -1 -1 -1 55.3881 -2.68253 0.161807 229.346 0.192147 0.0996691
260.982 -1.6703 -0.595477 -1 -1 -1 -1 423.037 0.589082 -1 0.537981 -1 13.4596 1.09349 0.747287 520.422 0.869733 0.0996691
-1 -1 -1 -1 -1 -1 -1 132.818 -1 -1 -1 -1 26.1554 -0.0589972 0.464629 179.842 0.185549 0.0996691
296.142 0.621256 2.22276 -1 -1 -1 -1 383.134 0.756945 -1 0.782286 -1 188.368 -0.863861 0.0499279 416.488 0.46337 0.0996691
-1 -1 -1 -1 -1 -1 -1 212.19 -1 -1 -1 -1 148.915 2.82616 0.16787 209.63 0.723967 0.0996691
-1 -1 -1 -1 -1 -1 -1 160.503 -1 -1 -1 -1 36.9477 -0.17903 0.259051 262.683 0.332358 0.0996691
381.912 0.954429 1.44192 351.543 2.39852 -1.80769 958.44 831.556 0.346859 0.649767 0.425288 0.678965 14.4669 -1.42836 0.397679 734.072 0.205455 0.0996691
-1 -1 -1 -1 -1 -1 -1 253.679 -1 -1 -1 -1 11.3364 -1.64709 0.570686 154.635 0.321171 0.0996691
-1 -1 -1 -1 -1 -1 -1 251.579 -1 -1 -1 -1 13.9409 2.41654 1.17156 243.729 0.111149 0.0996691
-1 -1 -1 -1 -1 -1 -1 119.938 -1 -1 -1 -1 25.531 -1.24828 1.31918 203.881 0.646256 0.0996691
1948.08 -0.575541 3.01639 911.992 -0.27544 -1.21596 2380.77 2074.1 0.45404 0.270284 0.472886 0.522259 675.247 0.571823 0.00915182 3966.84 0.711912 0.0996691
1298.26 -0.852365 -0.0992471 950.812 0.655354 -3.03599 2890.88 2872.47 0.240793 0.588969 0.686542 0.722982 101.13 2.05063 0.622882 2610.83 0.949904 0.0996691
-1 -1 -1 -1 -1 -1 -1 344.389 -1 -1 -1 -1 13.5586 0.744408 0.278873 169.406 0.021754 0.0996691
-1 -1 -1 -1 -1 -1 -1 311.135 -1 -1 -1 -1 29.7944 0.752444 0.83531 281.319 0.104634 0.0996691
1832.03 -0.512298 -1.81631 1621.37 0.855293 0.324583 3964.42 3962.12 0.247635 0.692102 0.666505 0.715968 87.378 -0.675751 0.997455 5983.25 0.277933 -0.0996691
264.665 0.125248 -1.43479 -1 -1 -1 -1 -1 0.323708 -1 0.722403 -1 279.099 1.67568 3.09732 248.541 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.7175 -0.00722533 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 161.971 -1 -1 -1 -1 10.4531 2.97796 0.611229 134.192 0.218181 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3.47274 -0.0362706 -1 0 -1 0.0996691
427.075 -0.410453 -1.58262 263.924 -1.60006 1.54096 808.678 729.437 0.350797 0.67654 0.51222 0.79392 176.411 1.6143 0.0892262 644.585 0.308546 0.0996691
-1 -1 -1 -1 -1 -1 -1 50.5698 -1 -1 -1 -1 210.363 -1.4206 2.76323 203.364 0.982464 0.0996691
-1 -1 -1 -1 -1 -1 -1 319.62 -1 -1 -1 -1 17.2408 -0.528397 0.193281 170.015 0.538366 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.7221 -2.72538 -1 0 -1 0.0996691
447.217 -1.46076 -1.82434 401.788 -1.35844 1.28164 874.088 835.575 0.764293 0.587632 0.875647 0.827535 26.3368 1.60988 0.332962 874.555 0.0672062 0.0996691
400.514 0.6055 1.96729 389.251 0.374084 -1.15323 803.553 788.37 0.485022 0.698329 0.593051 0.824846 30.2828 -2.2759 1.11525 780.028 0.0164226 0.0996691
391.353 2.06949 -2.83646 380.689 2.72877 0.0775086 826.605 761.599 0.560018 0.416901 0.690411 0.728334 76.76 1.60562 1.07016 768.643 0.785805 0.0996691
481.717 -0.0230721 -0.935458 -1 -1 -1 -1 271.454 0.708427 -1 0.596091 -1 485.229 2.36178 2.10354 542.576 0.932896 0.0996691
-1 -1 -1 -1 -1 -1 -1 75.7335 -1 -1 -1 -1 6.74253 -0.161986 0.357041 75.3445 0.157808 0.0996691
-1 -1 -1 -1 -1 -1 -1 363.368 -1 -1 -1 -1 8.64511 1.8282 0.272348 245.942 0.356293 0.0996691
508.973 1.05202 0.666795 467.335 -0.320031 -3.13706 1190.46 1159.11 0.533762 0.611482 0.537691 0.688041 37.219 0.811065 0.0382329 1428.72 0.717255 0.0996691
558.258 0.496564 -0.851009 299.685 -1.64857 2.93561 1322.04 1285.82 0.749205 0.557943 0.708 0.503889 398.177 2.85156 0.0958769 1213.95 0.427315 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.5586 1.91934 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 102.802 -1 -1 -1 -1 8.14224 0.304618 0.361808 129.186 0.150193 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 14.2563 -1.12671 -1 0 -1 0.0996691
1168.82 -1.23947 -0.281177 497.273 1.35044 1.91986 2928.48 2637.43 0.45872 0.308637 0.494191 0.490115 700.98 2.95719 0.268634 2196.13 0.751872 0.0996691
2165.28 0.642427 1.76902 2144.29 -0.701983 -1.20661 5663.74 3047.59 0.190064 0.244955 0.626192 0.660359 98.4469 -2.10152 0.592215 4597.97 0.961415 0.0996691
1514.64 0.368981 2.61066 -1 -1 -1 -1 770.41 0.621062 -1 0.782446 -1 1379.26 -0.583932 0.195258 1677.93 0.941806 0.0996691
288.664 0.441405 -3.09769 260.133 1.70274 0.0623946 675.42 568.166 0.668153 0.538704 0.574543 0.755572 26.9171 0.170595 0.0109201 543.728 0.150719 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7.21708 -2.54534 -1 0 -1 0.0996691
359.509 -2.06777 -2.27469 358.59 -0.553955 0.966782 946.687 873.678 0.673171 0.598184 0.771444 0.627447 9.84411 -0.68697 1.25593 721.94 0.0903948 0.0996691
