pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
443.315 1.55207 -2.19349 -1 -1 -1 -1 554.722 0.314952 -1 0.495484 -1 373.387 0.519052 1.36122 631.614 0.586692 92.9047
1330.09 -0.416312 -0.11661 -1 -1 -1 -1 658.148 0.564184 -1 0.588056 -1 1322.08 2.8913 1.56012 1479.75 0.889364 92.9047
-1 -1 -1 -1 -1 -1 -1 392.543 -1 -1 -1 -1 386.631 0.990138 2.52791 424.254 0.948663 92.9047
579.495 0.437842 0.0361971 509.027 -0.885008 -2.79651 1330.11 1313.35 0.602714 0.635394 0.669968 0.790323 554.094 1.45227 1.42285 1528.85 0.583355 92.9047
481.953 -1.14217 0.785525 478.499 0.863678 -0.772707 1350.39 995.87 0.27255 0.192445 0.689598 0.49585 641.689 3.12945 0.0612798 1079.21 0.399718 92.9047
382.589 -0.964595 -0.305366 -1 -1 -1 -1 303.118 0.672429 -1 0.680561 -1 388.949 3.01034 0.194485 739.498 0.647699 92.9047
440.008 1.13667 -1.23923 -1 -1 -1 -1 891.49 0.355178 -1 0.591516 -1 411.737 2.49881 1.87537 668.29 0.644333 92.9047
487.433 0.0391585 1.41208 -1 -1 -1 -1 1170.49 0.59354 -1 0.841117 -1 406.309 -1.59359 1.16967 808.555 0.596109 92.9047
685.605 1.18009 1.4677 543.353 2.34148 -2.2291 1398.49 1392.1 0.288347 0.757531 0.391048 0.771677 246.95 0.0456818 1.42291 1513.57 0.300928 92.9047
747.829 0.65662 -0.303273 431.221 -0.153125 -2.69242 1162.44 1176.84 0.149898 0.71033 0.0904242 0.720573 326.83 2.58932 0.745019 1388.24 0.706965 92.9047
369.637 -1.23941 -2.57074 -1 -1 -1 -1 376.147 0.0499155 -1 0.4477 -1 424.398 0.900855 0.14402 544.923 0.886968 92.9047
706.449 -0.332748 0.850787 455.054 0.674006 2.40671 1000.44 1001.77 0.544923 0.634885 0.66543 0.519221 852.632 -1.727 2.1442 1167.23 0.727389 92.9047
751.838 0.645614 -1.68599 694.536 -0.0859885 1.26375 1543.1 1551.75 0.352762 0.463125 0.587328 0.467323 151.601 2.83153 1.56743 1458.09 0.103408 92.9047
726.126 0.129298 -2.31428 -1 -1 -1 -1 250.073 0.336408 -1 0.429794 -1 709.127 0.858769 0.324008 809.623 0.767415 92.9047
669.977 -0.65126 1.89422 429.348 -0.260484 -1.20464 1101.64 1073.76 0.292652 0.638344 0.739919 0.787269 506.518 -2.37878 1.16868 1455.48 0.696916 92.9047
625.282 -0.823915 -0.516885 288.484 2.43989 0.730291 2168.44 172.946 0.172492 0.651372 0.772134 0.784828 728.654 2.89639 0.708075 932.085 0.875619 92.9047
