pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
1191.23 0.139621 0.146254 885.674 0.132883 2.5811 1942.69 1922.51 0.594411 0.751674 0.47235 0.708499 721.693 -2.21053 0.943132 2104.15 0.951781 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.8367 -2.5244 -1 0 -1 1.5571
1330.9 0.437571 1.51477 1203.26 -0.864082 -1.24333 3094.65 2889.74 0.38548 0.615398 0.552544 0.414196 612.341 -0.99132 0.0486165 3719.54 0.725987 1.5571
-1 -1 -1 -1 -1 -1 -1 244.183 -1 -1 -1 -1 68.8802 2.63967 0.00886154 114.019 0.509935 1.5571
478.867 -0.861248 -2.23 316.81 0.395706 0.578831 934.338 935.598 0.278213 0.791235 0.714289 0.685941 420.376 0.613701 0.0399104 1100.22 0.262166 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.9615 0.382156 -1 0 -1 1.5571
736.148 -1.2694 0.101848 292.854 -0.019126 0.0181453 628.948 633.085 0.589289 0.316444 0.55818 0.587341 855.961 2.91132 0.0165348 1528.09 0.604075 1.5571
1479.62 -0.438789 1.94218 937.795 0.665905 -1.08451 2902.83 2197.87 0.107303 0.602553 0.747886 0.410925 169.107 1.87592 0.268928 3328.49 0.190751 1.5571
1395.13 -1.39567 0.982538 969.485 1.86526 -3.01325 6092.46 6104.79 0.139431 0.578654 0.553299 0.726328 220.111 -0.7172 0.227384 3303.47 0.683007 1.5571
970.952 -0.77016 1.60825 751.706 -0.037424 -2.42903 1708.82 1620.75 0.59778 0.627755 0.475042 0.563145 3.3063 -2.26003 0.134778 3065.17 0.47263 1.5571
916.633 0.325015 1.96162 569.033 0.228016 -0.724373 1415.68 1427.39 0.465761 0.647599 0.546913 0.473309 476.173 -1.7278 0.856145 1527.2 0.967901 1.5571
1178.21 0.193158 -2.84598 944.184 -0.329353 0.373516 2217.62 2006 0.381934 0.0615658 0.488351 0 75.5666 2.34609 0.373385 3628.35 0.301791 1.5571
-1 -1 -1 -1 -1 -1 -1 531.256 -1 -1 -1 -1 16.633 2.16175 0.314282 304.496 0.710873 1.5571
1293.82 -0.840238 -0.844482 661.797 -1.12871 -2.99281 1695.73 1619.09 0.335905 0.61481 0.776098 0.661815 349.394 1.27931 0.688671 2716.11 0.643008 1.5571
1165.32 -0.163567 2.41563 848.45 -0.524229 -1.1273 1992.63 1996.54 0.513802 0.175765 0.753386 0.490085 29.1533 0.154503 0.238787 2554.2 0.852514 1.5571
1428.47 0.0401581 2.05698 765.107 -0.963163 2.96842 1437.22 1452.85 0.446623 0.113664 0.552164 0.699691 1283.92 -1.01296 0.251367 3189.96 0.62854 1.5571
1301.14 -0.475865 -1.09946 1053.84 -0.0129055 0.742191 1961.62 2241.76 0.0995081 0.684395 0.150568 0.79241 447.458 2.23517 0.789542 3421.65 0.481907 1.5571
951.539 1.11137 -0.396352 329.295 -1.89138 -1.92841 2520.16 2476.09 0.616729 0.117672 0.786217 0.636467 922.804 2.21251 1.12524 1607.22 0.577444 -1.5571
1267.88 -0.170645 0.622798 1166.54 0.0276622 -2.73982 2574.7 1966.55 0.220004 0.705657 0.392571 0.683725 173.925 2.74787 0.334193 3285.26 0.661915 -1.5571
1588.55 -0.711872 1.96375 811.621 -1.10539 -1.20885 2510.68 1755.59 0.144014 0.641851 0.587564 0.350677 841.921 -1.33744 0.0500973 2499.68 0.5688 1.5571
947.312 0.109906 2.61145 454.256 0.443455 -1.20291 1295.18 2015.86 0.50885 0.866497 0.647694 0.682344 235.836 0.623622 0.696359 2113.69 0.953826 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.8143 0.415471 2.94397 36.0774 1 1.5571
1309.29 -1.26679 2.09552 1278.15 0.0877017 -0.246883 3099.74 1686.08 0.130002 0.594685 0.739961 0.490232 138.416 -2.77153 0.123796 3498.88 0.96307 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.5574 -0.212043 -1 0 -1 1.5571
