pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.93119 2.47889 -1 0 -1 0.0996691
335.368 0.374075 -2.97234 -1 -1 -1 -1 621.874 0.719567 -1 0.734438 -1 255.231 0.126502 0.225279 386.309 0.657706 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.02958 2.9047 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 20.0029 -1 -1 -1 -1 91.0141 2.08383 2.91811 97.6468 0.987807 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.6169 2.78928 2.85145 31.721 1 0.0996691
254.833 -2.15319 1.53834 252.643 -1.59035 -1.65021 537.141 517.762 0.660523 0.217326 0.704844 0.24475 14.3996 -0.109413 1.53948 494.455 0.0479367 0.0996691
1498.06 -0.121178 -0.184974 1152.15 -0.102542 1.79603 2391.61 1998.9 0.602023 0.267717 0.792313 0.793735 1081.85 -2.66734 0.463984 3416.42 0.573833 0.0996691
2044.69 -0.351237 -1.1347 1161.31 -0.448339 1.24061 2876.93 2863.44 0.432023 0.502502 0.763129 0.752254 199.803 1.71554 0.281548 4614.93 0.981342 -0.0996691
1890.81 -0.203245 1.63801 1115.74 0.582697 -0.543903 2882.75 2135.74 0.388153 0.274238 0.439437 0.473842 1019.55 -1.89118 0.0385336 3764.69 0.695232 0.0996691
1493.39 0.359869 2.87927 1460.92 -0.701773 -1.77595 2739.82 2643.17 0.446188 0.617094 0.683917 0.557383 347.472 0.583117 0.0299484 4631.39 0.748602 -0.0996691
2961.83 -0.404003 0.395522 2638.37 -0.387544 -2.38742 5609.4 4636.73 0.25142 0.0647034 0.649492 0.382046 114.512 1.30473 0.054963 6701.29 0.98481 0.0996691
1543.32 0.123207 -0.990488 1440.85 0.208361 2.05747 3024.85 2801.91 0.600545 0.337374 0.682013 0.829059 51.0637 0.732772 0.0131215 3368.75 0.84021 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 152.099 3.00698 3.03879 167.198 1 0.0996691
678.675 -0.509106 -0.523997 342.831 1.12442 2.62767 1336.83 1103.76 0.751408 0.51384 0.830999 0.676804 347.009 2.62565 0.104747 1000.6 0.360167 0.0996691
