pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6.34456 -1.86288 -1 0 -1 0.0996691
306.366 -1.12012 0.096483 -1 -1 -1 -1 196.387 0.729373 -1 0.665822 -1 251.785 -2.99157 0.171988 355.705 0.820547 0.0996691
-1 -1 -1 -1 -1 -1 -1 566.18 -1 -1 -1 -1 30.2795 0.790167 0.538836 294.315 0.112039 0.0996691
279.896 0.966223 1.46766 271.305 -1.0753 -1.63389 870.266 831.793 0.214856 0.607963 0.59707 0.662801 18.9297 -1.65247 0.00142491 539.56 0.031471 0.0996691
-1 -1 -1 -1 -1 -1 -1 225.322 -1 -1 -1 -1 22.2678 -1.23682 0.114 171.11 0.2077 0.0996691
1703.53 -0.362169 -1.07211 1249.93 -0.487669 1.27258 2722.4 2678.86 0.725367 0.682727 0.724547 0.402055 605.474 3.09787 0.342497 3539.82 0.689968 -0.0996691
1158.53 0.574359 -0.556023 1067.3 0.17868 -1.95059 1536.66 1852.69 0.12604 0.0448894 0.654908 0 832.747 2.02122 0.295643 3130.02 0.356873 0.0996691
1611.76 -0.517269 -2.22778 1045.39 -0.526193 0.512282 2682.06 1349.66 0.228176 0.683879 0.520072 0.509429 843.297 0.156096 0.106074 3682.07 0.537806 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 168.893 -0.918069 3.06633 173.966 1 0.0996691
1867.03 0.216872 -0.687877 1150.47 -0.363012 3.03303 2946.92 2956.85 0.847451 0.756222 0.809987 0.829885 749.27 1.79859 0.0826808 3422.32 0.819066 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.2122 -0.39466 2.99884 25.8316 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 661.335 -1 -1 -1 -1 33.3524 -2.60186 1.50282 225.196 0.114309 0.0996691
2198.84 -0.836393 1.72998 1777.76 -1.02146 -1.67166 4257.55 2863.87 0.00614079 0.721707 0.49761 0.73147 212.635 -1.90228 0.154501 4920.95 0.918221 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 239.55 1.30082 3.08221 207.835 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 56.6533 -0.586735 3.12008 40.5327 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 42.7641 -1 -1 -1 -1 110.443 -0.95237 1.08492 195.025 0.628682 0.0996691
-1 -1 -1 -1 -1 -1 -1 206.275 -1 -1 -1 -1 24.7218 -2.47987 0.311833 199.711 0.118995 0.0996691
1879.19 0.106218 -1.09601 1865.19 0.051963 1.39199 3687.14 2554.07 0.158187 0.743028 0.728136 0.662728 552.76 -0.986454 0.178324 5564.57 0.191571 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.1887 -0.817453 -1 0 -1 0.0996691
2075.25 -0.686547 1.66854 1531.66 -0.302849 -2.04468 3599.89 2625.84 0.242415 0.531701 0.537579 0.586587 561.063 -0.885936 0.475882 4221.73 0.518939 0.0996691
-1 -1 -1 -1 -1 -1 -1 52.0663 -1 -1 -1 -1 8.46606 2.09223 1.37686 68.1708 0.99033 0.0996691
365.34 1.20138 -2.50873 -1 -1 -1 -1 400.003 0.780207 -1 0.712463 -1 187.511 0.338958 0.445792 500.553 0.862375 0.0996691
2028.05 -0.149016 -0.112478 2021.3 0.00953406 -2.69896 4077.18 2826.25 0.560618 0.148421 0.47116 0.402858 91.9886 -0.709068 0.335499 5394.9 0.838516 0.0996691
421.014 -1.67103 2.98178 -1 -1 -1 -1 506.262 0.556536 -1 0.373425 -1 257.453 -0.210505 0.0122469 584.278 0.44091 0.0996691
2081.44 -1.07253 -2.51777 1558.58 0.358147 0.31632 4618.35 4366.02 0.470637 0.796445 0.323348 0.790508 713.68 1.24987 0.0781925 3784.2 0.968959 0.0996691
334.801 2.34865 -1.72649 321.153 1.04594 1.40468 837.182 509.752 0.253944 0.547548 0.713797 0.854252 39.5165 0.931154 0.468511 662.505 0.330187 0.0996691
-1 -1 -1 -1 -1 -1 -1 68.1545 -1 -1 -1 -1 11.9777 1.85962 0.141516 67.9425 0.171366 0.0996691
2449.81 0.0689892 -1.65093 2056.97 1.2532 1.75961 5564.47 4640.91 0.0996726 0.622096 0.735641 0.538131 103.598 -1.62251 0.0205036 5290.52 0.383506 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6.99083 -0.870666 2.27468 21.0965 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.8351 -2.77654 0.966001 21.8987 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 210.686 -1.55314 3.04336 221.76 1 0.0996691
1410.65 0.733224 2.19815 767.496 -1.29883 -0.487967 3227.32 3247.31 0.357503 0.0843692 0.454609 0.288803 631.801 -0.794898 0.307165 2705.09 0.359758 -0.0996691
-1 -1 -1 -1 -1 -1 -1 376.503 -1 -1 -1 -1 12.0087 -2.78286 0.208308 345.446 0.0576249 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.456 -2.40624 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 51.0926 -2.24481 3.13154 36.38 1 0.0996691
1526.49 0.376173 -1.82465 1152.63 -0.552295 1.14163 2957.46 2945.51 0.52285 0.667634 0.126074 0.481822 142.195 1.81014 0.6159 3247.6 0.749924 0.0996691
667.323 -0.00140457 0.965584 371.874 -2.53937 1.50138 1678.95 1461.23 0.477763 0.315682 0.784396 0.634362 1015.1 -1.9408 2.23075 1055.36 0.949103 0.0996691
-1 -1 -1 -1 -1 -1 -1 292.441 -1 -1 -1 -1 14.0772 0.826911 0.136038 218.029 0.299422 0.0996691
1179.17 0.954589 -1.32268 836.569 -0.348398 -2.20872 1696.57 1499.87 0.602506 0.456956 0.576011 0.471849 893.777 1.58184 7.59363e-05 3554.02 0.485634 0.0996691
-1 -1 -1 -1 -1 -1 -1 284.89 -1 -1 -1 -1 42.6711 0.282272 0.460248 264.47 0.201055 0.0996691
-1 -1 -1 -1 -1 -1 -1 322.08 -1 -1 -1 -1 40.1275 2.69568 0.347684 282.813 0.0628084 0.0996691
1526.54 -0.188515 -3.12295 1292.31 -0.550154 -1.34932 2436.93 1723.54 0.317516 0.0405933 0.728603 0.844555 1038.63 1.03479 0.130532 4169.31 0.260967 -0.0996691
-1 -1 -1 -1 -1 -1 -1 751.905 -1 -1 -1 -1 114.555 1.42308 0.153274 373.24 0.454754 0.0996691
315.801 -2.09348 1.88098 254.915 -0.99785 -0.543033 662.315 306.661 0.709659 0.4485 0.805754 0.884062 37.9179 1.32056 0.585549 1005.95 0.191636 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4.60965 1.24831 -1 0 -1 0.0996691
2203.9 0.454257 -1.48241 2006.51 0.144455 0.773391 4144.98 2937.94 0.207958 0.479812 0.498255 0.667962 341.628 2.71392 0.0761967 5742.51 0.949497 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.5263 -0.555251 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 776.064 -1 -1 -1 -1 17.9829 1.02371 0.355503 345.997 0.165365 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4.00673 -2.65522 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 76.8371 -1 -1 -1 -1 12.1261 0.806733 0.762638 99.6292 0.266559 0.0996691
-1 -1 -1 -1 -1 -1 -1 32.9111 -1 -1 -1 -1 28.2462 -0.639201 1.32429 85.1223 0.471748 0.0996691
-1 -1 -1 -1 -1 -1 -1 351.818 -1 -1 -1 -1 294.947 -2.82346 1.68998 617.341 0.857443 0.0996691
-1 -1 -1 -1 -1 -1 -1 75.882 -1 -1 -1 -1 7.54522 2.7865 0.221635 74.1797 0.178238 0.0996691
449.861 0.902754 0.62658 439.991 -0.542516 -3.02476 1133.47 920.054 0.592813 0.565369 0.607592 0.724413 125.649 1.09082 0.468144 1283.34 0.397599 0.0996691
529.35 0.520498 -0.829982 -1 -1 -1 -1 606.979 0.401862 -1 0.366577 -1 570.729 2.89362 0.028939 959.761 0.855077 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.82126 -1.1036 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 60.8106 -1 -1 -1 -1 140.988 -2.37815 2.52972 149.062 0.966486 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6.31363 2.4373 2.59624 25.4958 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.89581 1.20127 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.0444 2.92773 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.6672 -2.87182 1.78226 29.9497 1 0.0996691
301.336 -1.29653 -2.46831 -1 -1 -1 -1 172.189 0.679972 -1 0.629934 -1 298.318 0.529258 0.936436 315.919 0.869716 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.8587 1.3551 2.01629 27.9998 1 0.0996691
343.166 -1.81475 2.07819 -1 -1 -1 -1 -1 0.433585 -1 0.598555 -1 361.054 -1.06824 3.13932 342.95 1 0.0996691
254.932 0.198984 0.423562 -1 -1 -1 -1 249.406 0.593797 -1 0.669288 -1 184.659 -2.68794 0.159031 319.636 0.558822 0.0996691
390.704 0.142847 -0.568473 -1 -1 -1 -1 -1 0.701443 -1 0.733633 -1 407.064 2.52277 3.08678 385.426 1 0.0996691
1389.56 -1.33422 -1.11955 1178.5 -0.550291 2.0064 2781 2761.52 0.216533 0.3506 0.520197 0.649111 106.335 2.76664 0.156773 2875.83 0.528099 -0.0996691
-1 -1 -1 -1 -1 -1 -1 108.12 -1 -1 -1 -1 22.0533 2.79168 1.55947 145.799 0.383258 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 184.135 -0.62057 3.06344 192.786 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.1792 -1.38356 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 9.09375 -1.50487 -1 0 -1 0.0996691
839.822 1.74486 0.30468 814.517 0.592004 -2.88675 1963.43 1927.26 0.530335 0.61329 0.703316 0.707537 27.4815 -3.00049 0.112169 1653.31 0.0381602 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.325 -0.980507 -1 0 -1 0.0996691
