pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
423.598 1.58979 -2.14947 310.295 0.174986 0.551106 905.763 914.203 0.367065 0.580687 0.637475 0.818414 33.3237 0.172325 0.378058 934.321 0.266108 92.9047
799.904 0.429373 0.129907 585.697 -1.99098 2.85561 2499.88 2443.46 0.633148 0.477048 0.712522 0.724978 407.73 -2.17377 1.03681 1559.78 0.659383 92.9047
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 169.594 -1.90381 3.08163 193.045 1 92.9047
716.7 -1.47184 -1.18623 545.753 -1.08192 -2.8307 980.776 932.583 0.745644 0.515582 0.591794 0.887264 530.298 1.35518 0.169224 1604.1 0.516556 92.9047
924.866 0.561944 1.98845 695.728 -1.17516 -1.08733 2251.72 2278.39 0.30403 0.415009 0.736243 0.723542 20.7565 1.14853 0.259721 1994.84 0.783839 92.9047
776.414 0.257011 2.19675 251.815 2.73415 3.13054 1625.41 396.872 0.167326 0.465594 0.710438 0.621953 883.677 -0.746988 0.129083 1104.74 0.848478 92.9047
806.703 -0.616574 2.44071 470.971 0.461482 -0.163599 1435.73 1186.41 0.576963 0.58845 0.625952 0.736077 220.993 -0.279972 0.119235 1828.74 0.835198 92.9047
727 -1.12416 -1.12991 -1 -1 -1 -1 555.212 0.296214 -1 0.709572 -1 854.22 1.87365 0.243653 1004.7 0.759638 92.9047
572.661 -0.196966 1.30653 481.795 -1.44748 3.0236 1082.85 1032.73 0.462718 0.709869 0.604656 0.804212 570.037 -0.579355 0.320466 1537.78 0.562873 92.9047
474.666 -1.45576 0.29303 299.753 0.218308 -2.33936 1037.75 1368.93 0.809844 0.400829 0.763592 0.695985 511.736 3.0851 0.798462 1057.31 0.850012 92.9047
502.435 -0.432289 3.1004 442.258 -1.60333 1.91878 803.447 722.023 0.460357 0.342076 0.698619 0.71387 772.208 -0.599434 2.42946 953.244 0.984247 92.9047
1117.79 -0.379445 -1.10534 655.859 0.0262161 2.59797 1730.62 2056.73 0.591368 0.330973 0.499706 0.777513 157.676 0.939332 0.369556 2333.77 0.959492 92.9047
-1 -1 -1 -1 -1 -1 -1 19.164 -1 -1 -1 -1 30.9166 -2.6905 2.63332 53.2378 0.960952 92.9047
518.331 -1.74817 2.2786 -1 -1 -1 -1 334.175 0.529502 -1 0.539936 -1 421.289 -0.851748 0.0864087 570.345 0.826114 92.9047
468.873 -0.731928 0.573441 466.49 1.814 -2.75405 1817.19 1558.34 0.716016 0.636565 0.829516 0.516612 34.4277 1.25156 0.663847 1311.89 0.823818 92.9047
-1 -1 -1 -1 -1 -1 -1 214.267 -1 -1 -1 -1 124.648 -1.39693 0.30878 287.248 0.581863 92.9047
