pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
1130.27 0.146419 0.0828145 989.813 0.156439 2.56368 2016.85 1997.41 0.41845 0.770696 0.498683 0.721714 713.749 -2.01591 1.15732 2144.2 0.948793 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 23 -2.24995 -1 0 -1 1.5571
1335.98 0.467807 1.52319 1221.9 -0.827296 -1.28756 3128.3 2913.32 0.586458 0.576434 0.65375 0.534888 636.777 -0.996022 0.0382152 3735.58 0.724784 1.5571
-1 -1 -1 -1 -1 -1 -1 241.089 -1 -1 -1 -1 68.4709 2.65709 0.203669 113.453 0.555734 1.5571
456.077 -0.852932 -2.22965 315.622 0.351965 0.615504 899.353 895.662 0.49159 0.500983 0.775726 0.794345 382.21 0.57092 0.0312065 1069.24 0.243489 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12.7421 0.652944 -1 0 -1 1.5571
769.605 -1.21397 0.068736 290.406 5.67491e-05 -0.024342 626.221 621.99 0.205967 0.360714 0.838367 0.793575 852.104 2.93598 0.0825782 1598.44 0.580788 1.5571
1525 -0.432086 1.91714 982.132 0.623975 -1.18261 2965.52 2294.11 0.175036 0.750082 0.814068 0.554078 232.995 1.66391 0.046782 3444.01 0.190189 1.5571
1404.59 -1.39245 0.902124 1156.06 1.86531 -3.00527 6682.6 6722.14 0.356687 0.699371 0.456867 0.701229 264.315 -0.33746 0.58423 3563.49 0.657768 1.5571
998.833 -0.771084 1.6007 762.619 -0.0230028 -2.48571 1725.19 1628.36 0.633683 0.664647 0.740196 0.764588 30.5697 3.02821 0.0824811 3109.02 0.224819 1.5571
853.72 0.34826 1.98275 567.134 0.202697 -0.671288 1367.45 1362.61 0.341067 0.710001 0.79037 0.660272 426.618 -1.66186 0.947357 1473.03 0.96873 1.5571
1183.07 0.172222 -2.81367 927.123 -0.347716 0.526035 2187.64 2196.76 0.343817 0.283296 0.694242 0.387969 51.8218 -2.25557 0.562709 3584.27 0.152342 1.5571
-1 -1 -1 -1 -1 -1 -1 528.473 -1 -1 -1 -1 12.8353 -1.93875 0.66095 291.348 0.74665 1.5571
1370.13 -0.87403 -0.804664 659.086 -1.10819 -2.99857 1757.68 1677.62 0.531627 0.777493 0.441561 0.786107 337.528 1.53849 0.454951 2826.98 0.624036 1.5571
1201.03 -0.158984 2.38703 870.006 -0.567649 -1.06156 2081.34 2087.11 0.442955 0.413811 0.697881 0.598882 42.4204 -2.25531 1.18983 2636.73 0.871655 1.5571
1437.03 0.0364931 2.00623 767.767 -0.969075 2.99806 1497.5 1508.76 0.579538 0.319896 0.558237 0.699029 1257.18 -1.04509 0.197924 3221.49 0.596862 1.5571
1323.88 -0.453067 -1.21143 1077.93 -0.0461624 0.760282 2062.18 2063.65 0.763608 0.685827 0.664886 0.612761 463.097 2.07087 0.32576 3476.6 0.966515 1.5571
949.63 1.12958 -0.397616 331.664 -1.87981 -1.90008 2532.05 2501.17 0.701277 0.48363 0.690146 0.563152 903.093 2.20258 1.1474 1632.26 0.581112 -1.5571
1310.27 -0.177821 0.660044 1150.17 0.0406401 -2.74894 2571.76 1958.72 0.195683 0.732991 0.641723 0.864856 208.47 2.94842 0.0109138 3297.96 0.913061 -1.5571
1618.45 -0.702887 1.97525 841.675 -1.09604 -1.14913 2564.65 1821.07 0.228251 0.534793 0.465024 0.756418 827.871 -1.31064 0.00452197 2553.05 0.581888 1.5571
927.635 0.140532 2.68412 365.937 0.476504 -1.18728 1141.27 1799.54 0.59751 0.723139 0.634297 0.73525 283.238 0.149689 0.171774 2025.2 0.948886 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.6337 0.531217 2.82335 36.7125 1 1.5571
1311.92 -1.27204 2.10711 1066.13 0.0499411 -0.270975 2824.44 1563.57 0.123854 0.162036 0.804573 0.801085 95.3237 -0.341216 0.0702233 3364.73 0.407384 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.787 -0.439538 -1 0 -1 1.5571
1028.57 -1.17284 2.23757 348.789 -0.385699 -1.59148 1257.81 1168.97 0.564797 0.799454 0.77264 0.778178 686.343 -0.773309 0.0787992 1957.9 0.952081 1.5571
896.064 -0.806867 -1.32646 847.466 -1.36026 1.82241 1826.5 1809.87 0.719754 0.366472 0.867623 0.63789 44.9413 2.02801 0.21179 1737.06 0.0228681 1.5571
868.8 0.538078 0.807012 351.651 -1.49716 -1.87262 1720.02 1626.04 0.726238 0.824295 0.757865 0.716405 560.8 -2.54082 0.182132 1402.23 0.141303 1.5571
1120.91 1.44552 -1.06074 669.418 -0.935815 1.846 3132.78 1807.71 0.582956 0.626408 0.8137 0.561254 78.9264 -1.90363 0.608971 2778.84 0.530828 -1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.5379 -2.48065 2.90414 30.196 1 1.5571
1363.93 -0.49035 3.00988 1022.59 -0.362341 -0.908589 2200.8 2204.69 0.596903 0.385802 0.294292 0.552384 303.882 1.45483 0.917455 3160.04 0.778251 1.5571
422.346 -1.35602 1.05113 -1 -1 -1 -1 -1 0.655086 -1 0.582857 -1 420.31 -2.08141 3.13036 402.01 1 1.5571
1087.72 -1.00786 -2.23438 925.113 0.652383 1.28305 2720.15 2750.93 0.53852 0.298058 0.864212 0.654814 501.796 -2.23219 0.00175381 2826.99 0.410798 1.5571
601.764 0.976511 -0.156125 388.564 -0.370911 -1.99439 1081.91 795.268 0.287982 0.655405 0.646676 0.796624 499.261 -2.46756 0.468156 1854.18 0.48267 1.5571
434.604 -0.583358 2.68556 392.302 -1.09844 -0.305671 859.997 840.479 0.682003 0.658215 0.770739 0.635338 55.7647 -1.27372 0.977345 817.318 0.097848 1.5571
1400.24 -0.0518305 -2.68782 954.087 -0.0606399 1.53827 2013.25 1933.19 0.481409 0.709656 0.556297 0.77638 945.107 -0.249983 0.0527225 2794.45 0.434432 1.5571
1148.3 -0.815986 -1.02466 801.257 0.190661 2.21344 2176.63 2200.24 0.494746 0.578432 0.63331 0.583237 804.344 2.33538 0.11903 2807.84 0.0810573 1.5571
2200.22 0.147984 -0.795609 1897.49 -0.250092 2.91623 4164.6 3685.33 0.119782 0.37922 0.288947 0.438171 372.852 1.19736 0.231326 5075.96 0.630654 -1.5571
1281.94 0.920159 3.13901 931.506 0.954413 -0.207892 2285.05 1734.66 0.468336 0.109967 0.748144 0.78041 205.744 0.986472 0.712522 2542.4 0.535518 1.5571
2052.07 -0.901673 1.39299 1782.46 -0.269734 -2.08648 4168.37 3643.36 0.418455 0.613239 0.407425 0.868639 62.5702 -1.95269 0.145396 4563.39 0.12302 1.5571
776.977 0.206913 -0.557318 -1 -1 -1 -1 247.448 0.312558 -1 0.830018 -1 784.251 2.59809 3.00538 786.803 0.996418 1.5571
-1 -1 -1 -1 -1 -1 -1 439.605 -1 -1 -1 -1 8.4388 1.87649 0.546157 435.033 0.0344398 1.5571
2211.95 -0.245145 1.80474 1422.88 0.239813 -2.77503 2984.64 2866.99 0.445102 0.247872 0.542237 0.657272 1446.83 -0.744848 0.0373401 4713.82 0.952111 1.5571
-1 -1 -1 -1 -1 -1 -1 83.1573 -1 -1 -1 -1 21.6723 2.36183 0.748466 76.2498 0.269648 1.5571
955.337 -0.682348 0.947892 859.981 -0.00900439 -1.81415 1915.41 1819.11 0.724831 0.349495 0.819869 0.842472 311.183 2.77519 0.805195 1982.52 0.51682 1.5571
1210.25 -0.0136797 2.89505 1120.34 1.4146 -0.988914 2833.2 2852.48 0.662262 0.754728 0.587596 0.759426 237.426 1.08927 0.129217 3029.97 0.852482 1.5571
2143.46 0.348064 1.33608 1548.22 0.329481 -1.61196 3833.56 3145.83 0.14254 0.59514 0.681447 0.730469 664.582 -2.25047 0.31647 3799.8 0.883428 -1.5571
1429.25 -0.0506219 -2.21612 1098.5 0.0132749 2.46512 1849.94 1740.96 0.660151 0.527825 0.466659 0.645152 1483.11 0.412384 0.754917 2882.13 0.56586 -1.5571
992.559 -1.37174 -2.12072 972.269 -0.575779 0.615108 2095.82 2056.59 0.711639 0.615521 0.850727 0.818297 74.5704 -2.27168 0.0910003 3830.96 0.907385 1.5571
689.952 -0.260012 1.88829 394.168 -1.29237 1.32253 667.105 624.358 0.680376 0.560976 0.701904 0.518266 994.347 -1.38566 0.0443648 1278.05 0.731816 1.5571
1635.62 0.353055 -1.14438 1468.27 0.539644 1.34254 3102.36 2429.64 0.237753 0.220885 0.861096 0.825706 356.459 2.49154 0.35905 3962.38 0.968365 1.5571
-1 -1 -1 -1 -1 -1 -1 37.2314 -1 -1 -1 -1 92.5528 -0.377912 2.60994 68.4203 0.932508 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.3398 0.996837 2.74059 38.7947 1 1.5571
1326.41 0.308987 -2.84204 989.655 0.170645 1.10053 2133.43 2101.16 0.452407 0.359014 0.871055 0.679815 493.214 0.248821 0.0153679 3110.63 0.879235 1.5571
1115.05 -0.983379 1.97578 727.985 0.692395 -1.06209 2582.46 1527.23 0.777876 0.30521 0.793819 0.706891 376.181 -1.40572 0.0437855 1864.72 0.888246 1.5571
1869.74 0.671089 -2.09232 703.99 -1.25244 0.721894 3544.36 2901.08 0.12635 0.688547 0.680889 0.74196 614.131 1.10689 0.0200951 3286.91 0.941896 1.5571
1343 0.370572 -2.17268 804.119 0.900291 0.380747 2243.01 1462.89 0.208584 0.644433 0.779564 0.714549 851.387 1.59268 0.326519 2339.55 0.321107 1.5571
-1 -1 -1 -1 -1 -1 -1 243.821 -1 -1 -1 -1 11.3733 -2.14608 1.43458 176.278 0.235156 1.5571
740.095 1.46134 3.12419 426.284 -1.14086 0.679166 2201.7 1868.83 0.421668 0.617685 0.593068 0.692615 498.814 -0.0833046 0.212198 1433.17 0.936127 -1.5571
1783.05 1.25385 -1.4596 777.172 -0.128507 1.52601 3034.71 2492.61 0.308924 0.65806 0.733368 0.763249 474.455 1.66761 0.148791 3171.44 0.304252 1.5571
1503.81 -0.0158269 0.0346049 1081.6 0.472424 2.5487 2552.85 2443.38 0.497701 0.433637 0.323226 0.685596 161.828 -3.05865 0.023973 3918.15 0.410338 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 10.6994 -0.266557 -1 0 -1 1.5571
2094.1 0.422427 2.14484 1091.09 -0.328473 -1.64204 3144.68 3006.44 0.895333 0.598686 0.631634 0.545566 895.309 -0.519515 0.101678 3922.19 0.808568 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7.82291 -1.73614 -1 0 -1 1.5571
398.608 -1.30646 -0.942624 385.285 -1.68897 2.24231 813.159 763.851 0.732769 0.740121 0.717905 0.751771 19.1688 0.417555 1.35988 747.598 0.0368364 1.5571
1774.33 0.622634 -2.13161 1236.88 -1.39135 1.11773 4624.72 4158.32 0.607107 0.468487 0.817394 0.819097 214.715 0.39382 0.155979 3920.19 0.774182 1.5571
-1 -1 -1 -1 -1 -1 -1 434.191 -1 -1 -1 -1 5.42403 0.64157 0.506207 428.068 0.0525212 1.5571
