pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
1211.9 0.126891 0.00945579 912.976 0.131089 2.52416 2010.73 1994.74 0.731392 0.745135 0.79835 0.647557 741.948 -2.24115 1.01256 2156.44 0.948749 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.2239 -2.05314 -1 0 -1 1.5571
1363.86 0.440235 1.49697 1177.82 -0.8415 -1.3581 3090.47 2882.5 0.430641 0.54967 0.477407 0.671823 649.819 -0.961409 0.0893189 3718.32 0.729193 1.5571
-1 -1 -1 -1 -1 -1 -1 240.371 -1 -1 -1 -1 68.3728 2.56319 0.179905 112.892 0.554113 1.5571
506.556 -0.830661 -2.24929 325.545 0.37146 0.678338 965.798 960.933 0.445734 0.679866 0.411108 0.557799 421.119 0.572908 0.0898958 1139.46 0.249489 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.4934 0.294297 -1 0 -1 1.5571
715.877 -1.26758 0.11914 286.112 -0.00840516 -0.0458084 622.504 625.703 0.407293 0.233765 0.62526 0.581594 819.335 2.90565 0.0299675 1519.83 0.551703 1.5571
1523.25 -0.428387 1.9114 953.21 0.663817 -1.1577 2946.09 2265.18 0.122748 0.646396 0.780633 0.47967 184.393 1.61382 0.0133975 3358.32 0.953515 1.5571
1331.45 -1.43035 0.885594 941.121 1.83654 -3.02811 5893.89 5921.14 0.159108 0.548608 0.299904 0.820245 137.851 -0.32713 0.605975 3213.92 0.647014 1.5571
961.597 -0.771961 1.58172 771.061 -0.0302158 -2.46354 1715.62 1642.82 0.777756 0.612644 0.500204 0.610881 18.8202 1.22636 0.289777 2988.83 0.867636 1.5571
903.594 0.293027 1.97677 606.168 0.170982 -0.702261 1452.97 1461.18 0.632915 0.607124 0.594691 0.40797 450.277 -1.75987 0.819263 1569.36 0.972015 1.5571
1171.11 0.171824 -2.80821 958.178 -0.385205 0.398726 2230.1 2135.02 0.44223 0.0502251 0.677284 0.466801 35.1955 -1.77863 0.653673 3565.82 0.77847 1.5571
-1 -1 -1 -1 -1 -1 -1 509.773 -1 -1 -1 -1 6.46316 1.9522 0.0631938 283.892 0.0319517 1.5571
1326.76 -0.833633 -0.751882 684.782 -1.11046 -3.00681 1791.05 1705.8 0.322025 0.64493 0.571117 0.831598 321.643 1.31815 0.600215 2806.24 0.579272 1.5571
1184.02 -0.143178 2.4287 814.73 -0.598353 -1.11359 1987.4 2002.79 0.455397 0.419475 0.566355 0.516611 70.0783 -0.539203 0.341372 2554.21 0.508156 1.5571
1512.99 0.0551409 1.91809 799.337 -0.997971 2.97326 1648.17 1666.81 0.607701 0.358024 0.533753 0.460545 1374.28 -1.0729 0.188012 3296.04 0.635339 1.5571
1263.58 -0.491651 -1.21849 1085.59 0.170466 3.06224 2128.61 2153.83 0.20535 0.584739 0.0913189 0.531246 384.358 2.02337 1.04155 3433.1 0.544347 1.5571
932.275 1.16547 -0.388887 325.945 -1.90731 -1.93755 2573.11 2531.8 0.668872 0.0891982 0.67427 0.607916 923.072 2.23355 1.10995 1561.68 0.619004 -1.5571
1305.92 -0.183809 0.660723 1195.06 0.09984 -2.76159 2653.13 1992.09 0.148369 0.599869 0.69196 0.78534 169.558 2.70108 0.151484 3360.11 0.115941 -1.5571
1667.07 -0.709116 1.98458 834.532 -1.1012 -1.17824 2592.24 1864.07 0.182261 0.611384 0.54085 0.354288 898.631 -1.31842 0.0867549 2610.96 0.594833 1.5571
924.434 0.137996 2.62461 417.869 -1.98768 -0.769299 2015.11 2008.22 0.421134 0.548149 0.668717 0.720605 228.869 0.509294 0.799116 2002.53 0.72687 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.6721 0.423027 2.9074 36.9859 1 1.5571
1271.76 -1.27101 2.04889 1241 0.0860704 -0.18871 2968.27 1728.07 0.178749 0.475541 0.411635 0.689111 154.787 -3.12158 0.22156 3459.18 0.954002 1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.6822 -0.183954 -1 0 -1 1.5571
1160.37 -1.12841 2.17721 332.113 -0.392008 -1.61692 1290.25 1244.14 0.649645 0.523777 0.359471 0.680163 791.688 -0.811042 0.128432 2117.88 0.958678 1.5571
879.424 -0.77762 -1.31076 835.356 -1.34144 1.7475 1793.73 1790.14 0.336134 0.337507 0.720076 0.387292 65.2324 3.02886 1.28772 1718.63 0.0501064 1.5571
845.643 0.507527 0.764284 330.111 -1.52141 -1.84455 1633.73 1556.83 0.665558 0.673377 0.602136 0.686006 554.694 -2.60914 0.0323081 1384.57 0.0952056 1.5571
1150.82 1.45129 -1.06565 661.357 -0.939364 1.80191 3162.8 1845.9 0.511784 0.62629 0.784696 0.581654 74.8713 -2.43192 0.178075 2828.36 0.55159 -1.5571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 54.558 -2.2165 3.14115 28.3314 1 1.5571
1504.5 -0.497406 3.04866 971.691 -0.38784 -0.876657 2244.68 2268.97 0.0451005 0.533516 0 0.549927 280.424 0.856468 0.250161 3280.19 0.563301 1.5571
426.131 -1.30772 1.00339 -1 -1 -1 -1 -1 0.32458 -1 0.456702 -1 423.372 -2.14464 3.13968 407.268 1 1.5571
1113.86 -0.965861 -2.27053 903.194 0.669678 1.27763 2693.67 2721.2 0.498026 0.539329 0.513139 0.649196 478.349 -2.21909 0.05144 2831.44 0.418729 1.5571
580.472 0.943455 -0.176288 503.758 -0.989427 1.6414 1519.41 1367.14 0.211555 0.538939 0.624385 0.532474 609.349 -2.24641 0.178147 1999.49 0.0542744 1.5571
434.81 -1.12519 -0.236353 412.236 -0.631439 2.69221 879.114 855.013 0.443568 0.397275 0.376332 0.597562 62.9585 -2.20307 1.38313 835.363 0.114064 1.5571
1491.67 -0.0517235 -2.72462 931.442 -0.015224 1.4721 2066.41 1985.62 0.53522 0.766655 0.731576 0.70352 1027.27 -0.211846 0.0628437 2826.01 0.373456 1.5571
1157.29 -0.802068 -1.01034 835.178 0.160298 2.13722 2212.71 2233.39 0.255298 0.317245 0.232793 0.543794 769.916 2.41021 0.0774293 2815.84 0.107597 1.5571
2200.23 0.119919 -0.779631 1824.73 -0.263977 2.97958 4059.2 3516.56 0.232686 0.477436 0.570389 0.521962 307.046 1.35689 0.154334 5013.52 0.618007 -1.5571
1266.21 0.962819 3.10624 923.046 0.935132 -0.141296 2246.41 1771.53 0.42965 0.113299 0.070509 0.439306 180.643 0.58353 0.301646 2516.05 0.566859 1.5571
1962.78 -0.903586 1.41882 1801.82 -0.285813 -2.10215 4077.63 3563.62 0.412547 0.523979 0.22753 0.671338 89.55 -0.368025 0.07658 4531.18 0.90978 1.5571
809.777 0.253429 -0.567872 -1 -1 -1 -1 233.376 0.232999 -1 0.592608 -1 808.634 2.61954 2.99968 818.933 0.994441 1.5571
-1 -1 -1 -1 -1 -1 -1 430.787 -1 -1 -1 -1 6.37615 -1.44326 0.672781 425.638 0.0197733 1.5571
2134.68 -0.254857 1.76729 1411.59 0.215799 -2.72684 3018.91 2794.23 0.362595 0.238414 0.669164 0.521413 1355.02 -0.680215 0.103638 4627.33 0.953239 1.5571
