pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8.55344 3.14085 -1 0 -1 0.0996691
332.331 0.381811 -2.98456 -1 -1 -1 -1 601.675 0.67641 -1 0.555454 -1 247.92 0.0924647 0.210036 381.599 0.656875 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4.7759 -2.76969 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 23.4983 -1 -1 -1 -1 96.5333 2.13017 2.81986 117.331 0.977074 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.933 2.97004 2.61777 30.4367 1 0.0996691
261.419 -2.15131 1.5313 256.513 -1.55094 -1.61762 549.966 529.383 0.583828 0.243914 0.800406 0.211634 0.539975 -2.40476 0.78714 503.848 0.0368289 0.0996691
1524.18 -0.158871 -0.258376 1263.38 -0.181473 1.71371 2581.56 2070.05 0.730948 0.251489 0.696727 0.672032 1081.03 -2.68336 0.458941 3460.1 0.687622 0.0996691
1979.55 -0.349641 -1.10866 1172.75 -0.467838 1.39021 2908.47 2924.39 0.364703 0.55024 0.737218 0.588776 75.4261 0.461486 0.930184 4578.58 0.916695 -0.0996691
1771.39 -0.291338 1.58279 1119.95 0.600334 -0.633602 2884.42 2148.79 0.424292 0.188341 0.138267 0.600454 918.841 -2.0154 0.138205 3682.29 0.699272 0.0996691
1544.29 0.367747 2.87304 1434.07 -0.733455 -1.89082 2710.67 2553.16 0.568128 0.530621 0.581716 0.498974 460.129 0.278723 0.136139 4666.64 0.897894 -0.0996691
3024.81 -0.359106 0.37102 2605.3 -0.412964 -2.35208 5607.91 4624.73 0.235872 0.242158 0.720881 0.543905 179.299 1.97952 0.667342 6716.36 0.902592 0.0996691
1540.97 0.112024 -0.872773 1431.43 0.215349 2.12243 3025.2 2724.43 0.811999 0.319462 0.728358 0.686851 13.2227 -0.1188 0.752235 3324.7 0.799917 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 155.557 2.91389 3.09862 175.008 1 0.0996691
