pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.3578 0.405515 -1 0 -1 0.0996691
288.103 -1.12595 0.0561576 -1 -1 -1 -1 206.068 0.611576 -1 0.679865 -1 221.742 -2.99589 0.150575 346.598 0.777886 0.0996691
-1 -1 -1 -1 -1 -1 -1 498.787 -1 -1 -1 -1 42.4401 0.782191 0.537009 256.88 0.146202 0.0996691
293.003 0.971044 1.55104 273.591 -1.04473 -1.60846 883.372 867.799 0.213303 0.46303 0.677233 0.451323 19.2944 -1.69684 0.0757732 564.237 0.0426944 0.0996691
-1 -1 -1 -1 -1 -1 -1 207.069 -1 -1 -1 -1 48.7335 -1.29016 0.0085963 199.013 0.116219 0.0996691
1767.87 -0.330882 -1.17346 1295 -0.456725 1.30696 2906.85 2831.77 0.571107 0.587128 0.758393 0.636193 555.472 3.01254 0.335554 3634.29 0.475988 -0.0996691
1136.51 0.131276 -2.06667 1087.74 0.579526 -0.530769 1678.82 1864.64 0.0446961 0.0761867 0 0.522915 784.766 1.84679 0.0404724 3148.44 0.337877 0.0996691
1579.28 -0.49785 -2.31361 1039.75 -0.505149 0.5514 2667.1 1312.37 0.223255 0.672171 0.690735 0.49884 882.696 0.046405 0.0367102 3659.37 0.541107 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 177.769 -0.909666 3.13858 174.554 1 0.0996691
1866.64 0.26858 -0.636675 1182.6 -0.358325 2.99726 3048.34 3027.59 0.422626 0.736609 0.734091 0.700442 734.128 1.79968 0.080588 3403.52 0.82059 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.2689 -1.04737 2.40917 33.102 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 641.144 -1 -1 -1 -1 24.7765 -2.8181 1.31912 216.435 0.0818662 0.0996691
2150.85 -0.867253 1.73707 1767.2 -1.01952 -1.66245 4155.66 2798.44 0.0120463 0.459597 0.585374 0.415966 245.741 -1.75048 0.0280355 4808.42 0.940454 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 219.319 1.33603 3.03708 199.556 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 55.5417 -0.723137 3.05532 43.0345 1 0.0996691
-1 -1 -1 -1 -1 -1 -1 51.645 -1 -1 -1 -1 116.859 -1.04898 2.40609 164.482 0.975307 0.0996691
-1 -1 -1 -1 -1 -1 -1 180.603 -1 -1 -1 -1 15.9758 0.0359383 0.286854 176.956 0.22289 0.0996691
1887.2 0.0729121 1.33219 1790.58 0.108984 -1.1177 3674.18 2434.86 0.707574 0.11025 0.691917 0.806612 622.085 -1.00612 0.268405 5613.94 0.161289 -0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.8118 -1.02769 -1 0 -1 0.0996691
2091.89 -0.714531 1.61108 1595.89 -0.296471 -1.93328 3758.23 2719.28 0.243482 0.686452 0.574602 0.576957 456.713 -0.985579 0.55065 4281.38 0.545213 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 6.34673 -2.15649 2.90181 34.1738 1 0.0996691
368.385 1.18434 -2.48264 -1 -1 -1 -1 393.465 0.698863 -1 0.840468 -1 218.105 0.338285 0.604361 497.567 0.57771 0.0996691
2012.38 -0.0146109 -2.71717 1966.89 -0.160083 -0.110144 4020.43 2814.83 0.132729 0.494302 0.353287 0.468757 206.919 -0.62981 0.524648 5349.96 0.816248 0.0996691
396.989 -1.65169 2.94432 -1 -1 -1 -1 473.881 0.390159 -1 0.336077 -1 249.515 -0.199838 0.0575779 547.347 0.461439 0.0996691
2194.63 -1.05103 -2.50868 1597.79 0.32926 0.296969 4726.37 4462.89 0.529304 0.696889 0.30694 0.778843 763.036 1.35314 0.00410581 3898.88 0.974326 0.0996691
335.202 1.04127 1.40238 -1 -1 -1 -1 616.117 0.74179 -1 0.73575 -1 14.5587 1.66101 0.263172 680.968 0.346277 0.0996691
-1 -1 -1 -1 -1 -1 -1 72.433 -1 -1 -1 -1 8.12656 0.853107 0.905797 70.6927 0.0753014 0.0996691
2596.92 0.0866301 -1.60771 1924.25 1.28163 1.84467 5545.05 4531.78 0.119628 0.432559 0.677757 0.440957 253.13 1.13723 0.357023 5289.66 0.506867 0.0996691
-1 -1 -1 -1 -1 -1 -1 324.242 -1 -1 -1 -1 14.8217 -1.14317 1.13516 48.1606 0.159159 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2.422 -1.82953 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 217.45 -1.60818 3.10023 209.971 1 0.0996691
1369.54 0.738053 2.22234 807.893 -1.23258 -0.476888 3189.82 3191.7 0.306122 0.111955 0.773811 0.279767 602.648 -0.784648 0.307815 2711.82 0.326992 -0.0996691
-1 -1 -1 -1 -1 -1 -1 360.009 -1 -1 -1 -1 23.748 3.00557 0.326861 327.563 0.0791346 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11.8287 -2.01966 -1 0 -1 0.0996691
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 54.1749 -2.20184 3.05939 42.7098 1 0.0996691
1486.95 0.412624 -1.8 1240.68 -0.520703 1.19619 3026.99 3014.06 0.29663 0.609916 0.217633 0.598484 19.5418 -2.17255 0.372125 3271.52 0.130282 0.0996691
653.404 0.0123696 0.999268 378.215 -2.56715 1.51591 1722.5 1470.25 0.382283 0.390097 0.703984 0.540689 985.621 -1.94067 2.22994 1043.38 0.948058 0.0996691
-1 -1 -1 -1 -1 -1 -1 365.267 -1 -1 -1 -1 6.6383 1.19069 0.659571 234.702 0.747432 0.0996691
