pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj sm_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht pt_balance weight
447.122 1.57247 -2.13279 -1 -1 -1 -1 567.91 0.595432 -1 0.714168 -1 368.308 0.593893 1.29878 637 0.571669 92.9047
1280.17 -0.4471 -0.102522 -1 -1 -1 -1 657.575 0.66107 -1 0.587205 -1 1279.75 2.91506 1.61498 1460.44 0.883329 92.9047
-1 -1 -1 -1 -1 -1 -1 419.78 -1 -1 -1 -1 398.058 0.965007 2.51562 457.957 0.978978 92.9047
590.719 0.440311 0.0741474 533.338 -0.861738 -2.85475 1376.86 1344.51 0.516341 0.709777 0.643848 0.708852 528.895 1.46148 1.39218 1569.86 0.58783 92.9047
512.487 -1.12034 0.762471 491.227 0.856497 -0.806034 1399.78 1001.77 0.464116 0.20188 0.369609 0.756947 638.319 3.13338 0.118052 1125.46 0.392549 92.9047
397.327 -0.952217 -0.246247 -1 -1 -1 -1 307.143 0.718714 -1 0.846117 -1 375.04 3.01293 0.196579 784.742 0.602598 92.9047
439.147 1.14782 -1.25469 -1 -1 -1 -1 906.015 0.543079 -1 0.579497 -1 404.249 2.45816 1.7506 665.847 0.614598 92.9047
507.604 0.0560805 1.36661 -1 -1 -1 -1 1203.45 0.627732 -1 0.849948 -1 403.5 -1.66077 1.00389 835.249 0.549813 92.9047
605.937 1.17298 1.55703 503.862 2.37586 -2.24157 1270.65 1257.32 0.611071 0.75006 0.49912 0.796963 242.331 0.286473 1.27131 1392.69 0.337218 92.9047
721.13 0.615021 -0.212198 461.478 -0.181865 -2.68997 1195.93 1200.13 0.515333 0.60533 0.724244 0.764876 299.327 2.4529 0.716093 1376.21 0.748529 92.9047
385.89 -1.23482 -2.52823 -1 -1 -1 -1 389.947 0.585745 -1 0.447372 -1 423.015 0.924453 0.149047 565.466 0.855317 92.9047
748.145 -0.329526 0.764907 447.849 0.610407 2.34428 1003.39 1004.46 0.738533 0.500857 0.844376 0.75515 874.195 -1.81368 2.12221 1204.84 0.726215 92.9047
707.847 -0.0544866 1.28686 682.215 0.629192 -1.66216 1473.17 1477.49 0.541933 0.670769 0.874282 0.752184 143.167 -2.94865 1.28656 1400.79 0.0992863 92.9047
766.168 0.096187 -2.33896 -1 -1 -1 -1 279.279 0.215973 -1 0.674349 -1 665.022 0.862736 0.403013 848.083 0.760308 92.9047
483.715 -0.222387 -1.11797 423.073 -0.652115 1.74627 933.768 892.72 0.64838 0.659477 0.752811 0.770057 450.077 -2.96676 1.54197 1220.2 0.7871 92.9047
639.457 -0.807485 -0.560915 253.964 2.43184 0.802707 2042.53 170.93 0.253254 0.694059 0.872512 0.831801 694.996 2.82962 0.784241 906.601 0.888824 92.9047
1498.24 -0.697045 0.821947 1303.22 0.440801 -2.64497 3234.43 3279.69 0.408255 0.522848 0.376377 0.518636 210.406 -0.338451 1.16053 3266.58 0.176483 92.9047
657.27 1.23046 -2.82601 497.571 -0.200068 1.85074 1219.44 1225.28 0.700642 0.474911 0.853187 0.716925 692.497 -0.317868 0.145001 1275.67 0.752482 92.9047
645.885 0.41199 1.70368 563.095 1.41641 -1.53924 1373.28 1353.15 0.476364 0.722457 0.930575 0.761741 108.009 -1.12764 0.423507 1219.24 0.0990771 92.9047
830.245 1.36175 -0.891589 461.534 -0.397727 2.89093 1714.71 1637.75 0.32043 0.531472 0.515629 0.393009 448.244 1.87067 0.719906 1428.53 0.826618 92.9047
-1 -1 -1 -1 -1 -1 -1 81.0352 -1 -1 -1 -1 166.424 2.1044 2.24407 190.71 0.96545 92.9047
370.034 1.79144 0.923051 251.479 0.435106 -2.12579 759.668 760.141 0.375623 0.553734 0.842381 0.524367 62.4525 -0.928696 1.20973 760.505 0.93006 92.9047
362.683 1.66981 -2.15254 -1 -1 -1 -1 1107.86 0.489212 -1 0.755194 -1 488.104 0.831114 0.948881 714.34 0.761298 92.9047
340.911 0.993007 2.87993 -1 -1 -1 -1 521.974 0.754074 -1 0.871362 -1 302.007 -1.10295 1.56697 592.345 0.932032 92.9047
582.491 0.37661 -0.38432 366.488 -0.352032 2.3508 981.26 962.76 0.417437 0.459546 0.85416 0.752568 474.092 -2.30305 1.64287 1265.32 0.90435 92.9047
