pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1204.76 -0.608546 2.57414 969.8 -0.329091 -1.5212 1986.7 0.525731 0.356907 0.735867 0.768535 132.352 -1.06127 0.459927 4104.99
965.504 -1.36485 1.78784 830.081 -0.348713 2.83142 1317.24 0.412762 0.696049 0.793868 0.69411 434.33 -1.06262 2.38915 2951.69
1273.02 -0.141399 2.93826 1217.14 -0.0936581 -1.46906 2022.47 0.718628 0.806072 0.771978 0.675902 373.85 0.92112 2.01714 4127.95
1191.21 0.473759 1.52106 1059.79 -0.832774 -1.35357 2757.2 0.641276 0.364831 0.761867 0.704557 124.603 -1.16899 0.184579 4039.51
971.658 0.580407 -2.53794 389.572 -1.33283 0.56034 1871.18 0.250577 0.675152 0.748894 0.860531 141.755 0.80826 0.247919 1793.21
782.543 2.02135 -0.369458 627.465 -0.41133 -0.937553 2214.2 0.69114 0.529588 0.808857 0.724443 507.146 2.28434 2.6538 2409.55
1694.59 -0.242611 -0.0347944 960.613 0.265594 3.12254 2832.63 0.15431 0.224651 0.719505 0.426245 692.262 3.04733 0.0752101 2824.22
1371.92 0.55661 0.771777 1055.54 0.881505 2.55993 1944.82 0.843414 0.578809 0.720524 0.771262 570.61 -1.6446 2.07866 3433.36
1123.85 -0.633033 0.771197 1032.18 -1.0968 2.47861 1725.5 0.381647 0.673047 0.699786 0.712653 336.809 -1.74221 2.06236 3250.38
869.525 0.433142 2.40719 758.814 -0.217647 1.54214 940.617 0.51585 0.580526 0.655761 0.844518 652.363 -0.952827 2.49496 3073.29
1401.99 -0.14776 -1.64383 1352.38 -0.404096 0.288222 2312.82 0.496021 0.733847 0.445128 0.874677 82.8421 2.37981 2.09159 4460.03
1185.19 0.630676 1.87893 1081.59 0.306358 -2.22689 2116.58 0.355372 0.406565 0.758808 0.706772 467.083 -0.163114 2.04205 2865.74
1145.72 0.189313 -0.941192 962.517 0.461864 0.766557 1632.01 0.610686 0.400019 0.716445 0.788232 566.232 2.81643 2.04988 3287.16
1178.53 -0.957472 -2.50153 487.112 -0.339675 0.105364 1653.71 0.14255 0.649949 0.830034 0.693498 452.776 0.977922 0.872557 2276.94
1308.88 0.0470852 -1.90044 1270.79 -0.957052 0.41644 2888.94 0.166387 0.956351 0.843827 0.677991 458.556 -2.19493 0.294492 3684.35
1401.62 -0.237648 1.07177 748.853 -1.03986 2.39011 1525.39 0.647443 0.558801 0.668237 0.698513 325.652 -1.39384 2.46561 3897.93
