pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1180.37 0.459708 0.759853 832.683 -0.800134 -1.20271 2130.33 0.630227 0.744216 0.748829 0.806613 412.932 3.02262 2.05785 2774.4
1322.01 -0.951199 -0.876788 1266.56 -0.0231158 1.75972 2935.62 0.314627 0.527163 0.583587 0.619533 291.958 -1.05223 0.17544 3448.7
1428.55 -0.736616 -0.937142 930.963 0.0823027 1.4752 2533.23 0.055418 0.746892 0.807864 0.705181 95.8213 -2.7186 1.78146 3639.17
909.253 -1.38507 1.77776 787.897 -0.359402 2.83552 1267.76 0.340568 0.764162 0.792596 0.774905 336.845 -1.19454 2.25312 2803.62
1089.2 -1.62348 0.298709 1027.8 -0.687535 2.63077 2332.33 0.535388 0.345401 0.789299 0.788308 359.133 2.58238 0.0483837 3237.69
1381.14 -0.0790292 1.68683 1235.32 -0.437995 -1.66319 2962.58 0.493934 0.120326 0.495847 0.775221 447.979 1.52141 0.165419 3562.65
1132.39 0.762261 1.36548 909.243 -1.14607 0.192052 2568.31 0.483481 0.21623 0.216114 0.721207 1328.88 -2.31917 2.51122 2461.55
1248.92 -0.137266 2.49161 807.161 -1.42661 0.710196 2099.74 0.546781 0.722983 0.722529 0.638008 113.355 -1.77097 2.0206 3440.81
1262.04 -0.286563 -1.46225 1172.04 -0.814064 2.45727 2424.51 0.152245 0.635844 0.656694 0.795208 133.997 -1.29726 0.16499 3487.64
1193.08 -0.518817 -2.76651 780.12 1.24158 -1.28077 2387.44 0.609035 0.659852 0.643263 0.560521 379.114 1.03467 2.31543 3180.34
1680.17 1.09041 -2.51419 1439.4 0.17437 -0.0958197 3399.47 0.164172 0.505726 0.845232 0.534667 208.98 -2.52485 0.0106559 4411.75
1054.11 0.753753 0.547655 924.979 -0.75864 2.86309 2500.46 0.734193 0.25226 0.64498 0.818012 325.572 2.95183 0.0887406 2930.3
1215.37 -0.578 0.804784 1045.09 -1.12573 2.50553 1885.21 0.51945 0.594437 0.33607 0.851803 428.662 -1.75156 2.02609 3365.11
1299.25 0.0523424 -2.8755 1103.01 0.177039 -0.936789 1990.27 0.600037 0.422343 0.881247 0.629255 162.4 1.18861 2.1254 4019.77
1129.6 0.924357 -2.18587 1090.02 -0.413845 -0.201519 2460.71 0.848591 0.600782 0.640641 0.890639 534.994 2.03318 2.06414 3020.08
1339.43 0.51322 -2.39979 766.259 -0.476181 0.154486 2215.35 0.504025 0.621925 0.772555 0.745231 512.825 0.222115 0.0676289 3629.71
1251.86 0.793686 -1.41098 949.282 0.725751 2.83997 1888.27 0.535997 0.78638 0.676853 0.547858 169.64 0.841221 1.99875 3614.5
1508.7 -0.114723 1.11989 1281.8 0.599557 -0.7998 2533.01 0.38732 0.635889 0.760392 0.639296 510.521 -2.9821 2.18119 3950.35
696.92 -0.855173 -1.86119 496.69 -0.257035 -0.226814 935.531 0.51407 0.63947 0.6577 0.695131 491.777 1.81487 2.04169 1847.68
